animal1,animal2,language_similarity_simple_dist_texture
gorilla,dolphin,0.44827666202642025
grizzly,dolphin,0.5980395335800982
hippo,dolphin,0.4016044360620655
killerwhale,dolphin,0.3826257840515638
lion,dolphin,0.4924882014596868
llama,dolphin,0.6873637505372496
mammoth,dolphin,0.8067347171784636
panda,dolphin,0.3980650649824288
panther,dolphin,0.5268375027739821
pig,dolphin,0.584198558410636
pigeon,dolphin,0.4321323127305982
polarbear,dolphin,0.4430405748725045
rhino,dolphin,0.42555436187365087
shark,dolphin,0.3488187826443188
sheep,dolphin,0.7968485714339963
skunk,dolphin,0.6689968810618593
sloth,dolphin,0.5509162064459712
swan,dolphin,0.49160923346070873
zebra,dolphin,0.6360637779268892
bat,elephant,0.5048021795941986
beaver,elephant,0.5446102175015833
boar,elephant,0.4176026249513787
cheetah,elephant,0.35670899755136826
crow,elephant,0.4568822748285058
deer,elephant,0.49510992900172196
dolphin,elephant,0.4399856719643718
elephant,elephant,0
flamingo,elephant,0.4221573814432107
giraffe,elephant,0.3883887240662132
goat,elephant,0.48981132155963913
gorilla,elephant,0.3175663081827097
grizzly,elephant,0.5389427547144374
hippo,elephant,0.3837616551177745
killerwhale,elephant,0.5260905088209038
lion,elephant,0.38879999417575933
llama,elephant,0.5464109464428011
mammoth,elephant,0.64544630183995
panda,elephant,0.23622603859513142
panther,elephant,0.43484171418407075
pig,elephant,0.555145786330377
pigeon,elephant,0.33687145506419713
polarbear,elephant,0.4385569650973974
rhino,elephant,0.31655968100454707
shark,elephant,0.5368672829712837
sheep,elephant,0.6920101435401296
skunk,elephant,0.6240239341505935
sloth,elephant,0.5655941242193012
swan,elephant,0.437334798297331
zebra,elephant,0.50758019724951
bat,flamingo,0.6260967403627774
beaver,flamingo,0.49748622096042916
boar,flamingo,0.40934697970893913
cheetah,flamingo,0.3989430519961622
crow,flamingo,0.4486220620075742
deer,flamingo,0.5213545959630477
dolphin,flamingo,0.4948336224787804
elephant,flamingo,0.4221573814432107
flamingo,flamingo,0
giraffe,flamingo,0.3682983126192937
goat,flamingo,0.47872160746310577
gorilla,flamingo,0.49466361842572415
grizzly,flamingo,0.6137659639427435
hippo,flamingo,0.3781627496942699
killerwhale,flamingo,0.6365036084507862
lion,flamingo,0.6067048365405033
llama,flamingo,0.49828961767942254
mammoth,flamingo,0.9176451973746985
panda,flamingo,0.4229928715166196
panther,flamingo,0.35938934682097073
pig,flamingo,0.5247173164462519
pigeon,flamingo,0.4242366864800616
polarbear,flamingo,0.5519626962409206
rhino,flamingo,0.4025267368482663
shark,flamingo,0.6435832046623527
sheep,flamingo,0.703500121682116
skunk,flamingo,0.5097669095888127
sloth,flamingo,0.6201391302329059
swan,flamingo,0.35847546669704583
zebra,flamingo,0.35843333981518766
bat,giraffe,0.5977038426147183
beaver,giraffe,0.4377179753465483
boar,giraffe,0.38680993806838904
cheetah,giraffe,0.29324910660615455
crow,giraffe,0.4544316392948896
deer,giraffe,0.5564110442617003
dolphin,giraffe,0.5607254284551901
elephant,giraffe,0.3883887240662132
flamingo,giraffe,0.3682983126192937
giraffe,giraffe,0
goat,giraffe,0.4250418799871774
gorilla,giraffe,0.4016815862695736
grizzly,giraffe,0.5574169047305737
hippo,giraffe,0.3884392512942444
killerwhale,giraffe,0.6683429010056201
lion,giraffe,0.5732545311637856
llama,giraffe,0.45103589512590436
mammoth,giraffe,0.7861353267235569
panda,giraffe,0.410827935747281
panther,giraffe,0.38256270929395003
pig,giraffe,0.47629324150901986
pigeon,giraffe,0.4143404448574126
polarbear,giraffe,0.5257835805130079
rhino,giraffe,0.40103586864429414
shark,giraffe,0.6539166750374208
sheep,giraffe,0.6443376661877567
skunk,giraffe,0.4867903896469113
sloth,giraffe,0.630121712536874
swan,giraffe,0.4146954191299971
zebra,giraffe,0.28452179117879955
bat,goat,0.6595923493331345
beaver,goat,0.3906836770464166
boar,goat,0.42920291554764756
cheetah,goat,0.45071493140781127
crow,goat,0.5535181890231334
deer,goat,0.5702819581582143
dolphin,goat,0.6564859337361686
elephant,goat,0.48981132155963913
flamingo,goat,0.47872160746310577
giraffe,goat,0.4250418799871774
goat,goat,0
gorilla,goat,0.504342255464868
grizzly,goat,0.6010827206976969
hippo,goat,0.5635087742245177
killerwhale,goat,0.7567471046154735
lion,goat,0.6007125702485923
llama,goat,0.30566962151785176
mammoth,goat,0.8558978179050923
panda,goat,0.5375793394083198
panther,goat,0.494091204363957
pig,goat,0.4250694564639327
pigeon,goat,0.510766546420903
polarbear,goat,0.6155107410971671
rhino,goat,0.4545593188597827
shark,goat,0.7508826901519262
sheep,goat,0.4169475879473719
skunk,goat,0.5115409008002749
sloth,goat,0.7069819866878543
swan,goat,0.5254905880266498
zebra,goat,0.38734371429252795
bat,gorilla,0.4487934661025563
beaver,gorilla,0.4899822128259883
boar,gorilla,0.4503065980274074
cheetah,gorilla,0.35904574926403815
crow,gorilla,0.4621667498343684
deer,gorilla,0.5203281422730289
dolphin,gorilla,0.44827666202642025
elephant,gorilla,0.3175663081827097
flamingo,gorilla,0.49466361842572415
giraffe,gorilla,0.4016815862695736
goat,gorilla,0.504342255464868
gorilla,gorilla,0
grizzly,gorilla,0.4766918509803879
hippo,gorilla,0.3667110913778929
killerwhale,gorilla,0.5370652519068123
lion,gorilla,0.40090075471546743
llama,gorilla,0.5858168287563086
mammoth,gorilla,0.6132351998968387
panda,gorilla,0.33071816609273846
panther,gorilla,0.41679689143869486
pig,gorilla,0.5107098646724093
pigeon,gorilla,0.3974991175111227
polarbear,gorilla,0.42118678493863154
rhino,gorilla,0.3463694221483106
shark,gorilla,0.46876324630522115
sheep,gorilla,0.7245779765129284
skunk,gorilla,0.5295975620704553
sloth,gorilla,0.5213460832534385
swan,gorilla,0.5059565644017378
zebra,gorilla,0.530312904139037
bat,grizzly,0.5931569213949464
beaver,grizzly,0.48782076101292654
boar,grizzly,0.45232924130100727
cheetah,grizzly,0.488343888146359
crow,grizzly,0.5209357588910689
deer,grizzly,0.44035012513157906
dolphin,grizzly,0.5980395335800982
elephant,grizzly,0.5389427547144374
flamingo,grizzly,0.6137659639427435
giraffe,grizzly,0.5574169047305737
goat,grizzly,0.6010827206976969
gorilla,grizzly,0.4766918509803879
grizzly,grizzly,0
hippo,grizzly,0.4822486458930333
killerwhale,grizzly,0.5367863582703477
lion,grizzly,0.5304813715725634
llama,grizzly,0.6024574894015159
mammoth,grizzly,0.6956947316170338
panda,grizzly,0.5088610260257559
panther,grizzly,0.43724105578990796
pig,grizzly,0.735096510918416
pigeon,grizzly,0.5292061784988791
polarbear,grizzly,0.5076473305082423
rhino,grizzly,0.4549528348746705
shark,grizzly,0.5299370678797963
sheep,grizzly,0.8208223144871216
skunk,grizzly,0.5695884916493915
sloth,grizzly,0.5324396939701218
swan,grizzly,0.62252002117152
zebra,grizzly,0.6316064982843195
bat,hippo,0.532099412320108
beaver,hippo,0.48111387179576526
boar,hippo,0.3911063419493546
cheetah,hippo,0.37918846229376874
crow,hippo,0.40472303671593746
deer,hippo,0.4593449081805948
dolphin,hippo,0.4016044360620655
elephant,hippo,0.3837616551177745
flamingo,hippo,0.3781627496942699
giraffe,hippo,0.3884392512942444
goat,hippo,0.5635087742245177
gorilla,hippo,0.3667110913778929
grizzly,hippo,0.4822486458930333
hippo,hippo,0
killerwhale,hippo,0.48743928999103947
lion,hippo,0.5294081330103159
llama,hippo,0.592478983723238
mammoth,hippo,0.7849145455740265
panda,hippo,0.36339025410955866
panther,hippo,0.362852127123496
pig,hippo,0.5570608890973058
pigeon,hippo,0.4243341748620074
polarbear,hippo,0.49428771185944753
rhino,hippo,0.3523764724114269
shark,hippo,0.4544009251612692
sheep,hippo,0.8040212091228993
skunk,hippo,0.46688692487523337
sloth,hippo,0.4346639507548017
swan,hippo,0.44980303998126586
zebra,hippo,0.4639969557898133
bat,killerwhale,0.5649023476938478
beaver,killerwhale,0.7378768494476631
boar,killerwhale,0.6159945196346158
cheetah,killerwhale,0.6319306157253464
crow,killerwhale,0.6492920880288827
deer,killerwhale,0.5106396716737398
dolphin,killerwhale,0.3826257840515638
elephant,killerwhale,0.5260905088209038
flamingo,killerwhale,0.6365036084507862
giraffe,killerwhale,0.6683429010056201
goat,killerwhale,0.7567471046154735
gorilla,killerwhale,0.5370652519068123
grizzly,killerwhale,0.5367863582703477
hippo,killerwhale,0.48743928999103947
killerwhale,killerwhale,0
lion,killerwhale,0.5013629343089913
llama,killerwhale,0.7517798049357584
mammoth,killerwhale,0.8358545514666742
panda,killerwhale,0.5028747644288825
panther,killerwhale,0.5957163441476685
pig,killerwhale,0.7534291621286587
pigeon,killerwhale,0.5927289369452182
polarbear,killerwhale,0.41915458835879993
rhino,killerwhale,0.49634855176410125
shark,killerwhale,0.33498064300889846
sheep,killerwhale,0.9142380958501033
skunk,killerwhale,0.7705528084741511
sloth,killerwhale,0.5528673987017829
swan,killerwhale,0.6533938082719122
zebra,killerwhale,0.7669105526249682
bat,lion,0.4881942987462378
beaver,lion,0.6388235898156309
boar,lion,0.5704916305174352
cheetah,lion,0.4859763978205293
crow,lion,0.5646072198567063
deer,lion,0.5276485152853181
dolphin,lion,0.4924882014596868
elephant,lion,0.38879999417575933
flamingo,lion,0.6067048365405033
giraffe,lion,0.5732545311637856
goat,lion,0.6007125702485923
gorilla,lion,0.40090075471546743
grizzly,lion,0.5304813715725634
hippo,lion,0.5294081330103159
killerwhale,lion,0.5013629343089913
lion,lion,0
llama,lion,0.6768041584457689
mammoth,lion,0.5483737891189225
panda,lion,0.38405466283085127
panther,lion,0.5361542364219944
pig,lion,0.6750495690279859
pigeon,lion,0.40644494328550285
polarbear,lion,0.42662212780221226
rhino,lion,0.4336773586757266
shark,lion,0.4892576582485079
sheep,lion,0.7750569537562776
skunk,lion,0.6981877146782407
sloth,lion,0.5827041498415132
swan,lion,0.5508886636106405
zebra,lion,0.6662224999146615
bat,llama,0.7690850340640115
beaver,llama,0.4102580182327304
boar,llama,0.44315339620356337
cheetah,llama,0.4825534806778768
crow,llama,0.5989180677099655
deer,llama,0.6049620049447568
dolphin,llama,0.6873637505372496
elephant,llama,0.5464109464428011
flamingo,llama,0.49828961767942254
giraffe,llama,0.45103589512590436
goat,llama,0.30566962151785176
gorilla,llama,0.5858168287563086
grizzly,llama,0.6024574894015159
hippo,llama,0.592478983723238
killerwhale,llama,0.7517798049357584
lion,llama,0.6768041584457689
llama,llama,0
mammoth,llama,0.9489427417075853
panda,llama,0.5581174510642358
panther,llama,0.5430885571754533
pig,llama,0.5084805530252559
pigeon,llama,0.5482290308600293
polarbear,llama,0.6012954297238466
rhino,llama,0.5409624600958763
shark,llama,0.781283124971109
sheep,llama,0.4283958360117391
skunk,llama,0.5364326756036424
sloth,llama,0.7514597038908547
swan,llama,0.4970456836125975
zebra,llama,0.42510048702642
bat,mammoth,0.6754883076090481
beaver,mammoth,0.8563687495931697
boar,mammoth,0.8025148837587531
cheetah,mammoth,0.7090893212734408
crow,mammoth,0.7797141375602131
deer,mammoth,0.8342883006419767
dolphin,mammoth,0.8067347171784636
elephant,mammoth,0.64544630183995
flamingo,mammoth,0.9176451973746985
giraffe,mammoth,0.7861353267235569
goat,mammoth,0.8558978179050923
gorilla,mammoth,0.6132351998968387
grizzly,mammoth,0.6956947316170338
hippo,mammoth,0.7849145455740265
killerwhale,mammoth,0.8358545514666742
lion,mammoth,0.5483737891189225
llama,mammoth,0.9489427417075853
mammoth,mammoth,0
panda,mammoth,0.683287674112238
panther,mammoth,0.8056335953002204
pig,mammoth,0.9472664430846275
pigeon,mammoth,0.6664723268751115
polarbear,mammoth,0.7829810816659717
rhino,mammoth,0.7392510894076858
shark,mammoth,0.7516560841323127
sheep,mammoth,1.03436432648366
skunk,mammoth,0.9382502469131292
sloth,mammoth,0.7818483717385754
swan,mammoth,0.8521655355022645
zebra,mammoth,0.9078556927428111
bat,panda,0.5405514105466862
beaver,panda,0.5408824689191533
boar,panda,0.4777717889155812
cheetah,panda,0.3562803629385224
crow,panda,0.42806645708806323
deer,panda,0.509229894307897
dolphin,panda,0.3980650649824288
elephant,panda,0.23622603859513142
flamingo,panda,0.4229928715166196
giraffe,panda,0.410827935747281
goat,panda,0.5375793394083198
gorilla,panda,0.33071816609273846
grizzly,panda,0.5088610260257559
hippo,panda,0.36339025410955866
killerwhale,panda,0.5028747644288825
lion,panda,0.38405466283085127
llama,panda,0.5581174510642358
mammoth,panda,0.683287674112238
panda,panda,0
panther,panda,0.45286352673907876
pig,panda,0.5784389668566776
pigeon,panda,0.3500395114080774
polarbear,panda,0.40080077330471026
rhino,panda,0.35728246671359454
shark,panda,0.48531498851494437
sheep,panda,0.7268145360437712
skunk,panda,0.5963530305627266
sloth,panda,0.5267806470320252
swan,panda,0.40347504816086077
zebra,panda,0.5204107585537581
bat,panther,0.5354979816104691
beaver,panther,0.41248652614293757
boar,panther,0.3292201471236093
cheetah,panther,0.332535329400545
crow,panther,0.48718384330402564
deer,panther,0.42712265960436
dolphin,panther,0.5268375027739821
elephant,panther,0.43484171418407075
flamingo,panther,0.35938934682097073
giraffe,panther,0.38256270929395003
goat,panther,0.494091204363957
gorilla,panther,0.41679689143869486
grizzly,panther,0.43724105578990796
hippo,panther,0.362852127123496
killerwhale,panther,0.5957163441476685
lion,panther,0.5361542364219944
llama,panther,0.5430885571754533
mammoth,panther,0.8056335953002204
panda,panther,0.45286352673907876
panther,panther,0
pig,panther,0.5844857267780412
pigeon,panther,0.44737398747722124
polarbear,panther,0.5206779963289982
rhino,panther,0.3517733212617346
shark,panther,0.5539607083001632
sheep,panther,0.7416841961585503
skunk,panther,0.456853457365086
sloth,panther,0.5898620447076312
swan,panther,0.4677879116166269
zebra,panther,0.38116658945993354
bat,pig,0.7157472556523774
beaver,pig,0.44592864330138254
boar,pig,0.5584530826953726
cheetah,pig,0.5805071380653493
crow,pig,0.5597675999193984
deer,pig,0.677039027311805
dolphin,pig,0.584198558410636
elephant,pig,0.555145786330377
flamingo,pig,0.5247173164462519
giraffe,pig,0.47629324150901986
goat,pig,0.4250694564639327
gorilla,pig,0.5107098646724093
grizzly,pig,0.735096510918416
hippo,pig,0.5570608890973058
killerwhale,pig,0.7534291621286587
lion,pig,0.6750495690279859
llama,pig,0.5084805530252559
mammoth,pig,0.9472664430846275
panda,pig,0.5784389668566776
panther,pig,0.5844857267780412
pig,pig,0
pigeon,pig,0.538217440963733
polarbear,pig,0.6041382097106308
rhino,pig,0.5560231007830126
shark,pig,0.7103851352646438
sheep,pig,0.5286037944548604
skunk,pig,0.5141858354500068
sloth,pig,0.7161807994028713
swan,pig,0.49007850145603304
zebra,pig,0.4585232141288051
bat,pigeon,0.5366638430427128
beaver,pigeon,0.4836363057553263
boar,pigeon,0.40631115363466513
cheetah,pigeon,0.3815681183652309
crow,pigeon,0.42297116691573267
deer,pigeon,0.4621126821849803
dolphin,pigeon,0.4321323127305982
elephant,pigeon,0.33687145506419713
flamingo,pigeon,0.4242366864800616
giraffe,pigeon,0.4143404448574126
goat,pigeon,0.510766546420903
gorilla,pigeon,0.3974991175111227
grizzly,pigeon,0.5292061784988791
hippo,pigeon,0.4243341748620074
killerwhale,pigeon,0.5927289369452182
lion,pigeon,0.40644494328550285
llama,pigeon,0.5482290308600293
mammoth,pigeon,0.6664723268751115
panda,pigeon,0.3500395114080774
panther,pigeon,0.44737398747722124
pig,pigeon,0.538217440963733
pigeon,pigeon,0
polarbear,pigeon,0.4309752568129503
rhino,pigeon,0.3838470315705731
shark,pigeon,0.5513780135599886
sheep,pigeon,0.641138444461892
skunk,pigeon,0.5494548785109862
sloth,pigeon,0.5691664605996248
swan,pigeon,0.3545035682964287
zebra,pigeon,0.4983985672709527
bat,polarbear,0.561216062473448
beaver,polarbear,0.559449013459831
boar,polarbear,0.5500001351253896
cheetah,polarbear,0.5071808235323574
crow,polarbear,0.6053378264857932
deer,polarbear,0.4765505102200585
dolphin,polarbear,0.4430405748725045
elephant,polarbear,0.4385569650973974
flamingo,polarbear,0.5519626962409206
giraffe,polarbear,0.5257835805130079
goat,polarbear,0.6155107410971671
gorilla,polarbear,0.42118678493863154
grizzly,polarbear,0.5076473305082423
hippo,polarbear,0.49428771185944753
killerwhale,polarbear,0.41915458835879993
lion,polarbear,0.42662212780221226
llama,polarbear,0.6012954297238466
mammoth,polarbear,0.7829810816659717
panda,polarbear,0.40080077330471026
panther,polarbear,0.5206779963289982
pig,polarbear,0.6041382097106308
pigeon,polarbear,0.4309752568129503
polarbear,polarbear,0
rhino,polarbear,0.45768047255934086
shark,polarbear,0.4813288709481715
sheep,polarbear,0.710082915945438
skunk,polarbear,0.6567576582611602
sloth,polarbear,0.6254303004540973
swan,polarbear,0.4620769273085281
zebra,polarbear,0.6281051616370524
bat,rhino,0.45394933128620885
beaver,rhino,0.5196901265618782
boar,rhino,0.3509764777603592
cheetah,rhino,0.3701108252756531
crow,rhino,0.457925973129028
deer,rhino,0.3804217211541254
dolphin,rhino,0.42555436187365087
elephant,rhino,0.31655968100454707
flamingo,rhino,0.4025267368482663
giraffe,rhino,0.40103586864429414
goat,rhino,0.4545593188597827
gorilla,rhino,0.3463694221483106
grizzly,rhino,0.4549528348746705
hippo,rhino,0.3523764724114269
killerwhale,rhino,0.49634855176410125
lion,rhino,0.4336773586757266
llama,rhino,0.5409624600958763
mammoth,rhino,0.7392510894076858
panda,rhino,0.35728246671359454
panther,rhino,0.3517733212617346
pig,rhino,0.5560231007830126
pigeon,rhino,0.3838470315705731
polarbear,rhino,0.45768047255934086
rhino,rhino,0
shark,rhino,0.51669184919602
sheep,rhino,0.6650468313451163
skunk,rhino,0.5656848037656254
sloth,rhino,0.5526413158983127
swan,rhino,0.49846290647604496
zebra,rhino,0.46121467098820706
bat,shark,0.4932652980745031
beaver,shark,0.6778452608393364
boar,shark,0.6018406750860285
cheetah,shark,0.5767661892168379
crow,shark,0.5796770896390075
deer,shark,0.561536544301857
dolphin,shark,0.3488187826443188
elephant,shark,0.5368672829712837
flamingo,shark,0.6435832046623527
giraffe,shark,0.6539166750374208
goat,shark,0.7508826901519262
gorilla,shark,0.46876324630522115
grizzly,shark,0.5299370678797963
hippo,shark,0.4544009251612692
killerwhale,shark,0.33498064300889846
lion,shark,0.4892576582485079
llama,shark,0.781283124971109
mammoth,shark,0.7516560841323127
panda,shark,0.48531498851494437
panther,shark,0.5539607083001632
pig,shark,0.7103851352646438
pigeon,shark,0.5513780135599886
polarbear,shark,0.4813288709481715
rhino,shark,0.51669184919602
shark,shark,0
sheep,shark,0.9302820977107403
skunk,shark,0.7018150207191969
sloth,shark,0.5332768205154311
swan,shark,0.6257493714708925
zebra,shark,0.7420586744156633
bat,sheep,0.8577165010239034
beaver,sheep,0.5670652364528178
boar,sheep,0.6376841487819802
cheetah,sheep,0.6809844500487201
crow,sheep,0.7864713387345066
deer,sheep,0.718314972390863
dolphin,sheep,0.7968485714339963
elephant,sheep,0.6920101435401296
flamingo,sheep,0.703500121682116
giraffe,sheep,0.6443376661877567
goat,sheep,0.4169475879473719
gorilla,sheep,0.7245779765129284
grizzly,sheep,0.8208223144871216
hippo,sheep,0.8040212091228993
killerwhale,sheep,0.9142380958501033
lion,sheep,0.7750569537562776
llama,sheep,0.4283958360117391
mammoth,sheep,1.03436432648366
panda,sheep,0.7268145360437712
panther,sheep,0.7416841961585503
pig,sheep,0.5286037944548604
pigeon,sheep,0.641138444461892
polarbear,sheep,0.710082915945438
rhino,sheep,0.6650468313451163
shark,sheep,0.9302820977107403
sheep,sheep,0
skunk,sheep,0.726469918236236
sloth,sheep,0.9244669911888423
swan,sheep,0.6198090280391857
zebra,sheep,0.5842665880908974
bat,skunk,0.6997008280984638
beaver,skunk,0.3438702612075349
boar,skunk,0.517087517725531
cheetah,skunk,0.5013672957769353
crow,skunk,0.47105244243935585
deer,skunk,0.5606905140433739
dolphin,skunk,0.6689968810618593
elephant,skunk,0.6240239341505935
flamingo,skunk,0.5097669095888127
giraffe,skunk,0.4867903896469113
goat,skunk,0.5115409008002749
gorilla,skunk,0.5295975620704553
grizzly,skunk,0.5695884916493915
hippo,skunk,0.46688692487523337
killerwhale,skunk,0.7705528084741511
lion,skunk,0.6981877146782407
llama,skunk,0.5364326756036424
mammoth,skunk,0.9382502469131292
panda,skunk,0.5963530305627266
panther,skunk,0.456853457365086
pig,skunk,0.5141858354500068
pigeon,skunk,0.5494548785109862
polarbear,skunk,0.6567576582611602
rhino,skunk,0.5656848037656254
shark,skunk,0.7018150207191969
sheep,skunk,0.726469918236236
skunk,skunk,0
sloth,skunk,0.6042945060115876
swan,skunk,0.5450989031322006
zebra,skunk,0.4137545092755206
bat,sloth,0.6827139102032773
beaver,sloth,0.6383449512530663
boar,sloth,0.5951947581297923
cheetah,sloth,0.6037455550902349
crow,sloth,0.5304151617808762
deer,sloth,0.6239973831346024
dolphin,sloth,0.5509162064459712
elephant,sloth,0.5655941242193012
flamingo,sloth,0.6201391302329059
giraffe,sloth,0.630121712536874
goat,sloth,0.7069819866878543
gorilla,sloth,0.5213460832534385
grizzly,sloth,0.5324396939701218
hippo,sloth,0.4346639507548017
killerwhale,sloth,0.5528673987017829
lion,sloth,0.5827041498415132
llama,sloth,0.7514597038908547
mammoth,sloth,0.7818483717385754
panda,sloth,0.5267806470320252
panther,sloth,0.5898620447076312
pig,sloth,0.7161807994028713
pigeon,sloth,0.5691664605996248
polarbear,sloth,0.6254303004540973
rhino,sloth,0.5526413158983127
shark,sloth,0.5332768205154311
sheep,sloth,0.9244669911888423
skunk,sloth,0.6042945060115876
sloth,sloth,0
