animal1,animal2,language_similarity_simple_dist_texture
bat,bat,0
beaver,bat,0.5953737328405069
boar,bat,0.5043792677290112
cheetah,bat,0.4345766013454845
crow,bat,0.4709368912997357
deer,bat,0.4914763465604517
dolphin,bat,0.4950178620834227
elephant,bat,0.38778073953398884
flamingo,bat,0.42736448651840003
giraffe,bat,0.4144876519016746
goat,bat,0.6851766250896566
gorilla,bat,0.48823810228581804
grizzly,bat,0.5269208327007785
hippo,bat,0.3934075274603656
killerwhale,bat,0.40814701607716547
lion,bat,0.4932333153184748
llama,bat,0.5059496410211741
mammoth,bat,0.512751683080912
panda,bat,0.5153201667769428
panther,bat,0.3721928369725783
pig,bat,0.6693281926062258
pigeon,bat,0.4057672348086026
polarbear,bat,0.48966259228449954
rhino,bat,0.445197174702816
shark,bat,0.44559497676591486
sheep,bat,0.7635276749006445
skunk,bat,0.7629732078449968
sloth,bat,0.4694408816286069
swan,bat,0.5304563761945605
zebra,bat,0.4098362794874193
bat,beaver,0.5953737328405069
beaver,beaver,0
boar,beaver,0.5420708335428966
cheetah,beaver,0.6387149955650772
crow,beaver,0.5373574189882103
deer,beaver,0.41909064807065133
dolphin,beaver,0.7987876978571845
elephant,beaver,0.5123634956824101
flamingo,beaver,0.5020652740470537
giraffe,beaver,0.5695942732217034
goat,beaver,0.5807051125126325
gorilla,beaver,0.5775673287039629
grizzly,beaver,0.34619456484696426
hippo,beaver,0.5111698628505994
killerwhale,beaver,0.5685054596646277
lion,beaver,0.6779838457970279
llama,beaver,0.5830643757344065
mammoth,beaver,0.3760210816869419
panda,beaver,0.663959318361998
panther,beaver,0.5500040572396573
pig,beaver,0.5603022827689278
pigeon,beaver,0.5425625802891834
polarbear,beaver,0.6241463417136315
rhino,beaver,0.5606095106020186
shark,beaver,0.6226884082292887
sheep,beaver,0.6525358411954982
skunk,beaver,0.6462169510177638
sloth,beaver,0.6101246315811055
swan,beaver,0.6612700493622844
zebra,beaver,0.48946402212273477
bat,boar,0.5043792677290112
beaver,boar,0.5420708335428966
boar,boar,0
cheetah,boar,0.6918880194006729
crow,boar,0.5393413367466356
deer,boar,0.4023637553096927
dolphin,boar,0.6869328272705589
elephant,boar,0.44138182665568604
flamingo,boar,0.5498002470756727
giraffe,boar,0.39819036218866993
goat,boar,0.44345815604824057
gorilla,boar,0.6645665797709762
grizzly,boar,0.5664074748787924
hippo,boar,0.5728579237941439
killerwhale,boar,0.46283273219277654
lion,boar,0.5039859917276797
llama,boar,0.5794526228441225
mammoth,boar,0.5647045928832592
panda,boar,0.751705479450496
panther,boar,0.5570419681936196
pig,boar,0.539484586073739
pigeon,boar,0.5334156997498389
polarbear,boar,0.6507251027959964
rhino,boar,0.5906277143546615
shark,boar,0.5602115898379754
sheep,boar,0.5164624347150004
skunk,boar,0.7828599032177815
sloth,boar,0.4997267719199696
swan,boar,0.6716284936803499
zebra,boar,0.38620219900669683
bat,cheetah,0.4345766013454845
beaver,cheetah,0.6387149955650772
boar,cheetah,0.6918880194006729
cheetah,cheetah,0
crow,cheetah,0.4543007133583624
deer,cheetah,0.6675086197749837
dolphin,cheetah,0.4515792239362467
elephant,cheetah,0.544154023528799
flamingo,cheetah,0.46961341076300966
giraffe,cheetah,0.5674130610223201
goat,cheetah,0.8726197345632012
gorilla,cheetah,0.5210213568320415
grizzly,cheetah,0.5495712703679904
hippo,cheetah,0.3804248876025176
killerwhale,cheetah,0.5185984307814748
lion,cheetah,0.49963003313377935
llama,cheetah,0.5222210099891788
mammoth,cheetah,0.600378436122113
panda,cheetah,0.37991856174627997
panther,cheetah,0.38404512462191914
pig,cheetah,0.8541350150211333
pigeon,cheetah,0.5608919273356604
polarbear,cheetah,0.4469652877681237
rhino,cheetah,0.41705573747508023
shark,cheetah,0.6070292921064585
sheep,cheetah,0.9258804788595721
skunk,cheetah,0.9193210372186724
sloth,cheetah,0.6635541980809535
swan,cheetah,0.4566497403433135
zebra,cheetah,0.4854381799299111
bat,crow,0.4709368912997357
beaver,crow,0.5373574189882103
boar,crow,0.5393413367466356
cheetah,crow,0.4543007133583624
crow,crow,0
deer,crow,0.5397483111276906
dolphin,crow,0.5400632794784941
elephant,crow,0.5533457911871189
flamingo,crow,0.47115713183635183
giraffe,crow,0.5617905175676835
goat,crow,0.7535488156124085
gorilla,crow,0.6255305452971859
grizzly,crow,0.5895068201461465
hippo,crow,0.4679040793907902
killerwhale,crow,0.45306249813945754
lion,crow,0.5338016580174663
llama,crow,0.5429240490771546
mammoth,crow,0.5839203247220798
panda,crow,0.5884083122493955
panther,crow,0.4617238427101644
pig,crow,0.7672582807340627
pigeon,crow,0.3897544534250905
polarbear,crow,0.5729644806583353
rhino,crow,0.6056498653656508
shark,crow,0.5754891970513243
sheep,crow,0.804814350002826
skunk,crow,0.8859291562033201
sloth,crow,0.5691111019512124
swan,crow,0.43805556104355675
zebra,crow,0.49340675350210517
bat,deer,0.4914763465604517
beaver,deer,0.41909064807065133
boar,deer,0.4023637553096927
cheetah,deer,0.6675086197749837
crow,deer,0.5397483111276906
deer,deer,0
dolphin,deer,0.7252732222459382
elephant,deer,0.4438555370222685
flamingo,deer,0.48466022154208216
giraffe,deer,0.44505674369125064
goat,deer,0.5189541098895182
gorilla,deer,0.6939424417659246
grizzly,deer,0.5123594726850927
hippo,deer,0.594564643006577
killerwhale,deer,0.4688697998216751
lion,deer,0.6170543169504379
llama,deer,0.5617471132550105
mammoth,deer,0.49558633841251803
panda,deer,0.7782110906910246
panther,deer,0.5846645504559423
pig,deer,0.5957543300918964
pigeon,deer,0.4492148724164245
polarbear,deer,0.6869805483254524
rhino,deer,0.5936126975292264
shark,deer,0.6009431741544126
sheep,deer,0.5017694371043209
skunk,deer,0.745309796884894
sloth,deer,0.5385397281131447
swan,deer,0.6447137798632133
zebra,deer,0.4627104915430107
bat,dolphin,0.4950178620834227
beaver,dolphin,0.7987876978571845
boar,dolphin,0.6869328272705589
cheetah,dolphin,0.4515792239362467
crow,dolphin,0.5400632794784941
deer,dolphin,0.7252732222459382
dolphin,dolphin,0
elephant,dolphin,0.6459866665252573
flamingo,dolphin,0.5969854547914601
giraffe,dolphin,0.6630277296241253
goat,dolphin,0.9532714550944795
gorilla,dolphin,0.7393343657249697
grizzly,dolphin,0.7807629575751777
hippo,dolphin,0.5040579010754576
killerwhale,dolphin,0.5541962266665575
lion,dolphin,0.48459467096018277
llama,dolphin,0.6362526466836367
mammoth,dolphin,0.7414959813804427
panda,dolphin,0.6256782835137152
panther,dolphin,0.5125119908540393
pig,dolphin,0.9637842348815815
pigeon,dolphin,0.5709423019013002
polarbear,dolphin,0.5501391171151636
rhino,dolphin,0.6282683558963912
shark,dolphin,0.6499467411018308
sheep,dolphin,0.9580316434417507
skunk,dolphin,1.118583929143407
sloth,dolphin,0.761695299528775
swan,dolphin,0.4211970854801981
zebra,dolphin,0.5822857809472604
bat,elephant,0.38778073953398884
beaver,elephant,0.5123634956824101
boar,elephant,0.44138182665568604
cheetah,elephant,0.544154023528799
crow,elephant,0.5533457911871189
deer,elephant,0.4438555370222685
dolphin,elephant,0.6459866665252573
elephant,elephant,0
flamingo,elephant,0.4206669312332501
giraffe,elephant,0.3217930024506911
goat,elephant,0.5413924848651215
gorilla,elephant,0.451604653141376
grizzly,elephant,0.4359955752160746
hippo,elephant,0.4438868565716615
killerwhale,elephant,0.4464921910204483
lion,elephant,0.4951099347511176
llama,elephant,0.5169195814811224
mammoth,elephant,0.411532749158333
panda,elephant,0.5726621006879898
panther,elephant,0.4458527494319834
pig,elephant,0.5260934591909019
pigeon,elephant,0.5025993701837077
polarbear,elephant,0.5214812475923597
rhino,elephant,0.37927790000940426
shark,elephant,0.4866090450746884
sheep,elephant,0.6588470534067439
skunk,elephant,0.656029259000212
sloth,elephant,0.4957556472594202
swan,elephant,0.6297413848984534
zebra,elephant,0.373403945751784
bat,flamingo,0.42736448651840003
beaver,flamingo,0.5020652740470537
boar,flamingo,0.5498002470756727
cheetah,flamingo,0.46961341076300966
crow,flamingo,0.47115713183635183
deer,flamingo,0.48466022154208216
dolphin,flamingo,0.5969854547914601
elephant,flamingo,0.4206669312332501
flamingo,flamingo,0
giraffe,flamingo,0.4171932675555573
goat,flamingo,0.6443381284446844
gorilla,flamingo,0.5206155273625703
grizzly,flamingo,0.5200499934278388
hippo,flamingo,0.3985991815312016
killerwhale,flamingo,0.5046042311157789
lion,flamingo,0.5428622759466176
llama,flamingo,0.4040602249390569
mammoth,flamingo,0.47227791159706445
panda,flamingo,0.5369210574150062
panther,flamingo,0.46036605875640624
pig,flamingo,0.6056992074851711
pigeon,flamingo,0.35800224909050493
polarbear,flamingo,0.527084841133844
rhino,flamingo,0.47106476078365306
shark,flamingo,0.5717039784840395
sheep,flamingo,0.7168669860646643
skunk,flamingo,0.7745031779470272
sloth,flamingo,0.5895307278114891
swan,flamingo,0.4817756995472168
zebra,flamingo,0.45738490547147503
bat,giraffe,0.4144876519016746
beaver,giraffe,0.5695942732217034
boar,giraffe,0.39819036218866993
cheetah,giraffe,0.5674130610223201
crow,giraffe,0.5617905175676835
deer,giraffe,0.44505674369125064
dolphin,giraffe,0.6630277296241253
elephant,giraffe,0.3217930024506911
flamingo,giraffe,0.4171932675555573
giraffe,giraffe,0
goat,giraffe,0.4984245489116929
gorilla,giraffe,0.5079560975783779
grizzly,giraffe,0.49970387977623026
hippo,giraffe,0.4764504218033577
killerwhale,giraffe,0.4619281327288992
lion,giraffe,0.536302408422975
llama,giraffe,0.47597651922597495
mammoth,giraffe,0.47916938873579634
panda,giraffe,0.6118234123581752
panther,giraffe,0.48972089154193627
pig,giraffe,0.48796497067549544
pigeon,giraffe,0.48002300692984406
polarbear,giraffe,0.5351801752693561
rhino,giraffe,0.4690720064143069
shark,giraffe,0.4854614592258761
sheep,giraffe,0.5966854915958085
skunk,giraffe,0.6852325420575762
sloth,giraffe,0.43785744072751903
swan,giraffe,0.6351404092656758
zebra,giraffe,0.36646239521929697
bat,goat,0.6851766250896566
beaver,goat,0.5807051125126325
boar,goat,0.44345815604824057
cheetah,goat,0.8726197345632012
crow,goat,0.7535488156124085
deer,goat,0.5189541098895182
dolphin,goat,0.9532714550944795
elephant,goat,0.5413924848651215
flamingo,goat,0.6443381284446844
giraffe,goat,0.4984245489116929
goat,goat,0
gorilla,goat,0.6817693867420328
grizzly,goat,0.5961450099210344
hippo,goat,0.7054460266629257
killerwhale,goat,0.69547986916427
lion,goat,0.7530747146786535
llama,goat,0.6143874059603179
mammoth,goat,0.5736922262212195
panda,goat,0.8703072385268705
panther,goat,0.729743298199691
pig,goat,0.3140009029037779
pigeon,goat,0.6866273367669018
polarbear,goat,0.7666252859339037
rhino,goat,0.6600353799036798
shark,goat,0.6732573525369953
sheep,goat,0.32867230644377143
skunk,goat,0.685415564465427
sloth,goat,0.6360114488919959
swan,goat,0.8861898092968041
zebra,goat,0.5455360515510447
bat,gorilla,0.48823810228581804
beaver,gorilla,0.5775673287039629
boar,gorilla,0.6645665797709762
cheetah,gorilla,0.5210213568320415
crow,gorilla,0.6255305452971859
deer,gorilla,0.6939424417659246
dolphin,gorilla,0.7393343657249697
elephant,gorilla,0.451604653141376
flamingo,gorilla,0.5206155273625703
giraffe,gorilla,0.5079560975783779
goat,gorilla,0.6817693867420328
gorilla,gorilla,0
grizzly,gorilla,0.40588656524563527
hippo,gorilla,0.4144597928912805
killerwhale,gorilla,0.5982991813213708
lion,gorilla,0.6656338230682718
llama,gorilla,0.6059527207389188
mammoth,gorilla,0.4581215634659684
panda,gorilla,0.4590031352668719
panther,gorilla,0.4570875842042747
pig,gorilla,0.5704584605232783
pigeon,gorilla,0.6147876507628344
polarbear,gorilla,0.49415543129474127
rhino,gorilla,0.36154647321470335
shark,gorilla,0.4552799857602608
sheep,gorilla,0.8369829946966735
skunk,gorilla,0.6207297470167508
sloth,gorilla,0.5254529448823072
swan,gorilla,0.7438415121601957
zebra,gorilla,0.4478510814771476
bat,grizzly,0.5269208327007785
beaver,grizzly,0.34619456484696426
boar,grizzly,0.5664074748787924
cheetah,grizzly,0.5495712703679904
crow,grizzly,0.5895068201461465
deer,grizzly,0.5123594726850927
dolphin,grizzly,0.7807629575751777
elephant,grizzly,0.4359955752160746
flamingo,grizzly,0.5200499934278388
giraffe,grizzly,0.49970387977623026
goat,grizzly,0.5961450099210344
gorilla,grizzly,0.40588656524563527
grizzly,grizzly,0
hippo,grizzly,0.46204720740277155
killerwhale,grizzly,0.536645861395342
lion,grizzly,0.6391200113682245
llama,grizzly,0.575323848135848
mammoth,grizzly,0.36316908229003936
panda,grizzly,0.5584281970643502
panther,grizzly,0.4400240792593906
pig,grizzly,0.5759781602685874
pigeon,grizzly,0.6145033893786638
polarbear,grizzly,0.5314783701633373
rhino,grizzly,0.394515907335197
shark,grizzly,0.5344233937900013
sheep,grizzly,0.7066134558213826
skunk,grizzly,0.5406830334493967
sloth,grizzly,0.5114559868068284
swan,grizzly,0.7293295375184298
zebra,grizzly,0.40965392253598104
bat,hippo,0.3934075274603656
beaver,hippo,0.5111698628505994
boar,hippo,0.5728579237941439
cheetah,hippo,0.3804248876025176
crow,hippo,0.4679040793907902
deer,hippo,0.594564643006577
dolphin,hippo,0.5040579010754576
elephant,hippo,0.4438868565716615
flamingo,hippo,0.3985991815312016
giraffe,hippo,0.4764504218033577
goat,hippo,0.7054460266629257
gorilla,hippo,0.4144597928912805
grizzly,hippo,0.46204720740277155
hippo,hippo,0
killerwhale,hippo,0.482056326296265
lion,hippo,0.5031423397724076
llama,hippo,0.4422270769249741
mammoth,hippo,0.445262947517828
panda,hippo,0.3774176541696608
panther,hippo,0.3792606467884612
pig,hippo,0.6451074847829773
pigeon,hippo,0.47668860536223573
polarbear,hippo,0.33950573529727807
rhino,hippo,0.42102987289054683
shark,hippo,0.500758046144677
sheep,hippo,0.8083845136684101
skunk,hippo,0.7443191919447447
sloth,hippo,0.545532861819189
swan,hippo,0.4824872648992287
zebra,hippo,0.38636583073230457
bat,killerwhale,0.40814701607716547
beaver,killerwhale,0.5685054596646277
boar,killerwhale,0.46283273219277654
cheetah,killerwhale,0.5185984307814748
crow,killerwhale,0.45306249813945754
deer,killerwhale,0.4688697998216751
dolphin,killerwhale,0.5541962266665575
elephant,killerwhale,0.4464921910204483
flamingo,killerwhale,0.5046042311157789
giraffe,killerwhale,0.4619281327288992
goat,killerwhale,0.69547986916427
gorilla,killerwhale,0.5982991813213708
grizzly,killerwhale,0.536645861395342
hippo,killerwhale,0.482056326296265
killerwhale,killerwhale,0
lion,killerwhale,0.5546976661473126
llama,killerwhale,0.5837321697665812
mammoth,killerwhale,0.5345086308870205
panda,killerwhale,0.612674146921888
panther,killerwhale,0.49090797482802523
pig,killerwhale,0.7320982963030813
pigeon,killerwhale,0.4762724438919906
polarbear,killerwhale,0.4660375759952697
rhino,killerwhale,0.5161679878805866
shark,killerwhale,0.47737603382887883
sheep,killerwhale,0.7232270414785543
skunk,killerwhale,0.7956848483716689
sloth,killerwhale,0.4693922620030284
swan,killerwhale,0.5321738970803459
zebra,killerwhale,0.4254362597603143
bat,lion,0.4932333153184748
beaver,lion,0.6779838457970279
boar,lion,0.5039859917276797
cheetah,lion,0.49963003313377935
crow,lion,0.5338016580174663
deer,lion,0.6170543169504379
dolphin,lion,0.48459467096018277
elephant,lion,0.4951099347511176
flamingo,lion,0.5428622759466176
giraffe,lion,0.536302408422975
goat,lion,0.7530747146786535
gorilla,lion,0.6656338230682718
grizzly,lion,0.6391200113682245
hippo,lion,0.5031423397724076
killerwhale,lion,0.5546976661473126
lion,lion,0
llama,lion,0.5098966972092246
mammoth,lion,0.6746321400820233
panda,lion,0.5869964972244436
panther,lion,0.4404033163107648
pig,lion,0.8054171079897746
pigeon,lion,0.6171043857557181
polarbear,lion,0.5624342533052431
rhino,lion,0.5644686543449967
shark,lion,0.6895150598251908
sheep,lion,0.7681017347048517
skunk,lion,1.0204240123578427
sloth,lion,0.724098606374889
swan,lion,0.4728487948072001
zebra,lion,0.465419113545725
bat,llama,0.5059496410211741
beaver,llama,0.5830643757344065
boar,llama,0.5794526228441225
cheetah,llama,0.5222210099891788
crow,llama,0.5429240490771546
deer,llama,0.5617471132550105
dolphin,llama,0.6362526466836367
elephant,llama,0.5169195814811224
flamingo,llama,0.4040602249390569
giraffe,llama,0.47597651922597495
goat,llama,0.6143874059603179
gorilla,llama,0.6059527207389188
grizzly,llama,0.575323848135848
hippo,llama,0.4422270769249741
killerwhale,llama,0.5837321697665812
lion,llama,0.5098966972092246
llama,llama,0
mammoth,llama,0.5683435164160963
panda,llama,0.5255086953286261
panther,llama,0.5064098934757366
pig,llama,0.6383394526087458
pigeon,llama,0.5488805921871712
polarbear,llama,0.5177537424323848
rhino,llama,0.5254537074219867
shark,llama,0.695753982986852
sheep,llama,0.6308278185929991
skunk,llama,0.8870102488736851
sloth,llama,0.6748981983623276
swan,llama,0.5364749881170159
zebra,llama,0.5066611328530056
bat,mammoth,0.512751683080912
beaver,mammoth,0.3760210816869419
boar,mammoth,0.5647045928832592
cheetah,mammoth,0.600378436122113
crow,mammoth,0.5839203247220798
deer,mammoth,0.49558633841251803
dolphin,mammoth,0.7414959813804427
elephant,mammoth,0.411532749158333
flamingo,mammoth,0.47227791159706445
giraffe,mammoth,0.47916938873579634
goat,mammoth,0.5736922262212195
gorilla,mammoth,0.4581215634659684
grizzly,mammoth,0.36316908229003936
hippo,mammoth,0.445262947517828
killerwhale,mammoth,0.5345086308870205
lion,mammoth,0.6746321400820233
llama,mammoth,0.5683435164160963
mammoth,mammoth,0
panda,mammoth,0.5668931302863174
panther,mammoth,0.5047565303954832
pig,mammoth,0.5269808686996392
pigeon,mammoth,0.5392427434153041
polarbear,mammoth,0.5412293144635533
rhino,mammoth,0.4205440153767408
shark,mammoth,0.4970271868548
sheep,mammoth,0.6898651489436672
skunk,mammoth,0.5815285469371765
sloth,mammoth,0.5091139637933967
swan,mammoth,0.6804588535330651
zebra,mammoth,0.42999853117156417
bat,panda,0.5153201667769428
beaver,panda,0.663959318361998
boar,panda,0.751705479450496
cheetah,panda,0.37991856174627997
crow,panda,0.5884083122493955
deer,panda,0.7782110906910246
dolphin,panda,0.6256782835137152
elephant,panda,0.5726621006879898
flamingo,panda,0.5369210574150062
giraffe,panda,0.6118234123581752
goat,panda,0.8703072385268705
gorilla,panda,0.4590031352668719
grizzly,panda,0.5584281970643502
hippo,panda,0.3774176541696608
killerwhale,panda,0.612674146921888
lion,panda,0.5869964972244436
llama,panda,0.5255086953286261
mammoth,panda,0.5668931302863174
panda,panda,0
panther,panda,0.45764362010408244
pig,panda,0.8049756474963712
pigeon,panda,0.673383053170185
polarbear,panda,0.445290867085977
rhino,panda,0.44626865419787043
shark,panda,0.6294183237079499
sheep,panda,0.972393087966837
skunk,panda,0.852027612274899
sloth,panda,0.6916273103513455
swan,panda,0.6011917607737232
zebra,panda,0.5354473804997818
bat,panther,0.3721928369725783
beaver,panther,0.5500040572396573
boar,panther,0.5570419681936196
cheetah,panther,0.38404512462191914
crow,panther,0.4617238427101644
deer,panther,0.5846645504559423
dolphin,panther,0.5125119908540393
elephant,panther,0.4458527494319834
flamingo,panther,0.46036605875640624
giraffe,panther,0.48972089154193627
goat,panther,0.729743298199691
gorilla,panther,0.4570875842042747
grizzly,panther,0.4400240792593906
hippo,panther,0.3792606467884612
killerwhale,panther,0.49090797482802523
lion,panther,0.4404033163107648
llama,panther,0.5064098934757366
mammoth,panther,0.5047565303954832
panda,panther,0.45764362010408244
panther,panther,0
pig,panther,0.7104293171674468
pigeon,panther,0.5223885319641586
polarbear,panther,0.462304630549446
rhino,panther,0.39621678029789925
shark,panther,0.48466328281562704
sheep,panther,0.8190385676199966
skunk,panther,0.818584665209344
sloth,panther,0.593078389729129
swan,panther,0.5329673286367967
zebra,panther,0.4197446676383885
bat,pig,0.6693281926062258
beaver,pig,0.5603022827689278
boar,pig,0.539484586073739
cheetah,pig,0.8541350150211333
crow,pig,0.7672582807340627
deer,pig,0.5957543300918964
dolphin,pig,0.9637842348815815
elephant,pig,0.5260934591909019
flamingo,pig,0.6056992074851711
giraffe,pig,0.48796497067549544
goat,pig,0.3140009029037779
gorilla,pig,0.5704584605232783
grizzly,pig,0.5759781602685874
hippo,pig,0.6451074847829773
killerwhale,pig,0.7320982963030813
lion,pig,0.8054171079897746
llama,pig,0.6383394526087458
mammoth,pig,0.5269808686996392
panda,pig,0.8049756474963712
panther,pig,0.7104293171674468
pig,pig,0
pigeon,pig,0.6508257486745394
polarbear,pig,0.7406319397098857
rhino,pig,0.642539750181414
shark,pig,0.5986189016833441
sheep,pig,0.5543621121721738
skunk,pig,0.5555359443526112
sloth,pig,0.6004469107655345
swan,pig,0.9086798998574678
zebra,pig,0.5604471163432146
bat,pigeon,0.4057672348086026
beaver,pigeon,0.5425625802891834
boar,pigeon,0.5334156997498389
cheetah,pigeon,0.5608919273356604
crow,pigeon,0.3897544534250905
deer,pigeon,0.4492148724164245
dolphin,pigeon,0.5709423019013002
elephant,pigeon,0.5025993701837077
flamingo,pigeon,0.35800224909050493
giraffe,pigeon,0.48002300692984406
goat,pigeon,0.6866273367669018
gorilla,pigeon,0.6147876507628344
grizzly,pigeon,0.6145033893786638
hippo,pigeon,0.47668860536223573
killerwhale,pigeon,0.4762724438919906
lion,pigeon,0.6171043857557181
llama,pigeon,0.5488805921871712
mammoth,pigeon,0.5392427434153041
panda,pigeon,0.673383053170185
panther,pigeon,0.5223885319641586
pig,pigeon,0.6508257486745394
pigeon,pigeon,0
polarbear,pigeon,0.5740454336206393
rhino,pigeon,0.613666090776129
shark,pigeon,0.5402370579075395
sheep,pigeon,0.7440969347641871
skunk,pigeon,0.8204752083466865
sloth,pigeon,0.5391211770488771
swan,pigeon,0.48138311699254444
zebra,pigeon,0.4964675096681213
bat,polarbear,0.48966259228449954
beaver,polarbear,0.6241463417136315
boar,polarbear,0.6507251027959964
cheetah,polarbear,0.4469652877681237
crow,polarbear,0.5729644806583353
deer,polarbear,0.6869805483254524
dolphin,polarbear,0.5501391171151636
elephant,polarbear,0.5214812475923597
flamingo,polarbear,0.527084841133844
giraffe,polarbear,0.5351801752693561
goat,polarbear,0.7666252859339037
gorilla,polarbear,0.49415543129474127
grizzly,polarbear,0.5314783701633373
hippo,polarbear,0.33950573529727807
killerwhale,polarbear,0.4660375759952697
lion,polarbear,0.5624342533052431
llama,polarbear,0.5177537424323848
mammoth,polarbear,0.5412293144635533
panda,polarbear,0.445290867085977
panther,polarbear,0.462304630549446
pig,polarbear,0.7406319397098857
pigeon,polarbear,0.5740454336206393
polarbear,polarbear,0
rhino,polarbear,0.47042196867910163
shark,polarbear,0.5429559064286925
sheep,polarbear,0.8420031753851348
skunk,polarbear,0.8053287948639037
sloth,polarbear,0.6084402331249396
swan,polarbear,0.5493781221128714
zebra,polarbear,0.45000720997819227
bat,rhino,0.445197174702816
beaver,rhino,0.5606095106020186
boar,rhino,0.5906277143546615
cheetah,rhino,0.41705573747508023
crow,rhino,0.6056498653656508
deer,rhino,0.5936126975292264
dolphin,rhino,0.6282683558963912
elephant,rhino,0.37927790000940426
flamingo,rhino,0.47106476078365306
giraffe,rhino,0.4690720064143069
goat,rhino,0.6600353799036798
gorilla,rhino,0.36154647321470335
grizzly,rhino,0.394515907335197
hippo,rhino,0.42102987289054683
killerwhale,rhino,0.5161679878805866
lion,rhino,0.5644686543449967
llama,rhino,0.5254537074219867
mammoth,rhino,0.4205440153767408
panda,rhino,0.44626865419787043
panther,rhino,0.39621678029789925
pig,rhino,0.642539750181414
pigeon,rhino,0.613666090776129
polarbear,rhino,0.47042196867910163
rhino,rhino,0
shark,rhino,0.49704423723503793
sheep,rhino,0.7661665674013453
skunk,rhino,0.7218251138339298
sloth,rhino,0.57402964422948
swan,rhino,0.6769973839171942
zebra,rhino,0.38949804409902866
bat,shark,0.44559497676591486
beaver,shark,0.6226884082292887
