animal1,animal2,language_similarity_simple_dist_texture
bat,bat,0
beaver,bat,0.6263859104145518
boar,bat,0.5492726852991737
cheetah,bat,0.6543329186882348
crow,bat,0.6355025097261042
deer,bat,0.491137081595878
dolphin,bat,0.7145346526091356
elephant,bat,0.4035411591892313
flamingo,bat,0.5417365926602016
giraffe,bat,0.6939750824603276
goat,bat,0.6184248761961391
gorilla,bat,0.6980557618304793
grizzly,bat,0.6896280147736864
hippo,bat,0.7838889382540167
lion,bat,0.5295646546142785
llama,bat,0.8995585325586611
mammoth,bat,0.597010439952314
panda,bat,0.6467460807534412
panther,bat,0.554717815792298
pig,bat,0.6885363684336402
pigeon,bat,0.5185588573476536
rhino,bat,0.9163486264648362
shark,bat,0.5139130970814849
sheep,bat,0.5728022284749282
skunk,bat,0.7805009985303849
sloth,bat,0.6395663634357632
swan,bat,0.5248459084815713
zebra,bat,0.7689335676067086
bat,beaver,0.6263859104145518
beaver,beaver,0
boar,beaver,0.37467054790737103
cheetah,beaver,0.8554374621959272
crow,beaver,0.4921774674908899
deer,beaver,0.4815020649252504
dolphin,beaver,1.0877591143250342
elephant,beaver,0.592811047757998
flamingo,beaver,0.5648763812119835
giraffe,beaver,0.8541822292278111
goat,beaver,0.5520924687769554
gorilla,beaver,1.0154782938699733
grizzly,beaver,0.9301981864710809
hippo,beaver,1.0413116628623935
lion,beaver,0.8021006693276653
llama,beaver,1.0972137668705857
mammoth,beaver,0.9241796087362304
panda,beaver,0.9653875826098012
panther,beaver,0.3161479408571811
pig,beaver,0.9928513449433117
pigeon,beaver,0.7306753648909299
rhino,beaver,1.2333783302728258
shark,beaver,0.9024758543367021
sheep,beaver,0.46934317273425963
skunk,beaver,0.9298735755792824
sloth,beaver,0.9656630065643916
swan,beaver,0.7083136848302558
zebra,beaver,0.9672849594904527
bat,boar,0.5492726852991737
beaver,boar,0.37467054790737103
boar,boar,0
cheetah,boar,0.8034956728253358
crow,boar,0.4269130863070653
deer,boar,0.51310124447791
dolphin,boar,0.9943906791465233
elephant,boar,0.4974917519235518
flamingo,boar,0.46177436131284394
giraffe,boar,0.7494790163163283
goat,boar,0.4890849971067543
gorilla,boar,0.8950556337942385
grizzly,boar,0.838893639366094
hippo,boar,0.9078331442595158
lion,boar,0.7209652905413741
llama,boar,1.0430002801942178
mammoth,boar,0.8067229580695384
panda,boar,0.8876762856483736
panther,boar,0.2921345821324956
pig,boar,0.8818047904828316
pigeon,boar,0.6351388534501593
rhino,boar,1.1279898688843935
shark,boar,0.7719749680722352
sheep,boar,0.5237101774057596
skunk,boar,0.8028809497867093
sloth,boar,0.8225871210011385
swan,boar,0.6500492663571794
zebra,boar,0.8998566562626806
bat,cheetah,0.6543329186882348
beaver,cheetah,0.8554374621959272
boar,cheetah,0.8034956728253358
cheetah,cheetah,0
crow,cheetah,1.014140588931362
deer,cheetah,0.8269889229431999
dolphin,cheetah,0.5410235361683413
elephant,cheetah,0.43790697628757763
flamingo,cheetah,0.7232634885194538
giraffe,cheetah,0.311026841700598
goat,cheetah,0.6384363561842025
gorilla,cheetah,0.35339415293585646
grizzly,cheetah,0.4872674989559908
hippo,cheetah,0.38259311133265966
lion,cheetah,0.6969293512107229
llama,cheetah,0.4062778831122548
mammoth,cheetah,0.5542493251997954
panda,cheetah,0.3611140791305167
panther,cheetah,0.874478712807589
pig,cheetah,0.4283197180950011
pigeon,cheetah,0.3937071483640496
rhino,cheetah,0.4725405485497307
shark,cheetah,0.6068243293215548
sheep,cheetah,0.5629291449047483
