animal1,animal2,language_similarity_simple_dist_color
zebra,deer,0.6068241163723685
bat,dolphin,0.4066764357508575
beaver,dolphin,0.6039701526648615
boar,dolphin,0.43142803368454324
cheetah,dolphin,0.24249344710388826
crow,dolphin,0.8119695940010944
deer,dolphin,0.6218908641876267
dolphin,dolphin,0
elephant,dolphin,0.34685112793593204
flamingo,dolphin,0.8913863624738292
giraffe,dolphin,0.3056044713515727
goat,dolphin,0.42499351205413427
gorilla,dolphin,0.34288003167901165
grizzly,dolphin,0.34205459734278143
hippo,dolphin,0.3044752074740378
lion,dolphin,0.56322293432739
llama,dolphin,0.4260410246165663
mammoth,dolphin,0.3049396568601163
panda,dolphin,0.24948626729024706
panther,dolphin,0.8217443699165017
pig,dolphin,0.3819866586246339
pigeon,dolphin,0.42003958935865143
rhino,dolphin,0.4900465342905936
shark,dolphin,0.2392568941401967
sheep,dolphin,0.34732333023546685
skunk,dolphin,0.45112023607437557
sloth,dolphin,0.27782674721967376
swan,dolphin,0.5033251171046061
zebra,dolphin,0.310310357612909
bat,elephant,0.30999732077074255
beaver,elephant,0.376690657256843
boar,elephant,0.2609668054902725
cheetah,elephant,0.2721945459189005
crow,elephant,0.5720213749842082
deer,elephant,0.4354042313525256
dolphin,elephant,0.34685112793593204
elephant,elephant,0
flamingo,elephant,0.6539639479747907
giraffe,elephant,0.33477640999604324
goat,elephant,0.2746737236639108
gorilla,elephant,0.49337790773742385
grizzly,elephant,0.40670432800302236
hippo,elephant,0.4981760647555934
lion,elephant,0.41343541262312483
llama,elephant,0.6114973744439993
mammoth,elephant,0.43144131286737475
panda,elephant,0.3409893723463656
panther,elephant,0.532755376208005
pig,elephant,0.5773246275401851
pigeon,elephant,0.22873535975075945
rhino,elephant,0.6957439914414085
shark,elephant,0.2523471247976245
sheep,elephant,0.21224890640041924
skunk,elephant,0.4352522926197736
sloth,elephant,0.3760928214572258
swan,elephant,0.30878638626776717
zebra,elephant,0.3109672904892084
bat,flamingo,0.7529748029939
beaver,flamingo,0.5672060509241907
boar,flamingo,0.6833535732698882
cheetah,flamingo,0.8165416661823806
crow,flamingo,0.3989316846146353
deer,flamingo,0.6992799263643257
dolphin,flamingo,0.8913863624738292
elephant,flamingo,0.6539639479747907
flamingo,flamingo,0
giraffe,flamingo,0.8766987450998868
goat,flamingo,0.7201782395365479
gorilla,flamingo,1.0668715359858472
grizzly,flamingo,0.959467542134848
hippo,flamingo,1.0265722293919681
lion,flamingo,0.8618223960674845
llama,flamingo,1.1551479586430353
mammoth,flamingo,1.0415287271113982
panda,flamingo,0.9304331423371457
panther,flamingo,0.43537659807690393
pig,flamingo,1.158270004184158
pigeon,flamingo,0.6887289934139953
rhino,flamingo,1.2702961140606301
shark,flamingo,0.7688329544270858
sheep,flamingo,0.727066285280844
skunk,flamingo,0.8088673736261293
sloth,flamingo,0.9552481406421993
swan,flamingo,0.4845329587175053
zebra,flamingo,0.7841424310406603
bat,giraffe,0.4838687775082758
beaver,giraffe,0.5664591770509417
boar,giraffe,0.37678769658214756
cheetah,giraffe,0.2233886889601117
crow,giraffe,0.7841014092536207
deer,giraffe,0.6357464680930317
dolphin,giraffe,0.3056044713515727
elephant,giraffe,0.33477640999604324
flamingo,giraffe,0.8766987450998868
giraffe,giraffe,0
goat,giraffe,0.3395265300172843
gorilla,giraffe,0.3535305846999304
grizzly,giraffe,0.2849294833887306
hippo,giraffe,0.2790496489903222
lion,giraffe,0.565149829293097
llama,giraffe,0.39670105079577483
mammoth,giraffe,0.33255025469401805
panda,giraffe,0.28275604032345797
panther,giraffe,0.7706069373520485
pig,giraffe,0.3974629053437845
pigeon,giraffe,0.3461398180950706
rhino,giraffe,0.4873269139041347
shark,giraffe,0.3433765408801278
sheep,giraffe,0.28929195875561153
skunk,giraffe,0.3331520546269996
sloth,giraffe,0.2456391493925114
swan,giraffe,0.4951268891628498
zebra,giraffe,0.27833104273868386
bat,goat,0.4488839836811511
beaver,goat,0.4371814785103573
boar,goat,0.2774882521657966
cheetah,goat,0.3578959840273679
crow,goat,0.6501780579306778
deer,goat,0.5458535276926443
dolphin,goat,0.42499351205413427
elephant,goat,0.2746737236639108
flamingo,goat,0.7201782395365479
giraffe,goat,0.3395265300172843
goat,goat,0
gorilla,goat,0.49435684556790654
grizzly,goat,0.4287876394328662
hippo,goat,0.47908018017605797
lion,goat,0.5465787971791343
llama,goat,0.5615471463884463
mammoth,goat,0.45436363955116693
panda,goat,0.4182135655610588
panther,goat,0.612339540085282
pig,goat,0.5517651333316018
pigeon,goat,0.2849313524637256
rhino,goat,0.6750828843011465
shark,goat,0.3730011338821117
sheep,goat,0.2776200187419351
skunk,goat,0.36074586598913316
sloth,goat,0.4213342191464008
swan,goat,0.4289842215467999
zebra,goat,0.41720074885152475
bat,gorilla,0.5608822882390124
beaver,gorilla,0.7650477230990315
boar,gorilla,0.5743771053249682
cheetah,gorilla,0.3497067531596914
crow,gorilla,0.9699525781637774
deer,gorilla,0.7916572431453924
dolphin,gorilla,0.34288003167901165
elephant,gorilla,0.49337790773742385
flamingo,gorilla,1.0668715359858472
giraffe,gorilla,0.3535305846999304
goat,gorilla,0.49435684556790654
gorilla,gorilla,0
grizzly,gorilla,0.33241354819899427
hippo,gorilla,0.2927761582575334
lion,gorilla,0.698040586476703
llama,gorilla,0.34441887332066684
mammoth,gorilla,0.2800194516111059
panda,gorilla,0.2888179765291082
panther,gorilla,0.9721458204483404
pig,gorilla,0.22784735378619017
pigeon,gorilla,0.5223422904349977
rhino,gorilla,0.35649921125668643
shark,gorilla,0.3715682335631517
sheep,gorilla,0.5024474819884037
skunk,gorilla,0.468073826179891
sloth,gorilla,0.28178525213484407
swan,gorilla,0.689346190134555
zebra,gorilla,0.4607185070055836
bat,grizzly,0.4544968888292679
beaver,grizzly,0.5791168160439396
boar,grizzly,0.4006351312362657
cheetah,grizzly,0.27207533398467276
crow,grizzly,0.8164089047833188
deer,grizzly,0.5879717489129599
dolphin,grizzly,0.34205459734278143
elephant,grizzly,0.40670432800302236
flamingo,grizzly,0.959467542134848
giraffe,grizzly,0.2849294833887306
goat,grizzly,0.4287876394328662
gorilla,grizzly,0.33241354819899427
grizzly,grizzly,0
hippo,grizzly,0.3024614497441746
lion,grizzly,0.5098139967961695
llama,grizzly,0.4422403443379902
mammoth,grizzly,0.2924697508315635
panda,grizzly,0.32854697236633035
panther,grizzly,0.8009748209229476
pig,grizzly,0.42667207206427216
pigeon,grizzly,0.3814237892820232
rhino,grizzly,0.4711991986621061
shark,grizzly,0.34948727764225174
sheep,grizzly,0.34743228808340487
skunk,grizzly,0.3711722470760553
sloth,grizzly,0.2654706870514914
swan,grizzly,0.5923471429511673
zebra,grizzly,0.4257449392527375
bat,hippo,0.6152037971190377
beaver,hippo,0.7405501539607932
boar,hippo,0.5109706527586041
cheetah,hippo,0.32861890659419796
crow,hippo,0.9603987783240238
deer,hippo,0.7840854906229522
dolphin,hippo,0.3044752074740378
elephant,hippo,0.4981760647555934
flamingo,hippo,1.0265722293919681
giraffe,hippo,0.2790496489903222
goat,hippo,0.47908018017605797
gorilla,hippo,0.2927761582575334
grizzly,hippo,0.3024614497441746
hippo,hippo,0
lion,hippo,0.707357097029171
llama,hippo,0.340372457603771
mammoth,hippo,0.313408393668578
panda,hippo,0.3597253605444936
panther,hippo,0.9608980411655986
pig,hippo,0.2865482355840873
pigeon,hippo,0.5258728076499183
rhino,hippo,0.33444245743563994
shark,hippo,0.4176878550950744
sheep,hippo,0.4751529789122262
skunk,hippo,0.38027271835453347
sloth,hippo,0.32022015773825463
swan,hippo,0.6561360789991173
zebra,hippo,0.4265095932384926
bat,lion,0.41122511770084463
beaver,lion,0.4242444769607928
boar,lion,0.4080982233147429
cheetah,lion,0.49952575517614245
crow,lion,0.6991806037577017
deer,lion,0.345569629389706
dolphin,lion,0.56322293432739
elephant,lion,0.41343541262312483
flamingo,lion,0.8618223960674845
giraffe,lion,0.565149829293097
goat,lion,0.5465787971791343
gorilla,lion,0.698040586476703
grizzly,lion,0.5098139967961695
hippo,lion,0.707357097029171
lion,lion,0
llama,lion,0.7521335883668469
mammoth,lion,0.5758844713855106
panda,lion,0.5330839468741977
panther,lion,0.582254082597669
pig,lion,0.7753652547828344
pigeon,lion,0.4296913517894328
rhino,lion,0.8260824812557421
shark,lion,0.4924395545776595
sheep,lion,0.4086383088352736
skunk,lion,0.6584241331089703
sloth,lion,0.5473669068674887
swan,lion,0.582363079711142
zebra,lion,0.5778230160794917
bat,llama,0.700098634686817
beaver,llama,0.8365028574942013
boar,llama,0.6295100304094369
cheetah,llama,0.45256296435277615
crow,llama,1.0666612025359268
deer,llama,0.8818319719580529
dolphin,llama,0.4260410246165663
elephant,llama,0.6114973744439993
flamingo,llama,1.1551479586430353
giraffe,llama,0.39670105079577483
goat,llama,0.5615471463884463
gorilla,llama,0.34441887332066684
grizzly,llama,0.4422403443379902
hippo,llama,0.340372457603771
lion,llama,0.7521335883668469
llama,llama,0
mammoth,llama,0.3902331191607006
panda,llama,0.3663069613116806
panther,llama,1.0541547380028038
pig,llama,0.30267182756262595
pigeon,llama,0.6381217910719643
rhino,llama,0.3595400908792651
shark,llama,0.5103670495905838
sheep,llama,0.5744146794603378
skunk,llama,0.5425523587490336
sloth,llama,0.4205084307824037
swan,llama,0.7960216288367022
zebra,llama,0.5545202653247885
bat,mammoth,0.49764331567143305
beaver,mammoth,0.6899436445512814
boar,mammoth,0.47860421331739617
cheetah,mammoth,0.3725327596273457
crow,mammoth,0.9147521566905675
deer,mammoth,0.6893270289467132
dolphin,mammoth,0.3049396568601163
elephant,mammoth,0.43144131286737475
flamingo,mammoth,1.0415287271113982
giraffe,mammoth,0.33255025469401805
goat,mammoth,0.45436363955116693
gorilla,mammoth,0.2800194516111059
grizzly,mammoth,0.2924697508315635
hippo,mammoth,0.313408393668578
lion,mammoth,0.5758844713855106
llama,mammoth,0.3902331191607006
mammoth,mammoth,0
panda,mammoth,0.28937510322895954
panther,mammoth,0.9031671640567264
pig,mammoth,0.27661353661759563
pigeon,mammoth,0.4665683175159417
rhino,mammoth,0.377510730596269
shark,mammoth,0.3613513052371734
sheep,mammoth,0.4114698147933736
skunk,mammoth,0.5086703082746733
sloth,mammoth,0.3013271903684939
swan,mammoth,0.6443820920593967
zebra,mammoth,0.47079079910412885
bat,panda,0.4281811406414177
beaver,panda,0.6204001254519108
boar,panda,0.4635894573047387
cheetah,panda,0.2454891569315197
crow,panda,0.8404028493433566
deer,panda,0.6408074128241038
dolphin,panda,0.24948626729024706
elephant,panda,0.3409893723463656
flamingo,panda,0.9304331423371457
giraffe,panda,0.28275604032345797
goat,panda,0.4182135655610588
gorilla,panda,0.2888179765291082
grizzly,panda,0.32854697236633035
hippo,panda,0.3597253605444936
lion,panda,0.5330839468741977
llama,panda,0.3663069613116806
mammoth,panda,0.28937510322895954
panda,panda,0
panther,panda,0.8269723417562542
pig,panda,0.34175397639967897
pigeon,panda,0.3962583793889221
rhino,panda,0.46376828634898765
shark,panda,0.2744262820186613
sheep,panda,0.3725086187270052
skunk,panda,0.47040895857295667
sloth,panda,0.28202127635859114
swan,panda,0.5579683369370568
zebra,panda,0.36548889260467105
bat,panther,0.5918499630573455
beaver,panther,0.3113891021506848
boar,panther,0.5086411966839355
cheetah,panther,0.7194640556257346
crow,panther,0.25909000524485076
deer,panther,0.4241292614461741
dolphin,panther,0.8217443699165017
elephant,panther,0.532755376208005
flamingo,panther,0.43537659807690393
giraffe,panther,0.7706069373520485
goat,panther,0.612339540085282
gorilla,panther,0.9721458204483404
grizzly,panther,0.8009748209229476
hippo,panther,0.9608980411655986
lion,panther,0.582254082597669
llama,panther,1.0541547380028038
mammoth,panther,0.9031671640567264
panda,panther,0.8269723417562542
panther,panther,0
pig,panther,1.0803339350383845
pigeon,panther,0.5309136456469749
rhino,panther,1.1859533904666866
shark,panther,0.6830802559806156
sheep,panther,0.5504938548615497
skunk,panther,0.738490203817619
sloth,panther,0.8122610093001298
swan,panther,0.45436806968806837
zebra,panther,0.7157134055440996
bat,pig,0.6625230344996242
beaver,pig,0.8642465258008367
boar,pig,0.6425717549677731
cheetah,pig,0.44258950862785995
crow,pig,1.0779965038621429
deer,pig,0.8865229197714504
dolphin,pig,0.3819866586246339
elephant,pig,0.5773246275401851
flamingo,pig,1.158270004184158
giraffe,pig,0.3974629053437845
goat,pig,0.5517651333316018
gorilla,pig,0.22784735378619017
grizzly,pig,0.42667207206427216
hippo,pig,0.2865482355840873
lion,pig,0.7753652547828344
llama,pig,0.30267182756262595
mammoth,pig,0.27661353661759563
panda,pig,0.34175397639967897
panther,pig,1.0803339350383845
pig,pig,0
pigeon,pig,0.6105950062101009
rhino,pig,0.2558167193716421
shark,pig,0.47884431525255594
sheep,pig,0.5710117399112331
skunk,pig,0.5592306618069908
sloth,pig,0.3825609309892013
swan,pig,0.7752402183777926
zebra,pig,0.5323173175983519
bat,pigeon,0.3321738224946801
beaver,pigeon,0.3444667152340673
boar,pigeon,0.27977560903430526
cheetah,pigeon,0.33375392932477826
crow,pigeon,0.5506503769001894
deer,pigeon,0.4224724241947193
dolphin,pigeon,0.42003958935865143
elephant,pigeon,0.22873535975075945
flamingo,pigeon,0.6887289934139953
giraffe,pigeon,0.3461398180950706
goat,pigeon,0.2849313524637256
gorilla,pigeon,0.5223422904349977
grizzly,pigeon,0.3814237892820232
hippo,pigeon,0.5258728076499183
lion,pigeon,0.4296913517894328
llama,pigeon,0.6381217910719643
mammoth,pigeon,0.4665683175159417
panda,pigeon,0.3962583793889221
panther,pigeon,0.5309136456469749
pig,pigeon,0.6105950062101009
pigeon,pigeon,0
rhino,pigeon,0.7181990565739989
shark,pigeon,0.3190405354204604
sheep,pigeon,0.21103051438196146
skunk,pigeon,0.3813461897223991
sloth,pigeon,0.3684481535816237
swan,pigeon,0.3651469700221446
zebra,pigeon,0.3621306117511671
bat,rhino,0.7810266550797327
beaver,rhino,0.9551147387456959
boar,rhino,0.7352753888976139
cheetah,rhino,0.5315555069916987
crow,rhino,1.2004597621584532
deer,rhino,0.9768448057104401
dolphin,rhino,0.4900465342905936
elephant,rhino,0.6957439914414085
flamingo,rhino,1.2702961140606301
giraffe,rhino,0.4873269139041347
goat,rhino,0.6750828843011465
gorilla,rhino,0.35649921125668643
grizzly,rhino,0.4711991986621061
hippo,rhino,0.33444245743563994
lion,rhino,0.8260824812557421
llama,rhino,0.3595400908792651
mammoth,rhino,0.377510730596269
panda,rhino,0.46376828634898765
panther,rhino,1.1859533904666866
pig,rhino,0.2558167193716421
pigeon,rhino,0.7181990565739989
rhino,rhino,0
shark,rhino,0.5996978250747711
sheep,rhino,0.6824537035293736
skunk,rhino,0.6260603207814415
sloth,rhino,0.47897057573024987
swan,rhino,0.8925751033185847
zebra,rhino,0.6210106952970009
bat,shark,0.3231117631894093
beaver,shark,0.49835407292004713
boar,shark,0.35953291493393125
cheetah,shark,0.23585510921782107
crow,shark,0.6777919575901252
deer,shark,0.5258109005501329
dolphin,shark,0.2392568941401967
elephant,shark,0.2523471247976245
flamingo,shark,0.7688329544270858
giraffe,shark,0.3433765408801278
goat,shark,0.3730011338821117
gorilla,shark,0.3715682335631517
grizzly,shark,0.34948727764225174
hippo,shark,0.4176878550950744
lion,shark,0.4924395545776595
llama,shark,0.5103670495905838
mammoth,shark,0.3613513052371734
panda,shark,0.2744262820186613
panther,shark,0.6830802559806156
pig,shark,0.47884431525255594
pigeon,shark,0.3190405354204604
rhino,shark,0.5996978250747711
shark,shark,0
sheep,shark,0.2954556179841789
skunk,shark,0.41940713665821006
sloth,shark,0.3145456863195865
swan,shark,0.4220350039718399
zebra,shark,0.3088222201537248
bat,sheep,0.33500420318973306
beaver,sheep,0.34616485740641884
boar,sheep,0.23810950421177304
cheetah,sheep,0.27744845644933835
crow,sheep,0.5682311243848969
deer,sheep,0.4236086521286769
dolphin,sheep,0.34732333023546685
elephant,sheep,0.21224890640041924
flamingo,sheep,0.727066285280844
giraffe,sheep,0.28929195875561153
goat,sheep,0.2776200187419351
gorilla,sheep,0.5024474819884037
grizzly,sheep,0.34743228808340487
hippo,sheep,0.4751529789122262
lion,sheep,0.4086383088352736
llama,sheep,0.5744146794603378
mammoth,sheep,0.4114698147933736
panda,sheep,0.3725086187270052
panther,sheep,0.5504938548615497
pig,sheep,0.5710117399112331
pigeon,sheep,0.21103051438196146
rhino,sheep,0.6824537035293736
shark,sheep,0.2954556179841789
sheep,sheep,0
skunk,sheep,0.3860649100120909
sloth,sheep,0.3162324255713394
swan,sheep,0.3454030711863297
zebra,sheep,0.30598159569695654
bat,skunk,0.5801233741625383
beaver,skunk,0.5518527338292253
boar,skunk,0.4095584103770329
cheetah,skunk,0.3600718683449846
crow,skunk,0.7392797658407744
deer,skunk,0.6602646340619608
dolphin,skunk,0.45112023607437557
elephant,skunk,0.4352522926197736
flamingo,skunk,0.8088673736261293
giraffe,skunk,0.3331520546269996
goat,skunk,0.36074586598913316
gorilla,skunk,0.468073826179891
grizzly,skunk,0.3711722470760553
hippo,skunk,0.38027271835453347
lion,skunk,0.6584241331089703
llama,skunk,0.5425523587490336
mammoth,skunk,0.5086703082746733
panda,skunk,0.47040895857295667
panther,skunk,0.738490203817619
pig,skunk,0.5592306618069908
pigeon,skunk,0.3813461897223991
rhino,skunk,0.6260603207814415
shark,skunk,0.41940713665821006
sheep,skunk,0.3860649100120909
skunk,skunk,0
sloth,skunk,0.37199746071097306
swan,skunk,0.5225789860095693
zebra,skunk,0.409374445355386
bat,sloth,0.4390232211053635
beaver,sloth,0.5885810698709076
boar,sloth,0.43222704115523436
cheetah,sloth,0.2560351323620994
crow,sloth,0.8100643781028966
deer,sloth,0.6288030601491783
dolphin,sloth,0.27782674721967376
elephant,sloth,0.3760928214572258
flamingo,sloth,0.9552481406421993
giraffe,sloth,0.2456391493925114
goat,sloth,0.4213342191464008
gorilla,sloth,0.28178525213484407
grizzly,sloth,0.2654706870514914
hippo,sloth,0.32022015773825463
lion,sloth,0.5473669068674887
llama,sloth,0.4205084307824037
mammoth,sloth,0.3013271903684939
panda,sloth,0.28202127635859114
panther,sloth,0.8122610093001298
pig,sloth,0.3825609309892013
pigeon,sloth,0.3684481535816237
rhino,sloth,0.47897057573024987
shark,sloth,0.3145456863195865
sheep,sloth,0.3162324255713394
skunk,sloth,0.37199746071097306
sloth,sloth,0
swan,sloth,0.5393671850269182
zebra,sloth,0.3023220509900134
bat,swan,0.42121007808440375
beaver,swan,0.3660756977736858
boar,swan,0.3814347628758541
cheetah,swan,0.4549635896000655
crow,swan,0.404910487113503
deer,swan,0.5130749721286754
dolphin,swan,0.5033251171046061
elephant,swan,0.30878638626776717
flamingo,swan,0.4845329587175053
giraffe,swan,0.4951268891628498
goat,swan,0.4289842215467999
gorilla,swan,0.689346190134555
grizzly,swan,0.5923471429511673
hippo,swan,0.6561360789991173
lion,swan,0.582363079711142
llama,swan,0.7960216288367022
mammoth,swan,0.6443820920593967
panda,swan,0.5579683369370568
panther,swan,0.45436806968806837
pig,swan,0.7752402183777926
pigeon,swan,0.3651469700221446
rhino,swan,0.8925751033185847
shark,swan,0.4220350039718399
sheep,swan,0.3454030711863297
skunk,swan,0.5225789860095693
sloth,swan,0.5393671850269182
swan,swan,0
zebra,swan,0.4256634789611579
bat,zebra,0.460521477341827
beaver,zebra,0.5349497573047338
boar,zebra,0.41558520509299735
cheetah,zebra,0.23347012403566197
crow,zebra,0.717469043637483
deer,zebra,0.6068241163723685
dolphin,zebra,0.310310357612909
elephant,zebra,0.3109672904892084
flamingo,zebra,0.7841424310406603
giraffe,zebra,0.27833104273868386
goat,zebra,0.41720074885152475
gorilla,zebra,0.4607185070055836
grizzly,zebra,0.4257449392527375
hippo,zebra,0.4265095932384926
lion,zebra,0.5778230160794917
llama,zebra,0.5545202653247885
mammoth,zebra,0.47079079910412885
panda,zebra,0.36548889260467105
panther,zebra,0.7157134055440996
pig,zebra,0.5323173175983519
pigeon,zebra,0.3621306117511671
rhino,zebra,0.6210106952970009
shark,zebra,0.3088222201537248
sheep,zebra,0.30598159569695654
skunk,zebra,0.409374445355386
sloth,zebra,0.3023220509900134
swan,zebra,0.4256634789611579
zebra,zebra,0
