animal,amber,black,blue,bright,brown,dark,flash,gold,gray,grey,light,medium,multi,neutral,ochre,orange,pattern,patterns,pink,red,single,spots,stripes,tan,tawny,white,yellow
goat,0.28208401884207873,0.4099754405896027,0.3753731283071368,0.34708377752282915,0.39244130502496477,0.3941533409268347,0.16782798500049417,0.37729095080743535,0.3698035689717559,0.3876412968844033,0.22809777389232283,0.26235641818285543,0.07457167556793758,0.081411610475369,0.38965481260273804,0.29732599890174083,0.27881869394597864,0.2459138629035672,0.3482698074454652,0.40180670746055913,0.19783003759923273,0.4143285927555136,0.3575840834533421,0.34052104854315945,0.4121131567804262,0.3701684027570347,0.389149752234743
gorilla,0.23840901811325835,0.417687190133722,0.374267039639596,0.3091086085805194,0.41061828642009707,0.3706409328188637,0.3389947550977945,0.29557858382505503,0.4033176521488342,0.4413261630988052,0.13194203844487826,0.3179661721222601,0.3166514851614032,0.054315521416658095,0.323935534156552,0.2610687805439309,0.31382097943714093,0.326584847424332,0.45309300740120967,0.353767411060382,0.2886531763661436,0.43346978011193243,0.339438115444632,0.33876347474742347,0.4008518859770247,0.35372964751001856,0.37085825843880477
grizzly,0.2808534962677886,0.3961403433047965,0.4517363171870604,0.38765939153325446,0.5093696899431369,0.3796949361953791,0.34790654226735135,0.37787731397640306,0.48242953567577485,0.4927301099353781,0.23700869083188894,0.3883110712036299,0.21527704107470003,0.09410120389513554,0.3287982167580192,0.33003755027131937,0.23649130720806188,0.21785265800796144,0.4238380409677586,0.418752832158342,0.24419562581779605,0.47523159483350375,0.416123429014351,0.29399135434803664,0.48760177713419967,0.3790680679688946,0.4524110051065106
hippo,0.15337486542635576,0.35387750256342504,0.26478517399496615,0.2757702515764725,0.38583065985040804,0.2678857023344887,0.16321591404576402,0.2697069595760906,0.4133461829636624,0.3592994105035395,0.17298475996629661,0.23057024744841464,0.032331097434476326,0.10916833696629387,0.3448477945022427,0.24288036933319604,0.1291370218068646,0.17653134568461087,0.2652716395930864,0.30054580634936845,0.20810204430228946,0.2851768410388766,0.22827556387812073,0.15850305434225898,0.4066768973145689,0.3044269203284066,0.3350695947732539
lion,0.43315246418947784,0.46761730975151805,0.5297663871329485,0.4145089604339861,0.41296339103636753,0.4699906876988792,0.23761386716124022,0.41523635543550286,0.4347338565160774,0.4936297764159747,0.3563626205227411,0.3247249840751647,0.1330842553194856,0.09770199808545234,0.34643874593220075,0.45779370856411084,0.2741862106973002,0.19867583915733977,0.5106433716838001,0.5495980846747969,0.2620970503048822,0.42833791683036304,0.5030330899741848,0.3873754306555511,0.44299447390149527,0.4385572521562585,0.508929791772101
llama,0.16808344937694744,0.2724654636337151,0.24389143853753986,0.14295589957737426,0.32700341713823855,0.29125603732741817,0.19498522797262455,0.3130394923114708,0.3179214900308298,0.3065117100769003,0.12494251770250411,0.2556043104095889,0.19611055001513275,0.04485354494294307,0.32537665807053967,0.21309235166134946,0.25181745773732456,0.23316517435707182,0.34797314787833056,0.247965876932515,0.2957132722725258,0.2932458659513108,0.3151410775287508,0.2793304985936488,0.35482459302802016,0.2596245485758264,0.29870850624074274
mammoth,0.4010521871430563,0.3567883779573704,0.3965668184024623,0.3058912083228575,0.42495501918120765,0.3559283951301142,0.3129598004955811,0.4924075633285297,0.42939542621862614,0.41241515724336764,0.2146074858995727,0.2868653241411433,0.25313431516092444,0.0393022708598032,0.4130263480656723,0.28427355101260265,0.22718360397288798,0.24497013726648612,0.408553020317163,0.3997150444337254,0.2674322277725647,0.42052874874182267,0.33641189189921056,0.16976550206366917,0.3126376695484605,0.3184814021573663,0.3770618436489998
panda,0.27855784473566714,0.37255758304686026,0.4083935510391024,0.2883298230128793,0.4306891303544797,0.3441475895277588,0.28523858101982924,0.28560527315546763,0.4045707364377421,0.42315829320140497,0.2039108086786113,0.3058397074381446,0.23428458775215288,0.11801018974989134,0.2918951444591909,0.368915580023277,0.2193515397548967,0.20251653548960058,0.46323130435829635,0.3958210524775519,0.297486785231666,0.44571858538181375,0.3128609655234944,0.45667662744608484,0.37699828009490954,0.3794217627072228,0.44187196923951927
panther,0.35856632382937176,0.6342825303460021,0.6309122842222241,0.45982296134371503,0.6105297553222206,0.4698371282707663,0.40787903992936564,0.3045371465547231,0.6003536507407033,0.5518097599799213,0.40308602743702865,0.3573338618521754,0.2741474293696446,0.13992276574394724,0.36749975226709436,0.5092635165878587,0.26409074924626563,0.1852792654424044,0.6472732935280641,0.6310196293410398,0.2923838061065264,0.43514068639693415,0.5725919115466002,0.4826538569814591,0.46573338581691276,0.592685446899483,0.609112706032917
pig,0.26033848122076864,0.3803486481243148,0.32295647830477286,0.23870589181049578,0.417351333011208,0.3517469168435635,0.21573923977605683,0.3356297662195731,0.3651800718065663,0.3515558653816797,0.17354641955795536,0.3384504803839578,0.13702354800457575,0.13231625347350545,0.37334111017415506,0.28620461193287944,0.27670626612569554,0.26824939617692317,0.40550702905218716,0.35962266014039107,0.31221265261661113,0.30745242174991877,0.30970398475932576,0.30118360169157876,0.3719434251224594,0.3353254080746415,0.3890361150344943
pigeon,0.2740261823348008,0.43888110234982225,0.48577925694597657,0.30910705556708634,0.4857566665823381,0.3356471631757546,0.2320892023309996,0.34814403555195,0.4124239807986296,0.5257852435581006,0.32978300582113024,0.47860209539503107,0.20528793450384203,0.14678618375053734,0.5192887516321145,0.4252359308602101,0.3694221604210476,0.3618415323653782,0.4529324486080228,0.46101882287054635,0.3412524001022252,0.44053059885381024,0.40504868614373407,0.18871944204150262,0.5553815719268652,0.45786125118062887,0.5246833103600504
rhino,0.25124159862873235,0.47267719741984515,0.4285633035460002,0.3096569854877932,0.4061000760938418,0.43489861187826523,0.4245896199950491,0.41058980327395767,0.38460725746181,0.40520100785782526,0.20945440797252013,0.303294742789203,0.38317348353804614,0.07491366637724076,0.3103970792384601,0.2960322973323646,0.2020659157622135,0.16932259133713318,0.519078521859316,0.4107305911994751,0.4678260520004595,0.36222990283994644,0.452544999360077,0.33099901728970527,0.3108042135487099,0.42286576172577856,0.4118985769883931
shark,0.331233218081515,0.388761461333435,0.3918286627967751,0.320358323947047,0.4509867352256541,0.3440917978380457,0.2922737522159187,0.23517467267773345,0.4739974494797345,0.45666783805355965,0.23841918239584567,0.3353405799126542,0.22891197976243033,0.11528469325646427,0.3672826926298701,0.2612192738161802,0.22846760540961658,0.2644289308234676,0.4581472926646728,0.3536791494769446,0.2571183102055065,0.45802330283470694,0.32141811820009547,0.2877949487878429,0.44118566624717004,0.37417963862437154,0.36854028896603636
sheep,0.2292974076356964,0.32166564345592485,0.2820642213089463,0.28994314084534617,0.3292268574546068,0.27985145748210655,0.09698606158295678,0.3074427259427549,0.2952383425612198,0.36339078778519934,0.2921127155006012,0.3045844349910374,0.05991305559380162,0.04532459729955414,0.31308757047214436,0.21432745170694828,0.33938725333355535,0.32513726652585645,0.2834982655980224,0.3418761333152929,0.27397162475253456,0.38958775605297474,0.24430534260784345,0.24713590659493273,0.35882243889039744,0.28559991937216905,0.3201301226955198
skunk,0.34423413474989806,0.3763822888574446,0.4633486002805502,0.32896548857447505,0.5218288423147661,0.3743324285578343,0.23693193451046404,0.27549284405333463,0.48286243012251756,0.4427130638977809,0.2573707581174249,0.3381096146798605,0.12602777486742953,0.15770998332534836,0.3367756131012425,0.39680336512553865,0.18022244325540043,0.20246096682511053,0.5066532952818592,0.4333846995241937,0.24128205452998877,0.3590667218362019,0.36855165759076475,0.31576721799456003,0.46640185630668296,0.34023952148927994,0.4839246081677391
sloth,0.2370206225277245,0.32176806491513066,0.23136635330776695,0.2665102864033471,0.3478082405951805,0.3814225287987541,0.14444567039173326,0.22120422606545329,0.4280960784259259,0.4086553432841665,0.12767654019159333,0.23738938886380215,0.08629967629379116,0.06589110634235489,0.370479683522931,0.17973923162003363,0.17073410824396762,0.19108069852179616,0.29597294704846133,0.22773670735717258,0.20733175478759655,0.32445772722074656,0.25514583623254217,0.14480855438668058,0.49372382051133296,0.2835678361940993,0.2707907679789432
swan,0.4004227327629415,0.5025815893815756,0.5383804512939266,0.42068626022127403,0.5039992727785679,0.38004464820022604,0.25811618523885665,0.37771015208172665,0.5014785135410824,0.5775657363140005,0.3580366200786507,0.3615617258739031,0.16887876270418292,0.03991091678467555,0.37421764275484326,0.4207109804502837,0.31211564418323895,0.26009659486999,0.5444917658608691,0.4607020310321067,0.3485696609702584,0.4055179457696282,0.3855954348719146,0.2944799433180879,0.47310762495474795,0.4671022787086294,0.4822945358909141
zebra,0.25070578051047054,0.4135812526502175,0.4942104383516303,0.3340277860951088,0.46490553976534593,0.3200431851330785,0.2668488936042083,0.31630591928839913,0.45710630684827297,0.4661779717774247,0.23028008661916627,0.2766158003510637,0.22079857035838785,0.21002759050747463,0.4497207406271136,0.3569833283301292,0.36862086370999625,0.34696906243277886,0.46859618825675264,0.4255823155423047,0.2603516641336818,0.4399307638619649,0.45039656339781337,0.3082259879764263,0.4722034299037396,0.3829208602623417,0.5634850612584175
