animal,amber,black,blue,bright,brown,dark,flash,gold,gray,grey,light,medium,multi,neutral,ochre,orange,pattern,patterns,pink,red,single,spots,stripes,tan,tawny,white,yellow
goat,0.37429633190679035,0.3215690071498272,0.35655845551557347,0.2639578719250825,0.4474227640231386,0.356791071366106,0.19781046129235275,0.2542190101662001,0.363932279196205,0.3786939792466828,0.27661219538060716,0.3347566867223563,0.21490692641844936,0.19094892602397848,0.31913574022659424,0.422213970572201,0.24961189739379708,0.19437804702521683,0.38963014163995274,0.20737870826660357,0.26292622631431556,0.26823837556978486,0.25626431626363366,0.34151329227379534,0.43567930680321615,0.3432302104317865,0.38562037153953727
gorilla,0.20081538026624543,0.329718398178433,0.30432099552318037,0.24961994633692575,0.31976576396657047,0.3164091716749562,0.28425122691908733,0.17181167619794915,0.29954622636105993,0.23840679530873518,0.16353471135726352,0.22009876360484812,0.2652923724782412,0.19586908389572893,0.15912182033270464,0.28488184181784937,0.23837990493994693,0.18561411594871874,0.3349468447359056,0.06831753663418494,0.19382889797757427,0.22643828166980884,0.16469150117052417,0.28886372126290133,0.278059232310899,0.2778845624002622,0.27164134380148236
grizzly,0.23975828352004253,0.3615207354780312,0.30020343181371056,0.2617149129862794,0.3633658471053566,0.34979074069936017,0.2774651108206086,0.22532519002948403,0.4119221145685702,0.3223400146548939,0.24393799586773182,0.1285287263965308,0.13084179345822097,0.11016216422330562,0.15951437396885307,0.2813044047660644,0.2042901999141115,0.20100728166573611,0.27370337428528335,0.17634048530048457,0.24986101852439835,0.2777586259175117,0.23958891364814883,0.28740471333183953,0.3949551190155064,0.2719701292708295,0.27617305852006335
hippo,0.28210494893932275,0.24356744181265724,0.30209273681707605,0.23238087448073558,0.32306604618229556,0.3304679443596975,0.2994321038861718,0.21105606946384323,0.2993426936385346,0.27785314146930895,0.16818009325767527,0.13084939984506855,0.17240432548105053,0.1177507782527337,0.23781828954005746,0.2761157903248802,0.18685953931144597,0.158461921288966,0.3745477158441129,0.10281476744143013,0.16912889888904992,0.23102789821437664,0.15864499730662535,0.22818561985670988,0.420948974417776,0.1923510078289622,0.2967413771201871
lion,0.3222142331717193,0.4253104727720422,0.3049128602558377,0.30056355698785475,0.3130216663672334,0.3196666749927777,0.22262353311264113,0.38557211980913547,0.4342086861845006,0.3493031007700682,0.33846281942643264,0.11705203888013335,0.1783304553817862,0.2025204920057368,0.2634338086706619,0.2716646755989557,0.35658916341278757,0.30270595782233745,0.2311514665440935,0.48403701685586964,0.3392025926242855,0.2967585260764113,0.3776890220804005,0.3884758166074983,0.3950332095515538,0.39478711448447257,0.3021540328457039
llama,0.24720577088370108,0.21921342033996233,0.2501203086380806,0.20287949526765775,0.3244957547305601,0.24591541865126834,0.18276968761471,0.23767066988657756,0.25629693740605464,0.2895641520172422,0.15013311809824206,0.1581527412742536,0.26111219458661683,0.14954223715925558,0.22578141844373592,0.22988754503178013,0.15321102249710067,0.12999710089190067,0.3058365376943161,0.08160973434427181,0.1503948751599917,0.1700001633808012,0.1504486980793382,0.468513903058084,0.35455390250356417,0.19742288007413133,0.2602628206824676
mammoth,0.3077327706831845,0.3176357611819543,0.25993519955357713,0.25221579918823217,0.2989057612926783,0.3248583368135976,0.23487295927586074,0.2571873113044054,0.35666998952983336,0.32121768977607956,0.22831371903732828,0.20399008678486513,0.2964024372117904,0.16414813718908192,0.21828127661305202,0.22728517489825278,0.20361318728214453,0.20061062818371186,0.27949637479384926,0.1725038269836616,0.28087279261910425,0.25798627082303044,0.14862598884227676,0.2247667609722544,0.3043792955215038,0.2423354383362977,0.2400649715076747
panda,0.27487112278359804,0.3198426327413581,0.32315954428047816,0.27626877051264037,0.3241897461128949,0.2671909453551309,0.23578681996597636,0.2939738479911123,0.308942922584706,0.2900330634378602,0.16707336698936456,0.16274590056427266,0.30459761699514626,0.15704825200256062,0.15901150913014422,0.29329402946422684,0.23861798738657994,0.2615273476545261,0.38541729026158567,0.19222823371544134,0.27330768778213105,0.24570300186209382,0.23865463498279016,0.3734538526982538,0.3047198723769963,0.25998783497321243,0.333828820350054
panther,0.4469025515000966,0.506504939791128,0.4765025782113086,0.41148029057420665,0.4899825788381251,0.4819008504992382,0.3221419865399327,0.3660414418101115,0.5769585983717275,0.4947485461535388,0.4014443645959094,0.23706250968505554,0.18773067144155775,0.24113464237440707,0.3613449642161156,0.42975766709620905,0.37507758692697457,0.35179669671491504,0.4245140682796978,0.3952891661526438,0.34038456676090234,0.3742076119910105,0.4016825828644813,0.4904942721993325,0.5376265956370784,0.45523923313092945,0.4510366349965216
pig,0.23877283566409824,0.2584882766930764,0.23148557321682325,0.19526989111420945,0.2913862764019274,0.26356619761443945,0.23402978404026717,0.20952346274218223,0.21692399169574322,0.28486388136814905,0.13347008407258898,0.23376578592194416,0.2931759164652578,0.1675397343004344,0.18577105878752673,0.24384709464303322,0.18603045317685732,0.15665120718494943,0.3693970924292462,0.06368237422280085,0.23940341049275943,0.22877712562344796,0.13539594918446932,0.23832000943643092,0.30054336644470064,0.21300870540573036,0.24814734579036526
pigeon,0.3375964743079898,0.40301275621878563,0.3902478994499503,0.2889744754376729,0.4409430700525654,0.31520093718267583,0.2660427996190441,0.2123356451511347,0.41576308699180664,0.44547367377138103,0.2938212346790465,0.20073761962768497,0.21228507827033974,0.14132423051573226,0.26229245231317927,0.33294964096699103,0.3105242494823848,0.2728655923560543,0.40335239595408273,0.2588955174662308,0.31523911764954043,0.29403171869527606,0.32039130675430066,0.31912141538873556,0.3812233488201765,0.3649333633943544,0.3907731397171613
rhino,0.2694161056392916,0.294171926088325,0.19333344505759725,0.17320103039834323,0.23749608554448481,0.21130896004130917,0.19991309211290062,0.22604518059667733,0.2169830114488527,0.24781790022962674,0.10509589530277677,0.145231752249621,0.2240167911065743,0.09197393303993749,0.18224277900325153,0.2309475101411155,0.1336616472733761,0.14265664862647942,0.28210775949842826,0.06607199633589188,0.11417345426588282,0.1922524602532426,0.16077110900584854,0.16905533033959788,0.2977150793109988,0.21997608688098846,0.22694723625250832
shark,0.33210339530550703,0.3357227622535957,0.4016878025350127,0.2913011163408411,0.3291128558468273,0.3246510565089062,0.3775861599279748,0.2808289399649109,0.36609995782744226,0.3162468273698431,0.25327644414328304,0.1792701594660823,0.27622036117185056,0.21571085118419753,0.24188074488209055,0.30419499460081284,0.2706471379906521,0.23029102915780475,0.38176937956453205,0.1855245614830515,0.24371653372313204,0.3508964054991897,0.28088541208674184,0.3676200724834225,0.3037429340130019,0.3135563059788101,0.3195552499499546
sheep,0.34820956232454015,0.32478564978028296,0.3722891328064858,0.29324337853761645,0.39442666225627127,0.3657816078362539,0.24436924369273183,0.3150618593081333,0.4133988943992113,0.4410448494386047,0.28985419528358375,0.1993136461938075,0.1874128847230209,0.19502417207138614,0.28089521545108187,0.3006357097151725,0.30351889779798336,0.3025408383483189,0.35621227165001845,0.1959174982427519,0.31059961017708804,0.2983331909745169,0.29507519940882315,0.34566592397071344,0.4328870993161966,0.32240680759086554,0.3252019818411869
skunk,0.27986908621180817,0.3144547548067354,0.4022194256038698,0.2761743031734053,0.37999525803016915,0.41533094022604866,0.23487457862184188,0.11952179756446764,0.40330662375421233,0.3915246521422795,0.1916364981045218,0.16399007699130638,0.07455108274994666,0.12756755534339487,0.3266977510177839,0.3709325876154834,0.23326306677774283,0.189490110519214,0.42603042050790985,0.13379301814797215,0.141427074640785,0.29904059546968276,0.2609843104987523,0.32859815820975585,0.4195319664630186,0.2847649835288128,0.4039233936471511
sloth,0.25266203889162164,0.3039625400994399,0.3179801165472328,0.2557863382087628,0.31836715351356676,0.3370756536440184,0.27604883907528416,0.19763421808916928,0.36258798923514823,0.3508163363557634,0.21938544126690215,0.17419057412899716,0.17811443763421236,0.16175384030891218,0.22238092889722705,0.23649160369727895,0.333442324535071,0.3085162073639927,0.3346992228861512,0.11136991880438789,0.23067107688609603,0.2067662422152969,0.23638698914398507,0.3101647267067897,0.33399290710909807,0.28383578221716005,0.3065967747249197
swan,0.45412985239078163,0.3815693519976985,0.48945346078496477,0.3992283373032828,0.4022259224462238,0.4509693974813398,0.3790943986525293,0.39014738579041114,0.41343672312244967,0.42893906965048706,0.291067503221157,0.20189359630883758,0.22055882312352362,0.15994619993193557,0.32655741685368,0.3689614323165541,0.3612682468884917,0.3045136794624174,0.5131218349219486,0.17866414660478733,0.3227332212776946,0.2558951787077353,0.31528233106129105,0.34706680290074227,0.42778350859794173,0.36933583415789195,0.40712704060510463
zebra,0.3384008121325249,0.3086466679504619,0.385251194411352,0.2737787551169642,0.35986111915420116,0.28061139399838997,0.3255436999588149,0.2748860861114079,0.3494802750023163,0.3466216137853605,0.212789860505967,0.1488404234277362,0.25096797344300387,0.1874155572922397,0.2876888934217834,0.300068086960363,0.3559079662163155,0.37004100062164963,0.4158220695521349,0.08113928659890199,0.18436069905776517,0.2854378427926587,0.35817067661836866,0.30468440134409674,0.44736188630990625,0.26339253661701684,0.3560904898669289
