animal1,animal2,language_similarity_simple_dist_color
rhino,boar,0.31328105248524857
shark,boar,0.2709730478451843
sheep,boar,0.3312000842960321
skunk,boar,0.4135593549349914
sloth,boar,0.31742831001527005
swan,boar,0.5708323950300462
zebra,boar,0.7669271433170166
bat,cheetah,0.3138455610403606
beaver,cheetah,0.20854479870391354
boar,cheetah,0.28430545536874097
cheetah,cheetah,0
crow,cheetah,0.2993324451513909
deer,cheetah,0.32554017182238376
dolphin,cheetah,0.25045037704321516
elephant,cheetah,0.314788211034853
flamingo,cheetah,0.3433604647925587
giraffe,cheetah,0.23252780136478476
goat,cheetah,0.29288408776382296
gorilla,cheetah,0.25794228420545157
grizzly,cheetah,0.34367117299490124
hippo,cheetah,0.2130967501322919
killerwhale,cheetah,0.3907326599762094
lion,cheetah,0.3318799190787292
llama,cheetah,0.2724903962035681
mammoth,cheetah,0.48718566788679163
panda,cheetah,0.30961254511497516
panther,cheetah,0.3794001881573519
pig,cheetah,0.2648496460891021
pigeon,cheetah,0.22810787359143422
polarbear,cheetah,0.2697670286067223
rhino,cheetah,0.21942527351794663
shark,cheetah,0.257940717940061
sheep,cheetah,0.2721265348855554
skunk,cheetah,0.3467018379936477
sloth,cheetah,0.4282211646134148
swan,cheetah,0.4052949508878537
zebra,cheetah,0.629214239803708
bat,crow,0.3368205301676502
beaver,crow,0.214963044076457
boar,crow,0.341111408346614
cheetah,crow,0.2993324451513909
crow,crow,0
deer,crow,0.29352249776561307
dolphin,crow,0.2607746852834766
elephant,crow,0.3503400015023987
flamingo,crow,0.3097066562413274
giraffe,crow,0.31994872591614465
goat,crow,0.28700711065471113
gorilla,crow,0.3465112460856429
grizzly,crow,0.3734716633224942
hippo,crow,0.2573570668611278
killerwhale,crow,0.3395846880140274
lion,crow,0.29638963136030433
llama,crow,0.29186434210087553
mammoth,crow,0.5358919513723467
panda,crow,0.272183918883184
panther,crow,0.3625327129982042
pig,crow,0.22591721933550396
pigeon,crow,0.2720525110432782
polarbear,crow,0.1953221596429764
rhino,crow,0.286550853953289
shark,crow,0.2720672464825094
sheep,crow,0.2516908678831162
skunk,crow,0.2769245860492789
sloth,crow,0.42996093969357563
swan,crow,0.36423489159093725
zebra,crow,0.5528376471508588
bat,deer,0.28627275930654106
beaver,deer,0.26594184003575705
boar,deer,0.29983313494650865
cheetah,deer,0.32554017182238376
crow,deer,0.29352249776561307
deer,deer,0
dolphin,deer,0.27866611819675885
elephant,deer,0.45797976960807085
flamingo,deer,0.4325075221890267
giraffe,deer,0.37177098144328047
goat,deer,0.2947370773375162
gorilla,deer,0.313496341828685
grizzly,deer,0.22214627361230924
hippo,deer,0.3430088597241157
killerwhale,deer,0.27903956212909775
lion,deer,0.2966378072418143
llama,deer,0.3149686970748636
mammoth,deer,0.4320074551080124
panda,deer,0.36786444183387035
panther,deer,0.5097221633208575
pig,deer,0.2774324232877509
pigeon,deer,0.28089253579540774
polarbear,deer,0.2542929441536035
rhino,deer,0.33860541603652966
shark,deer,0.28810896202994263
sheep,deer,0.29486469220672495
skunk,deer,0.36990623823256463
sloth,deer,0.27182311859083896
swan,deer,0.5332440047445659
zebra,deer,0.7125818561542419
bat,dolphin,0.27379518235082007
beaver,dolphin,0.19869932955790548
boar,dolphin,0.32332061983808164
cheetah,dolphin,0.25045037704321516
crow,dolphin,0.2607746852834766
deer,dolphin,0.27866611819675885
dolphin,dolphin,0
elephant,dolphin,0.3474550257010104
flamingo,dolphin,0.31926831759904595
giraffe,dolphin,0.2173276219341947
goat,dolphin,0.3231526545542185
gorilla,dolphin,0.2267710492615251
grizzly,dolphin,0.35247607106691553
hippo,dolphin,0.26416421646364946
killerwhale,dolphin,0.2776225615445851
lion,dolphin,0.27254514069021296
llama,dolphin,0.30475744111549424
mammoth,dolphin,0.4326843076053941
panda,dolphin,0.22207470625250736
panther,dolphin,0.4388102698772038
pig,dolphin,0.21130024224739957
pigeon,dolphin,0.23309084415543038
polarbear,dolphin,0.21167260656904743
rhino,dolphin,0.3041940942181776
shark,dolphin,0.2345187852502523
sheep,dolphin,0.27584696305326534
skunk,dolphin,0.36309853025756667
sloth,dolphin,0.3670682244261691
swan,dolphin,0.41694388105153846
zebra,dolphin,0.6054196257597042
bat,elephant,0.43933170597535454
beaver,elephant,0.3130299907966919
boar,elephant,0.4874672759829517
cheetah,elephant,0.314788211034853
crow,elephant,0.3503400015023987
deer,elephant,0.45797976960807085
dolphin,elephant,0.3474550257010104
elephant,elephant,0
flamingo,elephant,0.37076610525263504
giraffe,elephant,0.33623452988702457
goat,elephant,0.37365905102339886
gorilla,elephant,0.2996128145993269
grizzly,elephant,0.5021662338246033
hippo,elephant,0.2585781241767317
killerwhale,elephant,0.473221232518815
lion,elephant,0.39112501595225296
llama,elephant,0.43359435137060154
mammoth,elephant,0.5456581801450875
panda,elephant,0.259607694615216
panther,elephant,0.3453914033721797
pig,elephant,0.317871763595004
pigeon,elephant,0.3573625367119976
polarbear,elephant,0.2944833300313942
rhino,elephant,0.25520077157383186
shark,elephant,0.39513849455798417
sheep,elephant,0.31963490471807166
skunk,elephant,0.39488129314525905
sloth,elephant,0.5785631785549397
swan,elephant,0.2756202654263539
zebra,elephant,0.50769371605655
bat,flamingo,0.40585965330742935
beaver,flamingo,0.3269815298237101
boar,flamingo,0.440377027753395
cheetah,flamingo,0.3433604647925587
crow,flamingo,0.3097066562413274
deer,flamingo,0.4325075221890267
dolphin,flamingo,0.31926831759904595
elephant,flamingo,0.37076610525263504
flamingo,flamingo,0
giraffe,flamingo,0.28790511452824996
goat,flamingo,0.3687974918602412
gorilla,flamingo,0.4004109485238737
grizzly,flamingo,0.5294781776563618
hippo,flamingo,0.3053269642483637
killerwhale,flamingo,0.49035608663607544
lion,flamingo,0.473937328949784
llama,flamingo,0.3759059423417845
mammoth,flamingo,0.6235748059274271
panda,flamingo,0.2579192214212993
panther,flamingo,0.3148781207162503
pig,flamingo,0.3013571704638344
pigeon,flamingo,0.36519473880413184
polarbear,flamingo,0.3158638654858218
rhino,flamingo,0.3739513360393404
shark,flamingo,0.4178902241752922
sheep,flamingo,0.39146738150433985
skunk,flamingo,0.2984141798379515
sloth,flamingo,0.5545767701485756
swan,flamingo,0.34551188331991906
zebra,flamingo,0.45142954271617025
bat,giraffe,0.3647567489850134
beaver,giraffe,0.22903508065744996
boar,giraffe,0.36631488107281074
cheetah,giraffe,0.23252780136478476
crow,giraffe,0.31994872591614465
deer,giraffe,0.37177098144328047
dolphin,giraffe,0.2173276219341947
elephant,giraffe,0.33623452988702457
flamingo,giraffe,0.28790511452824996
giraffe,giraffe,0
goat,giraffe,0.33687732321248115
gorilla,giraffe,0.2679361031584074
grizzly,giraffe,0.4242631971189218
hippo,giraffe,0.25577468512360857
killerwhale,giraffe,0.39627560090721575
lion,giraffe,0.3472289325151892
llama,giraffe,0.29029374124971685
mammoth,giraffe,0.5395376322029046
panda,giraffe,0.28429122335340434
panther,giraffe,0.409463130695564
pig,giraffe,0.272729664399871
pigeon,giraffe,0.31261478862874464
polarbear,giraffe,0.2943947721365732
rhino,giraffe,0.32191099702306886
shark,giraffe,0.34976078268059074
sheep,giraffe,0.27164667331947145
skunk,giraffe,0.354947467728086
sloth,giraffe,0.45256574019057205
swan,giraffe,0.3874040781917004
zebra,giraffe,0.5496941472103234
bat,goat,0.34053651173325533
beaver,goat,0.24209083865381933
boar,goat,0.2328414540439945
cheetah,goat,0.29288408776382296
crow,goat,0.28700711065471113
deer,goat,0.2947370773375162
dolphin,goat,0.3231526545542185
elephant,goat,0.37365905102339886
flamingo,goat,0.3687974918602412
giraffe,goat,0.33687732321248115
goat,goat,0
gorilla,goat,0.2923011798565673
grizzly,goat,0.2782199505842749
hippo,goat,0.20845583935434422
killerwhale,goat,0.29316691298888486
lion,goat,0.3644539112552547
llama,goat,0.19721311492918092
mammoth,goat,0.4606867472773314
panda,goat,0.3652189118978511
panther,goat,0.4651435775072853
pig,goat,0.19547793546684222
pigeon,goat,0.3282126493032023
polarbear,goat,0.23460140323119003
rhino,goat,0.25170246593851847
shark,goat,0.2897897148559341
sheep,goat,0.258519134534285
skunk,goat,0.31388897535610494
sloth,goat,0.3656299326733226
swan,goat,0.4873742956913777
zebra,goat,0.6672797961071109
bat,gorilla,0.29971005778029536
beaver,gorilla,0.26123713457605896
boar,gorilla,0.3382859694107215
cheetah,gorilla,0.25794228420545157
crow,gorilla,0.3465112460856429
deer,gorilla,0.313496341828685
dolphin,gorilla,0.2267710492615251
elephant,gorilla,0.2996128145993269
flamingo,gorilla,0.4004109485238737
giraffe,gorilla,0.2679361031584074
goat,gorilla,0.2923011798565673
gorilla,gorilla,0
grizzly,gorilla,0.32679115825355975
hippo,gorilla,0.2666188747971677
killerwhale,gorilla,0.2854553280163752
lion,gorilla,0.2976708913982924
llama,gorilla,0.3412505929735988
mammoth,gorilla,0.39793255722306414
panda,gorilla,0.28998510648469217
panther,gorilla,0.496820905730796
pig,gorilla,0.22000264075885567
pigeon,gorilla,0.2799636344002363
polarbear,gorilla,0.2480763866524647
rhino,gorilla,0.27275982936262144
shark,gorilla,0.27096916761353107
sheep,gorilla,0.29640128396939963
skunk,gorilla,0.4227073430843411
sloth,gorilla,0.3567434125119428
swan,gorilla,0.47497092193157636
zebra,gorilla,0.6823002149387506
bat,grizzly,0.3312401811725818
beaver,grizzly,0.3208486596560672
boar,grizzly,0.26348979435825126
cheetah,grizzly,0.34367117299490124
crow,grizzly,0.3734716633224942
deer,grizzly,0.22214627361230924
dolphin,grizzly,0.35247607106691553
elephant,grizzly,0.5021662338246033
flamingo,grizzly,0.5294781776563618
giraffe,grizzly,0.4242631971189218
goat,grizzly,0.2782199505842749
gorilla,grizzly,0.32679115825355975
grizzly,grizzly,0
hippo,grizzly,0.3799416116755989
killerwhale,grizzly,0.2581830836947265
lion,grizzly,0.29796086630001434
llama,grizzly,0.3141937908459118
mammoth,grizzly,0.3788087455701112
panda,grizzly,0.46321300339676386
panther,grizzly,0.6097275933907654
pig,grizzly,0.3243713528747276
pigeon,grizzly,0.3391114926470048
polarbear,grizzly,0.3091951249900505
rhino,grizzly,0.3541455964783173
shark,grizzly,0.2848905764453388
sheep,grizzly,0.3358199355986058
skunk,grizzly,0.4846675475975511
sloth,grizzly,0.24621154373098703
swan,grizzly,0.6109808284708137
zebra,grizzly,0.8300334910105093
bat,hippo,0.36190831807729584
beaver,hippo,0.19223309082644868
boar,hippo,0.28646807413919845
cheetah,hippo,0.2130967501322919
crow,hippo,0.2573570668611278
deer,hippo,0.3430088597241157
dolphin,hippo,0.26416421646364946
elephant,hippo,0.2585781241767317
flamingo,hippo,0.3053269642483637
giraffe,hippo,0.25577468512360857
goat,hippo,0.20845583935434422
gorilla,hippo,0.2666188747971677
grizzly,hippo,0.3799416116755989
hippo,hippo,0
killerwhale,hippo,0.3500364389620909
lion,hippo,0.35753464943611307
llama,hippo,0.22658025446995828
mammoth,hippo,0.5173482370122323
panda,hippo,0.2816458598589676
panther,hippo,0.34572797992414905
pig,hippo,0.228344931155011
pigeon,hippo,0.2731864699672538
polarbear,hippo,0.23303629099616668
rhino,hippo,0.18548462894445336
shark,hippo,0.2681063238246704
sheep,hippo,0.23689269347766367
skunk,hippo,0.2765779176840618
sloth,hippo,0.4475733405095759
swan,hippo,0.3483506529424411
zebra,hippo,0.5541607020278548
bat,killerwhale,0.3453346356297622
beaver,killerwhale,0.3163088130603253
boar,killerwhale,0.30547783491441544
cheetah,killerwhale,0.3907326599762094
crow,killerwhale,0.3395846880140274
deer,killerwhale,0.27903956212909775
dolphin,killerwhale,0.2776225615445851
elephant,killerwhale,0.473221232518815
flamingo,killerwhale,0.49035608663607544
giraffe,killerwhale,0.39627560090721575
goat,killerwhale,0.29316691298888486
gorilla,killerwhale,0.2854553280163752
grizzly,killerwhale,0.2581830836947265
hippo,killerwhale,0.3500364389620909
killerwhale,killerwhale,0
lion,killerwhale,0.30764378664162884
llama,killerwhale,0.3193386686859623
mammoth,killerwhale,0.401869107798609
panda,killerwhale,0.4180228669974271
panther,killerwhale,0.6116573586050432
pig,killerwhale,0.27591370696049844
pigeon,killerwhale,0.36632543216346647
polarbear,killerwhale,0.30260308499274186
rhino,killerwhale,0.3878848898342512
shark,killerwhale,0.2591530740841741
sheep,killerwhale,0.3438073843656792
skunk,killerwhale,0.4586151137260679
sloth,killerwhale,0.25256496308373955
swan,killerwhale,0.5963324874573309
zebra,killerwhale,0.7825948721004319
bat,lion,0.3702865893625562
beaver,lion,0.2825196046757437
boar,lion,0.382661213534458
cheetah,lion,0.3318799190787292
crow,lion,0.29638963136030433
deer,lion,0.2966378072418143
dolphin,lion,0.27254514069021296
elephant,lion,0.39112501595225296
flamingo,lion,0.473937328949784
giraffe,lion,0.3472289325151892
goat,lion,0.3644539112552547
gorilla,lion,0.2976708913982924
grizzly,lion,0.29796086630001434
hippo,lion,0.35753464943611307
killerwhale,lion,0.30764378664162884
lion,lion,0
llama,lion,0.37571443865501547
mammoth,lion,0.4585861256007001
panda,lion,0.3506689657772205
panther,lion,0.5365339734410021
pig,lion,0.31456185925115204
pigeon,lion,0.31896080274199706
polarbear,lion,0.2953924700690129
rhino,lion,0.3383264016210697
shark,lion,0.2854314381310415
sheep,lion,0.29320478541370565
skunk,lion,0.4864429337427352
sloth,lion,0.3547195555822104
swan,lion,0.4892217771439472
zebra,lion,0.7102277159194642
bat,llama,0.36710169988407454
beaver,llama,0.23023157315068368
boar,llama,0.21017449079728498
cheetah,llama,0.2724903962035681
crow,llama,0.29186434210087553
deer,llama,0.3149686970748636
dolphin,llama,0.30475744111549424
elephant,llama,0.43359435137060154
flamingo,llama,0.3759059423417845
giraffe,llama,0.29029374124971685
goat,llama,0.19721311492918092
gorilla,llama,0.3412505929735988
grizzly,llama,0.3141937908459118
hippo,llama,0.22658025446995828
killerwhale,llama,0.3193386686859623
lion,llama,0.37571443865501547
llama,llama,0
mammoth,llama,0.5272810946005226
panda,llama,0.39564327542711974
panther,llama,0.4830185282234958
pig,llama,0.25041479877742184
pigeon,llama,0.3162391894344699
polarbear,llama,0.28175439184779416
rhino,llama,0.30665271738431377
shark,llama,0.28653568259080703
sheep,llama,0.2499564519593811
skunk,llama,0.30395598221037795
sloth,llama,0.34735181411092336
swan,llama,0.4945698532741632
zebra,llama,0.6663821031940356
bat,mammoth,0.3881624017433267
beaver,mammoth,0.49364114079190374
boar,mammoth,0.4923216668543673
cheetah,mammoth,0.48718566788679163
crow,mammoth,0.5358919513723467
deer,mammoth,0.4320074551080124
dolphin,mammoth,0.4326843076053941
elephant,mammoth,0.5456581801450875
flamingo,mammoth,0.6235748059274271
giraffe,mammoth,0.5395376322029046
goat,mammoth,0.4606867472773314
gorilla,mammoth,0.39793255722306414
grizzly,mammoth,0.3788087455701112
hippo,mammoth,0.5173482370122323
killerwhale,mammoth,0.401869107798609
lion,mammoth,0.4585861256007001
llama,mammoth,0.5272810946005226
mammoth,mammoth,0
panda,mammoth,0.4959625696257157
panther,mammoth,0.7127380376079026
pig,mammoth,0.4192830910606317
pigeon,mammoth,0.4701079410879225
polarbear,mammoth,0.4214518633566021
rhino,mammoth,0.5180724327789995
shark,mammoth,0.4375104103983461
sheep,mammoth,0.5123251245973182
skunk,mammoth,0.6054741948868437
sloth,mammoth,0.451305927917209
swan,mammoth,0.6845488842841848
zebra,mammoth,0.8951759965492131
bat,panda,0.3276393409710539
beaver,panda,0.28691534760768644
boar,panda,0.4412974230552506
cheetah,panda,0.30961254511497516
crow,panda,0.272183918883184
deer,panda,0.36786444183387035
dolphin,panda,0.22207470625250736
elephant,panda,0.259607694615216
flamingo,panda,0.2579192214212993
giraffe,panda,0.28429122335340434
goat,panda,0.3652189118978511
gorilla,panda,0.28998510648469217
grizzly,panda,0.46321300339676386
hippo,panda,0.2816458598589676
killerwhale,panda,0.4180228669974271
lion,panda,0.3506689657772205
llama,panda,0.39564327542711974
mammoth,panda,0.4959625696257157
panda,panda,0
panther,panda,0.33592104938161604
pig,panda,0.23453169098428708
pigeon,panda,0.26648237536574376
polarbear,panda,0.23125254468874293
rhino,panda,0.32302853871632453
shark,panda,0.3304704809062974
sheep,panda,0.3243574104238053
skunk,panda,0.3400130649145466
sloth,panda,0.5071631306501533
swan,panda,0.31170042710773826
zebra,panda,0.4663908665113429
bat,panther,0.5248631585120918
beaver,panther,0.3838482368556091
boar,panther,0.5461921652207683
cheetah,panther,0.3794001881573519
crow,panther,0.3625327129982042
deer,panther,0.5097221633208575
dolphin,panther,0.4388102698772038
elephant,panther,0.3453914033721797
flamingo,panther,0.3148781207162503
giraffe,panther,0.409463130695564
goat,panther,0.4651435775072853
gorilla,panther,0.496820905730796
grizzly,panther,0.6097275933907654
hippo,panther,0.34572797992414905
killerwhale,panther,0.6116573586050432
lion,panther,0.5365339734410021
llama,panther,0.4830185282234958
mammoth,panther,0.7127380376079026
panda,panther,0.33592104938161604
panther,panther,0
pig,panther,0.4335744868028413
pigeon,panther,0.3895605115832303
polarbear,panther,0.3928874106627065
rhino,panther,0.3569888879642826
shark,panther,0.48224897151208923
sheep,panther,0.40678078584151345
skunk,panther,0.32367784721206244
sloth,panther,0.6986033909007208
swan,panther,0.21965705290491924
zebra,panther,0.34370989479005215
bat,pig,0.25149865124065934
beaver,pig,0.22012926642143094
boar,pig,0.2932945063597075
cheetah,pig,0.2648496460891021
crow,pig,0.22591721933550396
deer,pig,0.2774324232877509
dolphin,pig,0.21130024224739957
elephant,pig,0.317871763595004
flamingo,pig,0.3013571704638344
giraffe,pig,0.272729664399871
goat,pig,0.19547793546684222
gorilla,pig,0.22000264075885567
grizzly,pig,0.3243713528747276
hippo,pig,0.228344931155011
killerwhale,pig,0.27591370696049844
lion,pig,0.31456185925115204
llama,pig,0.25041479877742184
mammoth,pig,0.4192830910606317
panda,pig,0.23453169098428708
panther,pig,0.4335744868028413
pig,pig,0
pigeon,pig,0.25240266704309017
polarbear,pig,0.1695485025579443
rhino,pig,0.2772909140924333
shark,pig,0.25841625538407137
sheep,pig,0.2548693998121033
skunk,pig,0.2909869903679818
sloth,pig,0.3691422165816321
swan,pig,0.4382450243561235
zebra,pig,0.6096695511240843
bat,pigeon,0.2844774163441815
beaver,pigeon,0.23134982085153624
boar,pigeon,0.33776059629219635
cheetah,pigeon,0.22810787359143422
crow,pigeon,0.2720525110432782
deer,pigeon,0.28089253579540774
dolphin,pigeon,0.23309084415543038
elephant,pigeon,0.3573625367119976
flamingo,pigeon,0.36519473880413184
giraffe,pigeon,0.31261478862874464
goat,pigeon,0.3282126493032023
gorilla,pigeon,0.2799636344002363
grizzly,pigeon,0.3391114926470048
hippo,pigeon,0.2731864699672538
killerwhale,pigeon,0.36632543216346647
lion,pigeon,0.31896080274199706
llama,pigeon,0.3162391894344699
mammoth,pigeon,0.4701079410879225
panda,pigeon,0.26648237536574376
panther,pigeon,0.3895605115832303
pig,pigeon,0.25240266704309017
pigeon,pigeon,0
polarbear,pigeon,0.23730176931855435
rhino,pigeon,0.25493546485101143
shark,pigeon,0.2715521004795845
sheep,pigeon,0.24834765493679956
skunk,pigeon,0.3290608107269967
sloth,pigeon,0.41123726400635485
swan,pigeon,0.39434842302324496
zebra,pigeon,0.60614353341777
bat,polarbear,0.27017483542765747
beaver,polarbear,0.19548146658454793
boar,polarbear,0.3214594938490433
cheetah,polarbear,0.2697670286067223
crow,polarbear,0.1953221596429764
deer,polarbear,0.2542929441536035
dolphin,polarbear,0.21167260656904743
elephant,polarbear,0.2944833300313942
flamingo,polarbear,0.3158638654858218
giraffe,polarbear,0.2943947721365732
goat,polarbear,0.23460140323119003
gorilla,polarbear,0.2480763866524647
grizzly,polarbear,0.3091951249900505
hippo,polarbear,0.23303629099616668
killerwhale,polarbear,0.30260308499274186
lion,polarbear,0.2953924700690129
llama,polarbear,0.28175439184779416
mammoth,polarbear,0.4214518633566021
panda,polarbear,0.23125254468874293
panther,polarbear,0.3928874106627065
pig,polarbear,0.1695485025579443
pigeon,polarbear,0.23730176931855435
polarbear,polarbear,0
rhino,polarbear,0.22785291529162136
shark,polarbear,0.2611156705204821
sheep,polarbear,0.22137781329949138
skunk,polarbear,0.31154429605958095
sloth,polarbear,0.38388010945365325
swan,polarbear,0.3685509344100465
zebra,polarbear,0.5909490420522772
bat,rhino,0.3830407846514483
beaver,rhino,0.19859196818599195
boar,rhino,0.31328105248524857
cheetah,rhino,0.21942527351794663
crow,rhino,0.286550853953289
deer,rhino,0.33860541603652966
dolphin,rhino,0.3041940942181776
elephant,rhino,0.25520077157383186
flamingo,rhino,0.3739513360393404
giraffe,rhino,0.32191099702306886
goat,rhino,0.25170246593851847
gorilla,rhino,0.27275982936262144
grizzly,rhino,0.3541455964783173
hippo,rhino,0.18548462894445336
killerwhale,rhino,0.3878848898342512
lion,rhino,0.3383264016210697
llama,rhino,0.30665271738431377
mammoth,rhino,0.5180724327789995
panda,rhino,0.32302853871632453
panther,rhino,0.3569888879642826
pig,rhino,0.2772909140924333
pigeon,rhino,0.25493546485101143
polarbear,rhino,0.22785291529162136
rhino,rhino,0
shark,rhino,0.30912524370133637
sheep,rhino,0.2246092754290301
skunk,rhino,0.3494587968269163
sloth,rhino,0.44745452450256573
swan,rhino,0.3554992243067269
zebra,rhino,0.60557818478296
bat,shark,0.3192822672475917
beaver,shark,0.25434449543641646
boar,shark,0.2709730478451843
cheetah,shark,0.257940717940061
crow,shark,0.2720672464825094
deer,shark,0.28810896202994263
dolphin,shark,0.2345187852502523
elephant,shark,0.39513849455798417
flamingo,shark,0.4178902241752922
giraffe,shark,0.34976078268059074
goat,shark,0.2897897148559341
gorilla,shark,0.27096916761353107
grizzly,shark,0.2848905764453388
hippo,shark,0.2681063238246704
killerwhale,shark,0.2591530740841741
lion,shark,0.2854314381310415
llama,shark,0.28653568259080703
mammoth,shark,0.4375104103983461
panda,shark,0.3304704809062974
panther,shark,0.48224897151208923
pig,shark,0.25841625538407137
pigeon,shark,0.2715521004795845
polarbear,shark,0.2611156705204821
rhino,shark,0.30912524370133637
shark,shark,0
sheep,shark,0.33030971533327647
skunk,shark,0.4060104795929765
sloth,shark,0.34800475079619114
swan,shark,0.4947240371038104
zebra,shark,0.7012062101310703
bat,sheep,0.3538457591378102
beaver,sheep,0.18644594878444162
boar,sheep,0.3312000842960321
cheetah,sheep,0.2721265348855554
crow,sheep,0.2516908678831162
deer,sheep,0.29486469220672495
dolphin,sheep,0.27584696305326534
elephant,sheep,0.31963490471807166
flamingo,sheep,0.39146738150433985
giraffe,sheep,0.27164667331947145
goat,sheep,0.258519134534285
gorilla,sheep,0.29640128396939963
grizzly,sheep,0.3358199355986058
hippo,sheep,0.23689269347766367
killerwhale,sheep,0.3438073843656792
lion,sheep,0.29320478541370565
llama,sheep,0.2499564519593811
mammoth,sheep,0.5123251245973182
panda,sheep,0.3243574104238053
panther,sheep,0.40678078584151345
pig,sheep,0.2548693998121033
pigeon,sheep,0.24834765493679956
polarbear,sheep,0.22137781329949138
rhino,sheep,0.2246092754290301
shark,sheep,0.33030971533327647
sheep,sheep,0
skunk,sheep,0.31112849294656353
sloth,sheep,0.4088315873749834
swan,sheep,0.3768944274312312
zebra,sheep,0.5824671595160815
bat,skunk,0.40467548542226317
beaver,skunk,0.29507339212817185
boar,skunk,0.4135593549349914
cheetah,skunk,0.3467018379936477
crow,skunk,0.2769245860492789
deer,skunk,0.36990623823256463
dolphin,skunk,0.36309853025756667
elephant,skunk,0.39488129314525905
flamingo,skunk,0.2984141798379515
giraffe,skunk,0.354947467728086
goat,skunk,0.31388897535610494
gorilla,skunk,0.4227073430843411
grizzly,skunk,0.4846675475975511
hippo,skunk,0.2765779176840618
killerwhale,skunk,0.4586151137260679
lion,skunk,0.4864429337427352
llama,skunk,0.30395598221037795
mammoth,skunk,0.6054741948868437
panda,skunk,0.3400130649145466
panther,skunk,0.32367784721206244
pig,skunk,0.2909869903679818
pigeon,skunk,0.3290608107269967
polarbear,skunk,0.31154429605958095
rhino,skunk,0.3494587968269163
shark,skunk,0.4060104795929765
sheep,skunk,0.31112849294656353
skunk,skunk,0
sloth,skunk,0.5238902482687469
swan,skunk,0.39219948302604163
zebra,skunk,0.48401819589700745
bat,sloth,0.3731903023019541
beaver,sloth,0.3716727497335342
boar,sloth,0.31742831001527005
cheetah,sloth,0.4282211646134148
crow,sloth,0.42996093969357563
deer,sloth,0.27182311859083896
dolphin,sloth,0.3670682244261691
elephant,sloth,0.5785631785549397
flamingo,sloth,0.5545767701485756
giraffe,sloth,0.45256574019057205
goat,sloth,0.3656299326733226
gorilla,sloth,0.3567434125119428
grizzly,sloth,0.24621154373098703
hippo,sloth,0.4475733405095759
killerwhale,sloth,0.25256496308373955
lion,sloth,0.3547195555822104
llama,sloth,0.34735181411092336
mammoth,sloth,0.451305927917209
panda,sloth,0.5071631306501533
panther,sloth,0.6986033909007208
pig,sloth,0.3691422165816321
pigeon,sloth,0.41123726400635485
polarbear,sloth,0.38388010945365325
rhino,sloth,0.44745452450256573
shark,sloth,0.34800475079619114
sheep,sloth,0.4088315873749834
