target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
feathers,0.059426,-0.2155,0.5311,0.5125,0.30061,-0.15772,-0.40444,-0.040439,0.73038,-0.29049,-0.023002,-0.025811,-0.71897,-0.54487,-0.030882,0.39694,0.48988,0.47038,-0.18556,-0.083751,0.51926,0.0074606,-0.45021,-0.058559,-0.39182,0.17669,-0.085153,0.32685,-0.31635,-0.1365,-0.44557,0.14222,-0.21975,0.12897,0.14807,-0.33683,0.34683,0.44879,0.21986,0.2065,-0.35656,0.043472,0.31796,0.15008,0.11752,-0.18228,-0.036237,0.069491,-0.0030785,-0.29588,0.14348,0.17209,0.328,-0.23618,-0.2609,-0.28141,0.12338,0.04448,0.11889,0.019516,0.39674,-0.30714,0.24277,-0.86059,0.28554,-0.37904,-0.030409,0.10556,-0.67291,-0.074211,-0.61761,0.010097,0.30261,-0.74147,0.10446,-0.042757,-0.13124,-0.45352,-0.12207,-0.47466,0.28035,0.72209,0.6129,0.030082,-0.33463,0.53053,-0.059347,0.13835,-0.53069,-0.28555,0.20805,-0.13523,0.57909,-0.41056,0.16074,-0.61331,0.26233,-0.29021,-0.37765,-0.34479
rectangular,0.14123,0.06259,0.55859,0.46571,-0.07484,0.28547,-0.21617,-0.30922,0.22012,-0.26567,-0.21098,0.42403,-0.48793,0.11469,0.15823,0.11988,0.33665,0.43211,0.023699,-0.24125,0.32816,0.10068,-0.50928,-0.61082,0.14576,0.16716,-0.018275,0.10681,0.11778,0.012729,-0.75608,0.31042,-0.52078,-0.48889,-0.66169,0.070156,-0.08132,-0.028181,-0.13076,-0.11087,0.17383,-0.44601,0.18235,0.19792,0.0068021,-0.41338,0.069739,0.0068112,-0.0082303,-0.44679,-0.31052,0.024726,0.28874,-0.090362,-0.063694,-0.37688,-0.06057,-0.15059,0.67462,-0.11317,0.3102,0.48401,0.57193,-0.1281,0.011266,-0.018547,-0.067446,0.19743,-0.93025,-0.21699,0.089229,0.07794,0.27495000000000003,-0.89011,0.39783,-0.091766,-0.12538,0.37325,-0.050337,-0.55778,-0.47842,-0.05987,-0.20626,-0.34199,-1.0234,0.30341,0.51359,-0.2324,-0.16188,0.27419,0.27857,-0.39796,0.23581,0.11413,-0.30328,-1.0051,0.15951,-0.12827,-0.33768,0.0086822
oval,0.28807,-0.353,0.13439,0.41152,0.0026776,0.36363,-0.49275,-0.45914,0.72543,-0.52983,-0.5335,0.48241,-0.63482,-0.63314,-0.21822,0.093014,0.13515,0.59462,0.12736,-0.43977,0.17225,0.174,-0.3721,0.21677,0.23098,-0.36994,-0.14257,0.20186,0.36772,0.1649,-0.34056,0.26323,-0.087472,-0.34967,-0.73698,0.214,-0.16006,-0.13945,0.19051,0.27139,0.13573,-0.40788,0.58415,1.044,-0.064963,3.5495e-4,-0.0027366,0.42867,-0.050934,-0.38043,-0.14068,-0.23627,0.37148,0.073036,-0.62852,0.079792,0.037299,0.14534,0.66515,-0.2181,0.3471,0.23185,0.36059,-0.56799,-0.30885,0.015959,0.076655,0.37598,-0.44615,-0.38172,0.30287,0.032869,-0.16243,-0.41732,0.58505,0.12714,0.27183,0.32709,-0.0095047,-0.87383,-0.23536,0.084108,0.14082,-0.48616,-0.51948,0.27093,0.41032,-0.031505,-0.22728,0.10132,0.72451,0.19389,0.10776,0.038585,-0.18554,-0.64481,0.11263,-0.602,-0.262,-0.36676
turtle,-0.020601,-0.63725,0.093352,0.29818,-0.097305,-0.46108,0.061535,-0.19123,0.49854,-0.55502,-0.010386,0.085766,-0.16298,-0.29556,-0.17548,0.51335,0.12028,0.29892,0.097185,0.12367,0.34703,0.082683,-0.28112,-0.31513,0.058695,0.3081,0.062745,-0.7519,-0.40175,-0.47496,-0.70073,0.14073,-0.74348,-0.216,0.1441,-0.38129,0.076958,0.29469,0.11486,0.18255,0.11374,-0.095183,-0.052437,0.076984,0.76994,-0.0075398,0.077428,-0.15401,-0.090896,-0.42896,0.025692,0.049546,-0.24295,-0.73819,0.18439,0.085985,0.074503,-0.11915,0.34028,0.3888,0.22815,0.070695,-0.12651,-0.73053,0.032259,0.11169,-0.11854,-0.18424,-0.34768,0.17483,-0.45592,0.099827,0.22102,0.026216,0.59496,-0.32348,0.16753,-0.41796,-0.037616,-0.1463,0.36357,0.38065,0.39496,0.17611,0.057631,0.32545,-0.28589,-0.44339,-0.83848,0.24255,0.077557,-0.37873,0.65065,-0.35574,-0.56704,-0.28533,0.51778,-0.27719,-0.31208,-0.0040485
dolphin,0.35949,-0.75692,-0.77072,-0.028424,-0.64661,-0.65352,0.55559,-0.050577,0.18716,-0.78363,-0.2054,0.16945,-0.409,0.17163,-0.059138,0.31332,0.033735,0.29253,-0.057739,-0.21914,-0.53166,-0.10539,-0.57348,-0.12925,-0.16489,0.13437,0.029386,0.015049,-0.60556,-0.46544,-0.40553,0.28191,-0.37442,-0.36336,0.20848,0.1175,-0.082266,0.48357,0.48201,-0.084535,-0.20061,-0.26999,0.81843,0.1109,0.4708,0.02139,-0.096068,-0.097478,-0.53507,-0.08927,0.077901,-0.28606,0.18847,-0.67632,-0.12522,-0.090488,0.72645,0.28995,0.51741,0.66951,0.028117,0.36069,0.35609,-1.0436,0.17283,-0.26906,-0.21258,-0.10728,-0.51093,0.1926,-0.17015,-0.091644,-0.43263,-0.39676,0.33092,-0.11565,-0.30904,-0.22443,0.28395,-0.28302,-0.084574,0.52364,0.39372,0.25184,-0.011439,0.66928,-0.43438,-0.071352,-0.74162,0.33896,0.38586,-0.14141,0.3178,-0.5048,-0.032726,0.20901,0.70924,-0.38005,-0.35314,-0.63836
slim,-0.39887,-0.5533,0.20544,0.18111,0.29547,0.037168,-0.22284,-0.35856,0.31795,-0.63755,-0.35255,-0.37254,-0.20751,-0.22014,0.20973,0.2645,-0.19549,0.34278,0.18568,0.23005,0.61209,0.12484,-0.28002,0.21757,0.211,-0.29531,-0.26311,-0.15266,-0.30298,0.014397,-0.78185,0.45451,-0.3598,-0.16699,-0.24868,-0.045573,0.045972,0.02943,-0.073471,-0.079337,0.28101,0.034959,0.41701,0.6956,0.075,0.13237,-0.043329,-0.02213,0.11326,-0.16396,0.1279,0.79307,0.17818,-0.47073,0.21148,-0.0093004,0.4035,0.20153,-0.13383,-0.57109,-0.047292,-0.076752,-0.082412,-0.43402,0.20796,-0.44589,1.1019e-4,-0.16753,-0.29525,-0.23704,-0.61221,-0.11124,-0.41735,0.042376,0.10066,-0.15473,0.030149,0.018065,0.018925,0.10907,0.088545,0.37995,0.15253,0.18966,-0.72875,-0.091411,0.18111,0.41248,-0.47802,-0.18418,0.14849,0.64195,0.26428,-0.15728,-0.66771,-0.047241,0.25191,-0.44761,0.22054,0.1628
upright,-0.23375,-0.17898,-0.38169,0.21762,-0.14424,0.58407,-0.25607,-0.25173,0.57562,-0.0015396,0.10398,-0.21386,-0.53569,-0.28088,0.19438,0.57765,0.52714,0.16389,0.16906,0.18958,0.42211,0.077328,-0.5266,0.15066,0.13698,0.11185,0.056962,0.31864,-0.0061196,0.39757,-0.58009,0.2635,-0.4003,0.12049,0.10614,0.49445,-0.43454,-0.11463,0.048293,-0.37721,0.049718,0.17356,0.057303,0.38967,0.10283,0.020827,0.39438,-0.023469,-0.090523,-0.1162,0.04403,-0.10208,0.23289,-0.092516,0.048314,-0.37146,0.094273,0.076203,0.77868,0.19718,0.10883,0.45272,0.12453,-0.48397,0.35443,-0.052942,-0.01754,-0.53918,-0.43962,-0.32799,-0.16522,0.038071,-0.0072369,-0.53216,0.2702,0.14802,-0.34024,0.10417,-0.23997,-0.54438,-0.027152,0.17799,0.336,-0.16162,-0.65499,0.030707,0.29691,0.32477,-0.3937,-0.32052,0.49719,-0.1064,0.44516,-0.47017,0.060953,-0.69426,-1.1238e-4,-0.57985,-0.15868,-0.24931
ugly,-0.63979,-0.16538,-0.16733,0.12643,0.28192,-0.42466,-0.38715,0.031836,-0.12337,-0.31306,-0.028703,-0.69362,-0.31841,-0.13033,-0.28013,0.565,0.43547,0.038913,-0.010362,0.11237,0.71597,0.048321,-0.5533,-0.04997,0.046999,-0.081607,0.32025,0.49475,0.27268,0.16142,0.029328,0.32084,-0.45116,-0.26476,-0.11912,0.017817,-0.14558,0.12037,-0.028434,0.091089,-0.19342,-0.12263,0.34765,0.25232,0.68662,-0.1845,0.084592,-0.26851,0.031071,-0.078998,-0.23795,0.30552,0.086013,-0.17351,0.089678,-0.11176,0.37274,0.22938,-0.062859,-0.056866,0.045371,0.030016,-0.20396,-0.33456,-0.26948,-0.057545,-0.39857,-0.28211,-0.64258,0.19683,-0.4452,0.12915,0.25728,-0.27676,0.12838,-0.24144,-0.094724,-0.13435,0.23349,-0.18451,-0.1363,0.60488,0.13956,0.28967,-0.20726,-0.10003,0.13303,0.40763,-0.63038,-0.56512,0.20584,0.027408,0.43829,0.025087,-0.68329,-0.30123,0.16719,-0.17317,-0.027953,0.11839
muscular,-0.47684,-0.25889,-0.037733,-0.12526,-0.026589,0.0020212,-0.31681,0.38798,0.25427,0.3569,-0.21176,0.006805,-1.0633,-0.34159,0.23829,0.38869,-0.42304,0.49066,0.83799,-0.3003,0.44449,-0.3847,-0.2113,-0.20722,0.21529,-0.27633,-0.18606,0.26391,0.16846,-0.19147,-0.045769,0.60857000000000006,-0.099734,0.6054,0.35371,0.21791,0.27947,0.51154,-0.029476,0.14733,0.056834,-0.22533,0.3829,0.46541,0.12183,-0.23835,-0.021031,0.38482,-0.086481,-0.17537,-0.23471,-0.17924,0.0032635,-0.59928,-0.037869,-0.58559,0.11458,0.065375,0.25592,0.33855,0.079505,0.070233,0.25982,-1.0568,0.47665,-0.40084,0.10474,-0.5986,-0.36819,-0.53262,-0.19098,0.57431,-0.094211,-0.65073,0.40417,-0.065681,-0.10163,0.31333,-0.012983,-0.37427,-0.43609,0.30959,0.49265,-0.13437,-0.56321,0.23136,0.32308,0.49183,-0.62993,-0.46725,0.12374,-0.2375,0.21065,-0.5895,-0.70771,0.057409,0.36803,-0.33937,0.019273,-0.073604
pigeon,0.12399,-0.29833,-0.13308,0.15928,0.094148,-0.24399,0.10343,-0.17779,0.76501,-0.70089,-0.2287,0.30994,-1.111,-0.10535,-0.29172,0.13346,0.089616,-0.012935,-0.26852,0.054205,-0.24792,0.49057,-0.40747,-0.028786,-0.43861,0.039624,0.24628,-0.28028,-0.44963,-0.069342,-0.36306,-0.11628,-0.10917,0.029765,0.0034342,-0.33745000000000003,-0.38067,-0.26598,0.26998,0.41372,-0.38446,-0.33453,-0.33853,-0.077564,0.47164,0.17924,-0.40749,0.5334,0.49982,-0.2769,0.44668,0.40423,-0.22428,-0.28112,-0.090384,-0.10942,-0.040434,0.21527,0.34755,0.26893,0.36089,0.11775,0.90757,-0.59653,0.18718,-0.27225,-0.55306,0.064156,-0.4655,-0.078536,-0.5749,0.25544,0.32446,0.1789,0.19972,-0.11416,0.32859,-0.50696,-0.40305,-0.37081,0.0016061,0.54098,-0.078598,0.14973,0.15821,0.27135,-0.45408,-0.35212,-0.73224,-0.064914,0.90118,-0.46903,0.74227,-0.53236000000000006,-0.23586,0.019701,0.016599,-0.8269,-0.68596,0.039858
limbs,-0.42022,-0.43272,-0.12821,0.028919,0.10587,0.5238,-0.45145,-0.03349,0.37971,-0.16005,-0.11922,0.081714,-0.69081,0.001486,0.69259,0.52119,-0.081972,0.11985,0.24625,0.17329,0.48764,-0.23988,-0.56444,-0.51809,-0.13425,0.16802,-0.36696,0.039062,0.13417,-0.11512,-0.25529,0.36703,-0.30707,0.41439,0.3247,0.046647,0.12187,0.39093,-0.19081,0.19735,-0.39223,0.15383,0.4484,0.32158,0.046543,-0.55408,0.087853,0.045067,-0.34233,-0.18375,-0.16166,-0.35055,0.16313,-0.32018,-0.41821,-0.3582,0.16408,0.4471,0.35783,0.31702,0.20543,0.22934,0.13588,-1.1806,0.67286,-0.39872,-0.057498,-0.34624,-0.1823,-0.57972,0.12119,0.40892,0.12775,-0.67592,0.037467,-0.19079,-0.09447,-0.082876,-0.34894,-0.23081,-0.27026,0.8888,0.30515,-0.062919,-0.49707,0.28379,0.35162,0.35537,-0.55161,-0.064622,0.040041,-0.34513,0.14989,-0.6496,-0.75846,-0.20696,0.37986,-0.23754,-0.23465,-0.21106
belly,-0.40712,-0.37258,0.28154,0.62104,-0.23731,0.20048,-0.16876,-0.33758,0.48006,-0.44754,0.020333,-0.0087161,-0.79056,-0.4676,0.15684,0.16579,0.23598,-0.043534,-0.22034,0.1695,0.54944,-0.14974,-0.50099,0.25335,-0.19643,-0.22489,-0.11038,0.15231,0.084357,-0.072478,-0.34549,0.16452,-0.43461,0.20558,-0.034535,0.13261,0.33977,0.31968,0.37728,-0.084183,0.22372,-0.31561,0.20609,0.24619,0.029342,0.047115,0.11646,0.019559,-0.37533,-0.16972,0.10434,0.2932,0.40803,-0.63581,0.051713,-0.095497,-0.11175,0.18727,0.30769,0.29185,0.253,-0.3029,0.098857,-0.87564,0.27717,-0.3552,-0.034238,-0.29809,-0.4996,-0.50298,-0.18135,0.039203,0.15154,-0.44836,0.082778,-0.13771,-0.11765,-0.069273,0.091203,-0.23443,0.31037,0.5002,0.031841,-0.081876,-0.34005,0.31024,0.38498,0.10592,-0.93017,-0.13827,-0.041128,0.15007,0.27591,-0.24117,-0.4534,-0.4023,0.54475,-0.24386,-0.36874,-0.59919
lean,-0.44217,-0.26763,0.46869,0.55432,0.07328,3.8123e-4,-0.17224,-0.11722,0.55314,-0.030031,-0.12144,-0.21751,-0.30013,-0.55714,0.23122,0.54143,-0.035033,0.24195,0.030494,-0.16193,0.77105,-0.093431,-0.37364000000000003,0.15746,-0.040794,0.12217,-0.061624,0.14065,-0.55361,-0.013601,-0.17968,0.054064,-0.4208,-0.46564,0.11734,-0.17085,-0.14416,0.092387,0.12554,-0.14085,-0.32327,-0.051155,0.22861,0.27867,0.37333,0.24957,-0.18652,-0.087025,-0.1528,0.12024,-0.41359,0.60111,0.20991,-0.22961,-0.099194,-0.15575,-0.24574,0.25823,0.27012,0.4273,-0.21986,-0.12157,0.14612,-0.43042,0.38828,-0.26202,-0.010838,-0.60622,-0.12583,-0.14484,-0.41867,0.07622,-0.29667,0.22299,-0.087057,0.05451,-0.49504,0.31359,-0.24439,-0.23085,-0.4877,-0.18423,0.43001,0.2796,-0.32536,-0.018208,0.29649,0.58396,-0.66306,-0.4905,0.011825,-0.13466,0.45968,-0.16207,-0.1207,-0.2679,0.33336,-0.4607,-0.23191,0.37721
cylindrical,-0.012519,0.089622,0.42711,0.30894,-0.12586,0.42728,-0.29808,-0.47323,0.9328,-0.79043,-0.032334,0.4435,-0.56745,-0.51113,0.36535,0.013144,0.48011,0.66665,0.52135,-0.068683,0.22051,-0.018774,-0.48354,-0.28503,0.024916,0.02642,-0.195,0.43325,-0.24464,-0.20314,-0.44968,0.36753,-0.22006,-0.080729,-0.31096,0.56461,-0.050067,0.13994,-0.31893,0.07187,0.31517,-0.14474,0.10185,0.12225,-0.28456,-0.4764,0.013811,-0.02082,-0.19932,-0.32952,0.072627,-0.012015,0.41788,0.19299,-0.27363,-0.22365,-0.12951,-0.2336,0.42854,0.1536,0.34652,0.054593,0.78012,-0.27606,0.26962,0.28684,-0.12571,-0.28332,-0.72791,-0.59421,-0.03278,-0.484,0.45262,-0.73628,0.69593,-2.2333e-4,0.036981,0.48471,0.074406,-1.1262,-0.19085,-0.17749,0.026753,-0.082571,-0.76546,0.51759,0.21296,0.10889,-0.21096,0.048999,0.14367,-0.57902,0.11204,-0.17615,-0.60721,-0.84785,-0.099924,-0.14719,-0.12755,-0.021753
lizard,-0.075119,-0.51524,-0.01659,0.040425,0.21365,-0.71326,-0.48852,-0.21898,0.31047,-0.84006,-0.30016,-0.15195,-0.41374,-0.061627,-0.094499,0.6137,0.025437,0.29085,0.11741,0.41848,0.23719,0.16501,-0.42689,-0.43618,-0.28125,0.15773,0.21911,0.10738,-0.33334,-0.53667,-0.52928,0.33069,-0.43813,-0.16273,0.55516,-0.26213,0.16353,0.20457,0.088327,0.12132,0.18058,0.085808,0.20743,0.34939,0.58282,0.17399,-0.26624,-0.21546,-0.031061,-0.50299,0.23823,-0.15342,-0.077311,-0.59431,-0.03148,-0.34741,-0.2695,0.18504,0.39165,0.1417,0.069845,-0.028175,0.10049,-0.67449,0.12807,-9.8479e-4,-0.47811,0.2102,-0.0051852,0.051351,-0.3369,-0.2371,0.24345,-0.054043,0.53713,-0.22057,0.40384,-0.069681,-0.15066,-0.2937,0.070855,0.84267,0.21042,0.083031,-0.18525,0.31446,0.07041,-0.20841,-0.58081,-0.6269,0.51798,-0.19709,0.621,-0.87469,-0.44831,-0.35025,0.57649,-0.17387,-0.57373,0.0026186
peacock,-0.065779,-0.32681,0.17898,0.5339,0.41744,0.026432,-0.16055,-5.2484e-4,0.22098,-0.23129,-0.25676,0.45617,-0.4308,-0.13207,0.063946,0.39226,0.28092,0.092612,-0.34243,-0.011529,0.098467,0.30825,-0.10695,0.078954,-0.36758,0.24063,0.18412,0.38341,-0.77296,0.10594,-0.39395,0.65118,-0.18358,0.064388,0.0426,-0.45625,0.10854,-0.042136,0.14253,0.19062,-0.18881,0.013144,0.080412,0.47105,0.6256,0.38085,-0.05288,-0.081037,-0.26074,-0.19742,0.49495,0.1094,-0.073074,-0.5289,-0.43818,-0.1519,0.353,0.22025,0.18131,-0.22324,0.030632,0.39515,0.26032,-0.5027,0.2977,-0.22848,0.09425,-0.011507,-0.53008,0.17759,0.068209,0.051189,0.23243,0.1894,0.13652,0.3441,0.16398,-0.27304,0.050242,-0.26566,0.04253,0.43628,0.39839,-0.091634,0.17607,0.27802,-0.36113,0.064454,-0.77696,0.35501,0.51468,-0.3358,0.91975,0.20435,0.18999,-0.3405,-0.19688,-0.098557,-0.099299,-0.30277
slender,-0.14641,-0.66375,-0.19368,0.053464,0.44993,0.44364,-0.25355,-0.036674,0.52884,-0.4296,-0.29538,0.25349,-1.089,-0.2568,0.19348,0.60624,0.31567,0.60114,-0.10139,-0.24202,0.33649,0.072285,-0.4939,-0.12952,-0.31594,0.097118,-0.1877,-0.020595,-0.031158,-0.018474,-0.44649,0.58466,-0.10233,0.21732,0.31679,-0.026192,0.004418,0.48435,0.55467,0.42323,-0.42489,0.082868,0.38868,0.29212,-0.017291,0.22625,-0.47318,0.42641,0.0024594,-0.0294,0.048934,0.24767,0.55967,-0.30863,-0.52184,-0.53431,-0.045768,0.1243,0.22702,0.3534,0.16593,-0.0097707,0.52983,-0.29159,0.18069,-0.52003,0.041977,-0.27688,-0.51728,-0.18248,-0.26877,-0.034182,0.077725,-0.27535,0.60019,-0.04985,0.39826,-0.051476,-0.11295,-0.60157,0.23773,0.31913,0.25412,-0.0094904,-0.93848,0.62839,-0.068878,0.084282,-0.31156,-0.38159,0.23425,-0.50712,0.92845,-0.18862,-0.47745,-0.3419,0.32507,-0.77721,-0.66293,-0.21021
mammoth,0.23553,-0.708,0.17562,-0.077805,-7.9497e-4,-0.49893,-0.34456,-0.019052,1.1292,-0.61291,0.44351,-0.0032901,-0.048225,-0.47482,-0.40901,-0.21737,-0.37887,-0.085051,0.10683,-0.13314,0.76762,0.14812,-0.63391,-0.069652,-0.14805,0.23677,0.08491,0.10596,-0.30689,-0.045386,-0.23396,-0.039959,-0.73785,0.17085,0.51433,-0.2957,0.31679,0.03138,0.44937,-0.23628,0.29966,0.27432,-0.27623,0.57112,0.70166,-0.075212,0.035945,0.013962,-0.089431,-0.28902,0.1429,-0.21908,0.07841,-0.1031,-0.2218,-0.03681,0.50031,0.11716,0.132,-0.0029389,0.29186,0.19374,0.070469,-0.36993,0.12806,-0.39438,0.17359,0.23459,-0.39102,-0.31587,0.12433,-0.073757,-0.31914,0.12834,0.43237,-0.057213,0.17632,-0.15133,-0.0093437,-0.1246,0.098843,-0.014269,0.24954,0.17474,-0.17173,0.33531,-0.15932,0.19593,-0.19807,-0.041081,0.55097,-0.35027,0.065333,-0.20243,-0.50181,-0.25304,0.2546,-0.11333,0.23234,-0.24431
sparse,0.17036,-0.34175,-0.080709,0.12658,0.021431,0.18846,-0.19066,-0.27031,0.37674,-0.43234,-0.16815,-0.30668,-0.18513,0.10419,0.11572,-0.025466,-0.072305,-0.16638,0.11985,0.12667,0.18773,0.27006,-0.59447,-0.48566,0.18202,-0.40318,0.026943,0.21879,0.062796,-0.32847,-0.42497,0.51579,-0.2571,0.088354,-0.20153,-0.34721,0.67931,0.46154,0.05069,0.058513,-0.023825,0.021359,-0.14343,0.11575,0.31847,-0.28561,0.21907,0.17137,0.093976,-0.10361,0.010263,0.45623,-0.092673,-0.067261,0.14352,-0.65129,0.06742,0.079479,-0.1781,0.082869,0.42793,0.4746,0.41847,-0.22886,-0.060692,-0.52512,0.433,0.21898,-0.31912,0.0093646,0.2069,-0.31506,0.22702,0.24047,-0.071314,0.084419,-0.23258,-0.021392,-0.16582,0.0453,-0.10936,-0.15379,0.17996,0.10776,-0.88979,0.20024,0.30732,0.45134,0.14579,-0.34827,0.24831,0.10668,0.63672,0.10822,-0.17274,-0.60346,0.14802,-0.37467,-0.82149,-0.23979
coarse,-0.48595,0.095972,0.58205,-0.27988,0.33176,0.019447,-0.48837,-0.62111,0.38002,0.2876,-0.29796,-0.37349,-0.64867,-0.21301,0.23951,0.001807,-0.16792,0.29074,-0.04253,-0.017047,0.16534,0.45375,0.042591,0.045915,-0.38787,-0.24157,0.020036,0.22962,-0.11611,-0.62673,-0.083086,0.57523,-0.52658,0.063239,0.064812,-0.5735,0.27616,-0.021913,-0.21572,0.0035384,-0.31558,-0.064404,0.39315,0.24342,0.30314,0.26508,-0.43055,0.35245,0.01492,-0.11685,-0.11862,0.36889,0.68328,-0.25253,-0.21593,-0.4623,0.085802,-0.31539,0.29259,0.54027,0.40454,0.53558,0.47487,-0.21284,0.11651,-0.88216,0.30129,0.010955,-0.95392,0.10578,-0.39011,0.048572,0.29236,-0.25332,-0.1309,-0.18805,-0.15391,0.21204,0.16164,-0.229,-0.10696,-0.28716,-0.03155,-0.040761,-0.54611,0.070958,0.35661,0.51316,-0.33698,-0.24947,0.11273,-0.52402,0.68739,-0.15892,-0.68303,-0.65484,0.13933,-0.32777,-0.47332,0.13866
stout,-0.25994,-0.42994,0.059871,0.58989,0.17833,0.0031269,-0.53705,-0.097708,0.71331,-0.36678,-0.16796,0.085383,-0.55816,-0.63547,-0.21385,0.44489,0.23342,0.60677,0.28713,-0.13855,0.39841,0.13156,-0.5262,0.38645,-0.55111,-0.077378,0.12592,0.363,-0.19304,0.14244,-0.06687,-0.28768,-0.59879,0.15289,0.34601,-0.12117,0.33733,-0.045132,0.40114,0.2716,-0.26169,0.048423,0.17601,-0.013336,0.16438,0.58479,-0.40657,0.036536,-0.007956,0.14435,0.13469,0.30943,0.41603,-0.3111,-0.22853,0.31439,0.38207,0.31446,0.050429,0.10467,-0.17036,0.097725,0.040235,-0.37443,0.18015,-0.62766,0.37607,-0.14576,-0.59616,-0.2842,-0.57558,-0.20757,0.35471,0.024778,0.23035,-0.15991,0.52984,0.0043942,0.25343,-0.5792,0.084098,-0.10257,-0.15963,0.17433,-0.49836,0.32449,-0.069122,-0.1159,0.085572,0.02218,0.13659,-0.082587,0.86273,-0.71989,-0.10881,-0.38903,0.13631,-0.39591,-0.072678,0.54983
crocodile,0.22551,-0.79319,-0.049718,0.21501,-0.48008,-0.53748,0.143,1.0807e-4,0.19954,-0.75337,0.18297,0.20867,-0.06803,-0.19198,-0.28232,0.77128,0.082031,0.35001,-0.2004,0.25492,0.38392,-0.28352,-0.48175,-0.22139,0.11286,0.075741,0.63041,0.61806,-0.068768,-0.38897,-0.40873,0.17898,-0.37836,0.24805,0.028673,-0.22779,0.48803,0.39627,0.035246,0.0012677,-0.03279,-0.11361,0.32672,0.18013,0.45015,-0.023032,0.043466,0.054895,-0.10512,-0.42243000000000003,-0.3641,-0.21702,-0.060928,-0.64663,-0.12542,0.013357,0.049987,0.03687,0.12084,0.18076,0.53086,0.61137,-0.14332,-0.80125,0.34404,-0.56546,0.38704,0.061822,-0.2361,0.0019563,-0.013495,-0.1558,0.11728,0.15094,0.31678,0.083873,-0.22854,-0.15806,-0.32065,-0.062784,-0.015354,1.0226,0.12664,0.12122,-0.099275,0.36719,-0.091766,0.41709,-1.0516,-0.43283,0.66034,-0.23675,0.34201,-0.22195,-0.4451,-0.21078,0.37641,-0.1698,-0.38907,-0.48311
feather,-0.14139,-0.31682,0.27543,0.46082,0.23465,-0.11255,-0.36771,-0.081373,0.41872,-0.34658,-0.14887,0.18492,-0.47701,-0.4783,-0.1106,0.27676,0.4732,0.36479,-0.2034,0.041939,0.48215,-0.31387,-0.45386,-0.16595,-0.34541,0.30254,-0.114,0.3238,-0.4428,0.15479,-0.16321,0.095915,-0.22946,0.099547,0.092969,-0.090362,0.25132,0.22597,0.27221,0.16408,-0.14677,-0.13993,0.27665,0.33258,0.36669,0.054459,-0.03005,-0.18934,0.057396,-0.32551,0.099327,0.17077,0.35717,-0.4303,-0.37126,-0.085075,0.18056,0.019697,0.037155,0.24202,0.3282,-0.39302,0.29367,-0.94068,0.17934,-0.1993,0.01027,-0.099738,-0.60063,0.020897,-0.61903,0.21211,0.015123,-0.33632,0.22242,-0.078075,-0.10896,-0.42957,0.0072647,-0.39232,0.35172,0.68667,0.43109,-0.04603,-0.050458,0.6871,-0.14203,0.049534,-0.39865,-0.1511,0.30848,-0.21246,0.45572,-0.26699,0.012849,-0.57489,0.098839,-0.11758,-0.58708,-0.12337
taller,0.092853,-0.16811,-0.17723,0.13728,-0.011885,0.21249,-0.39735,-0.11626,0.66587,-0.011653,0.66592,-0.44376,-0.58253,-0.27618,-0.1046,0.25306,0.29419,0.15439,0.20348,-0.098373,0.6961,-0.085888,-0.88552,0.18299,0.18379,0.27278,0.077894,0.23649,-0.13886,0.28787,-0.098654,0.28572,-0.40013,-0.19472,-0.29863,-0.1171,0.028999,0.13987,0.18041,0.0084095,-0.30156,-0.24196,0.39015,0.68803,0.31334,-7.1413e-5,0.13587,-0.34152,-0.0045935,0.26274,-0.086922,-0.056474,0.41599,-0.10058,-0.031393,-0.34348,0.039768,0.02587,0.46719,-0.41336,-0.41771,0.072453,0.34214,-0.1464,0.040618,-0.2839,0.28359,-0.17575,-0.62922,-0.16081,-0.19745,-0.021482,0.017223,-0.38026,0.38146,0.17857,0.029517,0.015851,-0.24036,-0.5306,0.092214,-0.039415,0.040649,0.25737,-0.83674,0.54476,0.40106,-0.097779,-0.33436,-0.55679,0.21879,-0.23339,0.51415,-0.46144,-0.62212,-0.3318,0.25075,-0.38939,-0.21065,0.1839
