animal1,animal2,language_similarity_simple_dist_shape
beaver,boar,0.5997098554588673
boar,boar,0
cheetah,boar,0.6401374727203084
crow,boar,0.5886097687550337
deer,boar,0.5980905177176852
dolphin,boar,0.7443404927407439
elephant,boar,0.6246066380064017
flamingo,boar,0.6958816216692174
giraffe,boar,0.6631047491272882
goat,boar,0.5411155510466773
gorilla,boar,0.657345349969331
grizzly,boar,0.5867380872674924
hippo,boar,0.5374028491151623
killerwhale,boar,0.7928019488482968
lion,boar,0.7902770038538411
llama,boar,0.5497208989061577
mammoth,boar,1.24336712453252
panda,boar,0.6960742566405116
panther,boar,0.5637441087756108
pig,boar,0.6058983759927169
pigeon,boar,0.6145702234099101
polarbear,boar,0.7532490707290272
rhino,boar,0.4847308626045767
shark,boar,0.8548603731480086
sheep,boar,0.6614782697847968
skunk,boar,0.6808272858234465
sloth,boar,0.813205116299495
swan,boar,0.6652899791705823
zebra,boar,0.5793251567498051
bat,cheetah,0.7669351050413912
beaver,cheetah,0.6051041903829588
boar,cheetah,0.6401374727203084
cheetah,cheetah,0
crow,cheetah,0.6535152107116913
deer,cheetah,0.7341323927658595
dolphin,cheetah,0.7187831582242126
elephant,cheetah,0.5817265545576417
flamingo,cheetah,0.6284142830540078
giraffe,cheetah,0.6486071837063841
goat,cheetah,0.6947081166301431
gorilla,cheetah,0.5605246401962923
grizzly,cheetah,0.6015468622832207
hippo,cheetah,0.5206618216301947
killerwhale,cheetah,0.7884628297015149
lion,cheetah,0.8086707609467907
llama,cheetah,0.7095258020989121
mammoth,cheetah,1.1862806382510878
panda,cheetah,0.5035295335962245
panther,cheetah,0.477776557570894
pig,cheetah,0.8119751563304973
pigeon,cheetah,0.6799646293292674
polarbear,cheetah,0.7260320865810719
rhino,cheetah,0.5155842947770414
shark,cheetah,0.77253391282044
sheep,cheetah,0.8561851840648089
skunk,cheetah,0.7135024549407193
sloth,cheetah,0.8031379926326138
swan,cheetah,0.695039701633697
zebra,cheetah,0.6072822573145507
bat,crow,0.723668460527453
beaver,crow,0.6629060758535158
boar,crow,0.5886097687550337
cheetah,crow,0.6535152107116913
crow,crow,0
deer,crow,0.704704824993433
dolphin,crow,0.7282509697305432
elephant,crow,0.6189809658869853
flamingo,crow,0.6305392402495532
giraffe,crow,0.7457629248343624
goat,crow,0.5901098662343107
gorilla,crow,0.6970768465414432
grizzly,crow,0.7000634916376987
hippo,crow,0.5784462300011574
killerwhale,crow,0.8306440705910696
lion,crow,0.7463939040928583
llama,crow,0.6830258191235676
mammoth,crow,1.1666901076086482
panda,crow,0.614006922309971
panther,crow,0.6349541573331171
pig,crow,0.6300553252716293
pigeon,crow,0.5207075994608631
polarbear,crow,0.7787559381737692
rhino,crow,0.6270285214351878
shark,crow,0.8432536615661095
sheep,crow,0.7493399501822605
skunk,crow,0.6362219459459957
sloth,crow,0.8205165582882268
swan,crow,0.5838741224048288
zebra,crow,0.6233815415258792
bat,deer,0.7216364816598368
beaver,deer,0.6268034450303174
boar,deer,0.5980905177176852
cheetah,deer,0.7341323927658595
crow,deer,0.704704824993433
deer,deer,0
dolphin,deer,0.6292120992092597
elephant,deer,0.6117116344362713
flamingo,deer,0.7416479368495735
giraffe,deer,0.9470457179271706
goat,deer,0.6711007881416482
gorilla,deer,0.7495959668532067
grizzly,deer,0.562144142129237
hippo,deer,0.581121882006547
killerwhale,deer,0.5792948113908817
lion,deer,0.8004218554768884
llama,deer,0.6021785439756007
mammoth,deer,1.32763428899273
panda,deer,0.6677892791330182
panther,deer,0.6097208762106108
pig,deer,0.7053887799915773
pigeon,deer,0.6720961632592385
polarbear,deer,0.6099002752570183
rhino,deer,0.46018072513905733
shark,deer,0.6793064900830291
sheep,deer,0.580378873855858
skunk,deer,0.6928069968233778
sloth,deer,0.8107999216006758
swan,deer,0.7279414942742738
zebra,deer,0.7023298681087226
bat,dolphin,0.7233817175966916
beaver,dolphin,0.6941191413743811
boar,dolphin,0.7443404927407439
cheetah,dolphin,0.7187831582242126
crow,dolphin,0.7282509697305432
deer,dolphin,0.6292120992092597
dolphin,dolphin,0
elephant,dolphin,0.6531982150879981
flamingo,dolphin,0.6465356500715778
giraffe,dolphin,0.9627009061231518
goat,dolphin,0.804921988988052
gorilla,dolphin,0.7304664942381145
grizzly,dolphin,0.6732373671223066
hippo,dolphin,0.5650555935665462
killerwhale,dolphin,0.5024528824201161
lion,dolphin,0.8207415431806888
llama,dolphin,0.7076782078729222
mammoth,dolphin,1.360814731948838
panda,dolphin,0.5768779419185224
panther,dolphin,0.6212515663194725
pig,dolphin,0.7357737001843937
pigeon,dolphin,0.674274314442304
polarbear,dolphin,0.5992646251345827
rhino,dolphin,0.5618859357348158
shark,dolphin,0.47527368434885436
sheep,dolphin,0.7971917795977037
skunk,dolphin,0.7466479257526302
sloth,dolphin,0.8861202704398172
swan,dolphin,0.6441654261099329
zebra,dolphin,0.7555241830037503
bat,elephant,0.7315733642234019
beaver,elephant,0.6011007520501648
boar,elephant,0.6246066380064017
cheetah,elephant,0.5817265545576417
crow,elephant,0.6189809658869853
deer,elephant,0.6117116344362713
dolphin,elephant,0.6531982150879981
elephant,elephant,0
flamingo,elephant,0.6445849661146547
giraffe,elephant,0.7427360597100581
goat,elephant,0.6405020372585866
gorilla,elephant,0.5036438550777663
grizzly,elephant,0.580743088855814
hippo,elephant,0.5061817197291879
killerwhale,elephant,0.7191519837932987
lion,elephant,0.6668451118764501
llama,elephant,0.6261866049277285
mammoth,elephant,1.052667466754922
panda,elephant,0.4624300063608966
panther,elephant,0.5663459765257189
pig,elephant,0.6898373625983126
pigeon,elephant,0.544857414516901
polarbear,elephant,0.5826091882659244
rhino,elephant,0.4618250939299857
shark,elephant,0.7399883896535022
sheep,elephant,0.7247836373215109
skunk,elephant,0.7377843222292902
sloth,elephant,0.8050970548126992
swan,elephant,0.6728277671223086
zebra,elephant,0.6474513124529543
bat,flamingo,0.8520493354996759
beaver,flamingo,0.6870446996511516
boar,flamingo,0.6958816216692174
cheetah,flamingo,0.6284142830540078
crow,flamingo,0.6305392402495532
deer,flamingo,0.7416479368495735
dolphin,flamingo,0.6465356500715778
elephant,flamingo,0.6445849661146547
flamingo,flamingo,0
giraffe,flamingo,0.7021142244692918
goat,flamingo,0.7918245096619985
gorilla,flamingo,0.7781103089639131
grizzly,flamingo,0.7480146009800798
hippo,flamingo,0.5097723827489843
killerwhale,flamingo,0.778864099029257
lion,flamingo,0.9558841198771016
llama,flamingo,0.7577166452710258
mammoth,flamingo,1.2841420162899213
panda,flamingo,0.6257790795631194
panther,flamingo,0.588417729534638
pig,flamingo,0.8618963980412411
pigeon,flamingo,0.6113908329254406
polarbear,flamingo,0.7009117814566826
rhino,flamingo,0.58701159143736
shark,flamingo,0.8577156904412787
sheep,flamingo,0.9273682309633406
skunk,flamingo,0.7945613220112755
sloth,flamingo,0.8820106088819614
swan,flamingo,0.5203724178674949
zebra,flamingo,0.5566545208752736
bat,giraffe,0.9561198741142182
beaver,giraffe,0.7452162307959259
boar,giraffe,0.6631047491272882
cheetah,giraffe,0.6486071837063841
crow,giraffe,0.7457629248343624
deer,giraffe,0.9470457179271706
dolphin,giraffe,0.9627009061231518
elephant,giraffe,0.7427360597100581
flamingo,giraffe,0.7021142244692918
giraffe,giraffe,0
goat,giraffe,0.7920682626888128
gorilla,giraffe,0.6883528296515125
grizzly,giraffe,0.8466102736677665
hippo,giraffe,0.6686613927625331
killerwhale,giraffe,1.0775418464029882
lion,giraffe,1.058540705951623
llama,giraffe,0.8905356240338921
mammoth,giraffe,1.2516368354813974
panda,giraffe,0.8487941044891061
panther,giraffe,0.688785557252314
pig,giraffe,0.898269437822695
pigeon,giraffe,0.7983865762353624
polarbear,giraffe,0.9654140586294145
rhino,giraffe,0.7454554376361952
shark,giraffe,1.1012427200084192
sheep,giraffe,1.0635841954492897
skunk,giraffe,0.9375613315403033
sloth,giraffe,0.9761152210267549
swan,giraffe,0.828523956138663
zebra,giraffe,0.5933008399948239
bat,goat,0.7910214595304091
beaver,goat,0.595085108663197
boar,goat,0.5411155510466773
cheetah,goat,0.6947081166301431
crow,goat,0.5901098662343107
deer,goat,0.6711007881416482
dolphin,goat,0.804921988988052
elephant,goat,0.6405020372585866
flamingo,goat,0.7918245096619985
giraffe,goat,0.7920682626888128
goat,goat,0
gorilla,goat,0.6577674606120679
grizzly,goat,0.6164605232350518
hippo,goat,0.6370672277396888
killerwhale,goat,0.8206336830928147
lion,goat,0.7079457848979923
llama,goat,0.4850586339656997
mammoth,goat,1.2816143480195494
panda,goat,0.6823956086246373
panther,goat,0.6869110221669869
pig,goat,0.509197942546376
pigeon,goat,0.7031405715983686
polarbear,goat,0.7973536590087652
rhino,goat,0.5705774734138918
shark,goat,0.8744043645489001
sheep,goat,0.5609629963100198
skunk,goat,0.5857774173331544
sloth,goat,0.788653641894574
swan,goat,0.7337621933669827
zebra,goat,0.6690070571891392
bat,gorilla,0.7661030609934234
beaver,gorilla,0.5871161989022123
boar,gorilla,0.657345349969331
cheetah,gorilla,0.5605246401962923
crow,gorilla,0.6970768465414432
deer,gorilla,0.7495959668532067
dolphin,gorilla,0.7304664942381145
elephant,gorilla,0.5036438550777663
flamingo,gorilla,0.7781103089639131
giraffe,gorilla,0.6883528296515125
goat,gorilla,0.6577674606120679
gorilla,gorilla,0
grizzly,gorilla,0.531226799674291
hippo,gorilla,0.5874445597994821
killerwhale,gorilla,0.7609158227457358
lion,gorilla,0.6735357590604617
llama,gorilla,0.6814533295393117
mammoth,gorilla,1.0370565993972354
panda,gorilla,0.5625637797294933
panther,gorilla,0.5642497088552497
pig,gorilla,0.720605964757608
pigeon,gorilla,0.7215066231184493
polarbear,gorilla,0.5895855016355708
rhino,gorilla,0.5573253368934098
shark,gorilla,0.718205968177587
sheep,gorilla,0.8038731348772973
skunk,gorilla,0.7388582063162823
sloth,gorilla,0.8042003588849331
swan,gorilla,0.8130411155556037
zebra,gorilla,0.7176636158752855
bat,grizzly,0.7859139282259
beaver,grizzly,0.5417676164298282
boar,grizzly,0.5867380872674924
cheetah,grizzly,0.6015468622832207
crow,grizzly,0.7000634916376987
deer,grizzly,0.562144142129237
dolphin,grizzly,0.6732373671223066
elephant,grizzly,0.580743088855814
flamingo,grizzly,0.7480146009800798
giraffe,grizzly,0.8466102736677665
goat,grizzly,0.6164605232350518
gorilla,grizzly,0.531226799674291
grizzly,grizzly,0
hippo,grizzly,0.5542541221213272
killerwhale,grizzly,0.6066883107836696
lion,grizzly,0.7342894969068998
llama,grizzly,0.5566728832742741
mammoth,grizzly,1.156383604692761
panda,grizzly,0.5787703656294582
panther,grizzly,0.4649902341133139
pig,grizzly,0.7684256177953744
pigeon,grizzly,0.7277819756608275
polarbear,grizzly,0.5352815694890484
rhino,grizzly,0.4821343531574081
shark,grizzly,0.6492967606350453
sheep,grizzly,0.6959818098195684
skunk,grizzly,0.6079478304086944
sloth,grizzly,0.6615506742366156
swan,grizzly,0.7360706512194793
zebra,grizzly,0.6952908825531283
bat,hippo,0.7644727270553783
beaver,hippo,0.5085588372888931
boar,hippo,0.5374028491151623
cheetah,hippo,0.5206618216301947
crow,hippo,0.5784462300011574
deer,hippo,0.581121882006547
dolphin,hippo,0.5650555935665462
elephant,hippo,0.5061817197291879
flamingo,hippo,0.5097723827489843
giraffe,hippo,0.6686613927625331
goat,hippo,0.6370672277396888
gorilla,hippo,0.5874445597994821
grizzly,hippo,0.5542541221213272
hippo,hippo,0
killerwhale,hippo,0.6198785393299803
lion,hippo,0.8316714576334623
llama,hippo,0.5878650661495185
mammoth,hippo,1.2324189190729007
panda,hippo,0.5004241750865313
panther,hippo,0.45068225332137424
pig,hippo,0.6839524356513911
pigeon,hippo,0.5976545915591244
polarbear,hippo,0.6119938466836338
rhino,hippo,0.38650503049990276
shark,hippo,0.7158227210311787
sheep,hippo,0.7388376127618709
skunk,hippo,0.6534908170766133
sloth,hippo,0.7394939725828037
swan,hippo,0.5751528047549646
zebra,hippo,0.45481365348679015
bat,killerwhale,0.8365578825814017
beaver,killerwhale,0.7528167561695687
boar,killerwhale,0.7928019488482968
cheetah,killerwhale,0.7884628297015149
crow,killerwhale,0.8306440705910696
deer,killerwhale,0.5792948113908817
dolphin,killerwhale,0.5024528824201161
elephant,killerwhale,0.7191519837932987
flamingo,killerwhale,0.778864099029257
giraffe,killerwhale,1.0775418464029882
goat,killerwhale,0.8206336830928147
gorilla,killerwhale,0.7609158227457358
grizzly,killerwhale,0.6066883107836696
hippo,killerwhale,0.6198785393299803
killerwhale,killerwhale,0
lion,killerwhale,0.8304790436633077
llama,killerwhale,0.6801102879742492
mammoth,killerwhale,1.3830394668943073
panda,killerwhale,0.6767929473657837
panther,killerwhale,0.6346849382571728
pig,killerwhale,0.8535402250840302
pigeon,killerwhale,0.8251716529420725
polarbear,killerwhale,0.5504249602025809
rhino,killerwhale,0.5973273635115607
shark,killerwhale,0.5149788074754952
sheep,killerwhale,0.8193458317340743
skunk,killerwhale,0.7777997572018984
sloth,killerwhale,0.8157480310740245
swan,killerwhale,0.8191482746927982
zebra,killerwhale,0.8192972245230267
bat,lion,0.826116215289671
beaver,lion,0.78167916049562
boar,lion,0.7902770038538411
cheetah,lion,0.8086707609467907
crow,lion,0.7463939040928583
deer,lion,0.8004218554768884
dolphin,lion,0.8207415431806888
elephant,lion,0.6668451118764501
flamingo,lion,0.9558841198771016
giraffe,lion,1.058540705951623
goat,lion,0.7079457848979923
gorilla,lion,0.6735357590604617
grizzly,lion,0.7342894969068998
hippo,lion,0.8316714576334623
killerwhale,lion,0.8304790436633077
lion,lion,0
llama,lion,0.7677004360859713
mammoth,lion,1.0135764714973519
panda,lion,0.673474973232806
panther,lion,0.8325205813437736
pig,lion,0.7686256236244056
pigeon,lion,0.7872959396741125
polarbear,lion,0.781001693434128
rhino,lion,0.7451766084438771
shark,lion,0.8142734075678392
sheep,lion,0.7307308427345147
skunk,lion,0.8396426645546775
sloth,lion,0.9368056585838191
swan,lion,0.8576759953550465
zebra,lion,0.9658824513824062
bat,llama,0.8584089040832449
beaver,llama,0.5231477498060442
boar,llama,0.5497208989061577
cheetah,llama,0.7095258020989121
crow,llama,0.6830258191235676
deer,llama,0.6021785439756007
dolphin,llama,0.7076782078729222
elephant,llama,0.6261866049277285
flamingo,llama,0.7577166452710258
giraffe,llama,0.8905356240338921
goat,llama,0.4850586339656997
gorilla,llama,0.6814533295393117
grizzly,llama,0.5566728832742741
hippo,llama,0.5878650661495185
killerwhale,llama,0.6801102879742492
lion,llama,0.7677004360859713
llama,llama,0
mammoth,llama,1.3596092228423746
panda,llama,0.6221549754148867
panther,llama,0.6534768217007926
pig,llama,0.5939257321553713
pigeon,llama,0.6797459036790334
polarbear,llama,0.6244740801090503
rhino,llama,0.5625767254564541
shark,llama,0.7976217404512262
sheep,llama,0.5264046115538438
skunk,llama,0.5277208619873579
sloth,llama,0.8169029065062074
swan,llama,0.67663416314516
zebra,llama,0.6439903463126253
bat,mammoth,1.198015393072439
beaver,mammoth,1.2525696789705163
boar,mammoth,1.24336712453252
cheetah,mammoth,1.1862806382510878
crow,mammoth,1.1666901076086482
deer,mammoth,1.32763428899273
dolphin,mammoth,1.360814731948838
elephant,mammoth,1.052667466754922
flamingo,mammoth,1.2841420162899213
giraffe,mammoth,1.2516368354813974
goat,mammoth,1.2816143480195494
gorilla,mammoth,1.0370565993972354
grizzly,mammoth,1.156383604692761
hippo,mammoth,1.2324189190729007
killerwhale,mammoth,1.3830394668943073
lion,mammoth,1.0135764714973519
llama,mammoth,1.3596092228423746
mammoth,mammoth,0
panda,mammoth,1.1758463982351903
panther,mammoth,1.216423574574097
pig,mammoth,1.3478516805968621
pigeon,mammoth,1.1439443186322764
polarbear,mammoth,1.2341932365264037
rhino,mammoth,1.2188687889785395
shark,mammoth,1.3333873199754185
sheep,mammoth,1.337637371343359
skunk,mammoth,1.389438538727153
sloth,mammoth,1.2319582271072331
swan,mammoth,1.3029589091584883
zebra,mammoth,1.3077080630026212
bat,panda,0.7547887225879518
beaver,panda,0.5644065705849759
boar,panda,0.6960742566405116
cheetah,panda,0.5035295335962245
crow,panda,0.614006922309971
deer,panda,0.6677892791330182
dolphin,panda,0.5768779419185224
elephant,panda,0.4624300063608966
flamingo,panda,0.6257790795631194
giraffe,panda,0.8487941044891061
goat,panda,0.6823956086246373
gorilla,panda,0.5625637797294933
grizzly,panda,0.5787703656294582
hippo,panda,0.5004241750865313
killerwhale,panda,0.6767929473657837
lion,panda,0.673474973232806
llama,panda,0.6221549754148867
mammoth,panda,1.1758463982351903
panda,panda,0
panther,panda,0.5886986379603754
pig,panda,0.6956987631907419
pigeon,panda,0.6291371317433054
polarbear,panda,0.5650475186480253
rhino,panda,0.5083906859782017
shark,panda,0.6802233009167199
sheep,panda,0.725141785589341
skunk,panda,0.6473961399353446
sloth,panda,0.755699648242746
swan,panda,0.6374977881616376
zebra,panda,0.657603160256645
bat,panther,0.771763088572038
beaver,panther,0.5398145363411727
boar,panther,0.5637441087756108
cheetah,panther,0.477776557570894
crow,panther,0.6349541573331171
deer,panther,0.6097208762106108
dolphin,panther,0.6212515663194725
elephant,panther,0.5663459765257189
flamingo,panther,0.588417729534638
giraffe,panther,0.688785557252314
goat,panther,0.6869110221669869
gorilla,panther,0.5642497088552497
grizzly,panther,0.4649902341133139
hippo,panther,0.45068225332137424
killerwhale,panther,0.6346849382571728
lion,panther,0.8325205813437736
llama,panther,0.6534768217007926
mammoth,panther,1.216423574574097
panda,panther,0.5886986379603754
panther,panther,0
pig,panther,0.7523261628878214
pigeon,panther,0.6729024822385019
polarbear,panther,0.5999052104888627
rhino,panther,0.4343648442935961
shark,panther,0.6512662961508006
sheep,panther,0.8272882623076562
skunk,panther,0.6557167270166071
sloth,panther,0.7717317677937168
swan,panther,0.6487128917912213
zebra,panther,0.5205075753701711
bat,pig,0.8472193314339994
beaver,pig,0.6165555810260428
boar,pig,0.6058983759927169
cheetah,pig,0.8119751563304973
crow,pig,0.6300553252716293
deer,pig,0.7053887799915773
dolphin,pig,0.7357737001843937
elephant,pig,0.6898373625983126
flamingo,pig,0.8618963980412411
giraffe,pig,0.898269437822695
goat,pig,0.509197942546376
gorilla,pig,0.720605964757608
grizzly,pig,0.7684256177953744
hippo,pig,0.6839524356513911
killerwhale,pig,0.8535402250840302
lion,pig,0.7686256236244056
llama,pig,0.5939257321553713
mammoth,pig,1.3478516805968621
panda,pig,0.6956987631907419
panther,pig,0.7523261628878214
pig,pig,0
pigeon,pig,0.6582341100101397
polarbear,pig,0.7864874487358974
rhino,pig,0.664144704770974
shark,pig,0.8568835083362699
sheep,pig,0.5056423470207256
skunk,pig,0.6270244641138738
sloth,pig,0.9319648568006889
swan,pig,0.7236714582041575
zebra,pig,0.6934410676740423
bat,pigeon,0.7124430865625514
beaver,pigeon,0.64932618770769
boar,pigeon,0.6145702234099101
cheetah,pigeon,0.6799646293292674
crow,pigeon,0.5207075994608631
deer,pigeon,0.6720961632592385
dolphin,pigeon,0.674274314442304
elephant,pigeon,0.544857414516901
flamingo,pigeon,0.6113908329254406
giraffe,pigeon,0.7983865762353624
goat,pigeon,0.7031405715983686
gorilla,pigeon,0.7215066231184493
grizzly,pigeon,0.7277819756608275
hippo,pigeon,0.5976545915591244
killerwhale,pigeon,0.8251716529420725
lion,pigeon,0.7872959396741125
llama,pigeon,0.6797459036790334
mammoth,pigeon,1.1439443186322764
panda,pigeon,0.6291371317433054
panther,pigeon,0.6729024822385019
pig,pigeon,0.6582341100101397
pigeon,pigeon,0
polarbear,pigeon,0.6733913044069761
rhino,pigeon,0.6162860855008848
shark,pigeon,0.8343339998856784
sheep,pigeon,0.7245881293992038
skunk,pigeon,0.7117760909556439
sloth,pigeon,0.918543803310722
swan,pigeon,0.5567994026417026
zebra,pigeon,0.6421351598042784
bat,polarbear,0.8589136418736938
beaver,polarbear,0.6082100519204321
boar,polarbear,0.7532490707290272
cheetah,polarbear,0.7260320865810719
crow,polarbear,0.7787559381737692
deer,polarbear,0.6099002752570183
dolphin,polarbear,0.5992646251345827
elephant,polarbear,0.5826091882659244
flamingo,polarbear,0.7009117814566826
giraffe,polarbear,0.9654140586294145
goat,polarbear,0.7973536590087652
gorilla,polarbear,0.5895855016355708
grizzly,polarbear,0.5352815694890484
hippo,polarbear,0.6119938466836338
killerwhale,polarbear,0.5504249602025809
lion,polarbear,0.781001693434128
llama,polarbear,0.6244740801090503
mammoth,polarbear,1.2341932365264037
panda,polarbear,0.5650475186480253
panther,polarbear,0.5999052104888627
pig,polarbear,0.7864874487358974
pigeon,polarbear,0.6733913044069761
polarbear,polarbear,0
rhino,polarbear,0.5818750821402047
shark,polarbear,0.6089687128240405
sheep,polarbear,0.7366071949377344
skunk,polarbear,0.7348436821462648
sloth,polarbear,0.8447323809882412
swan,polarbear,0.7144606220767545
zebra,polarbear,0.7582177806760927
bat,rhino,0.7247846391714754
beaver,rhino,0.5523872065987738
boar,rhino,0.4847308626045767
cheetah,rhino,0.5155842947770414
crow,rhino,0.6270285214351878
deer,rhino,0.46018072513905733
dolphin,rhino,0.5618859357348158
elephant,rhino,0.4618250939299857
flamingo,rhino,0.58701159143736
giraffe,rhino,0.7454554376361952
goat,rhino,0.5705774734138918
gorilla,rhino,0.5573253368934098
grizzly,rhino,0.4821343531574081
hippo,rhino,0.38650503049990276
killerwhale,rhino,0.5973273635115607
lion,rhino,0.7451766084438771
llama,rhino,0.5625767254564541
mammoth,rhino,1.2188687889785395
panda,rhino,0.5083906859782017
panther,rhino,0.4343648442935961
pig,rhino,0.664144704770974
pigeon,rhino,0.6162860855008848
polarbear,rhino,0.5818750821402047
rhino,rhino,0
shark,rhino,0.6745253723357113
sheep,rhino,0.6425430723036029
skunk,rhino,0.6672044561384807
sloth,rhino,0.7620968411638337
swan,rhino,0.6483839179589926
zebra,rhino,0.5675196831031794
bat,shark,0.7566385406709595
beaver,shark,0.7671860296563049
boar,shark,0.8548603731480086
cheetah,shark,0.77253391282044
crow,shark,0.8432536615661095
deer,shark,0.6793064900830291
dolphin,shark,0.47527368434885436
elephant,shark,0.7399883896535022
flamingo,shark,0.8577156904412787
giraffe,shark,1.1012427200084192
goat,shark,0.8744043645489001
gorilla,shark,0.718205968177587
grizzly,shark,0.6492967606350453
hippo,shark,0.7158227210311787
killerwhale,shark,0.5149788074754952
lion,shark,0.8142734075678392
llama,shark,0.7976217404512262
mammoth,shark,1.3333873199754185
panda,shark,0.6802233009167199
panther,shark,0.6512662961508006
pig,shark,0.8568835083362699
pigeon,shark,0.8343339998856784
polarbear,shark,0.6089687128240405
rhino,shark,0.6745253723357113
shark,shark,0
sheep,shark,0.8759603844500933
skunk,shark,0.8163754079493337
sloth,shark,0.913982697345903
swan,shark,0.855478292262183
zebra,shark,0.91242547203828706
bat,sheep,0.8918508257315387
beaver,sheep,0.6469071343310211
boar,sheep,0.6614782697847968
cheetah,sheep,0.8561851840648089
crow,sheep,0.7493399501822605
deer,sheep,0.580378873855858
dolphin,sheep,0.7971917795977037
elephant,sheep,0.7247836373215109
flamingo,sheep,0.9273682309633406
giraffe,sheep,1.0635841954492897
goat,sheep,0.5609629963100198
gorilla,sheep,0.8038731348772973
grizzly,sheep,0.6959818098195684
hippo,sheep,0.7388376127618709
killerwhale,sheep,0.8193458317340743
lion,sheep,0.7307308427345147
llama,sheep,0.5264046115538438
mammoth,sheep,1.337637371343359
panda,sheep,0.725141785589341
panther,sheep,0.8272882623076562
pig,sheep,0.5056423470207256
pigeon,sheep,0.7245881293992038
polarbear,sheep,0.7366071949377344
rhino,sheep,0.6425430723036029
shark,sheep,0.8759603844500933
sheep,sheep,0
skunk,sheep,0.6931717293454683
sloth,sheep,0.9149404958606451
swan,sheep,0.7654430022215408
zebra,sheep,0.801381044848275
bat,skunk,0.8179765297387074
beaver,skunk,0.5564285945681668
boar,skunk,0.6808272858234465
cheetah,skunk,0.7135024549407193
crow,skunk,0.6362219459459957
deer,skunk,0.6928069968233778
dolphin,skunk,0.7466479257526302
elephant,skunk,0.7377843222292902
flamingo,skunk,0.7945613220112755
giraffe,skunk,0.9375613315403033
goat,skunk,0.5857774173331544
gorilla,skunk,0.7388582063162823
grizzly,skunk,0.6079478304086944
hippo,skunk,0.6534908170766133
killerwhale,skunk,0.7777997572018984
lion,skunk,0.8396426645546775
llama,skunk,0.5277208619873579
mammoth,skunk,1.389438538727153
panda,skunk,0.6473961399353446
panther,skunk,0.6557167270166071
pig,skunk,0.6270244641138738
pigeon,skunk,0.7117760909556439
polarbear,skunk,0.7348436821462648
rhino,skunk,0.6672044561384807
shark,skunk,0.8163754079493337
sheep,skunk,0.6931717293454683
skunk,skunk,0
sloth,skunk,0.780734867508777
swan,skunk,0.6550039488623293
zebra,skunk,0.6442748207043041
bat,sloth,0.9669771057710733
beaver,sloth,0.808154013804514
boar,sloth,0.813205116299495
cheetah,sloth,0.8031379926326138
crow,sloth,0.8205165582882268
deer,sloth,0.8107999216006758
dolphin,sloth,0.8861202704398172
elephant,sloth,0.8050970548126992
flamingo,sloth,0.8820106088819614
giraffe,sloth,0.9761152210267549
goat,sloth,0.788653641894574
gorilla,sloth,0.8042003588849331
grizzly,sloth,0.6615506742366156
hippo,sloth,0.7394939725828037
killerwhale,sloth,0.8157480310740245
lion,sloth,0.9368056585838191
llama,sloth,0.8169029065062074
mammoth,sloth,1.2319582271072331
panda,sloth,0.755699648242746
panther,sloth,0.7717317677937168
pig,sloth,0.9319648568006889
pigeon,sloth,0.918543803310722
polarbear,sloth,0.8447323809882412
rhino,sloth,0.7620968411638337
shark,sloth,0.913982697345903
sheep,sloth,0.9149404958606451
skunk,sloth,0.780734867508777
sloth,sloth,0
swan,sloth,0.9525565585109426
zebra,sloth,0.8861351835003705
