animal,amber,black,blue,bright,brown,dark,flash,gold,gray,grey,light,medium,multi,neutral,ochre,orange,pattern,patterns,pink,red,single,spots,stripes,tan,tawny,white,yellow
goat,0.15633904699568735,0.2894397728044048,0.19358802308195558,0.17315869171869433,0.2290430772794947,0.2411663441448693,0.1269991032727173,0.15720359404333475,0.2259534788324424,0.21257373137020028,0.17691103961200305,0.15418004276283742,0.06550680039912425,0.07952852510216459,0.24087003072778038,0.11883747614001965,0.18201191663258484,0.14068369391585178,0.22599681601025326,0.26768232710370443,0.1374355489296234,0.21813061002690776,0.1914274726899747,0.1911705672732988,0.30772045081681865,0.2869921688072725,0.19962440350393282
gorilla,0.1634078026760175,0.2061118342766679,0.23596029691974335,0.16274881387322512,0.2160418478464696,0.22751769537802652,0.3462567206660999,0.1391350834294009,0.23526623828962698,0.1974127154737713,0.16381334763112096,0.11499213495619473,0.16057354982899816,0.10565354037641955,0.11451399399626493,0.18658350417580244,0.17431165421666428,0.1781734810302945,0.3002246790915012,0.22570867302877384,0.15098037192868533,0.18508560352294104,0.1903006314900014,0.1574315471551658,0.27996781901565776,0.20802426819808081,0.18423317623756827
grizzly,0.2132350169779482,0.3056582743321722,0.22334214909725872,0.180419362078232,0.32410686554429197,0.28470901016708694,0.22676208053344205,0.16478371248904927,0.30030140300098734,0.2311464055316314,0.14864155472422153,0.08953181872106462,0.1675732892317358,0.11321881316300925,0.16921457372634427,0.20266151378678968,0.1290480614633716,0.14489463896705435,0.22124096349080885,0.18704580797258596,0.16259206860861844,0.2279355475056383,0.2506761795276632,0.156244051936257,0.3533149004737713,0.2932343148727083,0.15897046560430717
hippo,0.12471056763569861,0.14987325318106703,0.1611573369994168,0.13499618317152706,0.17252573567769686,0.15417357564996784,0.1821259056110887,0.056267759590261784,0.1192558593367347,0.129448625100165,0.19834122491354073,0.12889923387624413,0.02595032682698226,0.1315079608830044,0.1497201622463443,0.17459682483673536,0.14823695859368433,0.12246412910319303,0.2563010369571628,0.13670715922880297,0.15751076869367117,0.1399094097445272,0.12615242257247683,0.1755368572105497,0.24233475884636194,0.17070897144031155,0.13727516568018774
killerwhale,0.1878810186503267,0.23507969014137958,0.2608487004574571,0.19840808472262583,0.2524306565911057,0.24908812122758847,0.1651399138445669,0.13160804956318845,0.25154038330363504,0.2404737305328402,0.11469266864354727,0.08688535950657301,0.16071639947435176,0.10108185425400752,0.25630970442111684,0.1969856254808966,0.19456755284253682,0.19241482210602395,0.2135925321344605,0.18587123329297178,0.22467957941851652,0.22899622958437016,0.24642616130178488,0.14601313723588139,0.29215242277120684,0.24658928911325365,0.1784687175904415
lion,0.21994250705482724,0.25165604959743326,0.29015764550552786,0.1749104840206795,0.18160498652893028,0.23949131365627238,0.13357895418501725,0.2916920187215071,0.23772121544613192,0.23735405885865787,0.183955851103028,0.0964797367486333,0.10343350247522978,0.10357355919889141,0.215516767115982,0.26031478053034457,0.1945019756013481,0.16581111120153996,0.24608898597229736,0.2582870783312566,0.09995685221149436,0.19498097418865118,0.2885200696522796,0.24579607704313888,0.3366655661740011,0.2779826517860941,0.20840441412602143
llama,0.17398824208736655,0.16087925549275484,0.1398662838717055,0.11376346752461336,0.16065095930482046,0.1538509901509517,0.21532691084405103,0.08540736659266619,0.14003907675688518,0.18100916783189747,0.15524104245294232,0.14778026948007797,0.06085022613404939,0.1349852664344175,0.18049617851094435,0.11192201842540636,0.19706903559778954,0.2027658885600859,0.17224455257031637,0.20880911416124182,0.21480917493705384,0.1293207140119659,0.1313967269497909,0.26465681603831187,0.22828803113368085,0.17505990210819344,0.134719011167588
mammoth,0.21445876113709955,0.17622321239759806,0.17875172277014775,0.13188610202399162,0.20908881003472485,0.2382919263673906,0.1873178613548546,0.20793704614278777,0.22220458231539664,0.15120016054560434,0.1526568733284664,0.13396870054339166,0.123988269583629,0.07858976663936018,0.21890457281584616,0.14870200399174205,0.09006867278571802,0.14286268690117723,0.2675502978432034,0.19769920998883983,0.1340159274349244,0.14594600514507472,0.09948942793037839,0.12894143196800012,0.21571785252915374,0.173544162987847,0.13905096974798872
panda,0.1762423371881282,0.16799666728195647,0.23976774018472163,0.19990840041927038,0.1566187462459477,0.1906880767485927,0.2070163612295894,0.17095105102398378,0.1811596088890166,0.16722510749999173,0.10476828715973499,0.08368553206095782,0.10979488168583293,0.1502902260707972,0.11850478510808525,0.1784345000864072,0.13532178375945175,0.1282440547331658,0.29400491656037003,0.26355402806281647,0.14673281194365098,0.2310587949188367,0.16974329327565246,0.249583867008996,0.20239012942897947,0.16740721799906205,0.24029441295546497
panther,0.20270652869401334,0.4676482129951367,0.3460128207668744,0.21780727288583746,0.3230069575447706,0.3185085849183091,0.26094416594498415,0.21244267173602108,0.2721636070044671,0.2422901555565731,0.19878747471650624,0.16479570681673808,0.15330557222508068,0.10796057861585982,0.19316364855749824,0.28162726888747786,0.15763972587057698,0.1340580750447299,0.40320648284378596,0.289317891462963,0.15677095996271914,0.22790713472817753,0.33681407698191046,0.22049793726235076,0.2835481353609663,0.37705186657920853,0.31006050976511734
pig,0.09369285835039294,0.1984438539340518,0.20563450755027685,0.15175246387762154,0.19849166427467582,0.18911741748689145,0.2000536113251144,0.18323176870588254,0.22770360272778523,0.18909102128001398,0.11928332455905985,0.19866743361041075,0.04485378410063304,0.1220913904229324,0.2123720935946874,0.12787143697385017,0.12148073186516477,0.12512923409738183,0.281800093789662,0.24539876514737283,0.12693199943872,0.17384177584695715,0.1580804467867257,0.23992887342441005,0.23093995831397496,0.21675526300253903,0.20987541744988358
pigeon,0.1403868733413528,0.2556720386112921,0.297060944094076,0.1418515811988128,0.2580097674883257,0.20697300504244645,0.14743349962351904,0.14852137010192867,0.17943518178734863,0.24889414067540816,0.21140537428131978,0.23875853788313459,0.12445824986783346,0.10864156512355655,0.2798416321195561,0.25699266152177014,0.12363379198641378,0.12369102099856855,0.27583657741146667,0.260757407763704,0.13154912363159424,0.21335224312857223,0.17883049550436944,0.12701588693606136,0.3220411671888027,0.2525108043267044,0.30379192193356375
polarbear,0.20481638822633028,0.18154562926464868,0.2302117198886735,0.24813038524374897,0.2608541165188347,0.26496056156325365,0.16944977075032422,0.09359960002273922,0.22067265002166306,0.11703399394039986,0.2523725744161742,0.11138092894606369,0.17300367912639122,0.2494663884955654,0.12917979604472027,0.15374008673647377,0.22356550468640182,0.1874872909741975,0.17145229455212246,0.13918264101783792,0.27986649095781885,0.12541812678466405,0.26253471259071076,0.16212384099727153,0.21525100652713025,0.16738929877602582,0.15931981182981983
rhino,0.2132487603526814,0.27669631794587063,0.2630224376364603,0.12890344491180827,0.21789464217032375,0.2477380082154331,0.3029834836945739,0.17064153392361925,0.23334629603324966,0.23437974475287177,0.1681386847609072,0.14220867635749004,0.13076648975269836,0.10268005377189095,0.14519208771849762,0.17896771571721687,0.08020992019271721,0.09329842310499528,0.27767381774240224,0.2526009476976238,0.1689200878510125,0.18535729261919198,0.20507221086308428,0.15294495790659351,0.24661882876493132,0.22861830459653634,0.16628391190432282
shark,0.23743347171655968,0.22862012132149756,0.26706522140250993,0.22120283048150402,0.22748461448437357,0.2662204519090387,0.24768359990205369,0.2198353644513789,0.2804279776888778,0.25092801792123665,0.22107568506056124,0.16897234599188785,0.11184500732076787,0.17422278899566776,0.19685426809888965,0.17818977672651573,0.20348944279072997,0.18826852674403863,0.2644857963584333,0.23171410092369232,0.13764653080218073,0.3404742435711423,0.24511753046771143,0.19603526728507825,0.3089844197308225,0.23800078297653302,0.2056195650259056
sheep,0.12717216760076172,0.24792683687066888,0.15845798554842042,0.15959288118364684,0.2044489204001014,0.14933400901839883,0.12427846580220915,0.21254356845389122,0.24969386742590383,0.22917686449978164,0.13809397896255604,0.16592734806623483,0.04091315607731182,0.06804821731247859,0.22967722339795615,0.10512111178100436,0.1877794355116969,0.18912366356299523,0.18773084994846675,0.20482549189857258,0.13888423476314404,0.18875802568867228,0.18808304118484565,0.206086920177056,0.22875451231042554,0.24831150318533837,0.17777525865151608
skunk,0.16545863720576776,0.27289271807205984,0.2890501040839172,0.22593980630741606,0.30226754957733026,0.2609617477041346,0.1897808501085993,0.08317146300072112,0.3204846055702232,0.2313364776042627,0.12970715601760052,0.1917817720395235,0.060364814281993986,0.10437774711534903,0.2420566186901458,0.2985359483734331,0.13697039743788977,0.131792603417432,0.4159082091267567,0.25147240989883485,0.12052648549213209,0.23899084745994817,0.25683177010186686,0.20011729958629476,0.3269038011211607,0.2927634941314428,0.32414868413091713
sloth,0.21418079375794064,0.2168548899647039,0.13575563138142113,0.10421114404762219,0.29101390888291695,0.28808784709304974,0.1242175051761673,0.13657464084879095,0.26199856519432624,0.19367019629227103,0.16292690096653129,0.13624513472858235,0.0748066315762646,0.08651687620587901,0.22934757608040315,0.12415299299896562,0.15543445103962725,0.16122411865794553,0.13699002239522437,0.1194740626601493,0.12434842932709685,0.21626940073466014,0.2346402720047238,0.15402712495489265,0.41321851787371594,0.22824644688264856,0.1345689770876172
swan,0.2277604949093204,0.3431726817182757,0.28773070493862246,0.3022721464734673,0.33866932630806396,0.2783706223017248,0.17961630362022257,0.26392649050123573,0.24356074160517208,0.2984045209552726,0.2320276482460285,0.12627994596631595,0.14625076585878768,0.10375982350876185,0.2585301993460787,0.17940926116696912,0.19873147940067143,0.20822185304600413,0.2579230539706969,0.24942607976149322,0.1981034427355064,0.18883713700286142,0.217145094254561,0.20086450744489268,0.2815566385818898,0.33736451682090374,0.23911243223130715
zebra,0.2812610722216551,0.34544432010801707,0.35659056757135443,0.22519631668891066,0.2876602823395814,0.32643959347223134,0.3111251508296709,0.15409122190744304,0.33454501906668466,0.29710536068135734,0.19645215941578864,0.14354315656240993,0.13192390064262777,0.16219383878207203,0.25014177120075826,0.30242008860847813,0.2818942806006568,0.27625960940917654,0.36392895253982127,0.30420512937630323,0.11234534168873267,0.3332195443406479,0.4004059618489141,0.22325265180638743,0.38000072520804645,0.3374940002017698,0.3294716828426437
