animal1,animal2,language_similarity_simple_dist_shape
bat,bat,0
beaver,bat,0.7453761946032788
boar,bat,0.7279845942918676
cheetah,bat,0.6532544121230549
crow,bat,0.5880432526378845
deer,bat,0.6217712412340487
dolphin,bat,0.6029668768001636
elephant,bat,0.7651426479787612
flamingo,bat,0.662100533228176
giraffe,bat,0.842644834137522
goat,bat,0.8723902346645811
gorilla,bat,0.8177584786717693
grizzly,bat,0.7757403938745118
hippo,bat,0.5871480709022178
killerwhale,bat,0.723775851934535
lion,bat,0.6943125214239446
llama,bat,0.5890118550435656
mammoth,bat,0.7420157641393014
panda,bat,0.7816389768501765
panther,bat,0.6001253152452224
pig,bat,0.9106738052711747
pigeon,bat,0.6255907508697146
polarbear,bat,0.8094618449345268
rhino,bat,0.6455510385666999
shark,bat,0.7601672691748769
sheep,bat,0.7266295277524951
skunk,bat,0.8549285007225024
sloth,bat,0.6829827919590727
swan,bat,0.6298540095863809
zebra,bat,0.6903372138745929
bat,beaver,0.7453761946032788
beaver,beaver,0
boar,beaver,0.7720359972676086
cheetah,beaver,0.736665182505903
crow,beaver,0.6621744850844961
deer,beaver,0.6324522976395238
dolphin,beaver,0.8013946189873726
elephant,beaver,0.8203657983562506
flamingo,beaver,0.5863339989944182
giraffe,beaver,0.8788642681147926
goat,beaver,0.8268035286368605
gorilla,beaver,0.7360546535815456
grizzly,beaver,0.5837731664165243
hippo,beaver,0.6119991060930593
killerwhale,beaver,0.7776577929613039
lion,beaver,0.8343231849479293
llama,beaver,0.6735063960378684
mammoth,beaver,0.6131398263892383
panda,beaver,0.781082336916999
panther,beaver,0.6419905338975201
pig,beaver,0.7936446903642156
pigeon,beaver,0.6401972769301755
polarbear,beaver,0.7536178328535472
rhino,beaver,0.6894841036779945
shark,beaver,0.813429241379933
sheep,beaver,0.7040055812283843
skunk,beaver,0.6646800101024029
sloth,beaver,0.7262972115248432
swan,beaver,0.6758206053545677
zebra,beaver,0.6550849718758408
bat,boar,0.7279845942918676
beaver,boar,0.7720359972676086
boar,boar,0
cheetah,boar,0.7815336041280647
crow,boar,0.7738451498067362
deer,boar,0.43289819750232
dolphin,boar,0.7896374087871338
elephant,boar,0.5267027185019042
flamingo,boar,0.7679817529261665
giraffe,boar,0.5214335663821628
goat,boar,0.536805448983046
gorilla,boar,0.8222394085368736
grizzly,boar,0.6699591542823904
hippo,boar,0.7085575695078077
killerwhale,boar,0.7087639356305251
lion,boar,0.5559697567028957
llama,boar,0.7230565482447757
mammoth,boar,0.6778569908428306
panda,boar,0.9398174682995241
panther,boar,0.712756600387782
pig,boar,0.6881725947828262
pigeon,boar,0.8058207842744861
polarbear,boar,1.012497946754736
rhino,boar,0.6567085381414473
shark,boar,0.7854910840294272
sheep,boar,0.535153290888008
skunk,boar,0.7528967604435777
sloth,boar,0.5610077966682496
swan,boar,0.8464120995284099
zebra,boar,0.6285792289948283
bat,cheetah,0.6532544121230549
beaver,cheetah,0.736665182505903
boar,cheetah,0.7815336041280647
cheetah,cheetah,0
crow,cheetah,0.6682568064201786
deer,cheetah,0.7550361075259754
dolphin,cheetah,0.5440330578288131
elephant,cheetah,0.8138212873890319
flamingo,cheetah,0.6065740986126749
giraffe,cheetah,0.8063018911739983
goat,cheetah,0.9404619740553383
gorilla,cheetah,0.6201111692776858
grizzly,cheetah,0.6039655539092303
hippo,cheetah,0.5315845902090391
killerwhale,cheetah,0.7356353518010834
lion,cheetah,0.690068263662069
llama,cheetah,0.5418589017592612
mammoth,cheetah,0.7931843412235551
panda,cheetah,0.4863058766948605
panther,cheetah,0.45973464093630856
pig,cheetah,0.9339955313384986
pigeon,cheetah,0.7759501238073714
polarbear,cheetah,0.6838604767385054
rhino,cheetah,0.4675362215568485
shark,cheetah,0.7179295055172542
sheep,cheetah,0.8660871243482534
skunk,cheetah,0.8076365548187752
sloth,cheetah,0.689089259899005
swan,cheetah,0.7587160261620228
zebra,cheetah,0.5562424521304048
bat,crow,0.5880432526378845
beaver,crow,0.6621744850844961
boar,crow,0.7738451498067362
cheetah,crow,0.6682568064201786
crow,crow,0
deer,crow,0.7067929885613248
dolphin,crow,0.6118207370049812
elephant,crow,0.8118360778693482
flamingo,crow,0.5592783494432001
giraffe,crow,0.8620511613536137
goat,crow,0.89486801043711806
gorilla,crow,0.8011454890963485
grizzly,crow,0.7453052998855983
hippo,crow,0.655181681413769
killerwhale,crow,0.7076997311529591
lion,crow,0.7454764843140164
llama,crow,0.6103327151203746
mammoth,crow,0.804963944828542
panda,crow,0.7741201567507724
panther,crow,0.5773862530254458
pig,crow,0.9426244915435799
pigeon,crow,0.5172700599684291
polarbear,crow,0.7781141512442851
rhino,crow,0.7119864254174431
shark,crow,0.8178731465438008
sheep,crow,0.8372672312908467
skunk,crow,0.7981614321145003
sloth,crow,0.6819914093410355
swan,crow,0.5117241195192161
zebra,crow,0.6858697944882269
bat,deer,0.6217712412340487
beaver,deer,0.6324522976395238
boar,deer,0.43289819750232
cheetah,deer,0.7550361075259754
crow,deer,0.7067929885613248
deer,deer,0
dolphin,deer,0.7579170082628968
elephant,deer,0.6143211101558425
flamingo,deer,0.6829099499317307
giraffe,deer,0.6152835188381015
goat,deer,0.6326634344573528
gorilla,deer,0.8809019122237284
grizzly,deer,0.6714866399392836
hippo,deer,0.6920952081516104
killerwhale,deer,0.6913964603719294
lion,deer,0.6509828124357204
llama,deer,0.676110149630321
mammoth,deer,0.6326547001667469
panda,deer,0.940404285294341
panther,deer,0.6855958297881913
pig,deer,0.7530486651183076
pigeon,deer,0.6959086601090817
polarbear,deer,0.9645754232171195
rhino,deer,0.6845811695869202
shark,deer,0.7774803828925791
sheep,deer,0.46396961963282685
skunk,deer,0.7537127461871849
sloth,deer,0.6177287988335395
swan,deer,0.7260040100138926
zebra,deer,0.6296685026490774
bat,dolphin,0.6029668768001636
beaver,dolphin,0.8013946189873726
boar,dolphin,0.7896374087871338
cheetah,dolphin,0.5440330578288131
crow,dolphin,0.6118207370049812
deer,dolphin,0.7579170082628968
dolphin,dolphin,0
elephant,dolphin,0.8537352239714808
flamingo,dolphin,0.6266595511312795
giraffe,dolphin,0.8527951049565419
goat,dolphin,1.017945274895373
gorilla,dolphin,0.8081835743379905
grizzly,dolphin,0.7998700909155773
hippo,dolphin,0.5938752745276051
killerwhale,dolphin,0.6532214257363321
lion,dolphin,0.6964386598210405
llama,dolphin,0.6742139489204465
mammoth,dolphin,0.8809738179655784
panda,dolphin,0.7487836975293435
panther,dolphin,0.5911979232510494
pig,dolphin,1.050444322175611
pigeon,dolphin,0.6965145926924807
polarbear,dolphin,0.6748130560984315
rhino,dolphin,0.6265206962083899
shark,dolphin,0.680494927541671
sheep,dolphin,0.903197475779608
skunk,dolphin,0.9321018487003611
sloth,dolphin,0.7448495676491372
swan,dolphin,0.5997751863704176
zebra,dolphin,0.58726753693535
bat,elephant,0.7651426479787612
beaver,elephant,0.8203657983562506
boar,elephant,0.5267027185019042
cheetah,elephant,0.8138212873890319
crow,elephant,0.8118360778693482
deer,elephant,0.6143211101558425
dolphin,elephant,0.8537352239714808
elephant,elephant,0
flamingo,elephant,0.7365255118410563
giraffe,elephant,0.48137494599831315
goat,elephant,0.5621630465957753
gorilla,elephant,0.7065714150772437
grizzly,elephant,0.6176146794945286
hippo,elephant,0.7288412844921988
killerwhale,elephant,0.7406803488803
lion,elephant,0.5276484021645236
llama,elephant,0.7764604636660957
mammoth,elephant,0.5681768612732933
panda,elephant,0.8853989323994484
panther,elephant,0.7674558937571873
pig,elephant,0.6600696964329864
pigeon,elephant,0.8346669529085556
polarbear,elephant,1.0454056253786164
rhino,elephant,0.6575892843159327
shark,elephant,0.7801155175155744
sheep,elephant,0.7009531337519169
skunk,elephant,0.6511291031785144
sloth,elephant,0.6328081582386713
swan,elephant,0.9144301275872061
zebra,elephant,0.7162893692832876
bat,flamingo,0.662100533228176
beaver,flamingo,0.5863339989944182
boar,flamingo,0.7679817529261665
cheetah,flamingo,0.6065740986126749
crow,flamingo,0.5592783494432001
deer,flamingo,0.6829099499317307
dolphin,flamingo,0.6266595511312795
elephant,flamingo,0.7365255118410563
flamingo,flamingo,0
giraffe,flamingo,0.7433131885828905
goat,flamingo,0.8848763854259979
gorilla,flamingo,0.7055333452028429
grizzly,flamingo,0.6870670461806394
hippo,flamingo,0.6218273149872163
killerwhale,flamingo,0.622348049409496
lion,flamingo,0.7488340407768221
llama,flamingo,0.6699865338039604
mammoth,flamingo,0.6815410385046897
panda,flamingo,0.7407587998852178
panther,flamingo,0.5698451203288396
pig,flamingo,0.8746606506165308
pigeon,flamingo,0.5240671706460492
polarbear,flamingo,0.7885683006298969
rhino,flamingo,0.6300364783312131
shark,flamingo,0.6750752991205011
sheep,flamingo,0.8548015959225367
skunk,flamingo,0.731531947174755
sloth,flamingo,0.6927255819446285
swan,flamingo,0.5715351334436002
zebra,flamingo,0.599883626149805
bat,giraffe,0.842644834137522
beaver,giraffe,0.8788642681147926
boar,giraffe,0.5214335663821628
cheetah,giraffe,0.8063018911739983
crow,giraffe,0.8620511613536137
deer,giraffe,0.6152835188381015
dolphin,giraffe,0.8527951049565419
elephant,giraffe,0.48137494599831315
flamingo,giraffe,0.7433131885828905
giraffe,giraffe,0
goat,giraffe,0.601169878332438
gorilla,giraffe,0.7953205266982247
grizzly,giraffe,0.658347008623712
hippo,giraffe,0.7958978374576744
killerwhale,giraffe,0.7288904365969563
lion,giraffe,0.6516812020356624
llama,giraffe,0.8157945034421096
mammoth,giraffe,0.7165443041181729
panda,giraffe,0.989662807970135
panther,giraffe,0.7812261489695772
pig,giraffe,0.7232079206689717
pigeon,giraffe,0.8521702601361558
polarbear,giraffe,1.0695971380781761
rhino,giraffe,0.7234365176161378
shark,giraffe,0.7742884711335126
sheep,giraffe,0.7576292669221417
skunk,giraffe,0.7083740249643282
sloth,giraffe,0.6387652733952679
swan,giraffe,0.9629504152369683
zebra,giraffe,0.6856759095329255
bat,goat,0.8723902346645811
beaver,goat,0.8268035286368605
boar,goat,0.536805448983046
cheetah,goat,0.9404619740553383
crow,goat,0.89486801043711806
deer,goat,0.6326634344573528
dolphin,goat,1.017945274895373
elephant,goat,0.5621630465957753
flamingo,goat,0.8848763854259979
giraffe,goat,0.601169878332438
goat,goat,0
gorilla,goat,0.8117724844248001
grizzly,goat,0.6930529740429701
hippo,goat,0.8094665898946133
killerwhale,goat,0.8936909095185729
lion,goat,0.7722972749412269
llama,goat,0.7987302915940617
mammoth,goat,0.6850782471111426
panda,goat,1.009451007104543
panther,goat,0.8763476872737717
pig,goat,0.41266648174146353
pigeon,goat,0.8787363145237749
polarbear,goat,1.160075165173808
rhino,goat,0.7519312670225023
shark,goat,0.8607074769462381
sheep,goat,0.5230620553998718
skunk,goat,0.6614911333815976
sloth,goat,0.7341310235172143
swan,goat,1.0076499270093788
zebra,goat,0.7548000690970317
bat,gorilla,0.8177584786717693
beaver,gorilla,0.7360546535815456
boar,gorilla,0.8222394085368736
cheetah,gorilla,0.6201111692776858
crow,gorilla,0.8011454890963485
deer,gorilla,0.8809019122237284
dolphin,gorilla,0.8081835743379905
elephant,gorilla,0.7065714150772437
flamingo,gorilla,0.7055333452028429
giraffe,gorilla,0.7953205266982247
goat,gorilla,0.8117724844248001
gorilla,gorilla,0
grizzly,gorilla,0.5192376512071556
hippo,gorilla,0.5470810158440161
killerwhale,gorilla,0.8219651050737936
lion,gorilla,0.7821548140328797
llama,gorilla,0.6501262636024473
mammoth,gorilla,0.6451071461283476
panda,gorilla,0.5589886224753368
panther,gorilla,0.6448443916217531
pig,gorilla,0.7267845758267966
pigeon,gorilla,0.8022959898543762
polarbear,gorilla,0.7621092037221664
rhino,gorilla,0.5326860374264848
shark,gorilla,0.7743374374494033
sheep,gorilla,0.8617586980597917
skunk,gorilla,0.694216916196631
sloth,gorilla,0.6951962275402529
swan,gorilla,0.8892166388685541
zebra,gorilla,0.6217968874798627
bat,grizzly,0.7757403938745118
beaver,grizzly,0.5837731664165243
boar,grizzly,0.6699591542823904
cheetah,grizzly,0.6039655539092303
crow,grizzly,0.7453052998855983
deer,grizzly,0.6714866399392836
dolphin,grizzly,0.7998700909155773
elephant,grizzly,0.6176146794945286
flamingo,grizzly,0.6870670461806394
giraffe,grizzly,0.658347008623712
goat,grizzly,0.6930529740429701
gorilla,grizzly,0.5192376512071556
grizzly,grizzly,0
hippo,grizzly,0.596288189315433
killerwhale,grizzly,0.7238198561825415
lion,grizzly,0.6717085557711655
llama,grizzly,0.6498120966782068
mammoth,grizzly,0.5517408547110016
panda,grizzly,0.6909878130790381
panther,grizzly,0.5386015968334864
pig,grizzly,0.7328041632804055
pigeon,grizzly,0.7966753712760869
polarbear,grizzly,0.8098741386633641
rhino,grizzly,0.5038344357290704
shark,grizzly,0.7097225017011204
sheep,grizzly,0.7295994971721703
skunk,grizzly,0.5372136136435937
sloth,grizzly,0.5878057283192522
swan,grizzly,0.8704123414359699
zebra,grizzly,0.5717094630281429
bat,hippo,0.5871480709022178
beaver,hippo,0.6119991060930593
boar,hippo,0.7085575695078077
cheetah,hippo,0.5315845902090391
crow,hippo,0.655181681413769
deer,hippo,0.6920952081516104
dolphin,hippo,0.5938752745276051
elephant,hippo,0.7288412844921988
flamingo,hippo,0.6218273149872163
giraffe,hippo,0.7958978374576744
goat,hippo,0.8094665898946133
gorilla,hippo,0.5470810158440161
grizzly,hippo,0.596288189315433
hippo,hippo,0
