animal1,animal2,language_similarity_simple_dist_shape
pigeon,dolphin,0.7303891854102981
rhino,dolphin,0.9322879239956154
shark,dolphin,0.4343099385194056
sheep,dolphin,0.7775521078987251
skunk,dolphin,0.8931295727743948
sloth,dolphin,0.7394855175921875
swan,dolphin,0.7931214088925271
zebra,dolphin,0.7240398486558474
bat,elephant,0.5695858064320779
beaver,elephant,0.6341482434948041
boar,elephant,0.5809717962012154
cheetah,elephant,0.6633188975069544
crow,elephant,0.99844046545998
deer,elephant,0.704746532488742
dolphin,elephant,0.8296149658087636
elephant,elephant,0
flamingo,elephant,0.6485882851254678
giraffe,elephant,0.7110597455858828
goat,elephant,0.7218104815969476
gorilla,elephant,0.7957225702679114
grizzly,elephant,0.7789940474137279
hippo,elephant,0.8771839499395284
lion,elephant,0.7128406225334613
llama,elephant,1.3277759334153971
mammoth,elephant,0.7808440449028838
panda,elephant,0.7968590882587195
panther,elephant,0.7527774682036785
pig,elephant,0.9084767499512238
pigeon,elephant,0.649711959241809
rhino,elephant,1.3057813141817272
shark,elephant,0.6903347974612204
sheep,elephant,0.6038008693383284
skunk,elephant,1.1125006663173436
sloth,elephant,0.7509797597477729
swan,elephant,0.7043606279452683
zebra,elephant,1.0868532238560489
bat,flamingo,0.742590778570346
beaver,flamingo,0.691960660686255
boar,flamingo,0.6583052501984397
cheetah,flamingo,0.9965487032049982
crow,flamingo,0.796484208214879
deer,flamingo,0.9105722721173466
dolphin,flamingo,1.0685043629469906
elephant,flamingo,0.6485882851254678
flamingo,flamingo,0
giraffe,flamingo,0.8674184237256187
goat,flamingo,0.9062749441756077
gorilla,flamingo,1.1843389756475629
grizzly,flamingo,1.220943631492435
hippo,flamingo,1.1788448577715478
lion,flamingo,1.0953528655226537
llama,flamingo,1.6412310654775855
mammoth,flamingo,1.0057350671988978
panda,flamingo,1.211012604043035
panther,flamingo,0.7635086998126546
pig,flamingo,1.2631271432230131
pigeon,flamingo,0.8580620337520911
rhino,flamingo,1.6813844446522852
shark,flamingo,0.9341466216047171
sheep,flamingo,0.9839000600196839
skunk,flamingo,1.4258270254200418
sloth,flamingo,1.1091981765237986
swan,flamingo,0.6581870356153303
zebra,flamingo,1.3836094252694673
bat,giraffe,0.9399809520495486
beaver,giraffe,0.9839956585542231
boar,giraffe,0.9141861337847297
cheetah,giraffe,0.48298310863480937
crow,giraffe,1.3620158711171149
deer,giraffe,1.1602751811064733
dolphin,giraffe,0.7803132210690663
elephant,giraffe,0.7110597455858828
flamingo,giraffe,0.8674184237256187
giraffe,giraffe,0
goat,giraffe,0.7837308886319911
gorilla,giraffe,0.6915872181400725
grizzly,giraffe,0.8109735677623002
hippo,giraffe,0.6007085289965799
lion,giraffe,1.1622424060847654
llama,giraffe,1.0607910891860215
mammoth,giraffe,0.9861666689808917
panda,giraffe,0.8173508875790714
panther,giraffe,1.1426942728252103
pig,giraffe,0.8352590899000839
pigeon,giraffe,0.7244838261978284
rhino,giraffe,1.091094853208704
shark,giraffe,0.8386443797954637
sheep,giraffe,0.8402773193513536
skunk,giraffe,0.9413540545756062
sloth,giraffe,0.7991665331092013
swan,giraffe,0.7502725104556777
zebra,giraffe,0.8547175649976095
bat,goat,0.8506817748646487
beaver,goat,0.789820931916732
boar,goat,0.6905832598697222
cheetah,goat,0.76446317476177
crow,goat,1.2738179828168834
deer,goat,0.9318812659876452
dolphin,goat,0.8523670800226415
elephant,goat,0.7218104815969476
flamingo,goat,0.9062749441756077
giraffe,goat,0.7837308886319911
goat,goat,0
gorilla,goat,0.825601538239842
grizzly,goat,0.7926668552510555
hippo,goat,0.8355466137060426
lion,goat,0.9584233811955457
llama,goat,1.0816454251563028
mammoth,goat,0.9553487488494472
panda,goat,0.8646296741154542
panther,goat,1.0435059076771818
pig,goat,0.732449601444314
pigeon,goat,0.631709002000258
rhino,goat,1.194635352112373
shark,goat,0.7663362277543949
sheep,goat,0.47853400778636224
skunk,goat,0.9449756180626503
sloth,goat,0.790428925404611
swan,goat,0.9083526288559649
zebra,goat,1.0300078231011858
bat,gorilla,1.0114324451892183
beaver,gorilla,1.1643751941842837
boar,gorilla,1.136013427757097
cheetah,gorilla,0.5269851672997368
crow,gorilla,1.61771621665127
deer,gorilla,1.2474974654500048
dolphin,gorilla,0.7373141985201708
elephant,gorilla,0.7957225702679114
flamingo,gorilla,1.1843389756475629
giraffe,gorilla,0.6915872181400725
goat,gorilla,0.825601538239842
gorilla,gorilla,0
grizzly,gorilla,0.4840538977656167
hippo,gorilla,0.5653448279740111
lion,gorilla,1.0802103012208617
llama,gorilla,0.7965409785994507
mammoth,gorilla,0.8371161175277865
panda,gorilla,0.46762310793681644
panther,gorilla,1.341313586574649
pig,gorilla,0.5829034062311299
pigeon,gorilla,0.7613513636878272
rhino,gorilla,0.7914957230359306
shark,gorilla,0.760013049577887
sheep,gorilla,0.7659615971975998
skunk,gorilla,0.6667596631645943
sloth,gorilla,0.5698246944660708
swan,gorilla,0.9932169171525143
zebra,gorilla,0.7271696177424813
bat,grizzly,0.9785590236538574
beaver,grizzly,1.0536012737048266
boar,grizzly,1.0425757953359285
cheetah,grizzly,0.5531573914846452
crow,grizzly,1.5881575397840073
deer,grizzly,1.0653934738020336
dolphin,grizzly,0.7172978896608362
elephant,grizzly,0.7789940474137279
flamingo,grizzly,1.220943631492435
giraffe,grizzly,0.8109735677623002
goat,grizzly,0.7926668552510555
gorilla,grizzly,0.4840538977656167
grizzly,grizzly,0
hippo,grizzly,0.6412546023089473
lion,grizzly,0.8717325092806048
llama,grizzly,0.8268207641125864
mammoth,grizzly,0.8646325727279908
panda,grizzly,0.4434457995473105
panther,grizzly,1.2496275372393315
pig,grizzly,0.6313380799502013
pigeon,grizzly,0.7857875351455834
rhino,grizzly,0.7938621606454113
shark,grizzly,0.6990754949585332
sheep,grizzly,0.6277993478931951
skunk,grizzly,0.6861047369038435
sloth,grizzly,0.5695562741364271
swan,grizzly,1.051857235814264
zebra,grizzly,0.7954237512242988
bat,hippo,1.168478513953502
beaver,hippo,1.2235610650550375
boar,hippo,1.1339602186232194
cheetah,hippo,0.5186183682033273
crow,hippo,1.6926947861813715
deer,hippo,1.3365394609851962
dolphin,hippo,0.692455763648714
elephant,hippo,0.8771839499395284
flamingo,hippo,1.1788448577715478
giraffe,hippo,0.6007085289965799
goat,hippo,0.8355466137060426
gorilla,hippo,0.5653448279740111
grizzly,hippo,0.6412546023089473
hippo,hippo,0
lion,hippo,1.2094370189743244
llama,hippo,0.7206175648735194
mammoth,hippo,1.0316379925680503
panda,hippo,0.652370668610152
panther,hippo,1.435315000395889
pig,hippo,0.5587751833271987
pigeon,hippo,0.7051574209383888
rhino,hippo,0.6821659487485191
shark,hippo,0.8337960456424599
sheep,hippo,0.8142818029525386
skunk,hippo,0.5825648608179708
sloth,hippo,0.7701664604150512
swan,hippo,0.9762765392552528
zebra,hippo,0.5739458783574592
bat,lion,0.6888050985505118
beaver,lion,0.7826418206290743
boar,lion,0.7996900530197306
cheetah,lion,0.9978385970713474
crow,lion,1.1758146265998124
deer,lion,0.5319658574103548
dolphin,lion,1.0009241992439035
elephant,lion,0.7128406225334613
flamingo,lion,1.0953528655226537
giraffe,lion,1.1622424060847654
goat,lion,0.9584233811955457
gorilla,lion,1.0802103012208617
grizzly,lion,0.8717325092806048
hippo,lion,1.2094370189743244
lion,lion,0
llama,lion,1.4560926624111075
mammoth,lion,1.0083908326264692
panda,lion,0.9059263261226199
panther,lion,0.8438088952893915
pig,lion,1.1622314540432106
pigeon,lion,0.9089647361846757
rhino,lion,1.477087925108316
shark,lion,0.8489418821883596
sheep,lion,0.7499265075584696
skunk,lion,1.33657774992128
sloth,lion,0.9139831189089728
swan,lion,1.0514765860308886
zebra,lion,1.3879416350231881
bat,llama,1.526496351817129
beaver,llama,1.5908408403562782
boar,llama,1.5425883067131043
cheetah,llama,0.8941613315445193
crow,llama,2.122310689598148
deer,llama,1.6588489811590372
dolphin,llama,0.9425297296793833
elephant,llama,1.3277759334153971
flamingo,llama,1.6412310654775855
giraffe,llama,1.0607910891860215
goat,llama,1.0816454251563028
gorilla,llama,0.7965409785994507
grizzly,llama,0.8268207641125864
hippo,llama,0.7206175648735194
lion,llama,1.4560926624111075
llama,llama,0
mammoth,llama,1.2998589325545484
panda,llama,0.7772848152731072
panther,llama,1.8417572262377306
pig,llama,0.7436659683576775
pigeon,llama,1.0740288353961815
rhino,llama,0.5204015152578841
shark,llama,1.1451618787652613
sheep,llama,1.0478041036443235
skunk,llama,0.6341550168897528
sloth,llama,0.9781175930086015
swan,llama,1.3748000773937767
zebra,llama,0.6783769346958697
bat,mammoth,0.973326807389661
beaver,mammoth,1.0192708105433756
boar,mammoth,1.067666748228125
cheetah,mammoth,0.9300597880501034
crow,mammoth,1.468876155297036
deer,mammoth,1.0744304478488331
dolphin,mammoth,1.0119363268202033
elephant,mammoth,0.7808440449028838
flamingo,mammoth,1.0057350671988978
giraffe,mammoth,0.9861666689808917
goat,mammoth,0.9553487488494472
gorilla,mammoth,0.8371161175277865
grizzly,mammoth,0.8646325727279908
hippo,mammoth,1.0316379925680503
lion,mammoth,1.0083908326264692
llama,mammoth,1.2998589325545484
mammoth,mammoth,0
panda,mammoth,0.9311312956888163
panther,mammoth,1.2300833439943468
pig,mammoth,1.0653812599797623
pigeon,mammoth,0.9478054743238783
rhino,mammoth,1.3041488213277401
shark,mammoth,0.8683502598703631
sheep,mammoth,0.9270434639824708
skunk,mammoth,1.2422654686929642
sloth,mammoth,0.9094567882589076
swan,mammoth,1.092506522196711
zebra,mammoth,1.1289039773328482
bat,panda,0.9956084507602772
beaver,panda,1.1133238375237295
boar,panda,1.1139669713345393
cheetah,panda,0.5469644957438495
crow,panda,1.6044431552450966
deer,panda,1.1449006652465654
dolphin,panda,0.6084402976932032
elephant,panda,0.7968590882587195
flamingo,panda,1.211012604043035
giraffe,panda,0.8173508875790714
goat,panda,0.8646296741154542
gorilla,panda,0.46762310793681644
grizzly,panda,0.4434457995473105
hippo,panda,0.652370668610152
lion,panda,0.9059263261226199
llama,panda,0.7772848152731072
mammoth,panda,0.9311312956888163
panda,panda,0
panther,panda,1.3124936087153904
pig,panda,0.5838833396516118
pigeon,panda,0.7310553065335526
rhino,panda,0.7772035265845434
shark,panda,0.665230950258852
sheep,panda,0.6876850655032742
skunk,panda,0.6903003015657843
sloth,panda,0.617395657457861
swan,panda,0.9724831023560657
zebra,panda,0.71487938469355
bat,panther,0.6270099553906762
beaver,panther,0.48438539435890526
boar,panther,0.5865349560308597
cheetah,panther,1.1379948335093713
crow,panther,0.642215828263532
deer,panther,0.5652662007766638
dolphin,panther,1.2406191175229324
elephant,panther,0.7527774682036785
flamingo,panther,0.7635086998126546
giraffe,panther,1.1426942728252103
goat,panther,1.0435059076771818
gorilla,panther,1.341313586574649
grizzly,panther,1.2496275372393315
hippo,panther,1.435315000395889
lion,panther,0.8438088952893915
llama,panther,1.8417572262377306
mammoth,panther,1.2300833439943468
panda,panther,1.3124936087153904
panther,panther,0
pig,panther,1.447185624614927
pigeon,panther,1.0867126439211034
rhino,panther,1.8713121629327056
shark,panther,1.0444801669182684
sheep,panther,1.0062684885562978
skunk,panther,1.6327178766308992
sloth,panther,1.1637972697259218
swan,panther,0.9132625378300326
zebra,panther,1.6472458378366732
bat,pig,1.1360911672046448
beaver,pig,1.22174857988631
boar,pig,1.1390356225345661
cheetah,pig,0.6691749504647359
crow,pig,1.672422935427906
deer,pig,1.3120655806691255
dolphin,pig,0.7236732102014524
elephant,pig,0.9084767499512238
flamingo,pig,1.2631271432230131
giraffe,pig,0.8352590899000839
goat,pig,0.732449601444314
gorilla,pig,0.5829034062311299
grizzly,pig,0.6313380799502013
hippo,pig,0.5587751833271987
lion,pig,1.1622314540432106
llama,pig,0.7436659683576775
mammoth,pig,1.0653812599797623
panda,pig,0.5838833396516118
panther,pig,1.447185624614927
pig,pig,0
pigeon,pig,0.7124344506895465
rhino,pig,0.7292778081607798
shark,pig,0.7869510799549024
sheep,pig,0.6683293862600795
skunk,pig,0.5726399940100545
sloth,pig,0.7461960273362672
swan,pig,1.062033793877882
zebra,pig,0.6879280879399027
bat,pigeon,0.80370883608845
beaver,pigeon,0.8329191627560173
boar,pigeon,0.8033485491153379
cheetah,pigeon,0.6387448629442299
crow,pigeon,1.240154126414675
deer,pigeon,0.9561979456225878
dolphin,pigeon,0.7303891854102981
elephant,pigeon,0.649711959241809
flamingo,pigeon,0.8580620337520911
giraffe,pigeon,0.7244838261978284
goat,pigeon,0.631709002000258
gorilla,pigeon,0.7613513636878272
grizzly,pigeon,0.7857875351455834
hippo,pigeon,0.7051574209383888
lion,pigeon,0.9089647361846757
llama,pigeon,1.0740288353961815
mammoth,pigeon,0.9478054743238783
panda,pigeon,0.7310553065335526
panther,pigeon,1.0867126439211034
pig,pigeon,0.7124344506895465
pigeon,pigeon,0
rhino,pigeon,1.107260949278889
shark,pigeon,0.7031381939533999
sheep,pigeon,0.5804173944848504
skunk,pigeon,0.8307543739115917
sloth,pigeon,0.7484548779807646
swan,pigeon,0.7578668645229686
zebra,pigeon,0.9074600249090896
bat,rhino,1.5565044583033223
beaver,rhino,1.6389688057384055
boar,rhino,1.5812785923037347
cheetah,rhino,0.8727284916361219
crow,rhino,2.1610822097417164
deer,rhino,1.689807619542092
dolphin,rhino,0.9322879239956154
elephant,rhino,1.3057813141817272
flamingo,rhino,1.6813844446522852
giraffe,rhino,1.091094853208704
goat,rhino,1.194635352112373
gorilla,rhino,0.7914957230359306
grizzly,rhino,0.7938621606454113
hippo,rhino,0.6821659487485191
lion,rhino,1.477087925108316
llama,rhino,0.5204015152578841
mammoth,rhino,1.3041488213277401
panda,rhino,0.7772035265845434
panther,rhino,1.8713121629327056
pig,rhino,0.7292778081607798
pigeon,rhino,1.107260949278889
rhino,rhino,0
shark,rhino,1.1122854403790718
sheep,rhino,1.1050261322744601
skunk,rhino,0.6293367889333031
sloth,rhino,1.0360275398980303
swan,rhino,1.411317382678418
zebra,rhino,0.5884224480899717
bat,shark,0.769667836347957
beaver,shark,0.8613312293488181
boar,shark,0.8767070697813979
cheetah,shark,0.65062423764867
crow,shark,1.30523915867848
deer,shark,0.9174567957701981
dolphin,shark,0.4343099385194056
elephant,shark,0.6903347974612204
flamingo,shark,0.9341466216047171
giraffe,shark,0.8386443797954637
goat,shark,0.7663362277543949
gorilla,shark,0.760013049577887
grizzly,shark,0.6990754949585332
hippo,shark,0.8337960456424599
lion,shark,0.8489418821883596
llama,shark,1.1451618787652613
mammoth,shark,0.8683502598703631
panda,shark,0.665230950258852
panther,shark,1.0444801669182684
pig,shark,0.7869510799549024
pigeon,shark,0.7031381939533999
rhino,shark,1.1122854403790718
shark,shark,0
sheep,shark,0.6951736053814194
skunk,shark,1.001540103180722
sloth,shark,0.7205052007182059
swan,shark,0.7786949095091031
zebra,shark,0.8922597714804449
bat,sheep,0.7462763596476055
beaver,sheep,0.761731510027557
boar,sheep,0.7393729949096196
cheetah,sheep,0.6695177491185581
crow,sheep,1.2493719992534262
deer,sheep,0.7883797418989023
dolphin,sheep,0.7775521078987251
elephant,sheep,0.6038008693383284
flamingo,sheep,0.9839000600196839
giraffe,sheep,0.8402773193513536
goat,sheep,0.47853400778636224
gorilla,sheep,0.7659615971975998
grizzly,sheep,0.6277993478931951
hippo,sheep,0.8142818029525386
lion,sheep,0.7499265075584696
llama,sheep,1.0478041036443235
mammoth,sheep,0.9270434639824708
panda,sheep,0.6876850655032742
panther,sheep,1.0062684885562978
pig,sheep,0.6683293862600795
pigeon,sheep,0.5804173944848504
rhino,sheep,1.1050261322744601
shark,sheep,0.6951736053814194
sheep,sheep,0
skunk,sheep,0.8976765168768884
sloth,sheep,0.665414433300517
swan,sheep,0.9107284499711702
zebra,sheep,0.9543340299993363
bat,skunk,1.3391485798327551
beaver,skunk,1.4044377277733784
boar,skunk,1.3381278135968158
cheetah,skunk,0.7689234466189576
crow,skunk,1.867962903858279
deer,skunk,1.5039588951961822
dolphin,skunk,0.8931295727743948
elephant,skunk,1.1125006663173436
flamingo,skunk,1.4258270254200418
giraffe,skunk,0.9413540545756062
goat,skunk,0.9449756180626503
gorilla,skunk,0.6667596631645943
grizzly,skunk,0.6861047369038435
hippo,skunk,0.5825648608179708
lion,skunk,1.33657774992128
llama,skunk,0.6341550168897528
mammoth,skunk,1.2422654686929642
panda,skunk,0.6903003015657843
panther,skunk,1.6327178766308992
pig,skunk,0.5726399940100545
pigeon,skunk,0.8307543739115917
rhino,skunk,0.6293367889333031
shark,skunk,1.001540103180722
sheep,skunk,0.8976765168768884
skunk,skunk,0
sloth,skunk,0.815275275443925
swan,skunk,1.1768337701870744
zebra,skunk,0.6591896118884661
bat,sloth,0.8655423894223063
beaver,sloth,1.0163768338411587
boar,sloth,1.0098968072161363
cheetah,sloth,0.6348790789088821
crow,sloth,1.4508726111837602
deer,sloth,1.0457377422424217
dolphin,sloth,0.7394855175921875
elephant,sloth,0.7509797597477729
flamingo,sloth,1.1091981765237986
giraffe,sloth,0.7991665331092013
goat,sloth,0.790428925404611
gorilla,sloth,0.5698246944660708
grizzly,sloth,0.5695562741364271
hippo,sloth,0.7701664604150512
lion,sloth,0.9139831189089728
llama,sloth,0.9781175930086015
mammoth,sloth,0.9094567882589076
panda,sloth,0.617395657457861
panther,sloth,1.1637972697259218
pig,sloth,0.7461960273362672
pigeon,sloth,0.7484548779807646
rhino,sloth,1.0360275398980303
shark,sloth,0.7205052007182059
sheep,sloth,0.665414433300517
skunk,sloth,0.815275275443925
sloth,sloth,0
swan,sloth,0.8996882593619697
zebra,sloth,0.9105747645663399
bat,swan,0.7834274331922814
beaver,swan,0.8453203867280245
boar,swan,0.8073238659760786
cheetah,swan,0.776296975878169
crow,swan,1.0444938928055743
deer,swan,1.0281891762704582
dolphin,swan,0.7931214088925271
elephant,swan,0.7043606279452683
flamingo,swan,0.6581870356153303
giraffe,swan,0.7502725104556777
goat,swan,0.9083526288559649
gorilla,swan,0.9932169171525143
grizzly,swan,1.051857235814264
hippo,swan,0.9762765392552528
lion,swan,1.0514765860308886
llama,swan,1.3748000773937767
mammoth,swan,1.092506522196711
panda,swan,0.9724831023560657
panther,swan,0.9132625378300326
pig,swan,1.062033793877882
pigeon,swan,0.7578668645229686
rhino,swan,1.411317382678418
shark,swan,0.7786949095091031
sheep,swan,0.9107284499711702
skunk,swan,1.1768337701870744
sloth,swan,0.8996882593619697
swan,swan,0
zebra,swan,1.1294170793840643
bat,zebra,1.3766393645173975
beaver,zebra,1.4043196559080375
boar,zebra,1.3808936650271098
cheetah,zebra,0.6476986726163226
crow,zebra,1.9036277699725188
deer,zebra,1.5167819166783414
dolphin,zebra,0.7240398486558474
elephant,zebra,1.0868532238560489
flamingo,zebra,1.3836094252694673
giraffe,zebra,0.8547175649976095
goat,zebra,1.0300078231011858
gorilla,zebra,0.7271696177424813
grizzly,zebra,0.7954237512242988
hippo,zebra,0.5739458783574592
lion,zebra,1.3879416350231881
llama,zebra,0.6783769346958697
mammoth,zebra,1.1289039773328482
panda,zebra,0.71487938469355
panther,zebra,1.6472458378366732
pig,zebra,0.6879280879399027
pigeon,zebra,0.9074600249090896
rhino,zebra,0.5884224480899717
shark,zebra,0.8922597714804449
sheep,zebra,0.9543340299993363
skunk,zebra,0.6591896118884661
sloth,zebra,0.9105747645663399
swan,zebra,1.1294170793840643
zebra,zebra,0
