C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av
Sight,Amodal,Sight,Mental,Perception,peek,plan,2,1,1,2,2,1,1,2,1,1,4,1,4,1,1,1,1,2,2,1,1,1,2,1,1,1,1,5,1,1,,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1.384615385
Sight,Touch,Sight,Touch,Perception,peek,prod,1,1,1,5,4,1,1,1,1,6,1,1,4,3,1,1,1,4,1,1,1,1,2,1,2,1,2,5,1,1,,1,3,1,1,1,2,4,1,2,3,1,2,1,1,1,5,1.884615385
Sight,Amodal,Sight,Amodal,Perception,peek,question,1,2,2,2,5,4,3,1,1,1,1,1,4,2,1,1,1,5,3,1,1,3,1,1,1,1,1,5,1,1,,1,1,1,1,3,3,4,1,2,3,2,1,1,1,2,5,2.129032258
Sight,Amodal,Sight,Amodal,Perception,peek,recognize,2,4,3,1,3,1,3,3,3,1,1,1,5,2,1,2,3,4,4,2,3,1,2,1,1,1,4,4,1,3,,1,1,1,1,2,1,6,1,4,1,4,1,3,3,1,2,2.517241379
Sight,Amodal,Sight,Mental,Perception,peek,recollect,1,4,3,1,4,3,2,1,3,5,1,1,3,3,1,2,1,4,2,2,1,1,2,1,1,3,1,5,1,1,,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1.807692308
Sight,Amodal,Sight,Mental,Perception,peek,remember,1,3,1,2,4,1,3,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,2,1,2,1,3,4,1,1,,1,1,6,1,3,2,4,1,1,1,1,1,1,2,1,1,2
Sight,Touch,Sight,Touch,Perception,peek,rub,1,1,1,1,3,1,2,1,1,1,1,1,3,2,1,1,1,2,2,1,1,1,2,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.153846154
Sight,Sight,Sight,Sight,Perception,peek,scan,3,7,4,6,5,1,3,3,1,2,1,1,5,3,6,1,4,4,4,3,4,2,2,2,2,1,4,5,3,4,,2,4,5,3,3,2,6,1,4,5,6,5,4,4,3,4,3.814814815
Sight,Touch,Sight,Touch,Perception,peek,scrape,1,1,1,5,6,1,4,1,1,1,1,1,4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1.434782609
Sight,Amodal,Sight,Amodal,Perception,peek,scrutinize,2,5,4,6,4,4,4,2,2,1,1,1,5,2,1,4,1,3,2,2,5,3,1,2,2,2,5,5,1,2,,3,3,5,4,3,3,6,2,3,1,1,1,4,3,2,1,2.678571429
Sight,Amodal,Sight,Amodal,Perception,peek,search,2,3,3,5,3,3,3,2,3,2,1,2,5,3,1,2,3,3,5,2,3,3,2,2,2,5,5,5,3,1,,3,4,1,2,5,1,4,1,2,4,1,3,1,1,1,3,4.115384615
Sight,Sight,Sight,Sight,Perception,peek,see,3,7,4,5,5,3,1,5,2,1,7,2,6,6,6,5,4,5,5,3,6,6,5,2,2,4,5,7,3,4,,6,5,6,4,6,2,7,5,5,7,7,5,4,3,1,5,5.615384615
Sight,Sight,Sight,Sight,Perception,peek,spot,4,6,5,5,4,5,3,5,3,4,1,1,5,3,3,6,4,5,3,2,3,4,3,2,2,2,6,3,4,5,,2,4,5,2,4,1,6,1,4,7,1,5,4,2,3,5,3.153846154
Sight,Sight,Sight,Sight,Perception,peek,stare,2,7,4,6,6,3,4,3,3,2,1,1,5,5,6,4,3,5,4,2,5,2,3,2,1,2,5,6,4,4,,3,5,7,3,6,1,6,1,3,3,1,4,1,3,1,2,3.481481481
Sight,Touch,Sight,Touch,Perception,peek,stroke,1,1,1,2,4,1,3,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,4,1.548387097
Sight,Amodal,Sight,Amodal,Perception,peek,study,1,1,4,6,5,1,2,2,4,5,1,1,5,1,1,3,1,5,2,2,1,1,2,1,2,2,6,6,1,1,,1,3,4,1,3,2,6,1,3,4,1,3,4,2,1,2,2.428571429
Sight,Touch,Sight,Touch,Perception,peek,tap,1,1,1,1,5,4,5,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,,1,1,1,1,2,1,1,1,2,1,7,1,1,1,1,7,2.04
Sight,Amodal,Sight,Mental,Perception,peek,think,1,2,3,1,5,3,2,1,1,3,1,1,5,2,3,1,1,4,2,2,1,1,1,1,1,3,1,4,1,1,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1.392857143
Sight,Touch,Sight,Touch,Perception,peek,tickle,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,1,,1,,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1.607142857
Sight,Amodal,Sight,Mental,Perception,peek,tolerate,5,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1.6
Sight,Touch,Sight,Touch,Perception,peek,touch,1,1,1,2,5,1,3,1,1,1,1,1,4,1,2,1,1,4,1,2,1,1,2,1,1,2,2,6,1,4,,2,2,1,1,2,1,5,1,3,1,7,1,1,1,1,5,1.407407407
Sight,Amodal,Sight,Mental,Perception,peek,understand,2,3,2,5,3,1,2,1,2,1,2,1,4,1,1,2,1,5,2,2,1,1,2,1,1,5,2,3,2,1,,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1.518518519
Sight,Sight,Sight,Sight,Perception,peek,view,4,7,5,4,4,4,2,7,6,3,1,2,6,2,3,5,4,6,5,5,6,7,4,2,2,2,6,6,3,6,,4,4,1,4,3,1,6,4,5,4,4,5,7,3,1,3,5.230769231
Sight,Sight,Sight,Sight,Perception,peek,watch,3,7,4,5,3,4,3,6,1,3,4,1,5,4,3,2,4,6,5,3,5,4,4,2,3,3,5,5,4,6,,4,4,6,3,5,2,6,2,3,4,1,5,4,3,2,4,4.392857143
Sight,Amodal,Sight,Amodal,Perception,peer,perceive,2,3,4,6,5,4,1,5,4,6,6,1,6,2,1,1,3,5,3,3,2,1,2,2,2,4,6,5,1,3,,1,2,5,1,3,4,5,1,1,1,4,2,4,4,1,7,2.925925926
Sight,Touch,Sight,Touch,Perception,peer,pet,1,1,1,1,4,1,5,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,,1,1,1,1,2,1,1,1,3,1,7,1,1,1,1,3,1.423076923
Sight,Touch,Sight,Touch,Perception,peer,pinch,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,2,1,7,1,1,1,1,5,1.466666667
Sight,Amodal,Sight,Mental,Perception,peer,plan,4,1,2,2,2,2,3,1,1,1,1,1,4,1,1,1,1,2,3,1,1,1,2,1,1,1,3,4,2,1,,1,1,2,1,2,1,4,1,1,1,7,1,1,2,1,1,1.518518519
Sight,Touch,Sight,Touch,Perception,peer,prod,2,5,1,1,2,2,3,1,3,1,1,1,5,1,1,1,1,2,3,2,3,1,2,1,1,1,2,4,3,1,,1,1,1,1,3,2,1,1,5,5,7,1,1,1,1,3,1.777777778
Sight,Amodal,Sight,Amodal,Perception,peer,question,1,1,2,6,5,4,2,1,5,1,1,1,4,3,1,1,1,4,3,1,1,3,2,1,3,1,1,5,1,1,,1,1,1,1,2,2,4,1,4,1,7,1,3,3,3,1,2
Sight,Amodal,Sight,Amodal,Perception,peer,recognize,3,3,4,5,3,3,4,4,2,2,4,1,6,2,1,1,1,5,3,1,1,1,2,2,2,3,4,5,2,2,,2,1,5,1,3,1,5,1,3,3,7,1,1,2,2,5,2.769230769
Sight,Amodal,Sight,Mental,Perception,peer,recollect,1,4,2,1,5,1,3,1,3,1,1,1,3,2,1,1,1,3,2,2,1,1,3,1,2,1,3,4,2,1,,1,1,1,1,2,1,5,1,3,1,7,1,1,2,2,2,1.407407407
Sight,Amodal,Sight,Mental,Perception,peer,remember,1,1,3,1,2,2,4,1,2,1,1,1,5,1,2,1,2,3,2,2,1,1,2,1,1,4,1,5,1,1,,2,1,5,1,3,1,4,1,1,1,7,2,1,2,1,1,1.678571429
Sight,Touch,Sight,Touch,Perception,peer,rub,1,1,1,2,5,2,3,1,1,1,1,1,3,1,1,1,1,2,3,2,1,1,2,1,1,1,1,3,1,1,,1,1,3,1,3,1,1,1,2,1,7,1,7,2,1,7,1.592592593
Sight,Sight,Sight,Sight,Perception,peer,scan,5,5,4,7,4,2,5,4,2,3,1,2,6,4,1,1,5,4,4,5,5,2,4,3,3,3,4,5,4,4,,2,4,5,3,5,1,6,3,4,4,1,5,4,3,2,2,4.185185185
Sight,Touch,Sight,Touch,Perception,peer,scrape,1,1,1,4,1,3,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,5,1.32
Sight,Amodal,Sight,Amodal,Perception,peer,scrutinize,4,5,4,6,4,7,2,5,3,6,5,1,5,2,2,4,6,5,6,3,2,1,4,3,4,5,2,5,3,5,,4,3,5,4,1,3,6,2,5,1,7,4,7,4,2,7,3.615384615
Sight,Amodal,Sight,Amodal,Perception,peer,search,3,3,4,4,3,6,4,5,2,5,1,1,6,3,6,4,3,6,5,2,6,1,2,3,2,3,6,5,3,6,,3,3,5,1,3,2,3,2,,4,7,4,7,1,1,6,4.192307692
Sight,Sight,Sight,Sight,Perception,peer,see,5,5,4,5,7,3,2,7,6,6,5,1,6,6,3,4,6,7,6,2,6,3,5,4,2,6,7,6,4,6,,4,5,5,5,5,5,6,6,4,7,4,6,7,4,3,6,5
Sight,Sight,Sight,Sight,Perception,peer,spot,3,3,4,1,5,4,1,4,5,6,1,4,6,3,6,5,2,6,4,2,5,1,4,2,2,4,7,4,3,3,,2,2,6,2,4,2,6,2,2,6,1,7,7,3,2,3,3.7
Sight,Sight,Sight,Sight,Perception,peer,stare,1,7,7,1,5,5,4,6,6,2,3,2,6,5,1,5,6,5,6,2,3,3,4,3,3,6,7,6,5,1,,6,5,1,6,7,4,7,6,4,6,7,4,3,3,1,6,4.423076923
Sight,Touch,Sight,Touch,Perception,peer,stroke,1,1,1,1,2,2,4,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,2,1,1,1,1,4,1,1,,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,7,1.633333333
Sight,Amodal,Sight,Amodal,Perception,peer,study,2,4,4,6,2,5,4,6,3,7,1,1,6,1,1,4,7,5,3,3,3,1,5,1,2,4,7,5,4,5,,3,1,1,1,3,3,6,2,2,2,7,1,4,3,1,7,3.307692308
Sight,Touch,Sight,Touch,Perception,peer,tap,1,1,1,2,5,2,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1.740740741
Sight,Amodal,Sight,Mental,Perception,peer,think,1,1,3,4,4,4,3,1,3,1,1,1,4,1,2,2,5,5,2,1,1,1,1,1,1,3,1,4,3,1,,1,1,1,1,2,2,1,1,1,1,7,1,1,1,1,4,1.923076923
Sight,Touch,Sight,Touch,Perception,peer,tickle,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1.333333333
Sight,Amodal,Sight,Mental,Perception,peer,tolerate,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.423076923
Sight,Touch,Sight,Touch,Perception,peer,touch,2,2,4,4,4,2,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,2,2,2,2,3,1,5,1,3,,1,1,1,1,4,2,4,1,6,1,1,1,1,2,,6,1.615384615
Sight,Amodal,Sight,Mental,Perception,peer,understand,1,1,3,5,3,3,4,1,1,4,4,1,5,1,2,2,4,6,3,1,1,1,2,1,2,7,3,4,2,1,,1,1,1,1,3,2,4,1,2,1,7,1,1,3,1,3,2.214285714
Sight,Sight,Sight,Sight,Perception,peer,view,5,7,4,6,5,5,1,7,6,3,3,2,6,5,2,3,4,5,5,4,3,6,5,7,4,2,5,6,4,5,,4,6,1,3,6,2,7,5,3,3,5,6,7,3,2,5,4.285714286
Sight,Sight,Sight,Sight,Perception,peer,watch,5,7,5,5,6,6,5,4,6,4,1,4,6,1,6,1,4,6,5,4,3,3,4,3,5,6,5,6,3,5,,4,6,1,4,5,3,6,6,5,7,7,7,7,4,2,7,5.346153846
Amodal,Touch,Amodal,Touch,Perception,perceive,pet,1,1,3,1,5,1,2,1,2,1,1,1,5,2,1,1,1,1,3,1,1,1,2,2,1,1,3,5,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1.777777778
Amodal,Touch,Amodal,Touch,Perception,perceive,pinch,1,1,4,1,5,1,1,3,1,1,1,1,5,2,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,,1,1,1,1,1,1,1,1,4,1,5,1,4,1,1,5,1.846153846
Amodal,Amodal,Amodal,Mental,Perception,perceive,plan,2,3,3,1,3,2,5,3,2,1,1,1,5,2,1,2,1,4,3,2,1,1,2,1,1,5,1,6,4,3,,1,1,1,1,3,5,3,1,4,1,5,1,1,6,3,1,2.555555556
Amodal,Touch,Amodal,Touch,Perception,perceive,prod,4,1,2,1,3,1,6,2,2,1,1,1,5,2,2,1,1,1,3,1,1,1,2,1,1,1,1,5,1,1,,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,2,2.148148148
Amodal,Amodal,Amodal,Amodal,Perception,perceive,question,1,3,4,2,5,5,4,2,2,1,6,1,5,5,7,2,1,5,6,2,1,1,2,1,2,6,6,6,4,4,,2,2,5,1,3,7,6,1,4,5,5,4,1,4,3,1,2.740740741
Amodal,Amodal,Amodal,Amodal,Perception,perceive,recognize,3,4,5,1,6,6,4,1,5,5,4,4,6,3,3,4,4,6,6,4,4,4,4,3,5,6,6,6,5,4,,3,3,1,5,5,7,5,4,3,1,7,4,7,5,1,5,4.518518519
Amodal,Amodal,Amodal,Mental,Perception,perceive,recollect,4,2,5,5,5,5,4,1,5,5,5,4,5,3,7,2,3,6,4,2,1,1,2,2,2,5,6,6,4,3,,4,3,5,3,3,4,4,3,3,1,1,3,5,1,4,5,3.296296296
Amodal,Amodal,Amodal,Mental,Perception,perceive,remember,2,4,5,3,4,5,4,4,5,3,4,4,6,3,1,2,2,5,4,2,3,1,2,2,1,6,6,6,4,4,,2,2,5,2,3,3,5,1,4,1,5,4,1,4,3,5,2.84
Amodal,Touch,Amodal,Touch,Perception,perceive,rub,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,1,2,1,5,1,1,,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,7,2.222222222
Amodal,Sight,Amodal,Sight,Perception,perceive,scan,3,3,5,1,6,5,5,1,5,4,1,1,6,1,6,1,4,6,5,2,4,1,5,2,2,3,3,5,4,5,,1,2,1,2,2,6,4,1,1,1,1,1,4,3,2,6,3.481481481
Amodal,Touch,Amodal,Touch,Perception,perceive,scrape,1,1,3,1,4,2,4,1,1,1,1,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,6,1.461538462
Amodal,Amodal,Amodal,Amodal,Perception,perceive,scrutinize,5,7,6,2,1,5,2,6,6,1,4,1,5,5,1,7,3,4,4,2,3,3,4,5,4,2,5,6,2,3,,4,2,5,3,4,3,5,1,4,7,4,1,4,5,3,6,2.76
Amodal,Amodal,Amodal,Amodal,Perception,perceive,search,3,3,5,1,5,4,4,1,6,4,3,1,5,2,7,3,4,6,5,1,1,1,3,2,3,7,2,4,3,1,,1,1,1,4,3,4,2,1,4,1,4,2,1,2,3,5,3.115384615
Amodal,Sight,Amodal,Sight,Perception,perceive,see,6,4,7,6,5,7,4,4,6,7,5,4,6,5,3,5,7,6,6,3,3,6,6,2,2,6,4,6,4,4,,5,5,5,6,3,5,6,6,5,5,7,3,7,5,1,7,4.769230769
Amodal,Sight,Amodal,Sight,Perception,perceive,spot,6,5,4,1,3,1,5,3,6,3,4,1,5,3,2,5,1,4,4,2,1,3,2,3,1,1,1,4,3,1,,4,1,5,2,3,1,4,2,5,1,7,,4,4,2,6,3.3
Amodal,Sight,Amodal,Sight,Perception,perceive,stare,4,2,4,6,4,4,2,3,2,3,1,3,5,2,6,5,4,5,4,2,1,3,3,2,2,2,4,5,2,1,,2,1,6,1,3,4,4,4,1,1,1,2,4,4,1,6,3.37037037
Amodal,Touch,Amodal,Touch,Perception,perceive,stroke,1,1,4,1,5,1,3,1,1,1,1,1,4,1,1,1,1,2,3,1,1,1,2,1,1,1,1,5,1,1,,1,1,1,1,1,2,1,1,1,1,3,1,1,3,1,7,1.75
Amodal,Amodal,Amodal,Amodal,Perception,perceive,study,4,2,5,5,5,4,5,4,5,1,3,1,5,3,1,3,4,5,5,2,3,1,4,2,3,4,3,6,4,4,,3,3,4,4,6,2,5,1,4,6,4,3,4,4,5,5,3.7
Amodal,Touch,Amodal,Touch,Perception,perceive,tap,1,1,2,1,3,1,6,1,1,1,3,1,5,1,1,1,1,1,3,2,1,1,1,1,1,1,1,5,1,2,,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,5,1.96
Amodal,Amodal,Amodal,Mental,Perception,perceive,think,6,6,7,4,5,6,3,4,6,6,4,1,4,5,6,6,1,6,5,2,3,2,4,5,2,3,7,6,4,5,,6,4,5,5,4,6,6,2,3,4,1,7,3,6,3,3,4.307692308
Amodal,Touch,Amodal,Touch,Perception,perceive,tickle,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1.807692308
Amodal,Amodal,Amodal,Mental,Perception,perceive,tolerate,1,1,1,5,4,2,5,4,1,1,1,1,4,2,2,1,1,1,4,1,1,1,2,2,1,4,2,5,2,1,,1,1,1,1,1,2,6,1,1,1,4,2,3,3,1,1,1.44
Amodal,Touch,Amodal,Touch,Perception,perceive,touch,2,4,5,5,5,1,5,4,3,1,5,1,5,4,7,1,2,2,4,4,5,1,3,3,2,1,3,6,3,5,,2,2,3,1,4,3,1,2,3,1,7,1,1,5,1,7,2.653846154
Amodal,Amodal,Amodal,Mental,Perception,perceive,understand,6,4,7,5,6,7,6,1,5,5,6,7,6,5,6,4,4,6,6,3,5,4,4,3,5,7,7,7,4,6,,5,6,1,6,6,4,6,4,5,4,7,,7,6,6,3,5.115384615
Amodal,Sight,Amodal,Sight,Perception,perceive,view,6,4,4,5,5,5,3,4,3,4,6,1,5,5,6,6,4,6,5,2,3,4,3,5,3,2,4,6,3,5,,4,3,6,3,4,1,4,4,4,5,4,4,4,6,2,7,4.37037037
Amodal,Sight,Amodal,Sight,Perception,perceive,watch,6,4,5,6,4,5,5,1,5,6,3,4,6,2,6,6,3,6,5,3,1,3,2,3,1,4,5,5,3,6,,2,4,7,1,3,6,4,4,4,1,6,4,1,5,1,7,4.307692308
Touch,Touch,Touch,Touch,Perception,pet,pinch,1,5,3,4,3,1,1,2,6,1,1,1,5,2,1,6,2,4,2,1,5,1,1,2,2,2,2,5,3,2,,2,2,7,1,5,1,5,1,3,3,4,4,1,3,1,1,2.555555556
Touch,Amodal,Touch,Mental,Perception,pet,plan,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,,1,1,1,1,3,1,1,1,1,1,7,1,1,2,1,1,1.821428571
Touch,Touch,Touch,Touch,Perception,pet,prod,1,7,3,5,4,2,2,3,6,1,3,1,5,3,1,6,3,3,2,2,1,1,2,4,3,2,3,5,4,1,,3,2,1,1,3,2,6,1,4,4,5,4,1,1,4,1,3.076923077
Touch,Amodal,Touch,Amodal,Perception,pet,question,1,1,1,2,4,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1.5
Touch,Amodal,Touch,Amodal,Perception,pet,recognize,1,1,1,2,6,1,1,1,2,1,1,1,3,2,1,1,1,1,2,2,1,3,1,1,1,1,1,5,1,1,,1,1,1,1,2,1,1,1,2,1,7,1,1,2,1,4,1.692307692
Touch,Amodal,Touch,Mental,Perception,pet,recollect,1,7,1,3,2,1,1,1,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,1,1,1,1,7,1,1,1,1,1,2.066666667
Touch,Amodal,Touch,Mental,Perception,pet,remember,1,1,1,1,4,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,,1,1,1,1,2,1,1,1,1,1,7,1,1,2,1,1,1.538461538
Touch,Touch,Touch,Touch,Perception,pet,rub,4,4,5,4,4,1,3,4,7,5,5,2,5,3,1,7,6,6,5,4,4,1,6,2,4,4,7,6,3,3,,3,5,5,4,6,1,7,5,6,7,7,5,7,5,5,6,4.766666667
Touch,Sight,Touch,Sight,Perception,pet,scan,1,1,2,1,4,1,5,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,1,2,1,2,5,1,1,,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,6,1.363636364
Touch,Touch,Touch,Touch,Perception,pet,scrape,1,1,2,4,2,1,3,1,6,1,1,1,5,1,1,2,1,2,2,1,1,1,1,1,3,1,2,3,2,1,,1,3,1,1,1,1,5,1,5,4,7,4,1,1,1,3,2
Touch,Amodal,Touch,Amodal,Perception,pet,scrutinize,1,1,3,1,4,1,1,1,2,1,3,1,5,1,1,1,1,2,1,1,1,1,2,1,1,1,2,5,3,1,,1,1,1,1,3,1,1,1,3,1,7,1,1,1,1,4,1.5
Touch,Amodal,Touch,Amodal,Perception,pet,search,1,1,1,1,1,1,3,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,6,3,1,,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,3,1.538461538
Touch,Sight,Touch,Sight,Perception,pet,see,1,1,2,4,5,1,7,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,2,1,2,1,2,6,1,1,,1,1,1,1,2,1,1,1,2,1,5,1,1,1,1,3,1.423076923
Touch,Sight,Touch,Sight,Perception,pet,spot,1,1,1,1,5,1,3,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,2,1,1,2,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1.296296296
Touch,Sight,Touch,Sight,Perception,pet,stare,1,1,1,1,3,2,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,,1,1,1,1,2,1,1,1,2,1,6,1,1,1,1,5,1.730769231
Touch,Touch,Touch,Touch,Perception,pet,stroke,1,4,3,7,7,6,3,7,7,5,7,3,6,7,1,6,7,6,7,6,4,4,6,7,7,4,7,7,4,3,,7,6,7,6,4,5,7,7,6,4,7,7,7,5,1,7,5.033333333
Touch,Amodal,Touch,Amodal,Perception,pet,study,1,2,2,1,4,1,4,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,1,1,1,4,6,1,1,,1,1,1,1,2,5,3,1,2,1,6,2,1,1,1,3,1.64
Touch,Touch,Touch,Touch,Perception,pet,tap,1,3,4,2,6,1,2,1,6,3,4,1,5,3,1,4,4,6,4,2,6,1,6,2,2,2,3,6,4,1,,3,3,6,1,5,1,6,4,5,7,1,5,4,1,2,2,4.076923077
Touch,Amodal,Touch,Mental,Perception,pet,think,1,1,3,5,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,3,1,1,1,1,7,1,1,1,1,1,1.555555556
Touch,Touch,Touch,Touch,Perception,pet,tickle,6,7,4,5,6,5,1,2,7,1,1,1,5,2,1,1,3,4,4,2,4,1,4,2,1,1,3,5,3,3,,1,3,1,2,3,1,6,5,5,4,5,6,3,1,1,5,3.740740741
Touch,Amodal,Touch,Mental,Perception,pet,tolerate,1,1,1,1,4,1,6,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2.074074074
Touch,Touch,Touch,Touch,Perception,pet,touch,6,6,5,4,5,5,2,4,6,6,7,7,6,5,5,5,4,7,5,3,6,1,4,3,3,3,5,6,3,1,,6,4,7,5,4,4,6,4,5,4,6,7,7,3,4,5,4.5
Touch,Amodal,Touch,Mental,Perception,pet,understand,4,1,1,2,3,1,1,1,2,1,1,1,4,1,1,1,1,1,3,2,1,1,2,1,2,1,1,5,1,1,,1,1,1,1,2,1,1,1,1,1,7,1,1,2,1,1,1.538461538
Touch,Sight,Touch,Sight,Perception,pet,view,1,1,1,2,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,1,1,,1,1,4,1,4,1,1,1,1,1,7,1,1,1,1,5,1.423076923
Touch,Sight,Touch,Sight,Perception,pet,watch,1,1,1,1,3,1,2,1,2,1,1,1,5,1,1,1,1,1,2,2,4,2,2,1,1,1,1,3,1,1,,1,1,1,1,3,2,1,1,2,1,5,1,1,1,1,6,1.666666667
Touch,Amodal,Touch,Mental,Perception,pinch,plan,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1.407407407
Touch,Touch,Touch,Touch,Perception,pinch,prod,1,6,4,6,5,5,2,3,7,1,7,2,6,4,1,6,2,3,4,3,5,1,5,2,2,2,4,5,5,4,,4,3,6,1,3,1,6,1,4,4,5,6,1,3,2,5,2.807692308
Touch,Amodal,Touch,Amodal,Perception,pinch,question,1,1,2,2,5,2,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,5,1.518518519
Touch,Amodal,Touch,Amodal,Perception,pinch,recognize,1,1,3,1,4,2,1,1,1,1,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,5,1.607142857
Touch,Amodal,Touch,Mental,Perception,pinch,recollect,1,1,1,1,4,2,2,1,2,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.222222222
Touch,Amodal,Touch,Mental,Perception,pinch,remember,1,7,1,1,2,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.966666667
Touch,Touch,Touch,Touch,Perception,pinch,rub,1,6,2,3,5,3,2,2,7,1,7,1,5,2,6,7,2,5,2,3,3,1,1,1,1,1,5,5,2,3,,2,3,5,1,6,1,6,1,5,4,3,4,1,1,1,4,2.814814815
