C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av
Sound,Sound,Sanim,Sinanim,Emission,bark,beep,1,3,4,4,4,5,2,1,3,1,2,,4,2,2,1,2,5,4,1,1,1,1,1,1,1,1,5,4,1,1,2,1,1,1,3,5,4,1,1,1,1,2,1,2,1,2,2.351351351
Sound,Sound,Sanim,Sanim,Emission,bark,bellow,1,5,5,6,5,3,1,3,5,5,7,,4,2,2,2,5,5,5,4,4,1,5,6,2,3,6,5,5,3,3,4,3,5,3,5,6,6,1,4,4,7,4,4,3,1,5,4.705882353
Sound,Light,Sanim,Light,Emission,bark,blaze,1,1,1,2,2,4,2,1,1,1,1,,2,1,1,1,2,1,1,3,1,3,2,1,2,1,3,3,2,1,1,1,1,2,1,3,2,1,1,1,1,6,1,1,1,1,5,2.184210526
Sound,Light,Sanim,Light,Emission,bark,blink,1,1,4,1,3,6,1,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,2,1.657894737
Sound,Sound,Sanim,Sinanim,Emission,bark,boom,2,3,4,4,4,4,1,2,6,1,5,,5,1,5,1,4,4,4,3,1,2,4,2,3,3,5,5,4,1,1,1,1,1,1,,3,4,1,1,1,6,1,4,3,1,5,4.228571429
Sound,Sound,Sanim,Sinanim,Emission,bark,buzz,1,2,3,4,3,2,1,3,4,1,6,,4,2,2,1,2,4,1,2,6,1,1,1,2,2,3,5,3,1,1,2,1,1,1,3,3,4,1,3,1,7,3,1,3,1,2,2.6
Sound,Sound,Sanim,Sinanim,Emission,bark,chime,2,3,4,2,3,1,2,2,1,1,1,,3,1,1,1,3,2,1,2,3,1,2,2,1,1,2,4,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,2,2.289473684
Sound,Sound,Sanim,Sinanim,Emission,bark,clang,1,3,4,3,2,6,2,3,1,1,2,,4,1,6,1,2,4,2,2,1,1,2,2,1,1,2,5,2,1,1,1,2,1,1,3,7,4,1,1,1,4,1,2,3,1,5,2.783783784
Sound,Sound,Sanim,Sinanim,Emission,bark,clank,1,4,4,2,3,5,2,1,1,3,4,,4,1,1,1,2,3,4,2,1,1,3,5,1,1,1,4,2,1,1,1,1,1,1,2,1,4,1,2,1,7,1,1,1,1,3,2.243243243
Sound,Sound,Sanim,Sinanim,Emission,bark,click,1,3,4,3,1,4,2,1,1,1,1,,3,1,1,1,2,4,3,2,1,1,2,1,1,2,3,4,4,1,1,1,1,1,1,3,1,4,1,2,1,1,1,1,3,1,1,1.921052632
Sound,Sound,Sanim,Sinanim,Emission,bark,crackle,1,3,3,2,4,4,2,2,1,1,2,,4,1,2,1,2,1,2,2,1,1,2,1,2,1,2,3,3,1,1,1,2,1,1,3,4,4,1,2,1,1,1,1,2,1,1,2.394736842
Sound,Sound,Sanim,Sinanim,Emission,bark,creak,1,4,4,4,1,3,2,2,1,1,5,,4,2,1,2,2,3,2,2,1,1,2,1,2,1,2,4,1,1,1,1,1,1,1,3,1,4,1,1,1,1,2,1,2,1,3,2.444444444
Sound,Sound,Sanim,Sinanim,Emission,bark,crunch,1,3,3,3,2,4,1,2,1,1,2,,3,1,1,1,2,2,3,3,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3,1,3,1.828571429
Sound,Light,Sanim,Light,Emission,bark,flare,1,1,4,4,5,4,3,1,1,1,1,,3,1,2,1,1,1,3,3,1,3,2,1,1,1,1,4,3,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,1,3,2.166666667
Sound,Light,Sanim,Light,Emission,bark,flash,1,1,4,4,1,7,3,2,1,1,1,,2,1,1,1,4,3,3,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,6,2.088235294
Sound,Light,Sanim,Light,Emission,bark,flicker,1,1,2,1,1,2,3,3,1,1,1,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1.868421053
Sound,Light,Sanim,Light,Emission,bark,gleam,1,1,1,3,2,2,1,2,1,1,1,,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1.864864865
Sound,Light,Sanim,Light,Emission,bark,glimmer,1,1,1,3,4,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.8
Sound,Light,Sanim,Light,Emission,bark,glint,1,1,2,3,2,4,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,2,1,3,1.763157895
Sound,Light,Sanim,Light,Emission,bark,glisten,1,1,1,3,5,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.567567568
Sound,Light,Sanim,Light,Emission,bark,glitter,1,1,1,2,1,3,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.763157895
Sound,Light,Sanim,Light,Emission,bark,glow,1,1,1,3,4,1,1,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2.027027027
Sound,Sound,Sanim,Sanim,Emission,bark,groan,1,3,4,5,5,1,4,1,2,1,5,,5,2,1,2,2,4,3,1,1,1,3,3,2,2,5,4,3,2,2,3,1,1,1,4,1,6,1,3,1,1,4,4,3,1,3,3.235294118
Sound,Sound,Sanim,Sanim,Emission,bark,growl,6,4,5,4,6,3,4,6,6,5,5,,5,3,1,5,3,5,3,2,7,2,4,6,5,4,7,6,5,4,4,5,2,6,3,5,7,7,2,4,4,3,5,7,4,1,5,4.594594595
Sound,Sound,Sanim,Sanim,Emission,bark,grumble,1,3,3,4,3,1,4,2,6,1,4,,4,1,1,1,2,4,2,4,2,1,2,2,2,3,4,5,4,1,4,2,3,1,1,4,3,5,1,2,4,1,4,4,2,1,2,3.277777778
Sound,Sound,Sanim,Sanim,Emission,bark,grunt,3,4,5,4,3,4,2,2,4,1,3,,4,3,1,4,3,5,2,3,1,2,2,2,2,3,3,5,5,2,3,4,3,1,2,4,4,6,1,2,1,1,2,4,3,1,5,3.777777778
Sound,Sound,Sanim,Sinanim,Emission,bark,gurgle,1,3,3,4,2,1,1,1,6,1,6,,4,2,1,2,2,3,1,3,1,1,1,1,1,2,3,3,3,2,2,2,1,1,1,4,2,4,1,1,1,1,1,1,3,1,1,2.171428571
Sound,Sound,Sanim,Sinanim,Emission,bark,hiss,1,3,3,5,4,3,2,2,3,5,5,,4,2,1,2,3,3,1,2,3,1,1,2,2,2,5,4,1,1,1,1,2,1,1,3,5,5,1,4,4,1,2,1,3,1,3,2.742857143
Sound,Sound,Sanim,Sanim,Emission,bark,howl,5,3,5,6,5,3,4,5,6,6,6,,5,6,2,6,5,5,5,5,7,3,4,5,4,3,6,6,5,6,1,5,3,1,4,4,7,7,3,5,5,1,7,4,4,1,6,5.189189189
Sound,Sound,Sanim,Sanim,Emission,bark,moan,1,3,4,4,4,1,3,2,6,1,6,,5,2,1,2,2,4,3,2,3,1,3,4,2,2,4,5,3,2,3,2,1,1,1,3,2,6,1,5,1,3,4,1,3,1,1,2.72972973
Sound,Sound,Sanim,Sanim,Emission,bark,mutter,2,4,4,5,5,1,2,2,6,1,3,,5,2,1,4,2,4,2,2,2,1,2,2,2,2,3,4,4,2,3,2,2,1,1,3,4,5,1,2,1,1,3,4,3,1,2,2.486486486
Sound,Light,Sanim,Light,Emission,bark,shimmer,1,1,1,4,4,1,1,1,1,1,1,,3,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.567567568
Sound,Light,Sanim,Light,Emission,bark,shine,1,1,2,4,3,2,3,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.432432432
Sound,Sound,Sanim,Sanim,Emission,bark,shout,2,4,6,5,6,6,3,2,6,5,6,,5,5,3,4,5,5,5,3,5,3,4,5,3,5,4,6,4,3,4,3,1,3,1,5,6,4,1,6,3,7,5,4,5,1,5,5.205882353
Sound,Sound,Sanim,Sinanim,Emission,bark,sizzle,1,3,4,5,4,2,3,1,1,1,1,,3,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,2,1,1,1.810810811
Sound,Light,Sanim,Light,Emission,bark,sparkle,1,1,2,2,5,4,1,2,1,1,1,,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1.833333333
Sound,Sound,Sanim,Sanim,Emission,bark,squawk,1,4,5,6,4,5,5,3,7,3,5,,5,1,1,2,4,5,5,3,3,2,4,5,3,2,4,5,5,2,3,3,2,1,1,4,5,6,3,4,1,7,4,4,3,1,5,3.756756757
Sound,Sound,Sanim,Sinanim,Emission,bark,squeak,1,3,4,4,2,3,3,2,6,1,5,,4,2,1,2,3,5,4,2,2,1,2,2,2,2,4,5,5,2,3,2,2,1,1,1,4,6,1,3,1,1,2,4,3,1,1,3.184210526
Sound,Sound,Sanim,Sinanim,Emission,bark,twang,1,3,4,4,3,4,3,1,1,3,3,,3,1,2,1,2,4,4,2,1,1,3,2,1,1,1,4,1,1,1,1,2,1,1,2,2,4,1,2,1,4,1,1,2,1,3,2.194444444
Sound,Light,Sanim,Light,Emission,bark,twinkle,1,1,1,2,2,3,2,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1.342857143
Sound,Sound,Sanim,Sanim,Emission,bark,wail,1,4,4,5,4,3,2,5,6,4,6,,5,2,6,2,4,4,4,3,2,1,2,4,2,3,4,5,4,4,1,2,2,1,1,3,7,6,1,5,2,1,3,4,3,1,5,3.210526316
Sound,Sound,Sanim,Sanim,Emission,bark,whimper,1,4,4,2,5,3,1,1,5,3,2,,5,2,1,2,2,4,3,3,3,1,4,3,2,2,5,5,4,2,3,4,1,1,1,2,7,6,2,2,1,1,1,5,4,1,4,2.945945946
Sound,Sound,Sanim,Sanim,Emission,bark,whisper,1,3,3,3,1,1,1,1,1,1,5,,4,2,1,2,2,3,2,2,4,1,1,2,1,1,3,3,1,1,3,2,1,1,1,1,2,5,1,3,1,1,1,4,2,1,2,1.868421053
Sound,Sound,Sanim,Sanim,Emission,bark,yelp,5,5,6,5,6,5,5,3,7,5,7,,6,7,6,2,4,5,5,6,7,1,4,5,5,3,7,6,4,4,3,5,4,1,3,5,7,7,3,5,5,7,6,4,5,3,3,5.352941176
Sound,Sound,Sinanim,Sanim,Emission,beep,bellow,1,3,4,4,3,2,1,1,1,2,1,,4,1,1,1,2,3,1,3,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,3,5,1,3,1,1,1,1,3,1,1,2.085714286
Sound,Light,Sinanim,Light,Emission,beep,blaze,1,1,2,2,4,4,3,1,1,1,1,,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1.538461538
Sound,Light,Sinanim,Light,Emission,beep,blink,1,1,4,3,4,4,2,1,2,1,1,,4,2,2,3,3,3,5,1,1,1,2,2,2,2,1,4,5,1,1,1,1,1,1,3,1,1,1,2,1,7,1,1,1,1,7,1.85
Sound,Sound,Sinanim,Sinanim,Emission,beep,boom,1,3,4,4,5,5,2,1,6,1,2,,5,1,1,2,2,6,2,2,1,1,2,2,2,2,2,4,3,1,1,1,2,1,1,2,4,5,1,2,1,1,1,1,3,1,2,2.794871795
Sound,Sound,Sinanim,Sinanim,Emission,beep,buzz,1,4,3,7,5,1,3,2,6,1,7,,5,2,2,3,4,6,4,2,4,1,4,2,3,2,4,5,4,1,1,1,3,1,1,2,5,7,1,4,7,1,5,1,4,6,3,3.75
Sound,Sound,Sinanim,Sinanim,Emission,beep,chime,1,3,5,4,5,1,2,2,3,1,6,,5,3,1,3,3,4,3,2,5,1,5,2,3,1,3,4,4,3,3,2,3,1,1,5,4,5,1,4,2,4,5,4,3,1,5,3.923076923
Sound,Sound,Sinanim,Sinanim,Emission,beep,clang,1,4,3,4,4,5,3,2,4,1,4,,5,2,1,1,2,4,3,2,1,1,4,1,1,2,1,4,2,1,1,1,1,1,1,3,2,5,1,4,1,1,4,4,2,1,3,2.75
Sound,Sound,Sinanim,Sinanim,Emission,beep,clank,1,3,4,3,4,5,2,1,3,1,5,,5,2,6,1,2,5,4,2,1,1,4,1,1,1,2,5,4,1,1,1,2,1,2,4,1,5,1,3,1,1,5,1,3,1,3,2.35
Sound,Sound,Sinanim,Sinanim,Emission,beep,click,1,3,5,4,4,4,2,2,7,1,3,,5,1,3,2,3,3,4,2,4,1,3,1,2,3,1,5,4,1,2,2,3,1,1,2,5,6,1,2,1,1,4,1,2,2,4,3.282051282
Sound,Sound,Sinanim,Sinanim,Emission,beep,crackle,1,4,2,4,2,4,2,1,1,1,3,,5,1,1,1,2,2,2,2,2,1,2,1,2,1,1,3,4,1,1,1,2,1,1,3,2,5,1,1,1,1,1,1,1,1,4,2.1
Sound,Sound,Sinanim,Sinanim,Emission,beep,creak,2,3,3,4,4,1,3,2,6,1,3,,5,2,1,5,3,2,4,2,1,1,1,1,1,1,3,5,4,1,1,1,2,1,1,4,1,6,2,2,2,7,2,1,3,1,1,2.275
Sound,Sound,Sinanim,Sinanim,Emission,beep,crunch,1,2,2,4,4,3,2,1,1,1,1,,5,1,1,1,2,3,1,2,1,1,2,1,1,1,1,4,3,1,1,1,1,1,1,1,2,5,1,2,1,1,1,1,1,1,1,2.358974359
Sound,Light,Sinanim,Light,Emission,beep,flare,1,1,2,3,1,4,2,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1.666666667
Sound,Light,Sinanim,Light,Emission,beep,flash,1,1,4,3,3,4,2,1,1,1,1,,3,1,1,5,2,3,4,2,1,2,1,2,1,1,1,5,4,1,1,1,1,1,1,4,2,1,1,2,1,7,1,1,1,1,5,2.076923077
Sound,Light,Sinanim,Light,Emission,beep,flicker,1,1,4,2,4,2,6,1,1,1,1,,2,1,2,2,1,2,3,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,2,1.825
Sound,Light,Sinanim,Light,Emission,beep,gleam,1,1,1,2,1,2,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,6,2.051282051
Sound,Light,Sinanim,Light,Emission,beep,glimmer,1,1,3,5,3,1,3,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,6,1.641025641
Sound,Light,Sinanim,Light,Emission,beep,glint,1,1,1,4,4,4,2,1,1,1,1,,2,1,5,1,2,1,3,2,1,2,2,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,7,1,2,1,1,6,2.179487179
Sound,Light,Sinanim,Light,Emission,beep,glisten,1,1,1,5,4,4,1,1,1,1,1,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1.525
Sound,Light,Sinanim,Light,Emission,beep,glitter,1,1,1,4,3,2,2,1,1,1,1,,4,2,1,1,2,1,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,6,1,1,1,1,4,1.789473684
Sound,Light,Sinanim,Light,Emission,beep,glow,1,1,1,2,5,1,1,1,1,1,1,,2,1,2,1,2,2,3,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1.897435897
Sound,Sound,Sinanim,Sanim,Emission,beep,groan,1,2,3,2,4,3,3,1,1,1,1,,4,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,3,1,1,2.052631579
Sound,Sound,Sinanim,Sanim,Emission,beep,growl,1,2,3,3,3,1,2,1,1,1,5,,4,1,1,1,2,4,2,2,1,1,2,1,1,1,2,3,2,1,1,2,1,1,1,2,3,4,1,1,1,2,1,1,1,1,1,2.131578947
Sound,Sound,Sinanim,Sanim,Emission,beep,grumble,1,3,3,2,3,1,2,1,1,1,1,,4,2,1,1,2,3,1,2,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,3,2,4,1,1,1,3,1,1,2,1,1,1.868421053
Sound,Sound,Sinanim,Sanim,Emission,beep,grunt,1,3,4,2,4,1,3,1,1,1,2,,5,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,4,1,1,1,3,3,1,3,1,2,2.363636364
Sound,Sound,Sinanim,Sinanim,Emission,beep,gurgle,2,3,4,3,5,1,1,1,1,1,2,,4,2,1,1,2,3,2,2,1,1,2,1,1,1,1,3,4,1,1,1,1,1,1,3,1,5,1,2,1,1,1,1,3,1,2,1.825
Sound,Sound,Sinanim,Sinanim,Emission,beep,hiss,1,3,3,3,4,1,3,1,1,1,5,,5,2,2,1,2,3,2,2,1,1,1,1,3,1,1,4,2,1,1,1,2,1,1,3,4,6,1,2,1,1,2,1,3,1,2,2.666666667
Sound,Sound,Sinanim,Sanim,Emission,beep,howl,1,4,3,4,5,5,1,1,1,1,2,,4,2,1,1,2,3,2,2,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,3,1,4,1,2,1,1,3,1,1,1,1,2.540540541
Sound,Sound,Sinanim,Sanim,Emission,beep,moan,1,3,3,3,4,1,2,1,1,1,3,,4,1,1,1,3,3,1,1,1,1,2,1,1,1,3,3,1,1,1,1,2,1,1,3,2,4,1,1,1,1,3,1,3,1,2,1.945945946
Sound,Sound,Sinanim,Sanim,Emission,beep,mutter,1,2,3,4,2,1,2,2,1,1,2,,3,2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,3,4,4,1,1,1,1,2,1,2,1,2,2.285714286
Sound,Light,Sinanim,Light,Emission,beep,shimmer,1,1,1,2,3,1,1,1,1,1,1,,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,6,1,1,1,1,5,1.736842105
Sound,Light,Sinanim,Light,Emission,beep,shine,1,1,1,2,3,4,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1.425
Sound,Sound,Sinanim,Sanim,Emission,beep,shout,1,3,5,5,4,6,1,2,1,1,3,,4,2,1,1,2,4,4,2,3,1,1,1,1,1,2,4,3,1,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,2.617647059
Sound,Sound,Sinanim,Sinanim,Emission,beep,sizzle,1,3,3,3,2,3,3,1,1,1,5,,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,3,2,5,1,1,1,1,1,1,2,1,1,1.675
Sound,Light,Sinanim,Light,Emission,beep,sparkle,1,1,3,4,3,2,2,1,1,1,1,,2,1,1,1,3,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,2,5,1.325
Sound,Sound,Sinanim,Sanim,Emission,beep,squawk,1,2,5,3,4,5,2,1,1,1,3,,4,1,1,1,3,3,4,2,1,1,5,1,1,1,2,5,4,1,1,1,2,6,1,3,3,4,1,2,1,1,3,4,2,1,5,2.675675676
Sound,Sound,Sinanim,Sinanim,Emission,beep,squeak,1,4,3,4,2,5,3,1,1,1,6,,5,1,1,2,5,5,5,2,1,1,4,3,2,1,3,6,5,1,4,1,3,1,1,5,4,5,3,4,1,7,5,4,2,1,6,3.15
Sound,Sound,Sinanim,Sinanim,Emission,beep,twang,1,2,3,3,1,1,1,1,1,1,1,,5,2,2,1,2,3,5,2,1,1,4,1,2,2,3,5,4,1,3,1,2,1,1,4,1,5,1,2,2,1,2,1,2,1,2,2.684210526
Sound,Light,Sinanim,Light,Emission,beep,twinkle,1,1,1,2,3,2,2,1,1,1,1,,3,1,1,1,3,2,3,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,7,1,1,1,1,6,2
Sound,Sound,Sinanim,Sanim,Emission,beep,wail,1,3,3,4,5,1,3,1,1,1,3,,4,1,1,1,2,3,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,2,1,2,2.210526316
Sound,Sound,Sinanim,Sanim,Emission,beep,whimper,1,3,3,3,3,1,2,1,1,1,3,,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,4,1,4,1,1,1,3,1,1,2,1,2,2.578947368
Sound,Sound,Sinanim,Sanim,Emission,beep,whisper,1,3,3,3,3,1,1,1,1,1,2,,4,1,1,2,2,3,1,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,2,2,4,1,3,1,7,1,1,2,1,1,1.789473684
Sound,Sound,Sinanim,Sanim,Emission,beep,yelp,1,2,5,3,3,4,3,1,2,1,6,,4,1,1,1,2,5,4,2,1,1,1,1,1,2,2,4,4,1,3,1,1,1,1,4,2,4,1,2,1,7,2,1,1,1,4,2.894736842
Sound,Light,Sanim,Light,Emission,bellow,blaze,1,1,3,2,5,5,3,1,1,1,1,,2,1,1,1,3,3,3,2,1,1,2,2,3,1,2,4,5,1,1,1,1,6,1,5,1,1,1,3,1,7,4,1,1,1,6,2.571428571
Sound,Light,Sanim,Light,Emission,bellow,blink,1,1,1,2,1,1,1,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,2,1.527777778
Sound,Sound,Sanim,Sinanim,Emission,bellow,boom,5,5,6,7,5,6,4,6,6,4,6,,5,2,1,5,7,5,6,2,1,3,7,6,5,6,7,6,6,5,7,2,6,6,1,5,7,6,2,7,5,7,3,1,3,5,7,5.108108108
Sound,Sound,Sanim,Sinanim,Emission,bellow,buzz,1,3,3,3,5,1,2,2,6,1,1,,4,1,1,1,2,5,2,2,1,2,2,2,1,1,3,5,3,1,1,2,2,1,1,3,1,4,1,2,1,3,2,1,3,1,4,2.222222222
Sound,Sound,Sanim,Sinanim,Emission,bellow,chime,1,4,3,4,4,3,3,2,2,1,1,,2,1,1,2,3,2,2,2,1,1,3,4,2,1,4,4,1,1,1,1,2,1,1,4,5,4,1,1,2,1,3,1,1,1,2,2.243243243
Sound,Sound,Sanim,Sinanim,Emission,bellow,clang,1,3,3,4,5,5,3,3,1,1,4,,4,1,1,1,2,3,3,2,1,1,5,2,1,1,1,5,3,3,1,1,2,1,1,4,2,4,1,1,1,6,1,1,1,1,5,2.72972973
Sound,Sound,Sanim,Sinanim,Emission,bellow,clank,1,3,3,4,3,5,2,1,1,1,2,,4,1,1,1,2,3,2,3,1,1,2,1,2,1,2,5,1,1,1,1,1,1,1,3,4,4,1,2,1,5,1,1,3,1,5,2.868421053
Sound,Sound,Sanim,Sinanim,Emission,bellow,click,1,2,3,4,3,1,1,2,1,1,1,,4,1,1,1,2,2,1,2,1,1,2,1,,1,1,2,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,3,1,1,1.848484848
Sound,Sound,Sanim,Sinanim,Emission,bellow,crackle,1,3,3,3,3,1,1,1,1,1,1,,4,1,1,1,2,3,2,3,1,1,1,1,1,1,3,4,4,1,1,1,2,1,1,4,4,4,1,3,1,1,1,1,1,1,1,2.428571429
Sound,Sound,Sanim,Sinanim,Emission,bellow,creak,1,3,3,5,3,1,2,1,1,1,2,,4,1,1,1,2,3,1,2,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,2.184210526
Sound,Sound,Sanim,Sinanim,Emission,bellow,crunch,1,3,4,3,2,1,2,1,1,1,1,,4,1,1,1,2,3,1,2,1,1,2,1,1,1,3,3,4,1,1,1,1,1,1,2,1,4,1,1,1,1,1,4,1,1,3,2.216216216
Sound,Light,Sanim,Light,Emission,bellow,flare,1,1,3,4,4,4,4,1,1,1,1,,1,1,1,1,4,2,4,3,1,1,6,1,1,1,3,2,4,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,5,2.702702703
Sound,Light,Sanim,Light,Emission,bellow,flash,1,1,3,3,4,4,2,1,1,1,1,,2,1,1,1,3,4,2,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2.052631579
Sound,Light,Sanim,Light,Emission,bellow,flicker,1,1,3,1,4,1,2,1,1,1,1,,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1.540540541
Sound,Light,Sanim,Light,Emission,bellow,gleam,1,1,1,2,3,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1.6
Sound,Light,Sanim,Light,Emission,bellow,glimmer,1,1,1,1,3,1,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1.485714286
Sound,Light,Sanim,Light,Emission,bellow,glint,1,1,1,3,4,1,1,1,1,1,1,,2,1,1,1,1,1,2,3,1,1,1,1,1,1,3,2,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1.540540541
Sound,Light,Sanim,Light,Emission,bellow,glisten,1,1,1,3,2,2,1,1,1,1,4,,2,1,2,1,3,1,1,2,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.794117647
Sound,Light,Sanim,Light,Emission,bellow,glitter,1,1,1,2,4,1,1,1,1,1,1,,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1.552631579
Sound,Light,Sanim,Light,Emission,bellow,glow,1,1,1,3,4,3,2,3,1,1,1,,3,1,1,1,1,1,3,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,2,1.828571429
Sound,Sound,Sanim,Sanim,Emission,bellow,groan,1,6,4,5,5,4,3,3,6,5,5,,5,5,1,3,3,4,5,3,3,1,4,3,2,2,4,6,4,2,3,4,3,1,2,5,6,6,2,2,2,1,5,4,3,1,4,3.27027027
