subject,group,texture,animal,expected,scales,feathers,skin,fur
cb20,CB,feathers,flamingo,0,0,0,0,1
cb20,CB,skin,frog,1,0,0,1,0
cb20,CB,skin,worm,1,0,0,1,0
cb20,CB,skin,elephant,1,0,0,1,0
cb20,CB,skin,rhino,1,0,0,1,0
cb20,CB,skin,toad,1,0,0,1,0
cb20,CB,skin,hippo,0,0,0,0,1
cb20,CB,skin,dolphin,1,0,0,1,0
cb20,CB,scales,shark,0,0,0,1,0
cb20,CB,skin,pig,0,0,0,0,1
cb20,CB,fur,platypus,0,0,0,1,0
cb20,CB,fur,ferret,1,0,0,0,1
cb20,CB,fur,gorilla,1,0,0,0,1
cb20,CB,fur,sheep,1,0,0,0,1
cb20,CB,fur,fox,1,0,0,0,1
cb20,CB,fur,bear,1,0,0,0,1
cb20,CB,fur,horse,1,0,0,0,1
cb20,CB,fur,donkey,1,0,0,0,1
cb20,CB,fur,seal,0,0,0,1,0
cb20,CB,fur,cat,1,0,0,0,1
s1,S,scales,snake,1,1,0,0,0
s1,S,scales,lizard,1,1,0,0,0
s1,S,scales,crocodile,1,1,0,0,0
s1,S,scales,goldfish,1,1,0,0,0
s1,S,scales,eel,1,1,0,0,0
s1,S,scales,turtle,1,1,0,0,0
s1,S,feathers,penguin,1,0,1,0,0
s1,S,feathers,pigeon,1,0,1,0,0
s1,S,feathers,ostrich,1,0,1,0,0
s1,S,feathers,peacock,1,0,1,0,0
s1,S,feathers,flamingo,1,0,1,0,0
s1,S,skin,frog,0,1,0,0,0
s1,S,skin,worm,0,1,0,0,0
s1,S,skin,elephant,1,0,0,1,0
s1,S,skin,rhino,1,0,0,1,0
s1,S,skin,toad,0,1,0,0,0
s1,S,skin,hippo,1,0,0,1,0
s1,S,skin,dolphin,0,1,0,0,0
s1,S,scales,shark,1,1,0,0,0
s1,S,skin,pig,1,0,0,1,0
s1,S,fur,platypus,0,0,0,1,0
s1,S,fur,ferret,1,0,0,0,1
s1,S,fur,gorilla,1,0,0,0,1
s1,S,fur,sheep,1,0,0,0,1
s1,S,fur,fox,1,0,0,0,1
s1,S,fur,bear,1,0,0,0,1
s1,S,fur,horse,1,0,0,0,1
s1,S,fur,donkey,1,0,0,0,1
s1,S,fur,seal,0,1,0,0,0
s1,S,fur,cat,1,0,0,0,1
s2,S,scales,snake,1,1,0,0,0
s2,S,scales,lizard,1,1,0,0,0
s2,S,scales,crocodile,0,0,0,1,0
s2,S,scales,goldfish,1,1,0,0,0
s2,S,scales,eel,1,1,0,0,0
s2,S,scales,turtle,0,0,0,1,0
s2,S,feathers,penguin,1,0,1,0,0
s2,S,feathers,pigeon,1,0,1,0,0
s2,S,feathers,ostrich,1,0,1,0,0
s2,S,feathers,peacock,1,0,1,0,0
s2,S,feathers,flamingo,1,0,1,0,0
s2,S,skin,frog,1,0,0,1,0
s2,S,skin,worm,1,0,0,1,0
s2,S,skin,elephant,1,0,0,1,0
s2,S,skin,rhino,1,0,0,1,0
s2,S,skin,toad,1,0,0,1,0
s2,S,skin,hippo,1,0,0,1,0
s2,S,skin,dolphin,1,0,0,1,0
s2,S,scales,shark,0,0,0,1,0
s2,S,skin,pig,0,0,0,0,1
s2,S,fur,platypus,1,0,0,0,1
s2,S,fur,ferret,1,0,0,0,1
s2,S,fur,gorilla,1,0,0,0,1
s2,S,fur,sheep,1,0,0,0,1
s2,S,fur,fox,1,0,0,0,1
s2,S,fur,bear,1,0,0,0,1
s2,S,fur,horse,1,0,0,0,1
s2,S,fur,donkey,1,0,0,0,1
s2,S,fur,seal,0,0,0,1,0
s2,S,fur,cat,1,0,0,0,1
s3,S,scales,snake,0,0,0,1,0
s3,S,scales,lizard,0,0,0,1,0
s3,S,scales,crocodile,0,0,0,1,0
s3,S,scales,goldfish,1,1,0,0,0
s3,S,scales,eel,1,1,0,0,0
s3,S,scales,turtle,0,0,0,1,0
s3,S,feathers,penguin,0,0,0,1,0
s3,S,feathers,pigeon,1,0,1,0,0
s3,S,feathers,ostrich,1,0,1,0,0
s3,S,feathers,peacock,1,0,1,0,0
s3,S,feathers,flamingo,1,0,1,0,0
s3,S,skin,frog,1,0,0,1,0
s3,S,skin,worm,1,0,0,1,0
s3,S,skin,elephant,1,0,0,1,0
s3,S,skin,rhino,1,0,0,1,0
s3,S,skin,toad,1,0,0,1,0
s3,S,skin,hippo,1,0,0,1,0
s3,S,skin,dolphin,1,0,0,1,0
s3,S,scales,shark,0,0,0,1,0
s3,S,skin,pig,1,0,0,1,0
s3,S,fur,platypus,0,0,0,1,0
s3,S,fur,ferret,1,0,0,0,1
s3,S,fur,gorilla,1,0,0,0,1
s3,S,fur,sheep,1,0,0,0,1
s3,S,fur,fox,1,0,0,0,1
s3,S,fur,bear,1,0,0,0,1
s3,S,fur,horse,1,0,0,0,1
s3,S,fur,donkey,1,0,0,0,1
s3,S,fur,seal,0,0,0,1,0
s3,S,fur,cat,1,0,0,0,1
s4,S,scales,snake,1,1,0,0,0
s4,S,scales,lizard,0,0,0,1,0
s4,S,scales,crocodile,0,0,0,1,0
s4,S,scales,goldfish,1,1,0,0,0
s4,S,scales,eel,1,1,0,0,0
s4,S,scales,turtle,0,0,0,1,0
s4,S,feathers,penguin,1,0,1,0,0
s4,S,feathers,pigeon,1,0,1,0,0
s4,S,feathers,ostrich,1,0,1,0,0
s4,S,feathers,peacock,1,0,1,0,0
s4,S,feathers,flamingo,1,0,1,0,0
s4,S,skin,frog,1,0,0,1,0
s4,S,skin,worm,1,0,0,1,0
s4,S,skin,elephant,1,0,0,1,0
s4,S,skin,rhino,1,0,0,1,0
s4,S,skin,toad,1,0,0,1,0
s4,S,skin,hippo,1,0,0,1,0
s4,S,skin,dolphin,1,0,0,1,0
s4,S,scales,shark,0,0,0,1,0
s4,S,skin,pig,1,0,0,1,0
s4,S,fur,platypus,1,0,0,0,1
s4,S,fur,ferret,1,0,0,0,1
s4,S,fur,gorilla,1,0,0,0,1
s4,S,fur,sheep,1,0,0,0,1
s4,S,fur,fox,1,0,0,0,1
s4,S,fur,bear,1,0,0,0,1
s4,S,fur,horse,1,0,0,0,1
s4,S,fur,donkey,1,0,0,0,1
s4,S,fur,seal,0,0,0,1,0
s4,S,fur,cat,1,0,0,0,1
s5,S,scales,snake,1,1,0,0,0
s5,S,scales,lizard,1,1,0,0,0
s5,S,scales,crocodile,1,1,0,0,0
s5,S,scales,goldfish,1,1,0,0,0
s5,S,scales,eel,0,0,0,1,0
s5,S,scales,turtle,0,0,0,1,0
s5,S,feathers,penguin,0,0,0,0,1
s5,S,feathers,pigeon,1,0,1,0,0
s5,S,feathers,ostrich,1,0,1,0,0
s5,S,feathers,peacock,1,0,1,0,0
s5,S,feathers,flamingo,1,0,1,0,0
s5,S,skin,frog,1,0,0,1,0
s5,S,skin,worm,1,0,0,1,0
s5,S,skin,elephant,1,0,0,1,0
s5,S,skin,rhino,1,0,0,1,0
s5,S,skin,toad,1,0,0,1,0
s5,S,skin,hippo,1,0,0,1,0
s5,S,skin,dolphin,1,0,0,1,0
s5,S,scales,shark,0,0,0,1,0
s5,S,skin,pig,1,0,0,1,0
s5,S,fur,platypus,0,0,0,1,0
s5,S,fur,ferret,1,0,0,0,1
s5,S,fur,gorilla,1,0,0,0,1
s5,S,fur,sheep,1,0,0,0,1
s5,S,fur,fox,1,0,0,0,1
s5,S,fur,bear,1,0,0,0,1
s5,S,fur,horse,1,0,0,0,1
s5,S,fur,donkey,1,0,0,0,1
s5,S,fur,seal,0,0,0,1,0
s5,S,fur,cat,1,0,0,0,1
s6,S,scales,snake,1,1,0,0,0
s6,S,scales,lizard,1,1,0,0,0
s6,S,scales,crocodile,0,0,0,1,0
s6,S,scales,goldfish,1,1,0,0,0
s6,S,scales,eel,1,1,0,0,0
s6,S,scales,turtle,0,0,0,1,0
s6,S,feathers,penguin,0,0,0,0,1
s6,S,feathers,pigeon,1,0,1,0,0
s6,S,feathers,ostrich,1,0,1,0,0
s6,S,feathers,peacock,1,0,1,0,0
s6,S,feathers,flamingo,1,0,1,0,0
s6,S,skin,frog,1,0,0,1,0
s6,S,skin,worm,1,0,0,1,0
s6,S,skin,elephant,1,0,0,1,0
s6,S,skin,rhino,1,0,0,1,0
s6,S,skin,toad,1,0,0,1,0
s6,S,skin,hippo,1,0,0,1,0
s6,S,skin,dolphin,1,0,0,1,0
s6,S,scales,shark,0,0,0,1,0
s6,S,skin,pig,0,0,0,0,1
s6,S,fur,platypus,1,0,0,0,1
s6,S,fur,ferret,1,0,0,0,1
s6,S,fur,gorilla,1,0,0,0,1
s6,S,fur,sheep,1,0,0,0,1
s6,S,fur,fox,1,0,0,0,1
s6,S,fur,bear,1,0,0,0,1
s6,S,fur,horse,1,0,0,0,1
s6,S,fur,donkey,1,0,0,0,1
s6,S,fur,seal,1,0,0,0,1
s6,S,fur,cat,1,0,0,0,1
s7,S,scales,snake,1,1,0,0,0
s7,S,scales,lizard,0,0,0,1,0
s7,S,scales,crocodile,1,1,0,0,0
s7,S,scales,goldfish,1,1,0,0,0
s7,S,scales,eel,0,0,0,1,0
s7,S,scales,turtle,1,1,0,0,0
s7,S,feathers,penguin,0,0,0,0,1
s7,S,feathers,pigeon,1,0,1,0,0
s7,S,feathers,ostrich,1,0,1,0,0
s7,S,feathers,peacock,1,0,1,0,0
s7,S,feathers,flamingo,1,0,1,0,0
s7,S,skin,frog,1,0,0,1,0
s7,S,skin,worm,1,0,0,1,0
s7,S,skin,elephant,1,0,0,1,0
s7,S,skin,rhino,1,0,0,1,0
s7,S,skin,toad,1,0,0,1,0
s7,S,skin,hippo,1,0,0,1,0
s7,S,skin,dolphin,1,0,0,1,0
s7,S,scales,shark,0,0,0,1,0
s7,S,skin,pig,0,0,0,0,1
s7,S,fur,platypus,1,0,0,0,1
s7,S,fur,ferret,1,0,0,0,1
s7,S,fur,gorilla,1,0,0,0,1
s7,S,fur,sheep,1,0,0,0,1
s7,S,fur,fox,1,0,0,0,1
s7,S,fur,bear,1,0,0,0,1
s7,S,fur,horse,1,0,0,0,1
s7,S,fur,donkey,1,0,0,0,1
s7,S,fur,seal,1,0,0,0,1
s7,S,fur,cat,1,0,0,0,1
s8,S,scales,snake,0,0,0,1,0
s8,S,scales,lizard,0,0,0,1,0
s8,S,scales,crocodile,1,1,0,0,0
s8,S,scales,goldfish,1,1,0,0,0
s8,S,scales,eel,1,1,0,0,0
s8,S,skin,turtle,1,0,0,1,0
s8,S,feathers,penguin,0,0,0,0,1
s8,S,feathers,pigeon,1,0,1,0,0
s8,S,feathers,ostrich,1,0,1,0,0
s8,S,feathers,peacock,1,0,1,0,0
s8,S,feathers,flamingo,1,0,1,0,0
s8,S,skin,frog,1,0,0,1,0
s8,S,skin,worm,1,0,0,1,0
s8,S,skin,elephant,1,0,0,1,0
s8,S,skin,rhino,1,0,0,1,0
s8,S,skin,toad,1,0,0,1,0
s8,S,skin,hippo,1,0,0,1,0
s8,S,skin,dolphin,1,0,0,1,0
s8,S,scales,shark,0,0,0,1,0
s8,S,skin,pig,1,0,0,1,0
s8,S,fur,platypus,0,0,0,1,0
s8,S,fur,ferret,0,0,1,0,0
s8,S,fur,gorilla,1,0,0,0,1
s8,S,fur,sheep,1,0,0,0,1
s8,S,fur,fox,1,0,0,0,1
s8,S,fur,bear,1,0,0,0,1
s8,S,fur,horse,1,0,0,0,1
s8,S,fur,donkey,1,0,0,0,1
s8,S,fur,seal,0,0,0,1,0
s8,S,fur,cat,1,0,0,0,1
s9,S,scales,snake,1,1,0,0,0
s9,S,scales,lizard,0,0,0,1,0
s9,S,scales,crocodile,1,1,0,0,0
s9,S,scales,goldfish,1,1,0,0,0
s9,S,scales,eel,0,0,0,1,0
s9,S,scales,turtle,0,0,0,1,0
s9,S,feathers,penguin,0,0,0,0,1
s9,S,feathers,pigeon,1,0,1,0,0
s9,S,feathers,ostrich,1,0,1,0,0
s9,S,feathers,peacock,1,0,1,0,0
s9,S,feathers,flamingo,1,0,1,0,0
s9,S,skin,frog,1,0,0,1,0
s9,S,skin,worm,1,0,0,1,0
s9,S,skin,elephant,1,0,0,1,0
s9,S,skin,rhino,1,0,0,1,0
s9,S,skin,toad,1,0,0,1,0
s9,S,skin,hippo,1,0,0,1,0
s9,S,skin,dolphin,1,0,0,1,0
s9,S,scales,shark,0,0,0,0,1
s9,S,skin,pig,0,0,0,0,1
s9,S,fur,platypus,0,0,0,1,0
s9,S,fur,ferret,1,0,0,0,1
s9,S,fur,gorilla,1,0,0,0,1
s9,S,fur,sheep,1,0,0,0,1
s9,S,fur,fox,1,0,0,0,1
s9,S,fur,bear,1,0,0,0,1
s9,S,fur,horse,1,0,0,0,1
s9,S,fur,donkey,1,0,0,0,1
s9,S,fur,seal,1,0,0,0,1
s9,S,fur,cat,1,0,0,0,1
s10,S,scales,snake,1,1,0,0,0
s10,S,scales,lizard,0,0,0,1,0
s10,S,scales,crocodile,0,0,0,1,0
s10,S,scales,goldfish,1,1,0,0,0
s10,S,scales,eel,0,0,0,1,0
s10,S,scales,turtle,0,0,0,1,0
s10,S,feathers,penguin,1,0,1,0,0
s10,S,feathers,pigeon,1,0,1,0,0
s10,S,feathers,ostrich,1,0,1,0,0
s10,S,feathers,peacock,1,0,1,0,0
s10,S,feathers,flamingo,1,0,1,0,0
s10,S,skin,frog,1,0,0,1,0
s10,S,skin,worm,1,0,0,1,0
s10,S,skin,elephant,1,0,0,1,0
s10,S,skin,rhino,1,0,0,1,0
s10,S,skin,toad,1,0,0,1,0
s10,S,skin,hippo,1,0,0,1,0
s10,S,skin,dolphin,1,0,0,1,0
s10,S,scales,shark,1,1,0,0,0
s10,S,skin,pig,1,0,0,1,0
s10,S,fur,platypus,1,0,0,0,1
s10,S,fur,ferret,1,0,0,0,1
s10,S,fur,gorilla,1,0,0,0,1
s10,S,fur,sheep,1,0,0,0,1
s10,S,fur,fox,1,0,0,0,1
s10,S,fur,bear,1,0,0,0,1
s10,S,fur,horse,1,0,0,0,1
s10,S,fur,donkey,1,0,0,0,1
s10,S,fur,seal,1,0,0,0,1
s10,S,fur,cat,1,0,0,0,1
s11,S,scales,snake,1,1,0,0,0
s11,S,scales,lizard,0,0,0,1,0
s11,S,scales,crocodile,1,1,0,0,0
s11,S,scales,goldfish,1,1,0,0,0
s11,S,scales,eel,0,0,0,1,0
s11,S,scales,turtle,1,1,0,0,0
s11,S,feathers,penguin,0,0,0,0,1
s11,S,feathers,pigeon,1,0,1,0,0
s11,S,feathers,ostrich,1,0,1,0,0
s11,S,feathers,peacock,1,0,1,0,0
s11,S,feathers,flamingo,1,0,1,0,0
s11,S,skin,frog,1,0,0,1,0
s11,S,skin,worm,1,0,0,1,0
s11,S,skin,elephant,1,0,0,1,0
s11,S,skin,rhino,1,0,0,1,0
s11,S,skin,toad,1,0,0,1,0
s11,S,skin,hippo,1,0,0,1,0
s11,S,skin,dolphin,1,0,0,1,0
s11,S,scales,shark,0,0,0,1,0
s11,S,skin,pig,1,0,0,1,0
s11,S,fur,platypus,1,0,0,0,1
s11,S,fur,ferret,1,0,0,0,1
s11,S,fur,gorilla,1,0,0,0,1
s11,S,fur,sheep,1,0,0,0,1
s11,S,fur,fox,1,0,0,0,1
s11,S,fur,bear,1,0,0,0,1
s11,S,fur,horse,1,0,0,0,1
s11,S,fur,donkey,1,0,0,0,1
s11,S,fur,seal,0,0,0,1,0
s11,S,fur,cat,1,0,0,0,1
s12,S,scales,snake,0,0,0,1,0
s12,S,scales,lizard,0,0,0,1,0
s12,S,scales,crocodile,1,1,0,0,0
s12,S,scales,goldfish,1,1,0,0,0
s12,S,scales,eel,0,0,0,1,0
s12,S,scales,turtle,0,0,0,1,0
s12,S,feathers,penguin,1,0,1,0,0
s12,S,feathers,pigeon,1,0,1,0,0
s12,S,feathers,ostrich,1,0,1,0,0
s12,S,feathers,peacock,0,1,0,0,0
s12,S,feathers,flamingo,1,0,1,0,0
s12,S,skin,frog,1,0,0,1,0
s12,S,skin,worm,1,0,0,1,0
s12,S,skin,elephant,1,0,0,1,0
s12,S,skin,rhino,1,0,0,1,0
s12,S,skin,toad,1,0,0,1,0
s12,S,skin,hippo,1,0,0,1,0
s12,S,skin,dolphin,1,0,0,1,0
s12,S,scales,shark,0,0,0,1,0
s12,S,skin,pig,1,0,0,1,0
s12,S,fur,platypus,1,0,0,0,1
s12,S,fur,ferret,1,0,0,0,1
s12,S,fur,gorilla,1,0,0,0,1
s12,S,fur,sheep,1,0,0,0,1
s12,S,fur,fox,1,0,0,0,1
s12,S,fur,bear,1,0,0,0,1
s12,S,fur,horse,1,0,0,0,1
s12,S,fur,donkey,1,0,0,0,1
s12,S,fur,seal,1,0,0,0,1
s12,S,fur,cat,1,0,0,0,1
s13,S,scales,snake,1,1,0,0,0
s13,S,scales,lizard,1,1,0,0,0
s13,S,scales,crocodile,0,0,0,1,0
s13,S,scales,goldfish,1,1,0,0,0
s13,S,scales,eel,0,0,0,1,0
s13,S,scales,turtle,0,0,0,1,0
s13,S,feathers,penguin,0,0,0,0,1
s13,S,feathers,pigeon,1,0,0,0,0
s13,S,feathers,ostrich,1,0,1,0,0
s13,S,feathers,peacock,1,0,1,0,0
s13,S,feathers,flamingo,1,0,1,0,0
s13,S,skin,frog,1,0,0,1,0
s13,S,skin,worm,1,0,0,1,0
s13,S,skin,elephant,1,0,0,1,0
s13,S,skin,rhino,1,0,0,1,0
s13,S,skin,toad,1,0,0,1,0
s13,S,skin,hippo,1,0,0,1,0
s13,S,skin,dolphin,1,0,0,1,0
s13,S,scales,shark,0,0,0,1,0
s13,S,skin,pig,0,0,0,0,1
s13,S,fur,platypus,1,0,0,0,1
s13,S,fur,ferret,1,0,0,0,1
s13,S,fur,gorilla,1,0,0,0,1
s13,S,fur,sheep,1,0,0,0,1
s13,S,fur,fox,1,0,0,0,1
s13,S,fur,bear,1,0,0,0,1
s13,S,fur,horse,1,0,0,0,1
s13,S,fur,donkey,1,0,0,0,1
s13,S,fur,seal,0,0,1,0,0
s13,S,fur,cat,1,0,0,0,1
s14,S,scales,snake,1,1,0,0,0
s14,S,scales,lizard,1,1,0,0,0
s14,S,scales,crocodile,1,1,0,0,0
s14,S,scales,goldfish,1,1,0,0,0
s14,S,scales,eel,1,1,0,0,0
s14,S,scales,turtle,1,1,0,0,0
s14,S,feathers,penguin,1,0,1,0,0
s14,S,feathers,pigeon,1,0,1,0,0
s14,S,feathers,ostrich,1,0,1,0,0
s14,S,feathers,peacock,1,0,1,0,0
s14,S,feathers,flamingo,1,0,1,0,0
s14,S,skin,frog,1,0,0,1,0
s14,S,skin,worm,1,0,0,1,0
s14,S,skin,elephant,1,0,0,1,0
s14,S,skin,rhino,1,0,0,1,0
s14,S,skin,toad,1,0,0,1,0
s14,S,skin,hippo,1,0,0,1,0
s14,S,skin,dolphin,1,0,0,1,0
s14,S,scales,shark,1,1,0,0,0
s14,S,skin,pig,0,0,0,0,1
s14,S,fur,platypus,1,0,0,0,1
s14,S,fur,ferret,1,0,0,0,1
s14,S,fur,gorilla,1,0,0,0,1
s14,S,fur,sheep,1,0,0,0,1
s14,S,fur,fox,1,0,0,0,1
s14,S,fur,bear,1,0,0,0,1
s14,S,fur,horse,1,0,0,0,1
s14,S,fur,donkey,1,0,0,0,1
s14,S,fur,seal,0,0,0,1,0
s14,S,fur,cat,1,0,0,0,1
s15,S,scales,snake,1,1,0,0,0
s15,S,scales,lizard,1,1,0,0,0
s15,S,scales,crocodile,1,1,0,0,0
s15,S,scales,goldfish,1,1,0,0,0
s15,S,scales,eel,0,0,0,1,0
s15,S,scales,turtle,1,1,0,0,0
s15,S,feathers,penguin,1,0,1,0,0
s15,S,feathers,pigeon,1,0,1,0,0
s15,S,feathers,ostrich,1,0,1,0,0
s15,S,feathers,peacock,1,0,1,0,0
s15,S,feathers,flamingo,1,0,1,0,0
s15,S,skin,frog,1,0,0,1,0
s15,S,skin,worm,1,0,0,1,0
s15,S,skin,elephant,1,0,0,1,0
s15,S,skin,rhino,1,0,0,1,0
s15,S,skin,toad,1,0,0,1,0
s15,S,skin,hippo,0,0,0,0,1
s15,S,skin,dolphin,1,0,0,1,0
s15,S,scales,shark,1,1,0,0,0
s15,S,skin,pig,0,0,0,0,1
s15,S,fur,platypus,1,0,0,0,1
s15,S,fur,ferret,1,0,0,0,1
s15,S,fur,gorilla,1,0,0,0,1
s15,S,fur,sheep,1,0,0,0,1
s15,S,fur,fox,1,0,0,0,1
s15,S,fur,bear,1,0,0,0,1
s15,S,fur,horse,1,0,0,0,1
s15,S,fur,donkey,1,0,0,0,1
s15,S,fur,seal,1,0,0,0,1
s15,S,fur,cat,1,0,0,0,1
s16,S,scales,snake,1,1,0,0,0
s16,S,scales,lizard,1,1,0,0,0
s16,S,scales,crocodile,1,1,0,0,0
s16,S,scales,goldfish,1,1,0,0,0
s16,S,scales,eel,1,1,0,0,0
s16,S,scales,turtle,1,1,0,0,0
s16,S,feathers,penguin,1,0,1,0,0
s16,S,feathers,pigeon,1,0,1,0,0
s16,S,feathers,ostrich,1,0,1,0,0
s16,S,feathers,peacock,1,0,1,0,0
s16,S,feathers,flamingo,1,0,1,0,0
s16,S,skin,frog,0,1,0,0,0
s16,S,skin,worm,1,0,0,1,0
s16,S,skin,elephant,1,0,0,1,0
s16,S,skin,rhino,1,0,0,1,0
s16,S,skin,toad,1,0,0,1,0
s16,S,skin,hippo,1,0,0,1,0
s16,S,skin,dolphin,1,0,0,1,0
s16,S,scales,shark,0,0,0,1,0
s16,S,skin,pig,1,0,0,1,0
s16,S,fur,platypus,0,0,0,1,0
s16,S,fur,ferret,1,0,0,0,1
s16,S,fur,gorilla,1,0,0,0,1
s16,S,fur,sheep,1,0,0,0,1
s16,S,fur,fox,1,0,0,0,1
s16,S,fur,bear,1,0,0,0,1
s16,S,fur,horse,1,0,0,0,1
s16,S,fur,donkey,1,0,0,0,1
s16,S,fur,seal,1,0,0,0,1
s16,S,fur,cat,1,0,0,0,1
s17,S,scales,snake,1,1,0,0,0
s17,S,scales,lizard,1,1,0,0,0
s17,S,scales,crocodile,1,1,0,0,0
s17,S,scales,goldfish,0,0,0,1,0
s17,S,scales,eel,0,0,0,1,0
s17,S,scales,turtle,1,1,0,0,0
s17,S,feathers,penguin,1,0,1,0,0
s17,S,feathers,pigeon,1,0,1,0,0
s17,S,feathers,ostrich,1,0,1,0,0
s17,S,feathers,peacock,1,0,1,0,0
s17,S,feathers,flamingo,1,0,1,0,0
s17,S,skin,frog,1,0,0,1,0
s17,S,skin,worm,1,0,0,1,0
s17,S,skin,elephant,1,0,0,1,0
s17,S,skin,rhino,1,0,0,1,0
s17,S,skin,toad,1,0,0,1,0
s17,S,skin,hippo,1,0,0,1,0
s17,S,skin,dolphin,1,0,0,1,0
s17,S,scales,shark,0,0,0,1,0
s17,S,skin,pig,1,0,0,1,0
s17,S,fur,platypus,0,1,0,0,0
s17,S,fur,ferret,1,0,0,0,1
s17,S,fur,gorilla,1,0,0,0,1
s17,S,fur,sheep,1,0,0,0,1
s17,S,fur,fox,1,0,0,0,1
s17,S,fur,bear,1,0,0,0,1
s17,S,fur,horse,1,0,0,0,1
s17,S,fur,donkey,1,0,0,0,1
s17,S,fur,seal,1,0,0,0,1
s17,S,fur,cat,1,0,0,0,1
s18,S,scales,snake,1,1,0,0,0
s18,S,scales,lizard,0,0,0,1,0
s18,S,scales,crocodile,0,0,0,1,0
s18,S,scales,goldfish,1,1,0,0,0
s18,S,scales,eel,0,0,0,1,0
s18,S,scales,turtle,1,1,0,0,0
s18,S,feathers,penguin,1,0,1,0,0
s18,S,feathers,pigeon,1,0,1,0,0
s18,S,feathers,ostrich,1,0,1,0,0
s18,S,feathers,peacock,1,0,1,0,0
s18,S,feathers,flamingo,1,0,1,0,0
s18,S,skin,frog,1,0,0,1,0
s18,S,skin,worm,1,0,0,1,0
s18,S,skin,elephant,1,0,0,1,0
s18,S,skin,rhino,1,0,0,1,0
s18,S,skin,toad,1,0,0,1,0
s18,S,skin,hippo,1,0,0,1,0
s18,S,skin,dolphin,1,0,0,1,0
s18,S,scales,shark,0,0,0,1,0
s18,S,skin,pig,1,0,0,1,0
s18,S,fur,platypus,1,0,0,0,1
s18,S,fur,ferret,1,0,0,0,1
s18,S,fur,gorilla,1,0,0,0,1
s18,S,fur,sheep,1,0,0,0,1
s18,S,fur,fox,1,0,0,0,1
s18,S,fur,bear,1,0,0,0,1
s18,S,fur,horse,1,0,0,0,1
s18,S,fur,donkey,1,0,0,0,1
s18,S,fur,seal,0,0,0,1,0
s18,S,fur,cat,1,0,0,0,1
s19,S,scales,snake,1,1,0,0,0
s19,S,scales,lizard,0,0,0,1,0
s19,S,scales,crocodile,1,1,0,0,0
s19,S,scales,goldfish,1,1,0,0,0
s19,S,scales,eel,0,0,0,1,0
s19,S,scales,turtle,0,0,0,1,0
s19,S,feathers,penguin,1,0,1,0,0
s19,S,feathers,pigeon,1,0,1,0,0
s19,S,feathers,ostrich,1,0,1,0,0
s19,S,feathers,peacock,1,0,1,0,0
s19,S,feathers,flamingo,1,0,1,0,0
s19,S,skin,frog,1,0,0,1,0
s19,S,skin,worm,1,0,0,1,0
s19,S,skin,elephant,1,0,0,1,0
s19,S,skin,rhino,1,0,0,1,0
s19,S,skin,toad,0,1,0,0,0
s19,S,skin,hippo,1,0,0,1,0
s19,S,skin,dolphin,1,0,0,1,0
s19,S,scales,shark,0,0,0,1,0
s19,S,skin,pig,1,0,0,1,0
s19,S,fur,platypus,0,0,0,1,0
s19,S,fur,ferret,1,0,0,0,1
s19,S,fur,gorilla,1,0,0,0,1
s19,S,fur,sheep,1,0,0,0,1
s19,S,fur,fox,1,0,0,0,1
s19,S,fur,bear,1,0,0,0,1
s19,S,fur,horse,1,0,0,0,1
s19,S,fur,donkey,0,0,0,1,0
s19,S,fur,seal,0,0,0,1,0
s19,S,fur,cat,1,0,0,0,1
s20,S,scales,snake,1,1,0,0,0
s20,S,scales,lizard,1,1,0,0,0
s20,S,scales,crocodile,1,1,0,0,0
s20,S,scales,goldfish,1,1,0,0,0
s20,S,scales,eel,0,0,0,1,0
s20,S,scales,turtle,1,1,0,0,0
s20,S,feathers,penguin,1,0,1,0,0
s20,S,feathers,pigeon,1,0,1,0,0
s20,S,feathers,ostrich,1,0,1,0,0
s20,S,feathers,peacock,1,0,1,0,0
s20,S,feathers,flamingo,1,0,1,0,0
s20,S,skin,frog,1,0,0,1,0
s20,S,skin,worm,1,0,0,1,0
s20,S,skin,elephant,1,0,0,1,0
s20,S,skin,rhino,1,0,0,1,0
s20,S,skin,toad,1,0,0,1,0
s20,S,skin,hippo,1,0,0,1,0
s20,S,skin,dolphin,1,0,0,1,0
s20,S,scales,shark,0,0,0,1,0
s20,S,skin,pig,1,0,0,1,0
s20,S,fur,platypus,1,0,0,0,1
s20,S,fur,ferret,1,0,0,0,1
s20,S,fur,gorilla,1,0,0,0,1
s20,S,fur,sheep,1,0,0,0,1
s20,S,fur,fox,1,0,0,0,1
s20,S,fur,bear,1,0,0,0,1
s20,S,fur,horse,1,0,0,0,1
s20,S,fur,donkey,1,0,0,0,1
s20,S,fur,seal,0,0,0,1,0
s20,S,fur,cat,1,0,0,0,1
