animal,arms,belly,big,bodies,body,bulky,bumbling,chunky,circle,circular,coarse,compact,cylindrical,ears,elongated,erect,fat,feathers,features,feet,fins,flat,fur,gangly,gentle,graceful,ground,hair,hand,hands,height,hooves,horns,huge,lanky,large,larger,lean,legs,limbs,little,long,low,medium,muscular,neck,normal,nose,oblong,oval,ovals,parabolic,paws,plump,powerful,rectangular,rough,round,rounded,scales,shapely,short,sit,size,skin,skinny,slender,slick,slim,slippery,small,smooth,soft,square,squat,stacked,standard,stout,stouts,strange,streamlined,strong,symmetrical,tail,tails,tall,taller,thick,thin,tiny,torso,ugly,upright,upsidedown,webbed,wide,wings,wooly
goat,0.3537044974596724,0.5803557819566445,0.42539065425181344,0.32407320283465235,0.38254502262463436,0.2521586834610318,0.4061253060102162,0.40414306002681527,0.3003582001009543,0.2822225784002558,0.35345191819508653,0.15244704918176855,0.2969027386912079,0.6145640620764025,0.45513716846643176,0.3390622109076032,0.43478107226695023,0.5311676641176821,0.3091445413245399,0.3427977311357984,0.3102404320238924,0.457119681725711,0.5119089003306524,0.37844407834487315,0.40608819597279394,0.30249853009749217,0.3850815074997862,0.49695394201007764,0.38519661353990636,0.3582506603422924,0.23134234042916904,0.6462537534209611,0.6311924689298856,0.30238466480596227,0.41241351940784265,0.31479138270938145,0.2932985749679545,0.394349530849456,0.5061184712590722,0.41371035143507323,0.38829400210940984,0.266897077815167,0.2532875301345222,0.26235641818285543,0.34206195615960894,0.4479020843917559,0.2440086753971762,0.45686761263733616,0.4961539163469988,0.2881299789664862,0.2870649103484851,0.234602514151996,0.5499590334915124,0.5236759497019007,0.1645063329897794,0.29598921598313416,0.41168456581387064,0.32215581569294516,0.37891782074145186,0.2908783947511142,0.46701529886180154,0.2914163615386737,0.2820452191991454,0.19490123644848875,0.45394992097134346,0.5075840125567974,0.41470188809052666,0.3448353244888039,0.28497220944396445,0.3433268169404697,0.36980158521061224,0.3287481825204909,0.3433159564903837,0.19151716405577077,0.3729165291564095,0.2527158435781104,0.2412091350097495,0.40041680870563345,0.3668341296099613,0.3632968638442849,0.15761103159907042,0.2445799020457661,0.14163137914055146,0.5090672387526378,0.4527908918777571,0.34593247286461637,0.3515898754214164,0.3820769329897137,0.34198510613155025,0.35828072076354545,0.4368742685331165,0.4869275778588704,0.49792413492491877,0.3601030559661246,0.414399520473501,0.19992451992852064,0.3956909317522554,0.6037040225511787
gorilla,0.28150382054704626,0.46591135018720536,0.5499649187483194,0.3151890405072406,0.331819736364836,0.2864506306553452,0.4925071746872168,0.43713269201566574,0.2299255180775531,0.22367369581445076,0.2676583129694804,0.18912686748682697,0.18857905237723052,0.5237715136068034,0.5110493090281367,0.37444717232377217,0.34982100123047133,0.5217991156356643,0.5000025416971314,0.38035677964746406,0.3688203024880171,0.21921373885463744,0.5204188231519108,0.39330428371866005,0.3904580698009161,0.3912090711477051,0.3455638198433921,0.41096068433118577,0.23484385880363817,0.29198496123123335,0.2736420975365243,0.5214725175463377,0.37983984928982956,0.3845704689025088,0.5328020929155527,0.3467873194093935,0.3302377766253896,0.34684354522714117,0.48817577566926984,0.4521331436446101,0.47291602600559607,0.35241333155176496,0.17977923396833792,0.3179661721222601,0.4213616019998946,0.36196177416517744,0.25668302368191137,0.3709744170586718,0.3827304874263644,0.28350918388479335,0.26974727194268117,0.1444221453985799,0.48100475887301475,0.5467556382074239,0.25511681310949264,0.19091032394095706,0.410389409881677,0.2664230599971644,0.33029097766345783,0.31260042604729327,0.414752205105067,0.34261915507277735,0.20950583022119373,0.22549258239170364,0.3973475957527703,0.5193700421341765,0.40025515185794797,0.3392388412607383,0.3699749601696899,0.32683133921379337,0.34717750088372373,0.2618285031402864,0.3427978618066017,0.23914042714587272,0.40954925584423685,0.18523679824722153,0.16017773175906716,0.2979364083880247,0.23232820944154112,0.4762758456380803,0.26874215051922834,0.1979356467298194,0.16609793416085997,0.46392929290657564,0.5552685651128537,0.3945747245392574,0.40232273396955764,0.3594343501789402,0.32165145531282846,0.4662567800767003,0.37346143420525957,0.5579376431468028,0.38413644007069064,0.35229363884894394,0.41868691337557146,0.3225277960308239,0.3606245521945731,0.5457327745719768
grizzly,0.3204034730967143,0.5407306441524288,0.5143780813227171,0.15965564676338315,0.24099171367285488,0.2961658639076726,0.4373067361132218,0.424540007555562,0.1823897634294342,0.08958306740292779,0.27851029062982197,0.20466798300496641,0.14966918581105945,0.474111645845629,0.413812266179054,0.33562128501027194,0.3250500762479507,0.488830054557932,0.48786382188327176,0.4234554069190568,0.41121234245027316,0.31604358301398056,0.5019517172759006,0.2392712592075382,0.37600341112377456,0.3643692836227076,0.40385428977900395,0.3288047152013952,0.1919986798459925,0.19628741381811834,0.37465929808895526,0.5092567610862057,0.4061966278689823,0.3332144809825998,0.4500935110219783,0.3592045757615326,0.34390918652218594,0.3755088894671316,0.43099999167408193,0.36265129413139713,0.46120453275868944,0.3897758737864855,0.29391065981514747,0.3883110712036299,0.30751988103811134,0.3158309800453121,0.2886515053324333,0.4291959506665556,0.32981100485640735,0.2900682662051276,0.30454991270086224,0.07140363119392401,0.5790718969064661,0.5089918692983523,0.2012099439774341,0.10476560864506623,0.3738899535220968,0.3620516105160947,0.36019652483158937,0.27160628798195935,0.32021104980784715,0.41240570562441675,0.23094075101954445,0.33091204718945694,0.3461463740586941,0.5025661635720912,0.40824974059734276,0.44611570057969446,0.4269629968160376,0.34329061002055344,0.35201810283971363,0.26270313125715355,0.37455522134235375,0.14200615844431336,0.2912036840865068,0.20421212290070795,0.28768541661394187,0.4997255402638251,0.42753497889917097,0.3262314813384339,0.2713551567421289,0.21145238583612624,0.06574001616782081,0.528012264396116,0.4723233577860496,0.448500367531112,0.4682421429759055,0.3882982444457838,0.28014178781435295,0.3679399604053375,0.3129902738024415,0.4199151235167644,0.336346692666173,0.3268026731852724,0.4290889442672426,0.4077011553887546,0.4391520848911635,0.5773314479046516
hippo,0.19963217457655494,0.3877146289132603,0.2820912657072816,0.27066628941806875,0.3904270370635095,0.2565661264763929,0.3045315254528157,0.18157567016387502,0.23189306757565273,0.24769822608623918,0.17094045506786823,0.11322532914328498,0.19178381311125023,0.39147603213075116,0.40539046015835856,0.3005969966345413,0.35487518284998415,0.41698481772616797,0.25847065326452884,0.3519476746958821,0.3506543947650976,0.2286005824389422,0.2978914503738343,0.302395327733843,0.38176562255616636,0.3966479812978392,0.31627602467560784,0.2581389161546709,0.28534107786053203,0.3232924986307738,0.2602639485557185,0.39357424665969515,0.3458770470862613,0.2771271934848006,0.3829501299811746,0.2835509276029225,0.3286724338192925,0.28468642902175584,0.3891405644629738,0.36822355642596194,0.4762041968903203,0.38412839015120936,0.18704053199629064,0.23057024744841464,0.3277676758428026,0.3430035167221737,0.20385664334372205,0.3263955083714667,0.3627696060637826,0.19390825607707637,0.20675928459214626,0.14056592020651892,0.38529691049893317,0.4289047196925611,0.26725424904185874,0.15102554139066224,0.29242506568415016,0.22533865592348368,0.3084486351188868,0.25563509395899087,0.36281374786642034,0.3183734960686721,0.18134584298633277,0.17501580986961324,0.3019707877903029,0.24901557899108395,0.3967133298180333,0.33700404589708427,0.29564677774793036,0.2170657619102916,0.3435802195112647,0.16770410153986237,0.23117460255229605,0.17196352458423717,0.2898284216705555,0.09535818469834265,0.1593343316015453,0.3738624341325438,0.2708920094379243,0.38294738136431894,0.23802151036857883,0.3360056862685608,0.18380170722147868,0.40186033196017923,0.36818116976221105,0.3203726601227895,0.3845201409845037,0.3109913114360331,0.15150349160867002,0.35580828136974524,0.30185733974152906,0.3518902455063188,0.40201132864313077,0.32236037022314973,0.4280198685554368,0.30185797659266966,0.3679726042048459,0.2584709874092602
lion,0.573035168176183,0.5305854771065904,0.4408914253395629,0.2160396014593575,0.31127754288469056,0.16177424843506097,0.380495476575921,0.2966500370438913,0.33213802413122717,0.25269155186619147,0.1506446378351023,0.08335463393107802,0.24299220938971078,0.51773150069778,0.4529502675811214,0.36648130045804117,0.4101933504026095,0.6128187242571516,0.37312087015022893,0.3548694660911242,0.38873485372632993,0.2532407278345942,0.5008334937169593,0.35803119381564996,0.3354435812553156,0.3423462939197448,0.3038199289243443,0.4685238290064875,0.33020298974892637,0.4335687571367762,0.3421288777597173,0.5343859659199026,0.571749307940186,0.3744633945619302,0.45807511819612645,0.3471088251253128,0.3342736517698736,0.3827947057072639,0.4897657472626476,0.4142568824719733,0.4560323791062386,0.36749776241978555,0.2540880999674797,0.3247249840751647,0.3233077421898734,0.4486357331480206,0.18147328873757088,0.44978174878824423,0.38399769820601926,0.3269018867206242,0.22981488132665562,0.1573507386716961,0.5509132446239478,0.5339896540439361,0.32460669962403094,0.22132518426259506,0.32660083078493907,0.24857137663379272,0.29496411242174225,0.26993008108232913,0.4274887573945858,0.4137265787389817,0.19249226052158053,0.15875653248638116,0.3784823167942133,0.3227256654297732,0.4402642880977326,0.2725206616585815,0.2682734738410689,0.1815085801131852,0.3322556344694709,0.16918460862123352,0.21996418064969644,0.30308273476855024,0.3405379429788534,0.13012333350483152,0.20032025197731326,0.48310671903961366,0.2958946469557995,0.37421160347128235,0.29240503459708267,0.30987162766265414,0.17443077513110447,0.5630720489262495,0.5532146305788899,0.43578351566104084,0.42123263642155845,0.29890312018022724,0.2703053344471478,0.3472543138771005,0.44083372657481135,0.45647313997358097,0.4255611632560973,0.3176338756085362,0.42204345281928385,0.2218154151926707,0.53095882619602075,0.5117383480830294
llama,0.22464321950017613,0.41656624276772436,0.3923951176795149,0.1315290159919344,0.212696714914756,0.2662694695826478,0.33846342099616217,0.3692085694221219,0.07035561361834651,0.15034047158078992,0.3044691474753644,0.1991115867570513,0.16442070688872984,0.46270242178603593,0.31207569882227937,0.31357640674300563,0.39448822830011365,0.45022928574118165,0.3549329643575657,0.27278074398188307,0.28370170127351885,0.18298915480177738,0.43360805748638,0.31530850520100895,0.31831862583904696,0.28590274839497704,0.33067595854657084,0.4636168311469569,0.22360525569498943,0.20753992446967057,0.18167629139038066,0.5117905068060152,0.46116007243768287,0.26977126298361237,0.36120016791391163,0.26277132975808615,0.2164315305292358,0.3283779902570097,0.42902283206422903,0.3277295946466469,0.32232578344426027,0.35623728059845833,0.17968158575082352,0.2556043104095889,0.36759299717301036,0.3037092368399421,0.2222999255939624,0.3109444024322686,0.2634462484858429,0.1891082787293402,0.2181390067434772,0.07878535983804,0.44616530048985015,0.4086840872722231,0.14324097097226082,0.08666634802979561,0.3457471741116976,0.280870443059151,0.2326300311903667,0.2040541844801809,0.20937640803851054,0.3712744779469488,0.1561374952159922,0.2526037027789586,0.3383389836267798,0.5320082556707633,0.34402632884555884,0.35839401707017093,0.3460141727742174,0.23011646722704396,0.25617432127384354,0.30006372350666277,0.3072163777290793,0.049266422708261336,0.34947130798429177,0.134498800420106,0.2531161275161218,0.3503401058913192,0.3169012495794993,0.2932275777524757,0.18364726137837323,0.22993083880186577,0.10636379652213857,0.3766195089835406,0.45043184211121107,0.30875223909959665,0.32456806239907926,0.3028809851616991,0.23064782825481916,0.2140135251269485,0.2631591895044083,0.4104330837039081,0.37343992623788846,0.27543285249131577,0.43239291080523257,0.23336070079749316,0.25353015686398117,0.5427315372193823
mammoth,0.21894289347423754,0.4048692790725766,0.5283756929533973,0.22588577337240315,0.25291528748205416,0.29053524097152944,0.2819425181494852,0.3623574159258311,0.2726227892691578,0.2923309328072741,0.2809253504293744,0.31605130947533444,0.3033240984706427,0.35949920646406186,0.4503386584431382,0.3868296660438789,0.27643725542479103,0.4597907230642282,0.5093569695142356,0.5008644250057922,0.39670820280822405,0.42851362919762415,0.51785773819833,0.2757076873394813,0.2898341829449364,0.34122460787059367,0.40939573371341587,0.3388189556287399,0.17832557621564551,0.15472825544538132,0.4289200903851635,0.4734341543199169,0.4395456204245953,0.5424826585507455,0.30640835833631447,0.4679446909688095,0.3821770342359522,0.3108672475686629,0.33990988192046273,0.34168062997322324,0.5058197877616392,0.443650809465428,0.30077836517725187,0.2868653241411433,0.3084456327971195,0.3664339628264481,0.20731066408857607,0.3299564957136801,0.32710322741168957,0.3375647722969103,0.3636356994934652,0.20666518504086234,0.45240075455916273,0.4656299250278965,0.2654880659154971,0.2087244372929643,0.4586688788363123,0.29493506508650513,0.30351969228747333,0.328981377476308,0.3432965006468226,0.38429153030656515,0.08744751490485585,0.2977243644846168,0.34073484338201276,0.355828399145943,0.36507393741622474,0.3770282919624948,0.36897896519515233,0.3905987807534544,0.42733039603510853,0.31387944593813416,0.3252625779715434,0.23701334589000847,0.3366276960528271,0.2285706851394207,0.2046015731801746,0.454459467758452,0.4005596833122303,0.3538060874907898,0.2726830884995764,0.284130477936414,0.18840014527094556,0.42226565503775493,0.42439682094267317,0.41655799194803506,0.4627201481306182,0.4277594673347197,0.3503060586709102,0.42407002270405386,0.38797336280628375,0.2856008680294697,0.32824780529452574,0.3492996460655442,0.44589359140845236,0.42013886817208185,0.36312931604589577,0.4607971539732112
panda,0.2510520916710051,0.48828780686442735,0.5155209230942711,0.2185242054228771,0.3254243990875034,0.21966464453775633,0.3927123060917374,0.49014591794896806,0.1681940942097152,0.1883281574120862,0.19244284192155653,0.2432558478820159,0.19785785300731992,0.450386469775127,0.43425007445174,0.29306104470933725,0.48545073240023845,0.48838989606805766,0.40547836494734046,0.3302182306765604,0.35297793674988703,0.2952152715281863,0.4159295858172818,0.35081856367669,0.3515802481363795,0.29371675029190347,0.3859426569667471,0.40172143789835446,0.28193796962990364,0.29133127669894743,0.2822717539966397,0.43256928036723785,0.3666313914433697,0.36640003757598844,0.5580684380092996,0.38703008090097146,0.32081042041232327,0.30822341413473064,0.4150116319703157,0.3703103571463329,0.43403078090220865,0.3643277085764518,0.2374739757548872,0.3058397074381446,0.3161492064922961,0.33935864585442926,0.2858099588333734,0.4311897368546357,0.3886534921023444,0.2573799789560281,0.24517420759046601,0.12054526229157574,0.514361367590478,0.5356871320494851,0.29598975013553597,0.2031269348536357,0.3322311641549456,0.2270472083139586,0.2627309290135712,0.3191786995575188,0.25851310399147215,0.3244728266231794,0.23898189496340452,0.29842224740114376,0.36788305547483185,0.4723244918046272,0.37653339413231257,0.34430272714980736,0.377873735446955,0.2524561214065462,0.39242301175796596,0.19830152332984272,0.40129094859446113,0.2802872605010443,0.4640407591993316,0.22377463110870618,0.21867121947344897,0.4098439421427702,0.3344992966416041,0.4137330895426144,0.32210342803739167,0.2594193933014128,0.11112077286207506,0.500579710417299,0.5944866245377063,0.35493073101718375,0.34736279597024716,0.31533716162727526,0.26964746259010236,0.41759660506782587,0.29678435813885784,0.46050953082254104,0.32063195322820465,0.3273203304523585,0.4328233074881896,0.2565396508539295,0.3504447788044626,0.5338269081448114
panther,0.36259776630228185,0.5533278522504467,0.4598005303153928,0.17627238894512368,0.29467651734033246,0.2669899654037988,0.3989383695309936,0.3482327790563457,0.2585872618591383,0.12856139595097577,0.1902661333408943,0.23042339196702571,0.19177115237003364,0.35481048597312614,0.31657861434048756,0.22690247398941718,0.3653882660816694,0.5341308767536301,0.4136428629503942,0.27928166674534066,0.3826306261721749,0.18259004863212408,0.4203125217041963,0.40601298980106365,0.22338526790691707,0.28986378365881293,0.3341737960583379,0.4120572344431341,0.26693574248221974,0.310201630250869,0.31312865675927276,0.3373217976572006,0.29528126417055744,0.31852292876589494,0.4888658404271112,0.31416693954752273,0.3011233881445079,0.34767805979343086,0.4027297681550886,0.3228880478035996,0.4680159098169441,0.4191315684649801,0.22294474343626744,0.3573338618521754,0.31049857317642693,0.3635769590774987,0.25959102338700324,0.4249423170078359,0.3419682094489121,0.30073751879849225,0.20274319306482694,0.07807164683122135,0.44425791267327264,0.4138548749024316,0.3148977703433965,0.16722832900010465,0.37692640970856184,0.23831150128362205,0.27326110412772686,0.18915581987377494,0.3438244983182376,0.4137765760920078,0.19373275157179073,0.2071626716557615,0.3748900350335136,0.4810742071094228,0.3599786269997671,0.4292804060279237,0.4538461023116734,0.2617715615346042,0.33398567308968363,0.24753838617713214,0.2873100050869692,0.25415643722378967,0.36703407573365454,0.18883601041499673,0.23435881051297572,0.4330985716894789,0.3291246652700825,0.3674402648191811,0.41996471595745244,0.2682138054585409,0.15026485290876898,0.4858468245574431,0.4710202977799185,0.3265380213801993,0.30767962909332924,0.32148630703041536,0.3093445785793751,0.39224640061923804,0.33432343584736046,0.4259578683276325,0.30008088735037497,0.3606604195179717,0.38700838835650253,0.3363135462824137,0.5187626381686811,0.4579020144765493
pig,0.3602561542787411,0.5347198929600461,0.48573209031586023,0.24647876403821264,0.3342324341404586,0.3625863725144788,0.5241003863045797,0.5346834553126676,0.18956457166599627,0.2707187986807656,0.4201721860959947,0.13694500913167598,0.3123323738446382,0.5574592146881141,0.4298552294426731,0.32401868087643215,0.5704350193743944,0.5507031402998166,0.3307436956927265,0.33202493551830226,0.3419568062461054,0.3496843549415276,0.48925000729902646,0.3541259840804072,0.4018293945574316,0.31589782498491825,0.4211489274369637,0.43779954801176746,0.370827674730561,0.38155344776158684,0.24117395525363466,0.6074192208824182,0.5038415264164778,0.3519201558119462,0.4941046704375583,0.33995848580420723,0.2781623858399471,0.4683827775439757,0.47566544347886314,0.39651478723246586,0.5254387920292249,0.3546491412210098,0.28096982474464877,0.3384504803839578,0.3738336716405178,0.4227904546554748,0.26644794373471714,0.4548663676481956,0.4271585952494233,0.23110341486279523,0.22207145752854643,0.16313448718140436,0.5193848581475148,0.6002569069484396,0.2116537494023876,0.24365330669781243,0.4466386538767768,0.2855239923186435,0.38099071650032207,0.2397981762118417,0.42482033061570507,0.40114671475915364,0.20502386462848782,0.2453771866024275,0.4377307981281259,0.6093790847519446,0.37973622554164344,0.41519681401681185,0.34102637425288046,0.37139615483747906,0.416917168308186,0.31404958154447704,0.43615644946514276,0.183342322263498,0.386857467285762,0.26496780478522,0.23684900107856108,0.45238347560170533,0.385818095088821,0.3967748713603116,0.24831167919753458,0.2798922899024316,0.10896786326494012,0.48293225394706335,0.4988395617934902,0.3772646455771896,0.3587893897370626,0.43607639075845334,0.3641584249970051,0.47018678004286946,0.37120826403115326,0.5535882675710903,0.420757350168099,0.4261551394778037,0.38500520732581145,0.16797265967473357,0.33998745220601906,0.6301162748296409
pigeon,0.16808295809279558,0.3860193200361414,0.35445953219691145,0.16205251505725216,0.2023032834462646,0.3455254554940719,0.3154978712310403,0.46327417383550235,0.16164302903571112,0.2928547240414223,0.3451043305698125,0.16508137042469206,0.27064426562917837,0.39962876715192186,0.3534070992301924,0.28958390518777194,0.3254869611369091,0.5345382323797823,0.23089316710468114,0.2691365448101668,0.33661701801356647,0.28957224910468776,0.36753590918042606,0.24971677764807626,0.2963497795215542,0.39149644347400075,0.43382482030234154,0.3441141693062831,0.15976871960182368,0.1406304685838746,0.21782929004993806,0.4684920809264657,0.33957925186818716,0.30245392740572147,0.3442054988599047,0.3893912425915569,0.2911734995099848,0.28255064773387967,0.39828012673290336,0.29459857560835656,0.4876760941579471,0.41372006686952534,0.21875986818789125,0.47860209539503107,0.22301857143195056,0.38233316946213647,0.1486687417088066,0.2442234620277114,0.303169576548335,0.3234203670909965,0.33980416889485343,0.22017929412517895,0.42736347311271716,0.5724318639071697,0.09181585520318855,0.24952925944020773,0.31794081708658345,0.3570033546382422,0.3201287102258405,0.36685456693663177,0.2640473456052863,0.40273016161285785,0.15384458060250422,0.2220507067741894,0.2589012804945432,0.41218284096248087,0.5782801141999253,0.28597391723433535,0.22737343769379456,0.3547161097953495,0.40451513442775333,0.27026334178758205,0.2557602498659018,0.2444721623080762,0.3253714029754774,0.2381390493587015,0.17637099157805317,0.46005356797910185,0.34276667519816745,0.3400002199387766,0.25520430220926565,0.21105005874046187,0.2605746585534128,0.4993501540650075,0.49173575892701776,0.30223486391341353,0.285987921502304,0.37980231115078134,0.277820605187283,0.399920531302257,0.19324764613769388,0.258627951633817,0.30879594958660095,0.36798300539632267,0.46271205815224525,0.24662403157660012,0.352727593334417,0.4138144218462371
rhino,0.36901043720032684,0.46774490722992645,0.5337191704252309,0.2468994348920795,0.3076763718859035,0.3415839742024301,0.42010143840083397,0.4315953946603479,0.28799511003729666,0.17409211903224006,0.21136786558411785,0.3767416026332018,0.24095402867234986,0.4316108457313906,0.34470872528877383,0.24704628409907953,0.3404245505940794,0.41426052568853894,0.4100402671326631,0.3237052229901941,0.2773894605149732,0.21947803158576995,0.4120737313709855,0.3648490801904008,0.29400067211027675,0.281502874448713,0.37484125630452736,0.3528795667858179,0.390483602499212,0.4241162485437747,0.29115703111371544,0.4819583378922207,0.40155234238606824,0.4819490219983241,0.47923190106896074,0.3334223602655921,0.26996842123641,0.29786670912745505,0.4244817371095757,0.35817284505757135,0.3945568808413937,0.3539931804832762,0.19897943729969528,0.303294742789203,0.3457437486090311,0.3780050487380848,0.22580600481265842,0.34589334554994006,0.30505218126789935,0.3547059717304297,0.2776019959781868,0.12200290270008071,0.4647272398763168,0.3875003410297271,0.28864658897696366,0.2498444153009978,0.4571515437291496,0.3941789112096682,0.30124931561742835,0.24809353618498647,0.31283028230203763,0.3644184879039297,0.198407903655055,0.29485666421632933,0.36738624415299936,0.5523852267092196,0.29403717122217676,0.45309614386974284,0.49945570805398987,0.2999317514844992,0.3043982244095284,0.30121030534806775,0.398648761003976,0.3187539225957932,0.3971022094937898,0.314921656463298,0.21692032064771857,0.3670219758704088,0.36874992696941966,0.44380432458759206,0.306657952622123,0.17816672305643774,0.11606636990279061,0.3894603499058145,0.48683688816470566,0.3356950605828833,0.3241936452635687,0.39349605276483873,0.3303550458904152,0.3642396024760625,0.37847511080351726,0.43832691665709245,0.3906437138136891,0.4450773364665309,0.3156809448399558,0.35620777055734354,0.3932822349527831,0.523602057178939
shark,0.21544707997232374,0.543959426730734,0.5245439689928937,0.27308028632414094,0.3536751081115665,0.3253445079702301,0.36736697428406867,0.4213711166790192,0.16468580148888923,0.3009642590531789,0.2996272221425529,0.1636238682948355,0.30865437165534065,0.3990019534064956,0.5324689578122999,0.3292146915298748,0.46772694701604434,0.5594831984528792,0.44482241720522475,0.4795560764944233,0.583397159980366,0.2849260491988567,0.45115904516300437,0.4177352187774375,0.2991741706878279,0.36967965211179027,0.40865051364467975,0.4362338686567756,0.2473849731467375,0.2876544253500165,0.32764145912694526,0.4551584707645929,0.340801025102238,0.4159819070067542,0.4879750188513012,0.4028282691007832,0.3677066062502111,0.4388238331482647,0.5409546570084917,0.49059960322275203,0.4364511061266441,0.4479056991255806,0.22775531545676828,0.3353405799126542,0.4351716095336971,0.4402492835731698,0.2824323425524069,0.5080585907304788,0.39700356739632475,0.32574928194915465,0.3543523708113153,0.20725287921934823,0.47922518486644267,0.6263801105268317,0.2659404963502915,0.26230083014164224,0.41598047710799985,0.35238169274820186,0.39475703042116805,0.42369485976827964,0.312849067206438,0.3360269942611567,0.2201813250642487,0.3173974305643536,0.46111680446183945,0.459018501406368,0.5319699825626687,0.33765357157475967,0.37152725313768103,0.42192981478470554,0.39253405756762755,0.3263997307783375,0.3975068406540333,0.24073733510567222,0.44879824157475595,0.269594581671338,0.12050184614391539,0.3669279750484675,0.35221932353797375,0.3965328605835568,0.3420277891467246,0.17615298808272462,0.2527395959765383,0.5676320272298746,0.6008472643262422,0.39928077671615547,0.40699720176206544,0.43477181799828835,0.362698759402426,0.3941833956918143,0.40336374245464274,0.436376927353469,0.34515805657726595,0.509508020458786,0.6112348488992428,0.3323863613885933,0.3767998360923178,0.5181295578471042
sheep,0.3684199672920527,0.43343620942250066,0.3613965201368421,0.27919342638919803,0.28984152321837403,0.2751572858395047,0.2768316616269979,0.3877067035994113,0.14913882308951695,0.1976948280746888,0.3277501583561667,0.1863982663021528,0.19582196691169798,0.561010298973089,0.3377505299031991,0.2826261589495342,0.3767425379602893,0.4759990269846811,0.28539358498334005,0.26073719953582675,0.24143101385948848,0.3658294599442477,0.5108448062216053,0.22881989533820837,0.4002135160397397,0.18657098017416382,0.3849951225116233,0.4563815803475238,0.3290635554831251,0.32415077249009094,0.1772603347384054,0.6055170227087107,0.5533668446586892,0.3711123135505901,0.31249479659658524,0.3767475434372539,0.32358912731154066,0.4253744967936446,0.4469806559981352,0.3745832532314448,0.4020627930382334,0.3003516902486439,0.25968753689501806,0.3045844349910374,0.2854413571647537,0.3359277207347538,0.19336617405108458,0.33411035489344326,0.32881760793686615,0.13026686451775088,0.22363622287923107,0.14043897374441008,0.5010741540122441,0.442100877864737,0.18186156959490266,0.1789172563940951,0.38788212425760055,0.26280419285576173,0.24968094919788356,0.2599133711148154,0.36235979803118934,0.27685625300903344,0.16909918225028145,0.21887558843397895,0.4148566427210181,0.41120336064587454,0.3297816402226845,0.2862663669011613,0.2329356938960171,0.26767886379088957,0.45422004612158146,0.2556726529777406,0.2774974952987184,0.12121191923168599,0.23370444689722464,0.2005636029167209,0.19454903558408926,0.35671313717249653,0.35446627685310966,0.34149703109067625,0.11932796676714366,0.2777743255955456,0.08688426602599529,0.4118194237710358,0.36615390146669036,0.28135003625139104,0.2920570378725503,0.30381966106437613,0.2634909328950586,0.35024430298084425,0.2902808613522141,0.37343831227176955,0.4251806464967038,0.2259654353233359,0.33020686858642123,0.22537805677863387,0.33193664155781466,0.5086565005448881
skunk,0.216742535680974,0.5195882952437292,0.4793252344067746,0.2088198023766283,0.2544736313301369,0.29356171900503586,0.4744711185677146,0.4276757673312381,0.15714939781049492,0.15398350002488498,0.1898034179010194,0.16983666976938053,0.2360963633384472,0.44094958348879676,0.41569257499261825,0.264213240517838,0.3656632740909539,0.5292414049346158,0.3313746373656804,0.270373448254358,0.44288669500153216,0.21593778746351933,0.5135338880088385,0.3519450797330115,0.2971516847781446,0.27454550316823295,0.38305163174700047,0.3875948585044597,0.2249804467090809,0.2317430588674337,0.14336005070699384,0.4867845306035922,0.34936559018337104,0.23258225917357503,0.4543770833710011,0.2975914938950388,0.27521025740034494,0.32226890117493195,0.4065048244958905,0.389671055268559,0.49287320965517545,0.4745924170235267,0.20071627413686788,0.3381096146798605,0.3513865054386632,0.3825255128619156,0.2134542965549108,0.47631927135538793,0.3146064110277239,0.19714978539066466,0.24147197773579548,0.12759093708710192,0.49315522088195807,0.541022085755586,0.23737029935917447,0.0885870683655026,0.4052012124768466,0.18955260435668755,0.2882110245131705,0.28194795028147657,0.2594042391989234,0.4374879102968571,0.1686871399077634,0.18434827375543894,0.4146783720170937,0.5205429523230622,0.43869905151184124,0.4296947858195517,0.3329677580285527,0.39816021148895914,0.34561235094908405,0.2744992224313027,0.4429919189394981,0.057205459293031495,0.3333663808253817,0.17986843734055696,0.16934514043095195,0.5099890031458724,0.38276459232107163,0.4634055956372899,0.4089265383442966,0.16539589856832737,0.07791297337483893,0.5363233168521113,0.5436492019389038,0.31370180401555275,0.29640126234858505,0.39455285139222074,0.35980097421104995,0.4050252311572792,0.2662334446874542,0.45767335505390044,0.29808952797965127,0.32901937969480244,0.4939074228039333,0.24185753303595714,0.3930061044109835,0.6187331709880572
