word1,word2,language_similarity
pigeon,bat,0.4583011081617499
gorilla,bat,0.4261292669130239
beaver,bat,0.4556568834236385
swan,bat,0.38469936171549
zebra,bat,0.334501048976654
boar,bat,0.455653244121983
skunk,bat,0.37916671074034397
rhino,bat,0.35118811537392575
giraffe,bat,0.36906443917229376
panther,bat,0.5141557020207959
panda,bat,0.4066559098770596
sloth,bat,0.3873110233796547
llama,bat,0.28094360985541733
cheetah,bat,0.42457022191979854
hippo,bat,0.31711366789663736
flamingo,bat,0.4254095132741613
deer,pig,0.3966068700086132
sheep,pig,0.6113927451737152
bat,pig,0.40235820719800675
pig,pig,1
lion,pig,0.36536645858957006
elephant,pig,0.5260516475960291
goat,pig,0.6115498375224495
shark,pig,0.43619389647891504
mammoth,pig,0.3375539012754883
crow,pig,0.4406347967659745
grizzly,pig,0.3583344340597013
dolphin,pig,0.3940571693202243
pigeon,pig,0.5320388689193112
gorilla,pig,0.4469530992152967
beaver,pig,0.3909629337808746
swan,pig,0.3786578952403528
zebra,pig,0.429817715127555
boar,pig,0.5874465439724513
skunk,pig,0.4720067825827852
rhino,pig,0.43241333091139633
giraffe,pig,0.4407826018747261
panther,pig,0.34244062769713407
panda,pig,0.46214441003348916
sloth,pig,0.4056061222681831
llama,pig,0.4371566700937841
cheetah,pig,0.39169379246537284
hippo,pig,0.4373728997349739
flamingo,pig,0.41726395526362614
deer,lion,0.6176366398147266
sheep,lion,0.5019965054466056
bat,lion,0.42545246118361074
pig,lion,0.36536645858957006
lion,lion,1
elephant,lion,0.6281870560309816
goat,lion,0.4516743131232666
shark,lion,0.5080979044282404
mammoth,lion,0.43852662697327977
crow,lion,0.464653499284543
grizzly,lion,0.5732875386776142
dolphin,lion,0.45213685112165275
pigeon,lion,0.4068720183799775
gorilla,lion,0.46372360375183436
beaver,lion,0.5365421015098044
swan,lion,0.40901567772922476
zebra,lion,0.4054352823769587
boar,lion,0.6280790183877667
skunk,lion,0.36907884258892254
rhino,lion,0.43878369764968406
giraffe,lion,0.48317937701125574
panther,lion,0.6614329191305024
panda,lion,0.5308846174065245
sloth,lion,0.4589575825427574
llama,lion,0.3554177646572278
cheetah,lion,0.5492387375783155
hippo,lion,0.45727596584041263
flamingo,lion,0.4138349379521324
deer,elephant,0.5324941971182675
sheep,elephant,0.536720137641975
bat,elephant,0.43154608748518714
pig,elephant,0.5260516475960291
lion,elephant,0.6281870560309816
elephant,elephant,1
goat,elephant,0.49725443517878465
shark,elephant,0.5332355364807566
mammoth,elephant,0.5077936110146494
crow,elephant,0.4681258769761995
grizzly,elephant,0.5794739959935035
dolphin,elephant,0.5220351661998844
pigeon,elephant,0.447682471598905
gorilla,elephant,0.6737656848370721
beaver,elephant,0.49870166326837584
swan,elephant,0.4737497431646911
zebra,elephant,0.5717807459282511
boar,elephant,0.5667060021856348
skunk,elephant,0.4462000824453986
rhino,elephant,0.6739712756758218
giraffe,elephant,0.6353969329226468
panther,elephant,0.5743626895970975
panda,elephant,0.6413707628585479
sloth,elephant,0.493924003458501
llama,elephant,0.4246845732520587
cheetah,elephant,0.6844858616778161
hippo,elephant,0.6454808297058447
flamingo,elephant,0.5215333451128238
deer,goat,0.4764044576079067
sheep,goat,0.750916885223488
bat,goat,0.3715749152075478
pig,goat,0.6115498375224495
lion,goat,0.4516743131232666
elephant,goat,0.49725443517878465
goat,goat,1
shark,goat,0.35801151396150793
mammoth,goat,0.36321654726909536
crow,goat,0.4224167025653099
grizzly,goat,0.41731963616580364
dolphin,goat,0.3095555475484141
pigeon,goat,0.46465818033225076
gorilla,goat,0.3550161578783924
beaver,goat,0.4596527279009405
swan,goat,0.3382923408239014
zebra,goat,0.4164743500958762
boar,goat,0.6331171956675832
skunk,goat,0.4568093968595494
rhino,goat,0.37635089864992755
giraffe,goat,0.44081101314972093
panther,goat,0.4141392801828022
panda,goat,0.3920617734646691
sloth,goat,0.3655162275430608
llama,goat,0.49589629141846425
cheetah,goat,0.39112394681376206
hippo,goat,0.45929619989105835
flamingo,goat,0.41746688870703175
deer,shark,0.4402784406487525
sheep,shark,0.3430061669620695
bat,shark,0.4270333490873907
pig,shark,0.43619389647891504
lion,shark,0.5080979044282404
elephant,shark,0.5332355364807566
goat,shark,0.35801151396150793
shark,shark,1
mammoth,shark,0.3768916347880013
crow,shark,0.4434750645719577
grizzly,shark,0.5139976883793275
dolphin,shark,0.7299820664616992
pigeon,shark,0.4243535077299156
gorilla,shark,0.45997880694454685
beaver,shark,0.44771956613377756
swan,shark,0.4724442214535796
zebra,shark,0.5175205624658055
boar,shark,0.5016949782935137
skunk,shark,0.3582412552982663
rhino,shark,0.46834894059893983
giraffe,shark,0.3939971983880522
panther,shark,0.49497510140953627
panda,shark,0.4811913300770289
sloth,shark,0.41533518349120985
llama,shark,0.26920876092968754
cheetah,shark,0.4940374374225341
hippo,shark,0.5055484805323028
flamingo,shark,0.45362681654783277
deer,mammoth,0.3524470872442941
sheep,mammoth,0.3504735788417703
bat,mammoth,0.3037444743389087
pig,mammoth,0.3375539012754883
lion,mammoth,0.43852662697327977
elephant,mammoth,0.5077936110146494
goat,mammoth,0.36321654726909536
shark,mammoth,0.3768916347880013
mammoth,mammoth,1
crow,mammoth,0.3199501010007907
grizzly,mammoth,0.4605200759694309
dolphin,mammoth,0.30825210118649254
pigeon,mammoth,0.35153295999394635
gorilla,mammoth,0.4368064949466971
beaver,mammoth,0.3947752765445679
swan,mammoth,0.33954000434283527
zebra,mammoth,0.362869996283028
boar,mammoth,0.4496917953748316
skunk,mammoth,0.27837522645598456
rhino,mammoth,0.4531790668994808
giraffe,mammoth,0.3731723460450963
panther,mammoth,0.38188330364219825
panda,mammoth,0.39602247565420484
sloth,mammoth,0.37597769042223717
llama,mammoth,0.25252366530328335
cheetah,mammoth,0.42106605995657154
hippo,mammoth,0.4024964192355892
flamingo,mammoth,0.4135485924142504
deer,crow,0.5219117242271026
sheep,crow,0.49425384245123305
bat,crow,0.5116528796071008
pig,crow,0.4406347967659745
lion,crow,0.464653499284543
elephant,crow,0.4681258769761995
goat,crow,0.4224167025653099
shark,crow,0.4434750645719577
mammoth,crow,0.3199501010007907
crow,crow,1
grizzly,crow,0.42771776045106863
dolphin,crow,0.3979072519287459
pigeon,crow,0.6307362949606176
gorilla,crow,0.37398657527200985
beaver,crow,0.5159397666450513
swan,crow,0.5908736902705627
zebra,crow,0.3936711280327594
boar,crow,0.5267351047864058
skunk,crow,0.4614516088713247
rhino,crow,0.3622652748739834
giraffe,crow,0.4528779711757681
panther,crow,0.5626310763565283
panda,crow,0.4276526290617725
sloth,crow,0.43860661556085917
llama,crow,0.34964476780764664
cheetah,crow,0.42440653961355435
hippo,crow,0.3941065379043981
flamingo,crow,0.5238300414635556
deer,grizzly,0.6563985521947859
sheep,grizzly,0.5219064082708672
bat,grizzly,0.37612298721286025
pig,grizzly,0.3583344340597013
lion,grizzly,0.5732875386776142
elephant,grizzly,0.5794739959935035
goat,grizzly,0.41731963616580364
shark,grizzly,0.5139976883793275
mammoth,grizzly,0.4605200759694309
crow,grizzly,0.42771776045106863
grizzly,grizzly,1
dolphin,grizzly,0.4223915176643381
pigeon,grizzly,0.34554861533088466
gorilla,grizzly,0.5157680072472132
beaver,grizzly,0.6102172352968913
swan,grizzly,0.3498728011348854
zebra,grizzly,0.4810493518526005
boar,grizzly,0.5405448958324166
skunk,grizzly,0.43774156392154495
rhino,grizzly,0.5249619575296476
giraffe,grizzly,0.46031086151646383
panther,grizzly,0.6053523889985046
panda,grizzly,0.477495701955306
sloth,grizzly,0.40869747365323844
llama,grizzly,0.3327966102253435
cheetah,grizzly,0.5697910552728745
hippo,grizzly,0.4908726463059444
flamingo,grizzly,0.4170520986922108
deer,dolphin,0.3724140295320926
sheep,dolphin,0.32212444373360816
bat,dolphin,0.3416483779338487
pig,dolphin,0.3940571693202243
lion,dolphin,0.45213685112165275
elephant,dolphin,0.5220351661998844
goat,dolphin,0.3095555475484141
shark,dolphin,0.7299820664616992
mammoth,dolphin,0.30825210118649254
crow,dolphin,0.3979072519287459
grizzly,dolphin,0.4223915176643381
dolphin,dolphin,1
pigeon,dolphin,0.40206792897179233
gorilla,dolphin,0.40839420461169557
beaver,dolphin,0.42554499036533905
swan,dolphin,0.5052391924373884
zebra,dolphin,0.5110431622448677
boar,dolphin,0.4434595120715842
skunk,dolphin,0.27725897876220496
rhino,dolphin,0.3951655642937633
giraffe,dolphin,0.45267498341705054
panther,dolphin,0.4518666103215012
panda,dolphin,0.49735549049878824
sloth,dolphin,0.35921177650966835
llama,dolphin,0.3123726327152447
cheetah,dolphin,0.5186744457215788
hippo,dolphin,0.5324223896549665
flamingo,dolphin,0.4961584988522332
deer,pigeon,0.44561174238964485
sheep,pigeon,0.46728678322998385
bat,pigeon,0.4583011081617499
pig,pigeon,0.5320388689193112
lion,pigeon,0.4068720183799775
elephant,pigeon,0.447682471598905
goat,pigeon,0.46465818033225076
shark,pigeon,0.4243535077299156
mammoth,pigeon,0.35153295999394635
crow,pigeon,0.6307362949606176
grizzly,pigeon,0.34554861533088466
dolphin,pigeon,0.40206792897179233
pigeon,pigeon,1
gorilla,pigeon,0.36136059074099197
beaver,pigeon,0.460933395383991
swan,pigeon,0.48997845673463103
zebra,pigeon,0.49262534311455447
boar,pigeon,0.520514712872991
skunk,pigeon,0.449954205733537
rhino,pigeon,0.36515602610732173
giraffe,pigeon,0.4509999005961063
panther,pigeon,0.4383530664421101
panda,pigeon,0.39303830847784105
sloth,pigeon,0.3862279436054176
llama,pigeon,0.3324109283873938
cheetah,pigeon,0.3909393936370963
hippo,pigeon,0.43051421700155645
flamingo,pigeon,0.5014054092064065
deer,gorilla,0.3373527565102819
sheep,gorilla,0.3690889604971418
bat,gorilla,0.4261292669130239
pig,gorilla,0.4469530992152967
lion,gorilla,0.46372360375183436
elephant,gorilla,0.6737656848370721
goat,gorilla,0.3550161578783924
shark,gorilla,0.45997880694454685
mammoth,gorilla,0.4368064949466971
crow,gorilla,0.37398657527200985
grizzly,gorilla,0.5157680072472132
dolphin,gorilla,0.40839420461169557
pigeon,gorilla,0.36136059074099197
gorilla,gorilla,1
beaver,gorilla,0.4090647240327768
swan,gorilla,0.37906251111840394
zebra,gorilla,0.46194554112074077
boar,gorilla,0.44335908856977424
skunk,gorilla,0.4175680305668509
rhino,gorilla,0.5445199503572333
giraffe,gorilla,0.5853838628847217
panther,gorilla,0.47796129055216446
panda,gorilla,0.5899662790606801
sloth,gorilla,0.4977918507318852
llama,gorilla,0.4515130126104455
cheetah,gorilla,0.5933927250733665
hippo,gorilla,0.5437818907369392
flamingo,gorilla,0.4515564773525406
deer,beaver,0.6835611610294149
sheep,beaver,0.5560806737664614
bat,beaver,0.4556568834236385
pig,beaver,0.3909629337808746
lion,beaver,0.5365421015098044
elephant,beaver,0.49870166326837584
goat,beaver,0.4596527279009405
shark,beaver,0.44771956613377756
mammoth,beaver,0.3947752765445679
crow,beaver,0.5159397666450513
grizzly,beaver,0.6102172352968913
dolphin,beaver,0.42554499036533905
pigeon,beaver,0.460933395383991
gorilla,beaver,0.4090647240327768
beaver,beaver,1
swan,beaver,0.45406417705647617
zebra,beaver,0.48030264322410854
boar,beaver,0.5760381341125508
skunk,beaver,0.41762710120271435
rhino,beaver,0.3972427557855694
giraffe,beaver,0.42579443317491383
panther,beaver,0.615039057604195
panda,beaver,0.438345382086305
sloth,beaver,0.3830906991279996
llama,beaver,0.41637121806526145
cheetah,beaver,0.48125505395657225
hippo,beaver,0.4597526057134306
flamingo,beaver,0.44640839742393823
deer,swan,0.35218597298528154
sheep,swan,0.35100463065933535
bat,swan,0.38469936171549
pig,swan,0.3786578952403528
lion,swan,0.40901567772922476
elephant,swan,0.4737497431646911
goat,swan,0.3382923408239014
shark,swan,0.4724442214535796
mammoth,swan,0.33954000434283527
crow,swan,0.5908736902705627
grizzly,swan,0.3498728011348854
dolphin,swan,0.5052391924373884
pigeon,swan,0.48997845673463103
gorilla,swan,0.37906251111840394
beaver,swan,0.45406417705647617
swan,swan,1
zebra,swan,0.45665774875264065
boar,swan,0.4352292624244353
skunk,swan,0.369571593800094
rhino,swan,0.37395589699265686
giraffe,swan,0.5036311051800044
panther,swan,0.48174433045398013
panda,swan,0.4387837385635239
sloth,swan,0.36435700660465753
llama,swan,0.28983535859270015
cheetah,swan,0.44779660292711404
hippo,swan,0.47828218978945036
flamingo,swan,0.5560325223483287
deer,zebra,0.4478616342191579
sheep,zebra,0.5027289319314504
bat,zebra,0.334501048976654
pig,zebra,0.429817715127555
lion,zebra,0.4054352823769587
elephant,zebra,0.5717807459282511
goat,zebra,0.4164743500958762
shark,zebra,0.5175205624658055
mammoth,zebra,0.362869996283028
crow,zebra,0.3936711280327594
grizzly,zebra,0.4810493518526005
dolphin,zebra,0.5110431622448677
pigeon,zebra,0.49262534311455447
gorilla,zebra,0.46194554112074077
beaver,zebra,0.48030264322410854
swan,zebra,0.45665774875264065
zebra,zebra,1
boar,zebra,0.47582977736119114
skunk,zebra,0.43204557362961266
rhino,zebra,0.5280395060591825
giraffe,zebra,0.5556624545214063
panther,zebra,0.44844401574803144
panda,zebra,0.4814955920624745
sloth,zebra,0.4030569947208063
llama,zebra,0.4049667126855755
cheetah,zebra,0.6127014736152389
hippo,zebra,0.5803088962995779
flamingo,zebra,0.49454387758096896
deer,boar,0.6582401599432673
sheep,boar,0.5975653341995099
bat,boar,0.455653244121983
pig,boar,0.5874465439724513
lion,boar,0.6280790183877667
elephant,boar,0.5667060021856348
goat,boar,0.6331171956675832
shark,boar,0.5016949782935137
mammoth,boar,0.4496917953748316
crow,boar,0.5267351047864058
grizzly,boar,0.5405448958324166
dolphin,boar,0.4434595120715842
pigeon,boar,0.520514712872991
gorilla,boar,0.44335908856977424
beaver,boar,0.5760381341125508
swan,boar,0.4352292624244353
zebra,boar,0.47582977736119114
boar,boar,1
skunk,boar,0.4858022403431875
rhino,boar,0.4897676729062923
giraffe,boar,0.48670162843555487
panther,boar,0.5375713848297087
panda,boar,0.46064888140626914
sloth,boar,0.4186719496980326
llama,boar,0.4451970193010184
cheetah,boar,0.4876152201356839
hippo,boar,0.5328723093671129
flamingo,boar,0.49277603423155236
deer,skunk,0.4549573938907841
sheep,skunk,0.4150026309181306
bat,skunk,0.37916671074034397
pig,skunk,0.4720067825827852
lion,skunk,0.36907884258892254
elephant,skunk,0.4462000824453986
goat,skunk,0.4568093968595494
shark,skunk,0.3582412552982663
mammoth,skunk,0.27837522645598456
crow,skunk,0.4614516088713247
grizzly,skunk,0.43774156392154495
dolphin,skunk,0.27725897876220496
pigeon,skunk,0.449954205733537
gorilla,skunk,0.4175680305668509
beaver,skunk,0.41762710120271435
swan,skunk,0.369571593800094
zebra,skunk,0.43204557362961266
boar,skunk,0.4858022403431875
skunk,skunk,1
rhino,skunk,0.38669401654603347
giraffe,skunk,0.3673391317466179
panther,skunk,0.4878512740852061
panda,skunk,0.4085526911437868
sloth,skunk,0.3771971988699763
llama,skunk,0.3307937825979975
cheetah,skunk,0.43890324744533427
hippo,skunk,0.4464816170701889
flamingo,skunk,0.45680946042883064
deer,rhino,0.4415088108448583
sheep,rhino,0.417040349342122
bat,rhino,0.35118811537392575
pig,rhino,0.43241333091139633
lion,rhino,0.43878369764968406
elephant,rhino,0.6739712756758218
goat,rhino,0.37635089864992755
shark,rhino,0.46834894059893983
mammoth,rhino,0.4531790668994808
crow,rhino,0.3622652748739834
grizzly,rhino,0.5249619575296476
dolphin,rhino,0.3951655642937633
pigeon,rhino,0.36515602610732173
gorilla,rhino,0.5445199503572333
beaver,rhino,0.3972427557855694
swan,rhino,0.37395589699265686
zebra,rhino,0.5280395060591825
boar,rhino,0.4897676729062923
skunk,rhino,0.38669401654603347
rhino,rhino,1
giraffe,rhino,0.5658440873338498
panther,rhino,0.45873211671065117
panda,rhino,0.5354079498716335
sloth,rhino,0.37128007699480214
llama,rhino,0.3883324940101986
cheetah,rhino,0.6027599477233755
hippo,rhino,0.5271163717784441
flamingo,rhino,0.4373081772166947
deer,giraffe,0.39788976211711224
sheep,giraffe,0.4814750302030313
bat,giraffe,0.36906443917229376
pig,giraffe,0.4407826018747261
lion,giraffe,0.48317937701125574
elephant,giraffe,0.6353969329226468
goat,giraffe,0.44081101314972093
shark,giraffe,0.3939971983880522
mammoth,giraffe,0.3731723460450963
crow,giraffe,0.4528779711757681
grizzly,giraffe,0.46031086151646383
dolphin,giraffe,0.45267498341705054
pigeon,giraffe,0.4509999005961063
gorilla,giraffe,0.5853838628847217
beaver,giraffe,0.42579443317491383
swan,giraffe,0.5036311051800044
zebra,giraffe,0.5556624545214063
boar,giraffe,0.48670162843555487
skunk,giraffe,0.3673391317466179
rhino,giraffe,0.5658440873338498
giraffe,giraffe,1
panther,giraffe,0.465544341918517
panda,giraffe,0.5311529485260984
sloth,giraffe,0.4362640020616718
llama,giraffe,0.4599377857141636
cheetah,giraffe,0.6509032660519981
hippo,giraffe,0.5872904186970068
flamingo,giraffe,0.4784885375371729
deer,panther,0.6088322074899559
sheep,panther,0.463898171347392
bat,panther,0.5141557020207959
pig,panther,0.34244062769713407
lion,panther,0.6614329191305024
elephant,panther,0.5743626895970975
goat,panther,0.4141392801828022
shark,panther,0.49497510140953627
mammoth,panther,0.38188330364219825
crow,panther,0.5626310763565283
grizzly,panther,0.6053523889985046
dolphin,panther,0.4518666103215012
pigeon,panther,0.4383530664421101
gorilla,panther,0.47796129055216446
beaver,panther,0.615039057604195
swan,panther,0.48174433045398013
zebra,panther,0.44844401574803144
boar,panther,0.5375713848297087
skunk,panther,0.4878512740852061
rhino,panther,0.45873211671065117
giraffe,panther,0.465544341918517
panther,panther,1
panda,panther,0.4923909339232318
sloth,panther,0.48721787097527297
llama,panther,0.359780931655614
cheetah,panther,0.5980790618452242
hippo,panther,0.45118458689003393
flamingo,panther,0.49857065932452543
deer,panda,0.4302851144135093
sheep,panda,0.44600331255604403
bat,panda,0.4066559098770596
pig,panda,0.46214441003348916
lion,panda,0.5308846174065245
elephant,panda,0.6413707628585479
goat,panda,0.3920617734646691
shark,panda,0.4811913300770289
mammoth,panda,0.39602247565420484
crow,panda,0.4276526290617725
grizzly,panda,0.477495701955306
dolphin,panda,0.49735549049878824
pigeon,panda,0.39303830847784105
gorilla,panda,0.5899662790606801
beaver,panda,0.438345382086305
swan,panda,0.4387837385635239
zebra,panda,0.4814955920624745
boar,panda,0.46064888140626914
skunk,panda,0.4085526911437868
rhino,panda,0.5354079498716335
giraffe,panda,0.5311529485260984
panther,panda,0.4923909339232318
panda,panda,1
sloth,panda,0.45328267727869553
llama,panda,0.48122442159511847
cheetah,panda,0.5846484722775063
hippo,panda,0.48502296030222136
flamingo,panda,0.42440295835343606
deer,sloth,0.3600894791309125
sheep,sloth,0.40419797961284354
bat,sloth,0.3873110233796547
pig,sloth,0.4056061222681831
lion,sloth,0.4589575825427574
elephant,sloth,0.493924003458501
goat,sloth,0.3655162275430608
shark,sloth,0.41533518349120985
mammoth,sloth,0.37597769042223717
crow,sloth,0.43860661556085917
grizzly,sloth,0.40869747365323844
dolphin,sloth,0.35921177650966835
pigeon,sloth,0.3862279436054176
gorilla,sloth,0.4977918507318852
beaver,sloth,0.3830906991279996
swan,sloth,0.36435700660465753
zebra,sloth,0.4030569947208063
boar,sloth,0.4186719496980326
skunk,sloth,0.3771971988699763
rhino,sloth,0.37128007699480214
giraffe,sloth,0.4362640020616718
panther,sloth,0.48721787097527297
panda,sloth,0.45328267727869553
sloth,sloth,1
llama,sloth,0.3586730460996716
cheetah,sloth,0.45525174506579646
hippo,sloth,0.3880096875742779
flamingo,sloth,0.3715273493413575
deer,llama,0.3607838454815396
sheep,llama,0.5524299717385137
bat,llama,0.28094360985541733
pig,llama,0.4371566700937841
lion,llama,0.3554177646572278
elephant,llama,0.4246845732520587
goat,llama,0.49589629141846425
shark,llama,0.26920876092968754
mammoth,llama,0.25252366530328335
crow,llama,0.34964476780764664
grizzly,llama,0.3327966102253435
dolphin,llama,0.3123726327152447
pigeon,llama,0.3324109283873938
gorilla,llama,0.4515130126104455
beaver,llama,0.41637121806526145
swan,llama,0.28983535859270015
zebra,llama,0.4049667126855755
boar,llama,0.4451970193010184
skunk,llama,0.3307937825979975
rhino,llama,0.3883324940101986
giraffe,llama,0.4599377857141636
panther,llama,0.359780931655614
panda,llama,0.48122442159511847
sloth,llama,0.3586730460996716
llama,llama,1
cheetah,llama,0.4535470214920921
hippo,llama,0.42138545194156884
flamingo,llama,0.3767022827609468
deer,cheetah,0.5211066020295806
sheep,cheetah,0.5007713385473193
bat,cheetah,0.42457022191979854
pig,cheetah,0.39169379246537284
lion,cheetah,0.5492387375783155
elephant,cheetah,0.6844858616778161
goat,cheetah,0.39112394681376206
shark,cheetah,0.4940374374225341
mammoth,cheetah,0.42106605995657154
crow,cheetah,0.42440653961355435
grizzly,cheetah,0.5697910552728745
dolphin,cheetah,0.5186744457215788
pigeon,cheetah,0.3909393936370963
gorilla,cheetah,0.5933927250733665
beaver,cheetah,0.48125505395657225
swan,cheetah,0.44779660292711404
zebra,cheetah,0.6127014736152389
boar,cheetah,0.4876152201356839
skunk,cheetah,0.43890324744533427
rhino,cheetah,0.6027599477233755
giraffe,cheetah,0.6509032660519981
panther,cheetah,0.5980790618452242
panda,cheetah,0.5846484722775063
sloth,cheetah,0.45525174506579646
llama,cheetah,0.4535470214920921
cheetah,cheetah,1
hippo,cheetah,0.5736407320425627
flamingo,cheetah,0.4899581447193674
deer,hippo,0.42100568037580893
sheep,hippo,0.4619415231064865
bat,hippo,0.31711366789663736
pig,hippo,0.4373728997349739
lion,hippo,0.45727596584041263
elephant,hippo,0.6454808297058447
goat,hippo,0.45929619989105835
shark,hippo,0.5055484805323028
mammoth,hippo,0.4024964192355892
crow,hippo,0.3941065379043981
grizzly,hippo,0.4908726463059444
dolphin,hippo,0.5324223896549665
pigeon,hippo,0.43051421700155645
gorilla,hippo,0.5437818907369392
beaver,hippo,0.4597526057134306
swan,hippo,0.47828218978945036
zebra,hippo,0.5803088962995779
boar,hippo,0.5328723093671129
skunk,hippo,0.4464816170701889
rhino,hippo,0.5271163717784441
giraffe,hippo,0.5872904186970068
panther,hippo,0.45118458689003393
panda,hippo,0.48502296030222136
sloth,hippo,0.3880096875742779
llama,hippo,0.42138545194156884
cheetah,hippo,0.5736407320425627
hippo,hippo,1
flamingo,hippo,0.4820426122443784
deer,flamingo,0.4090880717802911
sheep,flamingo,0.3974270681205691
bat,flamingo,0.4254095132741613
pig,flamingo,0.41726395526362614
lion,flamingo,0.4138349379521324
elephant,flamingo,0.5215333451128238
goat,flamingo,0.41746688870703175
shark,flamingo,0.45362681654783277
mammoth,flamingo,0.4135485924142504
crow,flamingo,0.5238300414635556
grizzly,flamingo,0.4170520986922108
dolphin,flamingo,0.4961584988522332
pigeon,flamingo,0.5014054092064065
gorilla,flamingo,0.4515564773525406
beaver,flamingo,0.44640839742393823
swan,flamingo,0.5560325223483287
zebra,flamingo,0.49454387758096896
boar,flamingo,0.49277603423155236
skunk,flamingo,0.45680946042883064
rhino,flamingo,0.4373081772166947
giraffe,flamingo,0.4784885375371729
panther,flamingo,0.49857065932452543
panda,flamingo,0.42440295835343606
sloth,flamingo,0.3715273493413575
llama,flamingo,0.3767022827609468
cheetah,flamingo,0.4899581447193674
hippo,flamingo,0.4820426122443784
flamingo,flamingo,1
