animal,big,bristles,bristly,brushy,bushy,circular,coarse,coat,course,curly,feathers,fine,flat,fleece,fluff,fluffy,fur,fuzz,hair,hide,leather,leathery,light,long,medium,rough,rubber,rubbery,scales,scaly,shaggy,short,silk,skin,slick,slimy,slippery,small,smooth,soft,sparse,thick,thin,tough,valuable,wet,wiry,wool,wooly,wrinkled
bat,0.5168189601031014,0.35724591898247204,0.3653088390337341,0.36411075797427256,0.3807609783164696,0.30114524928004704,0.1624620371283524,0.2810199117589107,0.3107453538601953,0.4210084114757129,0.5351300102158282,0.29663530368733265,0.31036196174893443,0.23166849813245502,0.5383477464954699,0.5141045790489912,0.4387651828051623,0.366890815992817,0.4371568966367702,0.4879848774878465,0.3909656845019846,0.417775047439781,0.30222403531356556,0.3633418938115418,0.298183512491832,0.303192521731092,0.3143375047027895,0.3359552550000347,0.3538884718813644,0.4896390114172692,0.4859677447659549,0.3476458147142526,0.2724092927253761,0.46372430559147126,0.3982709871933054,0.3656879208557404,0.34918244059132986,0.3981706544727314,0.22344726789156746,0.36319762346378115,0.28922521589177463,0.3678473094048386,0.30459726448841473,0.4243085228821146,0.2371116652882984,0.30311322308535554,0.34201760802541575,0.28393140035958875,0.5083332253070949,0.4140527262486394
beaver,0.594812316238952,0.327737606106276,0.35614846188907584,0.6654334137575277,0.4530269915709265,0.18184959637384243,0.2698897337693185,0.3777850349828658,0.31184100420491917,0.3590028084593943,0.4735186233141678,0.25858776878214673,0.3418378165782068,0.3360132303130273,0.36307966033093014,0.36385471628081467,0.5851171026930886,0.2760534191749856,0.3832327108842983,0.2921751507786236,0.35295021735991333,0.3977426400090185,0.21097120538023537,0.33833746890168614,0.26088136837880344,0.33191164023697334,0.26599679603202836,0.30209386372189023,0.2786427311760071,0.4000153950810552,0.4562108445299028,0.31443974155003823,0.2859878671578123,0.2946928506550369,0.3262819294697786,0.3721488297093577,0.3988483077192061,0.4217009688481566,0.22142185827117566,0.258900374888267,0.19860689170633952,0.2606586546102786,0.23114804079414675,0.26143402548790023,0.18717971645317222,0.3099057948591143,0.3375787786876092,0.3491966192514428,0.5532624919776513,0.3358468155559088
boar,0.36177135512503306,0.5174444328621407,0.568314569417426,0.3304814370353695,0.49774026776413094,0.2531524685875167,0.3565948734258364,0.3805002579270089,0.26473676803240853,0.303925197310022,0.5731500802137205,0.3166405528370705,0.27610042101602456,0.4875279164703959,0.4499346761290393,0.570057605004855,0.46018198719494746,0.22350484148856312,0.4716780180292542,0.37332776426637504,0.4552483196305055,0.5317757769204586,0.2179829433323932,0.3423350676542775,0.24936017599704352,0.34531326038676957,0.2865762021046637,0.3415593405966648,0.28888570102487104,0.5789288110973209,0.44032859622635695,0.29469670344670884,0.3177568276005548,0.40703845368216507,0.1991662422648341,0.4631506419745624,0.25657948168047184,0.38127061647311744,0.2844328911697517,0.29799121569564263,0.18449567893851188,0.3584258297579016,0.23339409195910665,0.3054945407966783,0.22625350689567114,0.29356969268931427,0.4166850834695204,0.45152044596185126,0.5011732820219148,0.4796539563971201
cheetah,0.3488742653047616,0.3907661909697017,0.4092509909316216,0.3509866084625297,0.51657883816751,0.19761065247220666,0.2537823521294705,0.35145161314526474,0.19489018017355866,0.3629284328891739,0.5494370404415446,0.19534913294748202,0.23085283800010112,0.24141647679618344,0.4150103880705343,0.4138463136903965,0.5130688918404079,0.41358259911844786,0.43355237624236553,0.3322376249395336,0.3030835613531013,0.44435189676145054,0.2590005206865301,0.3916924675234702,0.4103246925200186,0.38369903342304795,0.1795414785099982,0.2750604967502555,0.3648710759003275,0.49056608297606574,0.4989206502022877,0.37956781738844825,0.2730932376380447,0.42192837187620463,0.31986674804604714,0.3926858536328456,0.2253773425295382,0.27825717099627323,0.2620788273188703,0.25938374810450343,0.3870345348638927,0.30764665139168346,0.2378977998970661,0.2420697988982625,0.1844280532300448,0.3547311240891664,0.38392478709225997,0.2678370610619762,0.5187811831773405,0.3477314216101812
crow,0.5675394539987013,0.3991657988855678,0.44858358551971433,0.5237965317790237,0.5530296516169962,0.297930837345216,0.312258179064292,0.31941859421091734,0.17231653897021162,0.3314275166179816,0.5899943381829144,0.32587629700353954,0.3245164460563024,0.21812692914167806,0.44294822963899283,0.500277911844364,0.43268605876306254,0.4343797791456498,0.35008388371652055,0.3784991385338488,0.34695793181836854,0.4629120183245604,0.25226268950380387,0.4689092535408445,0.34373178293856105,0.4530833875384923,0.20937740004599856,0.2704200036472487,0.3714954465535719,0.48937274357066657,0.599227357242426,0.43816262691869456,0.2416648792533163,0.3316772818549533,0.4294116521250936,0.35830800911162053,0.4433077960228653,0.4056071434383339,0.27576638996916486,0.33954460023311384,0.3863107679101811,0.39730014666152746,0.3413570572053693,0.395481379955375,0.05164379718076384,0.31331005759056163,0.42684947914557086,0.19679701142199513,0.552969744506798,0.37220645775782335
deer,0.44510976052846685,0.42758175763834533,0.4074683482867266,0.5374328112649728,0.5048771470601772,0.1818288688425088,0.18726424888442697,0.4215386289009457,0.23803538266658356,0.2987192762706934,0.5510692011846317,0.24201168058932065,0.27669838950741593,0.3976879897068392,0.31909793907024586,0.37925372412689823,0.5606776902892108,0.24010513789708635,0.4162567422641237,0.3786533313591022,0.35519481782873447,0.46441585645026456,0.26155211839386366,0.3885330469151539,0.3154569002408831,0.2756293699571083,0.20515867721894496,0.2576438216937727,0.26895753877996814,0.4386201309960963,0.39156103216506666,0.3552547892790145,0.3639291550469074,0.32379838017424145,0.2151322155162617,0.30316130360832255,0.27819038201949203,0.4584482952446818,0.1684983062036021,0.1857102261161074,0.29975890157711654,0.24678170358545878,0.1772758076319883,0.1932505133682013,0.23006863457490642,0.2575112089340706,0.39884820068236,0.37351177892102827,0.5102225375383082,0.3913851179855582
dolphin,0.34353144139310554,0.4303363564730991,0.4505360817021661,0.28408278227828676,0.37320377551657835,0.18390649195560835,0.18667219351914097,0.23777043751928423,0.2833686863910138,0.2702374433693289,0.45948751232432383,0.19408764758965,0.21736861344476824,0.27722733340302425,0.3228247975236028,0.30282206594295746,0.4171058924337627,0.28259269852686664,0.38237374241119143,0.26565599306767546,0.31211461028687737,0.4203153678095245,0.2658567304716907,0.35941274000865764,0.31261674535465633,0.3494519817748434,0.16610573214380975,0.1846736500658588,0.38662209063290687,0.49323199345648566,0.3448593781944056,0.26949311843929846,0.3012848580013814,0.4123849645169048,0.20111097784620535,0.35586184355577294,0.26935007885548135,0.24535117524731184,0.22289985737377527,0.2670512164474148,0.2013577211549484,0.29498637772557984,0.24495779703105328,0.18999002978609408,0.2105770696566038,0.2662556936910825,0.18861275933244892,0.22458625365941623,0.35654234009888863,0.34425531796142517
elephant,0.47798966524197833,0.4525322763463922,0.4725881338589301,0.4343084059762558,0.5767011735475204,0.35162955646015487,0.3043463995324459,0.38184135378263484,0.2483919780443054,0.35546403453481645,0.5979485968088686,0.3564666218389851,0.2569551368564216,0.3829731791535974,0.4699678821154046,0.4806026152858855,0.42020033398935697,0.3912939961783412,0.4675518207289569,0.41139225295559,0.3574587565601823,0.4711017496296806,0.23607679745039406,0.4251144780952612,0.31314440134003535,0.4173295148323788,0.35654384495638275,0.41202472967306886,0.33134013226395775,0.5154310607138639,0.559403523613618,0.39293743460717173,0.4292933766779717,0.3975881798327273,0.32804684775364124,0.43875486302761674,0.3303252924366108,0.3919513010566252,0.30007012895657487,0.2530445271301292,0.30284720650601843,0.41347896612583473,0.31047791911926514,0.3556881483235503,0.24697893394524187,0.3219766146732446,0.41929021995037774,0.35052937705295695,0.5300512662528318,0.4215715976501472
flamingo,0.5308154535838199,0.4622463782540626,0.45209244321008213,0.45891112550378393,0.5180038559690286,0.27189588138960014,0.1898300913373471,0.3513174330864544,0.26940203815580416,0.4014771245805125,0.5447244169824367,0.29826132099470354,0.3431987698317242,0.3274720782143982,0.4031668917965021,0.4539265069265895,0.39211390096268856,0.385663899800139,0.3395939207216656,0.3473798040316227,0.3322407702536118,0.4517762712326637,0.2488325125062636,0.45487632362769,0.3490257941703856,0.4842810464966518,0.30336932840839403,0.35518377357853914,0.3350974198794028,0.4975172414257619,0.518996349555317,0.4021523594117199,0.2694215182744942,0.34518539920316266,0.4645868073287945,0.42902500806465316,0.477925301418929,0.43936363951514784,0.40660272636255945,0.32842934102382243,0.36125862203967263,0.3921313287523605,0.2984894328075262,0.39009733274462915,0.1752664180820561,0.4309949560870619,0.3440307119259994,0.2273793723007887,0.5007281409375831,0.3310761104073769
giraffe,0.31620115594395976,0.5033973904863561,0.5099645328082566,0.3434916030491224,0.5031007681353308,0.36287595280278206,0.25664541035353594,0.4099512324733617,0.19811397213440748,0.3878481801303596,0.5474367881824473,0.23703150180990404,0.35957857746062877,0.34873457679171205,0.39755820912380585,0.4472015224663918,0.491142760183963,0.3533226953487698,0.3807717595928129,0.29895066677816795,0.3176248576519689,0.4891451051584253,0.2309878830002684,0.4234728058091797,0.3404899592589822,0.4337391545651959,0.25464813031099204,0.33658104284982826,0.4660973521372286,0.5314583728697656,0.49885796526295034,0.40096963219861,0.3336246341376574,0.35549903631301194,0.21698715538548918,0.416606895326127,0.27509735475410707,0.38440003422578034,0.35297504232935933,0.21643554522128636,0.3328785994622201,0.38495694884575954,0.25657173692710994,0.28130790657858074,0.18296703549247478,0.31553620375439695,0.43823449786950675,0.31047185156103396,0.4724317110724953,0.35455148328063607
