animal,big,bristles,bristly,brushy,bushy,circular,coarse,coat,course,curly,feathers,fine,flat,fleece,fluff,fluffy,fur,fuzz,hair,hide,leather,leathery,light,long,medium,rough,rubber,rubbery,scales,scaly,shaggy,short,silk,skin,slick,slimy,slippery,small,smooth,soft,sparse,thick,thin,tough,valuable,wet,wiry,wool,wooly,wrinkled
gorilla,0.3793945463908231,0.23850634171736604,0.3550366020805934,0.2604084463358219,0.36135474290400915,0.24773646369457017,0.15669123955752542,0.22184803987519564,0.171609543512778,0.23878462584086516,0.3033456657106814,0.1918509282970417,0.2591439514530021,0.2901930138557231,0.2517309269150057,0.26859996241886486,0.3654209448840644,0.28156532326859085,0.23080069437035164,0.30021630750568107,0.2837909791562625,0.3541822694129642,0.16353471135726352,0.19390307934785858,0.22009876360484812,0.19363994351955305,0.33887773700390833,0.3724574128227655,0.15663596469695917,0.38538985411628063,0.37603557383790404,0.2223846285563737,0.24413330158164062,0.26744900582737247,0.26342258914701544,0.3186762501577623,0.2659371133603426,0.28064078815814075,0.20805068135685492,0.292989730277281,0.1807504103569236,0.31593955899908654,0.27386264623724166,0.26160082012375313,0.15076086438022948,0.290799581873756,0.31210670456449774,0.25263884217062293,0.4516962112593458,0.2521561415122071
grizzly,0.38126232895286216,0.24506265995083493,0.38411624958165896,0.4411577515117914,0.37176508405816294,0.20374198357269996,0.21001786756223847,0.25987740628325523,0.2165788182820167,0.3155966087044896,0.3242995611373067,0.18406837636593978,0.20410088363431733,0.3172202032820157,0.16574708125931173,0.18418499248417658,0.43807993555893265,0.19478228825786278,0.27791360890736233,0.3393551373911849,0.2580711787577137,0.3547776324367094,0.24393799586773182,0.27713309094455235,0.1285287263965308,0.2990738088085251,0.211462269184385,0.24550821185126886,0.20914331402278186,0.3881034350319957,0.42428292066440115,0.27248547354234415,0.10358070963700003,0.3006379047743877,0.2628639977149753,0.24268387982156736,0.2823070336676362,0.2759867627986524,0.12728753621409727,0.1873083968099636,0.32148547272553046,0.32599166685835024,0.24803939253558158,0.3037196433761096,0.23034021645019898,0.32330589939488463,0.3425002604835237,0.23018655585958184,0.46757931958675586,0.21490402966214595
hippo,0.33490376927315263,0.23283911268533314,0.35333733122056327,0.3506445609590331,0.3857774151757083,0.283067420913125,0.1935249423554083,0.2291683958180429,0.15627606820451057,0.32449508304033775,0.37561748383380733,0.19336648007731586,0.2937651394388235,0.24504635281241607,0.21133319176760765,0.28429677374000667,0.35333744100787345,0.2831891932695241,0.29620177649543483,0.26150715371285155,0.23241892511574994,0.35695387765002395,0.16818009325767527,0.16951154946549876,0.13084939984506855,0.19140123792325378,0.32332224136366267,0.38102763170577114,0.12065420778260928,0.39556929399694424,0.44531353119206624,0.16674516709849135,0.22894260010688738,0.2501506782655216,0.23652587387636131,0.3853162173146985,0.26882234558526885,0.2616618378863318,0.2178703128652056,0.23625512847841715,0.19819776148976193,0.25429355957588373,0.1769466629868997,0.14562174673595618,0.1486345864993515,0.30111054560983397,0.28097256026634654,0.24029838211240812,0.4440780363253109,0.29638860214718277
lion,0.38527122884232584,0.34459611563445797,0.4277485484296523,0.22997378187433118,0.3352073894586793,0.2196131818929533,0.32854623745210926,0.30196931629873974,0.36230492748100146,0.3500050386432473,0.4631517752732185,0.3575851422805516,0.2733402360678516,0.26300174640656393,0.10658257445471245,0.13538283147077054,0.4360359057843292,0.13612057317568463,0.3084788662936382,0.3949467590405954,0.3677437432695313,0.3823217095752433,0.33846281942643264,0.4238188828951828,0.11705203888013335,0.3939588243385787,0.2085461486470079,0.23129414994270647,0.3181251260188401,0.4810549935694195,0.3950468245915163,0.3417366757858,0.22142252493677814,0.29370000400477075,0.25033818422330195,0.16795615022738505,0.21242752554052055,0.38319201714461626,0.1573416967975096,0.21637079999848696,0.3475620409172146,0.30739380187331244,0.33787908947347606,0.2995708675843306,0.28877285619613674,0.3151114416273232,0.3304303193499205,0.25124493276867144,0.4569518815435478,0.27204893109310807
llama,0.2303143396642056,0.20595396373201327,0.3255160690768675,0.3023986835694137,0.3351325426755085,0.265107843319982,0.24352597543798596,0.279939422411415,0.1671971646501232,0.24935872616028384,0.3505331204806975,0.17946883550852843,0.24772736425148686,0.40620904870920166,0.2554596440738934,0.32678916950944326,0.3972666264763023,0.22726559120968814,0.26500008657062263,0.22032586953090708,0.2839725747032835,0.2968637588308493,0.15013311809824206,0.1535887662157857,0.1581527412742536,0.15187007562902463,0.29271546485550226,0.23030188921152037,0.14709176049339287,0.3223171911501849,0.4068251893218468,0.16667245805609193,0.30991975726602,0.23967713732368764,0.2268956257160813,0.19608544870340266,0.2411096577663432,0.1968354103028822,0.20069912362871728,0.27313028634814074,0.1956660312555707,0.19502958314689195,0.19645565927217382,0.12590172497272026,0.13689780581508423,0.26498908833516627,0.26153491502661397,0.4150232891010784,0.41480743926802444,0.29816995846350525
mammoth,0.5115010562477783,0.3184158237095666,0.3800079729084221,0.3014846323032908,0.3002320248861913,0.36499897299849804,0.2692301498297061,0.21624080634906623,0.20616612866301626,0.2474382528386323,0.30655792197661247,0.2576730603056061,0.3465821094857336,0.21831349381481255,0.20537937468492182,0.20925650588201009,0.35644485949437427,0.19209964695159573,0.21062140983819777,0.2896900780615199,0.27937017130478625,0.37376065506264783,0.22831371903732828,0.2933898710195199,0.20399008678486513,0.3131231551634604,0.28907698164197826,0.35334432381744874,0.22826332180165204,0.3458454319080178,0.4004749105224885,0.27637525398477364,0.18461563418152688,0.19334702004742915,0.34726117578347965,0.31246136675214536,0.28730667154167666,0.3934302191121428,0.24637116854225663,0.26200217993421826,0.3231224815513979,0.3632384575165666,0.2854204765599222,0.271160746690845,0.24846881426313933,0.2870390938880817,0.2996992897660782,0.24302148269850002,0.4452644436285461,0.2649270772093612
panda,0.3846333401452385,0.22088245939537202,0.3417476530240086,0.19136554002029904,0.32476744205271346,0.23607134219839193,0.1673684919988022,0.26306727525882584,0.24283145849359802,0.3070511813327871,0.3752594618804698,0.23514631974646522,0.18759061422318998,0.2947153417502359,0.24127178754667225,0.22906931908523617,0.44162755933549536,0.19358076748985542,0.294011604136497,0.3422651572887075,0.25734830873270365,0.3210296181399343,0.16707336698936456,0.2690920317210062,0.16274590056427266,0.21870012553894164,0.291331685263298,0.29511412818862603,0.23397065323621485,0.3872698728278726,0.3352988419013371,0.28773237079973285,0.24991642260427438,0.2958585238047796,0.22661017836255914,0.22368010201211974,0.24755886785149825,0.2675090913228413,0.1521076913362577,0.27504100346118165,0.23837513711770714,0.28083461190962894,0.24456509955127692,0.2671438480079587,0.25784308383939797,0.29775392863077665,0.24755371662903283,0.2676540484576088,0.45156441479594933,0.27717778471147164
panther,0.3828366193040341,0.3804973845100904,0.54651766223691145,0.4187463220864441,0.48117444893546835,0.29800656088987165,0.3457116899042662,0.4118701330061521,0.3372324437489147,0.42262785749545106,0.5606407097378702,0.33801781887055016,0.333879484679451,0.3375292721092365,0.22067971328525943,0.271990505200291,0.5079478935010572,0.3082110886855486,0.43726141165358506,0.45310442318972693,0.44754097018664907,0.5155443886692342,0.4014443645959094,0.4138612820879195,0.23706250968505554,0.36511567185759286,0.3360580267397451,0.3568294866635286,0.35272348574706897,0.5714025672959779,0.45559612566805047,0.3598461985519371,0.33761885508999817,0.44050403754907236,0.3792778468945932,0.3486598643482637,0.3398501056358094,0.3936403180488503,0.29192093624276727,0.3620711997044944,0.3724907779831198,0.44294647342105675,0.45815205382930735,0.23217082542632603,0.2845784715811613,0.47771974072236684,0.45467341459317007,0.33413185998350753,0.5714197471295995,0.3890404936118181
pig,0.35527698884646913,0.2555844746166323,0.33072364879916705,0.23561513088874378,0.2971852671336075,0.2703225218464528,0.23878546291488423,0.27643387486652654,0.24184492975592425,0.25270913256253413,0.35136004126482434,0.2287376894772584,0.2706342744366153,0.2789446027210802,0.2596415533076161,0.2690613312842748,0.3972454150442341,0.2734942684640994,0.28670493773931494,0.28375397628885796,0.2048342273647998,0.2557915777108777,0.13347008407258898,0.2118834335816459,0.23376578592194416,0.23241628475328774,0.3065868501483196,0.3804135729979919,0.17802386849921858,0.38404606138172726,0.34850730859672013,0.2089258717024057,0.27329082634171953,0.37818964064678134,0.2591146025858247,0.42398715007808413,0.2785984479497693,0.28885983522182274,0.19283476641974404,0.30692833995152746,0.17007181056755152,0.2558387440436288,0.23896724050581164,0.22095062884271643,0.17808421274561226,0.3261502960965049,0.26435580011069904,0.3208206578908728,0.3884858543976335,0.2867887928542829
pigeon,0.33413309560113186,0.258015146390676,0.35228694171233327,0.28369714549401404,0.3617310579489631,0.2743318518121039,0.28916354800877453,0.3363032744182327,0.2516324564670993,0.3398837985291531,0.5509384267321669,0.3017431684756624,0.30430931803770683,0.27035842520269654,0.32167588391492435,0.33885712049871936,0.391417318116521,0.32061544028138206,0.2938068363510988,0.29844620073418904,0.31400335906757526,0.38616239345972186,0.2938212346790465,0.22986342049907166,0.20073761962768497,0.2672349907553769,0.29899143927505467,0.3985157122216267,0.20316898554375087,0.4052204223661893,0.3765889124243924,0.25073577511602774,0.3082275714216872,0.2945397552910101,0.2887104622954441,0.36138131139280505,0.29782834963258026,0.3487492942211601,0.22669038642734413,0.3193986825842767,0.2607512752831831,0.31873734719237234,0.28506036731170936,0.2410669647027468,0.17262259725145637,0.33867892796682886,0.2870322844212633,0.3046953195686529,0.46022963913332054,0.35366772803949026
rhino,0.2510837788903467,0.24131926312471494,0.31379046693126245,0.3048830809758053,0.32450281069057185,0.22543317028856322,0.13082455581862473,0.20926594853034372,0.10514130640818935,0.20310320164934306,0.3759398527455519,0.19897643530873055,0.19332468150369025,0.21659803159681185,0.18904544747159885,0.21287792069231307,0.4283861820391518,0.2258321316228748,0.2559146243418131,0.21879118263896993,0.27566361945234313,0.3293665538169375,0.10509589530277677,0.1600622373704783,0.145231752249621,0.1733855857536567,0.33071081431642274,0.29464358716241723,0.14820403040232336,0.34173725954473894,0.35371499160238623,0.11961524115334655,0.24740611730087503,0.2588206778759766,0.23394836114211373,0.2426816642339662,0.24003350014289812,0.20182900407287246,0.22153319452979633,0.22309897530488346,0.17864951284638195,0.20705931926481594,0.13679392715576222,0.18146585641609,0.17711407170343782,0.23947185769392995,0.21855437785039727,0.23072410233319085,0.3868502566108447,0.18232022560925193
shark,0.39305461521794094,0.3050698441203076,0.3877398807905358,0.24683386895248702,0.30519747742379955,0.28545385855850364,0.2547357386589433,0.22860679548549812,0.31449393997101327,0.26975943893848453,0.3524116608208134,0.28756777303064424,0.29477308802141167,0.2591788425610999,0.16867454328589718,0.16771281498407334,0.3911345350632387,0.21983197511022112,0.28459516608135604,0.34744405393263994,0.22079175838567255,0.3363989728984237,0.25327644414328304,0.2973568466269847,0.1792701594660823,0.3269229891784443,0.3379937377496394,0.3905523808093724,0.3179503296342964,0.4644753088900098,0.30267904073992863,0.2728997846412883,0.23889533735538107,0.4160852921619696,0.39850781550940395,0.4592180272261759,0.3561336731750923,0.3273406739104517,0.26140357127710945,0.3063043226823547,0.1857179382293477,0.3117427519239706,0.30531526505766626,0.2548017825436326,0.23153288211725834,0.3392558701328056,0.25493940597607917,0.207557442324191,0.35490902909066013,0.2620326682811803
sheep,0.34100167509700374,0.3020161348602483,0.42161138576029067,0.4035249812022755,0.3857419189893266,0.28007042981011443,0.3584569369924086,0.36260349003158887,0.3351378594983232,0.3258642501620466,0.4535021721801657,0.33601163967564057,0.3481003643048409,0.48179352426510585,0.2902148464951343,0.35195373871908486,0.48121246150958297,0.276896307864758,0.34824461604534784,0.38051166916434687,0.31648434669969944,0.37960469740497355,0.28985419528358375,0.29252402169838365,0.1993136461938075,0.3386499290838693,0.2708725295380626,0.2976542171341697,0.2544465541831865,0.3966764179938503,0.47461938060010656,0.2844391182647665,0.31992359514943036,0.36005228118267785,0.2700278343274297,0.2729819020208059,0.3216063903827245,0.36848272764308576,0.2477331278759306,0.3378319243593327,0.3979066979258657,0.33277684495016535,0.33073330001532514,0.24626594597518814,0.2613462312937601,0.40098684939215545,0.3017130083376673,0.5205004492641891,0.5468972048007628,0.3035830605926517
skunk,0.34668571142066695,0.2947351897690335,0.4198336334033737,0.4401970710353444,0.4772039602373052,0.20838707479067062,0.22991498174093117,0.3049275276218843,0.15212445578432407,0.30760927569769986,0.40219560766200335,0.1931234960458814,0.25163282650687807,0.24981290231524902,0.3482305468734777,0.35820160159763836,0.4187276703202011,0.39646631360508483,0.27768463868386944,0.3228289697178803,0.21870142181750282,0.3469110494873343,0.1916364981045218,0.1886778850225366,0.16399007699130638,0.21383944079963707,0.30105532843059407,0.3633696952754443,0.13836204898583315,0.4172887959649823,0.42752652153066967,0.11105686021855019,0.26793768049103006,0.29501937489820296,0.3230345246618249,0.4425269762520519,0.3505857597541538,0.2064522474330017,0.19449896742767464,0.30187893694039264,0.243691450895481,0.3029302466278266,0.202848338974856,0.21578128271099886,0.09908168053949556,0.41005862842279295,0.2936869579717159,0.2895015024814855,0.45301743691137164,0.34222710194156375
sloth,0.29226977241577456,0.2677323192409577,0.3805011095027211,0.2780681289081264,0.3182254514757166,0.2992295629483578,0.27118781281888504,0.20916450789441707,0.28951193628571903,0.19379862684707677,0.3346051489639038,0.24577900315040327,0.290093863503124,0.24843913646132595,0.21759355500047536,0.20740273821752628,0.29122290753154617,0.18885979145859613,0.18557209128141686,0.3667759769037811,0.26972562367896885,0.385621769429379,0.21938544126690215,0.31060042809268695,0.17419057412899716,0.2999535156407698,0.18476709434627578,0.3347506779217733,0.29116837187233496,0.4469035473419932,0.3425035242805761,0.22055885403993886,0.21674391774837967,0.300219159202466,0.3237883981411376,0.4285727600918202,0.40580121790519535,0.2546538669454679,0.22434583500925018,0.26520865523974935,0.23170582972893844,0.2855840518683426,0.2990556934101607,0.27970444476414696,0.21520043567854494,0.3012266550329463,0.29226689923115745,0.2194072278306429,0.45435607130541883,0.30688352304683625
swan,0.3595806551503328,0.2209352109813976,0.3335022199939102,0.2949373412714411,0.333861059353969,0.39369719383174734,0.2512110963041868,0.3402718747432092,0.28129320525977325,0.3954611419398957,0.5429666011124279,0.28137111945211163,0.3458793593179488,0.2971317476269646,0.32306585410084776,0.31808025389986233,0.4013564138402181,0.2851733326796462,0.3927175539022229,0.33359903994940765,0.3030843012648245,0.375126942986814,0.291067503221157,0.356810542162117,0.20189359630883758,0.2836673356845729,0.2917597108409147,0.3723881051985791,0.27589069467699573,0.459437186503896,0.3675677102219556,0.28674756834347476,0.42739133993852446,0.3535756566950595,0.3831832314631089,0.37901166964243427,0.3766277791605772,0.2495372815153006,0.3702262464323983,0.39387886156949337,0.2299912129240744,0.31233772396682674,0.31986058735125156,0.19749161032465587,0.21776228691430327,0.3458819814648054,0.2296492247686295,0.2905546750496854,0.4276133738405219,0.32342254525119163
zebra,0.29640324836917464,0.2210736207278943,0.32318967477543603,0.30740912137365134,0.34457577307084997,0.3096904669074154,0.2057148284662294,0.27712678647113115,0.179812924298214,0.2644175040620483,0.425831199281266,0.19555809498716314,0.27964640850552847,0.3141823277619659,0.25050420358143544,0.3213284961105426,0.46936137913354586,0.26272036271063787,0.27902470115923567,0.2403947606407822,0.30287031288522226,0.36015877023668613,0.212789860505967,0.16832992107638392,0.1488404234277362,0.16842006685204616,0.31886593679528746,0.33523960857211527,0.23145982877896557,0.37891058977884073,0.402822360169274,0.13947090148059163,0.3537023712159443,0.35404935816462296,0.25218543873455207,0.3392809312150945,0.29759988842935575,0.20575332642140431,0.2846589624347547,0.2758395925954517,0.27213677628672045,0.22366327661308766,0.16781350396455136,0.1079108273930847,0.1481864389402153,0.3025152110364413,0.23104398808124404,0.3566280723513194,0.4716515863315603,0.23195029454933594
